Team,Opp,Date,Result,H/A,GF,GA,GD,PK,PKm,G-PK,Poss,PKatt,Comp,Att (GK),Thr,Pa Launch%,Pa AvgLen,Won,Lost,Won%,Att To,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Last3rd Car,OppCr,Stp,Stp%,CrdY,CrdR,2CrdY,Fls,Fld,GCA,PassLive Gc,PassDead Gc,TO Gc,Sh-Gc,Fld Gc,Def-Gc,GK Att,Launch%,AvgLen,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Off,PKwon,PKcon,OG,Recov,#OPA,AvgDist,Cmp,Pas Att,Cmp%,KP,Last3rd PA,PPA,CrsPA,PrgP,TotDist Pas,PrgDist Pas,Cmp 5-15,Att 5-15,Cmp% 5-15,Cmp 15-30,Att 15-30,Cmp% 15-30,Cmp 30+,Att 30+,Cmp% 30+,PKdef,PKA,PKms,Missed PK%,PKAg,PKsv,PK Save%,FK Ag,CKG,OGK,Live Pas,Dead,Pas FK,TB,Sw,Crs,TI,CK,In,Out,Str,Ps Off,PTo,Rec,Last3rd Rec,CPA,Mis,Dis,SCA,PassLive Sc,PassDead Sc,TO Sc,Sh-Sh,Fld Sc,Def-Sc,SoTA,Saves,Save%,Touches,Def Pen,Tch Def 3rd,Tch Mid 3rd,Tch Att 3rd,Att Pen,Live Tch,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Tkl.2,Tkl Att,Tkl%,Lost Tkl,Ints,BlcSh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,FKAtt,PSxG,PSxG/SoT,PSxG+/-
Nice,Le Havre,2024-12-07,W,H,2,1,1,1,0,1,51,1,fr Ligue 1,19,5,26.3,31.2,13,9,59.1,22,9,40.9,10,45.5,289,1918,1247,33,15,19,3,15.8,3,0,0,10,9,1,1,0,0,0,0,0,11,36.4,30.6,16,0.06,0.25,4,25.0,18.2,1,0,0,0,0,46,2,10.2,358,446,80.3,10,26,9,1,43,6027,2057,173,192,90.1,150,176,85.2,28,56,50.0,0,0,0,,0,0,,0,1,0,403,43,10,1,2,23,15,5,3,1,0,0,12,355,15,6,15,13,24,13,1,1,4,3,2,1,0,0.0,579,62,173,290,129,28,578,21,15,11,6,4,10,21,47.6,11,20,6,14,7,28,28,1,2.0,1.2,0.9,0.1,1.0,0.8,0.0,-0.2,0.0,0.08,1,0.3,0.3,-0.7
Lyon,Angers,2024-12-07,W,A,3,0,3,0,0,3,63,0,fr Ligue 1,28,5,32.1,30.5,14,8,63.6,13,5,38.5,7,53.8,486,2482,1305,21,16,11,0,0.0,2,0,0,13,13,6,3,1,1,1,0,0,8,62.5,44.3,16,0.19,0.3,10,62.5,14.9,0,1,0,0,0,35,3,20.0,542,630,86.0,12,41,11,2,45,8840,2656,282,300,94.0,210,238,88.2,39,68,57.4,0,0,0,,0,0,,0,0,0,577,52,16,4,6,19,20,7,3,3,0,1,4,538,16,9,8,6,32,25,3,2,1,1,0,2,2,100.0,731,51,164,350,223,35,731,20,12,7,11,2,10,21,47.6,11,8,2,6,11,31,14,1,2.0,2.0,1.4,1.4,1.7,2.6,1.0,1.0,1.3,0.13,0,0.2,0.11,0.2
Marseille,Saint-Étienne,2024-12-08,W,A,2,0,2,0,1,2,68,1,fr Ligue 1,24,3,4.2,18.6,4,3,57.1,15,11,73.3,3,20.0,694,2897,1561,23,13,4,1,25.0,1,0,0,10,13,3,2,0,0,1,0,0,1,0.0,11.0,20,0.1,0.22,9,45.0,16.9,1,0,1,0,0,48,2,15.0,830,901,92.1,17,42,10,2,56,12210,3571,450,476,94.5,329,350,94.0,25,42,59.5,0,0,0,,0,0,,0,0,0,870,31,11,3,1,14,9,9,5,2,0,0,4,824,13,10,16,5,36,24,2,3,3,2,2,2,2,100.0,990,29,160,655,180,29,989,14,11,2,7,5,10,15,66.7,5,10,1,9,6,20,8,1,2.5,1.6,2.3,1.4,1.5,1.4,-0.5,0.4,-0.5,0.08,1,0.4,0.22,0.4
Lens,Montpellier,2024-12-08,W,H,2,0,2,0,0,1,55,0,fr Ligue 1,19,7,5.3,21.7,10,10,50.0,20,7,35.0,13,65.0,344,2082,1184,29,28,13,2,15.4,2,0,0,15,7,2,1,0,1,0,0,0,5,40.0,29.6,17,0.06,0.33,3,17.6,18.5,0,4,0,0,0,49,2,23.5,473,554,85.4,16,39,13,5,63,7526,2906,237,258,91.9,184,214,86.0,30,45,66.7,0,0,0,,0,0,,0,0,0,513,37,8,2,4,23,17,6,1,2,0,4,9,469,28,4,13,7,32,28,2,1,1,0,0,3,3,100.0,670,39,132,308,234,27,670,16,13,7,5,4,9,17,52.9,8,6,1,5,6,22,22,0,1.3,1.3,0.2,0.2,1.2,1.3,-0.3,-0.3,-0.2,0.07,0,1.4,0.48,1.4
Saint-Étienne,Marseille,2024-12-08,L,H,0,2,-2,0,0,0,32,0,fr Ligue 1,30,5,30.0,34.9,3,4,42.9,15,5,33.3,10,66.7,264,1266,570,13,8,11,0,0.0,1,0,0,13,9,0,0,0,0,0,0,0,4,25.0,26.3,3,0.0,0.0,2,66.7,26.3,0,0,0,1,0,40,0,9.8,350,421,83.1,2,11,1,1,18,5750,1924,160,178,89.9,148,160,92.5,28,56,50.0,1,0,1,100.0,0,1,100.0,0,0,0,390,31,10,1,1,4,14,0,0,0,0,0,9,349,8,2,12,4,4,4,0,0,0,0,0,10,7,80.0,512,79,234,227,54,5,512,8,7,4,3,1,3,14,21.4,11,10,7,3,13,21,17,0,0.1,0.1,-2.3,-1.4,0.1,0.1,-0.1,-0.1,-0.1,0.05,0,3.1,0.21,1.1
Montpellier,Lens,2024-12-08,L,A,0,2,-2,0,0,0,45,0,fr Ligue 1,35,2,45.7,36.4,10,10,50.0,20,8,40.0,9,45.0,357,1787,813,20,13,19,0,0.0,3,0,0,7,14,0,0,0,0,0,0,0,12,33.3,33.5,7,0.0,0.0,3,42.9,13.0,0,1,0,0,1,41,0,13.5,365,456,80.0,5,21,4,2,26,6956,2521,142,162,87.7,168,192,87.5,45,80,56.3,0,0,0,,0,0,,0,0,1,404,51,19,1,6,18,14,3,1,1,0,1,8,358,13,4,15,7,12,9,1,0,2,0,0,3,2,33.3,574,77,251,215,115,18,574,20,14,10,6,4,13,20,65.0,7,13,5,8,7,27,27,1,1.0,1.0,-0.2,-0.2,0.8,0.6,-1.0,-1.0,-0.8,0.16,0,0.5,0.18,-0.5
Strasbourg,Reims,2024-12-08,D,H,0,0,0,0,0,0,48,0,fr Ligue 1,38,5,26.3,29.9,9,13,40.9,18,7,38.9,9,50.0,318,1563,930,18,12,15,0,0.0,1,0,0,13,13,0,0,0,0,0,0,0,9,0.0,14.0,7,0.0,0.0,2,28.6,19.2,1,0,0,0,0,46,0,4.0,396,480,82.5,6,30,6,3,39,7219,2521,159,180,88.3,195,224,87.1,36,60,60.0,0,0,0,,0,0,,0,0,0,436,44,17,1,3,15,14,3,1,1,0,0,7,395,12,7,22,7,12,9,1,0,0,1,1,3,3,100.0,602,58,200,276,129,16,602,19,16,6,10,3,8,15,53.3,7,10,4,6,9,28,25,0,0.8,0.8,-0.3,-0.3,0.8,1.0,-0.8,-0.8,-0.8,0.11,1,0.6,0.2,0.6
Reims,Strasbourg,2024-12-08,D,A,0,0,0,0,0,0,52,0,fr Ligue 1,26,3,38.5,35.7,13,9,59.1,15,7,46.7,8,53.3,382,1941,932,17,14,15,0,0.0,2,0,0,16,11,0,0,0,0,0,0,0,9,33.3,23.6,10,0.0,0.0,3,30.0,17.9,0,2,0,0,0,49,0,12.5,430,521,82.5,7,25,8,3,39,7460,2511,208,232,89.7,179,199,89.9,36,71,50.7,0,0,0,,0,0,,0,0,0,476,43,13,4,5,23,18,2,0,2,0,2,6,428,14,3,17,11,17,15,0,1,0,0,1,2,2,100.0,622,63,238,255,132,21,622,16,10,9,2,5,9,16,56.3,7,9,2,7,7,23,22,0,1.1,1.1,0.3,0.3,1.0,1.9,-1.1,-1.1,-1.0,0.11,0,0.1,0.05,0.1
Nantes,Rennes,2024-12-08,W,H,1,0,1,0,0,1,47,0,fr Ligue 1,24,5,25.0,28.2,17,13,56.7,13,6,46.2,5,38.5,319,1442,727,17,7,11,0,0.0,1,0,0,15,8,2,0,0,2,0,0,0,4,75.0,45.8,14,0.07,0.5,2,14.3,15.3,0,1,0,0,0,37,1,15.3,343,446,76.9,11,43,8,4,40,5835,1874,155,176,88.1,155,181,85.6,24,64,37.5,0,0,0,,0,0,,0,0,0,399,46,9,0,0,28,27,5,4,0,0,1,10,341,7,11,14,10,25,17,1,4,2,1,0,3,3,100.0,547,44,120,259,171,27,547,12,7,1,7,4,5,10,50.0,5,6,0,6,6,18,23,0,1.2,1.2,0.8,0.8,1.1,1.1,-0.2,-0.2,-0.1,0.08,0,0.8,0.26,0.8
Rennes,Nantes,2024-12-08,L,A,0,1,-1,0,0,0,53,0,fr Ligue 1,34,1,32.4,32.3,13,17,43.3,11,5,45.5,5,45.5,345,1586,692,14,6,22,0,0.0,1,1,0,9,14,0,0,0,0,0,0,0,10,80.0,49.4,5,0.0,0.0,3,60.0,17.9,1,1,0,0,0,33,1,15.0,425,512,83.0,4,19,4,2,24,7137,2198,203,225,90.2,184,204,90.2,29,63,46.0,0,0,0,,0,0,,0,0,0,461,50,15,0,3,12,18,5,1,3,0,1,6,420,6,3,20,7,10,8,1,0,0,1,0,2,1,50.0,643,87,280,290,76,10,643,15,10,12,3,0,5,11,45.5,6,15,8,7,5,20,57,0,0.4,0.4,-0.8,-0.8,0.4,0.4,-0.4,-0.4,-0.4,0.08,1,0.8,0.4,-0.2
Saint-Étienne,Toulouse,2024-12-13,L,A,1,2,-1,0,0,1,61,0,fr Ligue 1,62,7,19.4,28.5,15,16,48.4,19,8,42.1,10,52.6,509,2262,1050,15,10,12,0,0.0,4,0,0,15,14,2,2,0,0,0,0,0,6,16.7,19.5,3,0.33,0.5,2,66.7,24.3,0,0,0,0,0,42,0,14.3,589,693,85.0,3,20,3,1,19,9199,2650,283,313,90.4,266,288,92.4,22,61,36.1,0,0,0,,0,0,,0,0,0,653,40,16,1,0,10,12,3,0,2,0,0,12,585,10,1,11,7,6,6,0,0,0,0,0,4,2,50.0,788,132,396,296,105,4,788,18,12,12,5,1,13,17,76.5,4,7,3,4,5,23,27,1,0.5,0.5,-0.9,-0.9,0.5,0.3,0.5,0.5,0.5,0.17,0,0.4,0.1,-1.6
Toulouse,Saint-Étienne,2024-12-13,W,H,2,1,1,0,0,2,39,0,fr Ligue 1,11,1,36.4,34.6,16,15,51.6,18,4,22.2,13,72.2,327,1555,827,17,15,9,0,0.0,3,0,0,16,15,4,4,0,0,0,0,0,1,0.0,28.0,11,0.18,0.5,4,36.4,11.4,0,0,0,0,0,48,0,10.0,364,450,80.9,11,20,10,1,44,6191,2167,164,186,88.2,171,194,88.1,23,47,48.9,0,0,0,,0,0,,0,0,0,410,40,15,2,4,17,20,2,1,1,0,0,4,362,15,5,17,5,20,16,2,0,0,1,1,2,1,50.0,558,26,133,283,146,21,558,17,12,3,9,5,10,18,55.6,8,11,0,11,12,29,13,0,1.4,1.4,0.9,0.9,1.4,1.9,0.6,0.6,0.6,0.13,0,0.4,0.2,-0.6
Lens,Auxerre,2024-12-14,D,A,2,2,0,0,0,2,60,0,fr Ligue 1,17,3,23.5,25.9,13,14,48.1,16,5,31.3,10,62.5,371,2010,1123,17,22,17,0,0.0,1,0,0,10,9,3,2,0,1,0,0,0,5,40.0,32.4,16,0.13,0.4,5,31.3,18.2,1,5,0,0,0,50,2,11.5,539,634,85.0,12,53,15,5,42,8949,2919,251,284,88.4,234,254,92.1,36,63,57.1,0,0,0,,0,0,,1,1,0,590,39,9,5,1,17,17,5,2,3,0,5,8,538,22,5,24,15,29,22,0,3,2,1,1,3,1,33.3,775,65,198,395,186,25,775,24,20,14,8,2,11,20,55.0,9,10,3,7,11,35,26,0,1.6,1.6,1.0,1.0,1.5,1.5,0.4,0.4,0.5,0.1,1,1.1,0.37,-0.9
Marseille,Lille,2024-12-14,D,H,1,1,0,0,0,1,56,0,fr Ligue 1,50,9,12.0,25.0,4,8,33.3,21,10,47.6,10,47.6,369,1816,930,20,16,19,2,10.5,1,1,0,14,8,2,2,0,0,0,0,0,6,0.0,8.5,9,0.11,0.33,3,33.3,16.3,0,3,0,0,0,40,3,14.1,538,608,88.5,4,10,4,1,24,8867,2706,260,272,95.6,229,248,92.3,35,61,57.4,0,0,0,,0,0,,0,0,0,574,31,9,2,4,10,11,3,2,0,0,3,6,529,16,5,13,8,15,8,2,5,0,0,0,5,4,80.0,726,119,357,281,92,13,726,25,14,17,6,2,12,17,70.6,5,7,1,6,5,30,31,0,1.2,1.2,-0.2,-0.2,0.6,0.4,-0.2,-0.2,0.4,0.13,0,1.6,0.32,0.6
Reims,Monaco,2024-12-14,D,H,0,0,0,0,0,0,36,0,fr Ligue 1,37,4,59.5,42.6,18,18,50.0,25,12,48.0,12,48.0,217,1416,748,17,11,14,1,7.1,1,0,0,15,21,0,0,0,0,0,0,0,9,44.4,33.2,8,0.0,,0,0.0,13.5,0,1,0,0,0,57,1,14.0,256,370,69.2,6,20,7,3,35,4875,2281,117,152,77.0,98,125,78.4,38,81,46.9,0,0,0,,0,0,,0,0,0,319,50,28,0,3,17,11,1,0,1,0,1,6,251,11,4,23,8,15,11,2,0,1,0,1,3,3,100.0,513,87,216,200,107,18,513,26,17,14,8,4,10,20,50.0,10,17,4,13,19,45,24,3,1.5,1.5,0.2,0.2,1.4,0.9,-1.5,-1.5,-1.4,0.19,0,1.0,0.32,1.0
Auxerre,Lens,2024-12-14,D,H,2,2,0,0,0,2,40,0,fr Ligue 1,23,5,47.8,38.2,14,13,51.9,21,9,42.9,11,52.4,319,1350,650,10,12,16,0,0.0,3,0,0,10,10,4,3,0,0,0,1,0,7,100.0,67.3,10,0.2,0.67,3,30.0,19.5,1,0,0,0,0,44,0,12.7,310,414,74.9,7,29,5,2,36,5867,2462,126,155,81.3,130,158,82.3,45,79,57.0,0,0,0,,0,0,,0,0,0,366,48,14,1,1,21,21,3,1,2,0,0,7,308,12,1,14,13,19,14,1,2,1,1,0,5,3,60.0,541,63,209,225,114,16,541,25,12,13,7,5,10,15,66.7,5,13,6,7,19,44,27,1,0.6,0.6,-1.0,-1.0,0.4,0.6,1.4,1.4,0.6,0.06,1,1.9,0.37,-0.1
Monaco,Reims,2024-12-14,D,A,0,0,0,0,0,0,64,0,fr Ligue 1,29,4,10.3,26.1,18,18,50.0,23,10,43.5,10,43.5,384,2062,1212,20,18,12,0,0.0,3,0,0,22,13,0,0,0,0,0,0,0,8,12.5,23.1,14,0.0,0.0,3,21.4,17.7,0,6,0,0,0,60,1,22.3,521,651,80.0,10,46,13,2,59,9265,3354,199,242,82.2,281,315,89.2,37,67,55.2,0,0,0,,0,0,,0,0,0,592,53,16,1,1,16,24,4,1,3,0,6,14,519,18,5,11,16,22,21,0,0,1,0,0,0,0,,762,52,217,365,187,33,762,20,12,9,8,3,12,24,50.0,12,6,2,4,10,30,16,1,1.3,1.3,-0.2,-0.2,1.0,1.1,-1.3,-1.3,-1.0,0.09,0,0.0,,0.0
Lille,Marseille,2024-12-14,D,A,1,1,0,0,0,1,44,0,fr Ligue 1,20,3,45.0,34.2,8,4,66.7,18,5,27.8,12,66.7,266,1315,680,13,10,9,0,0.0,3,0,0,9,13,2,0,1,0,0,1,0,3,0.0,28.3,10,0.1,0.2,5,50.0,16.4,0,0,0,0,0,41,0,13.7,398,475,83.8,8,44,13,5,39,7234,2640,165,186,88.7,172,192,89.6,48,72,66.7,0,0,0,,0,0,,0,0,0,429,46,17,3,0,21,16,8,4,0,0,0,6,393,10,6,10,13,18,13,4,0,0,1,0,3,2,66.7,569,38,136,284,151,26,569,18,9,7,8,3,10,20,50.0,10,8,3,5,3,21,13,1,1.4,1.4,0.2,0.2,1.0,1.2,-0.4,-0.4,0.0,0.14,0,1.3,0.43,0.3
Lyon,Paris S-G,2024-12-15,L,A,1,3,-2,0,0,1,32,0,fr Ligue 1,31,2,61.3,45.3,2,9,18.2,18,7,38.9,11,61.1,262,1337,614,15,10,8,0,0.0,3,0,0,8,6,2,2,0,0,0,0,0,6,50.0,38.3,7,0.14,0.33,3,42.9,12.9,0,3,0,1,0,48,2,16.8,294,370,79.5,6,23,9,0,38,4868,1934,166,186,89.2,106,126,84.1,20,48,41.7,1,1,0,0.0,1,0,0.0,0,0,0,334,33,9,3,1,14,11,3,0,2,0,3,3,293,10,5,19,5,14,13,1,0,0,0,0,6,3,66.7,479,66,173,189,121,24,479,13,8,5,5,3,6,15,40.0,9,14,3,11,8,21,18,4,1.5,1.5,-1.4,-0.6,1.1,1.0,-0.5,-0.5,-0.1,0.21,0,2.7,0.34,-0.3
Paris S-G,Lyon,2024-12-15,W,H,3,1,2,1,0,2,68,1,fr Ligue 1,31,5,22.6,28.9,9,2,81.8,17,9,52.9,6,35.3,452,2425,1452,32,24,8,1,12.5,2,0,0,7,8,5,2,0,1,1,1,0,3,66.7,35.0,12,0.17,0.4,5,41.7,13.1,0,2,1,0,0,46,0,6.5,697,774,90.1,9,50,9,0,51,11749,3094,321,332,96.7,290,314,92.4,63,85,74.1,0,0,0,,0,0,,0,0,0,733,39,10,4,7,13,20,4,4,0,0,2,12,695,24,9,16,7,24,17,1,2,2,2,0,3,2,66.7,876,70,227,429,224,27,875,16,12,8,6,2,11,18,61.1,7,4,2,2,7,23,22,1,2.9,2.1,1.4,0.6,1.3,1.3,0.1,-0.1,-0.3,0.18,0,0.9,0.3,-0.1
Brest,Nantes,2024-12-15,W,H,4,1,3,0,0,4,51,0,fr Ligue 1,34,3,26.5,31.1,10,15,40.0,12,3,25.0,8,66.7,306,1912,918,17,6,22,1,4.5,3,0,0,10,13,8,6,1,0,0,1,0,4,75.0,52.8,13,0.31,0.5,8,61.5,17.8,0,2,0,0,0,48,1,11.7,463,543,85.3,10,29,5,3,28,8410,2957,188,202,93.1,213,234,91.0,51,86,59.3,0,0,0,,0,0,,0,1,0,507,34,14,2,2,16,14,0,0,0,0,2,5,458,6,7,18,5,23,20,1,0,0,2,0,7,6,85.7,668,73,256,302,117,16,668,17,12,10,5,2,7,14,50.0,7,10,6,4,2,19,37,0,2.0,2.0,0.8,0.8,1.9,1.4,2.0,2.0,1.1,0.15,0,0.9,0.13,-0.1
Strasbourg,Le Havre,2024-12-15,W,A,3,0,3,0,0,3,44,0,fr Ligue 1,30,2,16.7,27.8,5,13,27.8,8,4,50.0,4,50.0,388,1675,890,11,5,35,0,0.0,1,0,0,7,10,5,3,1,0,1,0,0,12,50.0,38.3,9,0.33,0.6,5,55.6,13.1,0,3,0,0,0,34,4,21.4,420,492,85.4,8,27,8,2,40,7757,2569,157,173,90.8,224,248,90.3,38,57,66.7,0,0,0,,0,0,,0,0,0,448,41,14,4,2,11,12,2,1,0,0,3,7,418,5,4,11,5,15,11,1,1,2,0,0,1,1,100.0,604,81,261,257,90,16,604,10,6,6,4,0,3,10,30.0,7,8,0,8,9,19,40,0,0.9,0.9,0.0,0.0,0.9,0.5,2.1,2.1,2.1,0.11,0,0.0,0.02,0.0
Rennes,Angers,2024-12-15,W,H,2,0,2,0,0,2,44,0,fr Ligue 1,23,6,39.1,34.2,10,10,50.0,20,6,30.0,14,70.0,336,2055,1033,22,16,14,2,14.3,3,0,0,18,11,2,2,0,0,0,0,0,6,33.3,26.8,7,0.29,0.5,4,57.1,19.4,0,0,0,0,0,44,5,18.4,379,461,82.2,6,20,5,2,30,5845,2027,188,219,85.8,134,152,88.2,27,49,55.1,0,0,0,,0,0,,0,0,0,418,43,15,2,2,13,19,2,0,1,0,0,8,378,16,7,14,11,11,10,0,1,0,0,0,0,0,,569,48,190,272,111,12,569,18,11,12,6,0,10,19,52.6,9,10,1,9,8,26,26,0,0.6,0.6,0.2,0.2,0.5,0.3,1.4,1.4,0.5,0.08,0,0.0,,0.0
Nice,Montpellier,2024-12-15,D,A,2,2,0,0,0,2,48,0,fr Ligue 1,22,5,36.4,33.6,14,14,50.0,26,11,42.3,13,50.0,203,1326,832,17,15,25,2,8.0,2,0,0,13,15,4,3,0,1,0,0,0,6,50.0,38.0,18,0.11,0.33,6,33.3,17.7,1,0,0,0,0,44,0,7.3,347,412,84.2,13,35,4,0,38,5918,2667,165,179,92.2,154,180,85.6,23,42,54.8,0,0,0,,0,0,,0,0,0,371,41,15,1,0,19,13,4,1,2,0,0,8,342,15,6,13,12,33,21,3,4,2,2,1,8,6,75.0,573,77,191,248,140,17,573,25,14,13,7,5,13,19,68.4,6,18,7,11,9,34,41,1,1.4,1.4,-0.5,-0.5,0.8,0.8,0.6,0.6,1.2,0.08,1,1.8,0.22,-0.2
Angers,Rennes,2024-12-15,L,A,0,2,-2,0,0,0,56,0,fr Ligue 1,29,4,27.6,28.2,10,10,50.0,20,9,45.0,10,50.0,410,2021,945,16,15,7,0,0.0,1,0,0,12,18,0,0,0,0,0,0,0,6,33.3,33.5,3,0.0,,0,0.0,12.3,0,3,0,0,0,44,0,10.3,477,577,82.7,3,37,6,4,30,8519,3029,213,234,91.0,216,244,88.5,43,80,53.8,0,0,0,,0,0,,0,0,0,524,50,18,6,3,18,22,1,0,1,0,3,9,474,15,0,17,8,6,6,0,0,0,0,0,4,2,50.0,677,56,208,337,141,14,677,25,17,13,9,3,14,20,70.0,6,8,1,7,15,40,18,1,0.4,0.4,-0.2,-0.2,0.4,0.8,-0.4,-0.4,-0.4,0.12,0,1.1,0.27,-0.9
Montpellier,Nice,2024-12-15,D,H,2,2,0,0,0,2,52,0,fr Ligue 1,35,5,42.9,36.9,14,14,50.0,22,6,27.3,13,59.1,321,1739,915,24,12,17,0,0.0,1,0,0,15,13,4,4,0,0,0,0,0,6,33.3,34.8,21,0.1,0.25,8,38.1,16.3,0,1,0,0,0,44,0,10.5,352,448,78.6,17,33,10,3,44,7253,2879,149,183,81.4,133,153,86.9,69,97,71.1,0,0,0,,0,0,,0,0,0,393,54,13,2,3,32,23,9,2,7,0,1,13,349,12,10,13,12,36,26,4,2,2,1,1,6,4,66.7,573,64,183,229,165,37,573,25,15,15,7,3,13,24,54.2,11,12,5,7,2,27,22,0,2.0,2.0,0.5,0.5,1.9,2.4,0.0,0.0,0.1,0.09,0,2.1,0.34,0.1
Le Havre,Strasbourg,2024-12-15,L,H,0,3,-3,0,0,0,56,0,fr Ligue 1,26,4,3.8,24.2,13,5,72.2,11,7,63.6,3,27.3,433,2110,1091,18,19,8,0,0.0,0,0,0,11,7,0,0,0,0,0,0,0,5,0.0,20.6,10,0.0,0.0,1,10.0,14.1,0,3,0,0,0,43,0,,540,633,85.3,8,35,9,7,53,9939,2973,199,227,87.7,278,301,92.4,51,79,64.6,0,0,0,,0,0,,0,2,0,591,39,10,0,3,44,17,3,3,0,0,3,12,536,19,3,15,7,19,16,1,0,1,1,0,5,2,40.0,713,43,205,349,161,23,713,9,5,3,5,1,4,8,50.0,4,9,1,8,13,22,10,1,0.9,0.9,0.0,0.0,0.8,1.0,-0.9,-0.9,-0.8,0.09,0,2.2,0.5,-0.8
Nantes,Brest,2024-12-15,L,A,1,4,-3,0,0,1,49,0,fr Ligue 1,28,8,21.4,29.1,15,10,60.0,15,7,46.7,7,46.7,306,1503,825,18,10,11,1,9.1,3,0,0,14,10,1,0,1,0,0,0,0,9,55.6,44.2,16,0.06,0.14,7,43.8,15.0,0,0,0,0,0,35,0,8.0,420,521,80.6,14,36,14,8,43,7701,3159,169,201,84.1,180,198,90.9,54,89,60.7,0,0,0,,0,0,,0,0,0,459,62,12,1,1,32,31,5,2,3,0,0,10,417,10,4,16,10,31,25,4,0,2,0,0,8,4,50.0,608,51,205,257,150,28,608,13,7,4,8,1,8,11,72.7,3,8,2,6,4,17,14,0,1.1,1.1,-0.8,-0.8,0.8,0.9,-0.1,-0.1,0.2,0.07,0,2.2,0.28,-1.8
Monaco,Paris S-G,2024-12-18,L,H,2,4,-2,1,0,1,40,1,fr Ligue 1,32,4,28.1,33.3,5,10,33.3,28,15,53.6,11,39.3,328,1520,801,21,15,15,0,0.0,2,0,0,11,9,3,2,0,0,1,0,0,5,0.0,9.4,14,0.07,0.25,4,28.6,17.1,1,3,0,0,0,57,5,22.7,325,407,79.9,10,25,9,1,43,5553,2312,148,174,85.1,127,149,85.2,38,61,62.3,0,0,0,,0,0,,0,1,0,371,33,10,4,3,7,12,1,1,0,0,3,4,324,15,7,18,5,25,18,0,4,1,2,0,11,7,63.6,556,70,174,253,139,29,555,31,24,12,15,4,14,23,60.9,9,12,3,9,10,41,29,0,2.4,1.7,0.6,-0.1,1.5,1.7,-0.4,-0.7,-0.5,0.12,1,3.2,0.29,-0.8
Paris S-G,Monaco,2024-12-18,W,A,4,2,2,0,0,4,60,0,fr Ligue 1,33,4,30.3,34.3,10,5,66.7,24,9,37.5,14,58.3,363,1988,982,26,12,5,0,0.0,0,0,0,11,10,6,2,1,1,1,0,1,7,57.1,41.3,17,0.24,0.36,11,64.7,16.7,0,1,0,1,0,50,4,20.1,528,621,85.0,15,32,6,1,46,9241,2928,262,288,91.0,195,209,93.3,59,95,62.1,1,1,0,0.0,1,0,0.0,0,0,0,561,59,14,4,8,18,26,9,4,2,0,1,9,523,12,5,13,17,31,21,5,1,2,1,1,5,3,80.0,735,73,239,340,160,29,735,16,8,9,6,1,11,26,42.3,15,10,5,5,12,28,17,0,1.8,1.8,-0.6,0.1,1.4,1.0,2.2,2.2,1.6,0.11,0,2.3,0.29,0.3
Nice,Rennes,2025-01-03,W,H,3,2,1,0,0,3,47,0,fr Ligue 1,36,3,27.8,33.0,9,13,40.9,10,6,60.0,4,40.0,246,1293,747,19,8,12,1,8.3,3,1,0,11,13,4,4,0,0,0,0,0,7,42.9,28.0,9,0.33,0.5,6,66.7,14.5,0,4,0,0,0,48,1,11.7,350,457,76.6,6,20,8,1,29,6689,2232,127,149,85.2,186,216,86.1,32,71,45.1,0,0,0,,0,0,,0,0,0,402,51,14,6,0,12,24,3,2,0,0,4,7,348,8,4,13,8,15,14,0,0,0,1,0,5,3,60.0,560,62,211,253,102,20,560,21,13,16,5,0,7,14,50.0,7,9,2,7,14,35,21,1,1.5,1.5,-0.2,-0.2,0.9,1.0,1.5,1.5,1.1,0.17,0,2.4,0.48,0.4
Rennes,Nice,2025-01-03,L,A,2,3,-1,0,0,2,53,0,fr Ligue 1,28,3,53.6,37.8,13,9,59.1,14,7,50.0,7,50.0,378,1805,810,12,18,7,0,0.0,3,0,0,14,10,3,2,0,0,1,0,0,6,50.0,35.3,10,0.2,0.4,5,50.0,19.4,0,0,0,0,0,46,2,17.0,425,523,81.3,8,34,9,0,36,6901,2089,229,248,92.3,163,190,85.8,28,63,44.4,0,0,0,,0,0,,0,0,0,478,45,15,1,4,16,18,3,1,0,0,0,10,420,18,2,17,14,18,16,0,0,2,0,0,6,3,50.0,633,60,171,328,141,18,633,12,7,1,9,2,4,10,40.0,6,8,2,6,18,30,22,1,1.7,1.7,0.2,0.2,0.8,1.0,0.3,0.3,0.2,0.17,0,1.8,0.3,-1.2
