Rk,Team,Date,H/A,Opp,Result,Tm_AST%,Tm_STL%,Tm_BLK%,Tm_TOV%,Opp_AST%,Opp_STL%,Opp_BLK%,Opp_TOV%
1451,SAC,2025-01-19,,WAS,"W, 123-100",60.9,11.3,8.5,10.2,59.4,5.7,1.8,14.2
1452,SAC,2024-11-27,@,MIN,"W, 115-104",60.9,8.1,8.6,14.5,75.8,11.2,15.8,14.9
1453,WAS,2025-01-16,,PHO,"L, 123-130",60.9,12.6,7.7,11.1,75.0,9.7,7.8,14.0
1454,MEM,2025-03-15,,MIA,"W, 125-91",60.8,7.3,11.8,10.2,68.6,6.3,6.6,12.9
1455,MEM,2024-11-27,,DET,"W, 131-111",60.8,12.4,8.5,14.5,60.0,5.7,8.5,17.2
1456,NOP,2025-01-29,,DAL,"L, 136-137",60.8,12.6,11.3,7.0,57.7,5.8,9.2,15.5
1457,OKC,2024-11-01,@,POR,"W, 137-114",60.8,13.9,18.8,11.2,69.2,8.0,10.9,16.4
1458,PHO,2024-11-26,,LAL,"W, 127-100",60.8,8.9,5.9,8.0,67.6,6.9,10.5,11.1
1459,WAS,2025-01-29,,TOR,"L, 82-106",60.7,6.1,8.8,24.2,73.8,12.1,7.1,12.9
1460,CHO,2025-02-19,@,LAL,"W, 100-97",60.6,11.8,10.3,16.2,78.4,6.9,10.5,15.9
1461,GSW,2025-03-25,@,MIA,"L, 86-112",60.6,8.9,1.9,15.1,60.5,8.9,11.1,17.9
1462,GSW,2024-12-30,,CLE,"L, 95-113",60.6,4.7,16.3,12.0,56.8,9.5,9.8,13.7
1463,MIL,2024-10-27,@,BRK,"L, 102-115",60.6,7.2,6.5,17.0,59.0,9.2,7.3,10.6
1464,NYK,2024-12-15,@,ORL,"W, 100-91",60.6,8.5,5.4,18.4,66.7,8.5,21.3,14.1
1465,UTA,2025-01-09,,MIA,"L, 92-97",60.6,9.5,17.1,15.8,72.2,10.5,14.9,12.5
1466,WAS,2024-11-10,@,ORL,"L, 94-121",60.6,4.3,16.3,17.0,61.0,6.4,12.8,10.5
1467,CHO,2025-01-07,,PHO,"W, 115-104",60.5,9.0,8.5,11.2,69.2,3.0,7.8,9.9
1468,CHO,2024-11-08,,IND,"W, 103-83",60.5,6.4,13.0,13.6,72.7,10.6,10.0,13.6
1469,HOU,2024-12-11,,GSW,"W, 91-90",60.5,10.5,10.9,16.3,59.5,13.7,14.3,20.0
1470,LAC,2025-02-23,@,IND,"L, 111-129",60.5,8.9,6.3,10.0,67.4,6.9,11.1,12.7
1471,PHI,2024-12-06,,ORL,"W, 102-94",60.5,11.6,0.0,14.8,63.6,8.4,11.3,19.7
1472,TOR,2025-02-11,@,PHI,"W, 106-103",60.5,8.1,7.5,17.1,59.5,10.1,4.1,12.1
1473,UTA,2025-02-13,,LAC,"L, 116-120 (OT)",60.5,6.7,1.8,22.5,56.4,15.2,15.2,9.8
1474,UTA,2024-11-09,@,SAS,"W, 111-110",60.5,12.5,10.5,15.6,76.3,7.7,20.4,17.6
1475,WAS,2024-11-02,,MIA,"L, 98-118",60.5,11.7,15.4,10.7,44.2,5.9,5.4,11.1
1476,BOS,2024-12-29,,IND,"L, 114-123",60.5,6.1,9.4,7.3,58.7,6.1,5.1,8.3
1477,CHI,2025-01-12,,SAC,"L, 119-124",60.5,4.0,7.1,7.3,70.2,4.0,5.4,7.1
1478,CHI,2024-11-11,,CLE,"L, 113-119",60.5,6.7,9.6,18.3,60.5,13.5,6.1,7.7
1479,CLE,2024-11-11,@,CHI,"W, 119-113",60.5,13.5,6.1,7.7,60.5,6.7,9.6,18.3
1480,LAC,2025-01-15,,BRK,"W, 126-67",60.5,13.3,5.5,14.8,60.0,9.2,4.3,19.2
1481,MEM,2024-10-31,,MIL,"W, 122-99",60.5,5.8,5.6,15.1,48.8,9.6,7.4,8.7
1482,MIA,2025-03-25,,GSW,"W, 112-86",60.5,8.9,11.1,17.9,60.6,8.9,1.9,15.1
1483,NOP,2025-02-05,@,DEN,"L, 119-144",60.5,4.9,5.3,9.5,70.2,8.8,6.3,7.8
1484,NOP,2024-12-08,@,SAS,"L, 116-121",60.5,9.0,14.8,6.9,64.3,7.0,18.0,10.9
1485,OKC,2025-02-07,,TOR,"W, 121-109",60.5,10.5,14.0,10.9,79.5,9.5,11.3,10.8
1486,PHO,2024-11-08,@,DAL,"W, 114-113",60.5,6.7,4.3,8.7,43.9,5.6,2.1,10.9
1487,TOR,2025-03-10,,WAS,"W, 119-104",60.5,3.0,4.0,6.9,65.8,5.0,20.0,6.7
1488,DAL,2024-11-10,@,DEN,"L, 120-122",60.4,7.3,8.3,9.2,77.8,6.2,8.8,9.1
1489,DEN,2024-11-19,@,MEM,"W, 122-110",60.4,13.1,9.2,14.8,58.5,7.9,15.6,15.9
1490,DET,2025-03-11,,WAS,"W, 123-103",60.4,6.9,9.4,9.8,54.1,6.9,6.1,11.4
1491,NOP,2025-03-08,@,HOU,"L, 117-146",60.4,7.0,5.1,11.7,58.2,8.9,10.8,9.2
1492,UTA,2025-02-07,@,PHO,"L, 127-135 (OT)",60.4,4.7,14.6,8.7,66.0,5.6,21.7,6.6
1493,IND,2025-01-25,@,SAS,"W, 136-98",60.4,13.9,17.0,8.5,62.9,8.9,7.9,20.0
1494,OKC,2024-12-03,,UTA,"W, 133-106",60.4,18.9,8.6,7.0,55.3,3.2,10.9,26.7
1495,BOS,2025-03-21,@,UTA,"W, 121-99",60.0,13.7,8.2,9.6,63.2,7.4,4.3,16.0
1496,BOS,2025-03-08,,LAL,"W, 111-101",60.0,9.6,10.6,9.5,46.2,6.4,2.2,13.1
1497,BOS,2025-02-23,,NYK,"W, 118-105",60.0,8.3,8.9,11.1,52.5,4.1,2.1,10.2
1498,CHO,2025-01-15,@,UTA,"W, 117-112",60.0,6.0,12.0,16.0,69.8,5.0,8.7,10.7
1499,CHO,2024-12-08,@,IND,"W, 113-109",60.0,10.8,6.5,21.8,54.8,8.8,14.3,16.1
1500,CHO,2024-11-02,,BOS,"L, 103-113",60.0,10.2,3.3,12.0,63.9,4.1,8.2,13.7
1501,CLE,2024-11-09,,BRK,"W, 105-100",60.0,13.0,15.2,16.3,61.8,4.3,4.3,19.2
1502,DAL,2025-02-04,@,PHI,"L, 116-118",60.0,8.5,7.5,10.8,78.7,5.3,7.7,12.1
1503,DEN,2025-01-19,@,ORL,"W, 113-100",60.0,6.2,13.1,18.8,78.9,15.5,11.5,6.0
1504,DET,2025-03-05,@,LAC,"L, 115-123",60.0,5.2,3.6,12.1,40.9,8.3,11.8,9.9
1505,DET,2024-11-27,@,MEM,"L, 111-131",60.0,5.7,8.5,17.2,60.8,12.4,8.5,14.5
1506,IND,2024-11-10,,NYK,"W, 132-121",60.0,6.0,6.9,9.2,50.0,5.0,7.1,12.9
1507,LAC,2025-03-26,@,NYK,"W, 126-113",60.0,4.4,16.0,4.8,83.3,4.4,1.7,9.6
1508,LAC,2024-11-27,@,WAS,"W, 121-96",60.0,17.9,7.7,13.8,60.0,8.9,7.1,17.4
1509,LAC,2024-10-31,,PHO,"L, 119-125",60.0,8.2,18.6,12.0,69.0,12.3,6.9,11.3
1510,MEM,2025-04-03,@,MIA,"W, 110-108",60.0,8.3,6.5,16.3,61.5,11.4,17.0,9.6
1511,MEM,2025-01-06,,DAL,"W, 119-104",60.0,10.6,8.1,12.7,62.5,6.7,15.1,12.5
1512,MEM,2024-12-03,@,DAL,"L, 116-121",60.0,14.0,6.1,15.6,61.5,7.5,14.0,19.9
1513,MIA,2024-11-15,@,IND,"W, 124-111",60.0,15.8,2.0,9.3,63.6,7.9,8.9,18.0
1514,MIL,2025-03-20,@,LAL,"W, 118-89",60.0,12.6,8.0,8.3,76.5,5.2,8.2,19.8
1515,MIL,2024-12-31,@,IND,"W, 120-112",60.0,9.3,0.0,10.0,65.0,7.4,10.9,14.9
1516,MIL,2024-12-23,@,CHI,"W, 112-91",60.0,7.1,2.4,12.1,75.0,9.1,2.3,13.6
1517,MIN,2025-03-19,,NOP,"L, 115-119",60.0,7.1,10.0,13.1,59.6,5.1,15.8,13.2
1518,BRK,2025-01-15,@,LAC,"L, 67-126",60.0,9.2,4.3,19.2,60.5,13.3,5.5,14.8
1519,NOP,2025-01-12,@,BOS,"L, 119-120",60.0,7.9,5.3,9.3,52.3,5.0,14.3,9.7
1520,NYK,2025-04-02,@,CLE,"L, 105-124",60.0,7.4,3.5,14.1,46.0,8.5,9.3,11.5
1521,NYK,2025-03-30,,POR,"W, 110-93",60.0,10.8,19.6,14.3,50.0,9.7,6.8,13.1
1522,NYK,2024-11-20,@,PHO,"W, 138-122",60.0,10.1,0.0,13.6,66.7,9.1,4.3,12.3
1523,OKC,2025-02-24,,MIN,"L, 128-131 (OT)",60.0,8.9,12.3,8.5,65.9,5.4,8.8,10.2
1524,OKC,2024-12-07,@,NOP,"W, 119-109",60.0,12.9,7.1,17.5,65.8,14.9,11.3,16.5
1525,OKC,2024-11-20,,POR,"W, 109-99",60.0,14.4,19.5,12.2,56.3,6.2,11.7,20.8
1526,ORL,2025-03-31,,LAC,"L, 87-96",60.0,10.9,7.8,14.9,50.0,13.1,10.0,15.0
1527,ORL,2025-02-05,@,SAC,"W, 130-111",60.0,8.5,5.7,10.4,57.5,6.4,7.0,17.1
1528,PHI,2025-03-23,@,ATL,"L, 119-132",60.0,7.9,8.0,10.8,72.9,10.9,7.0,15.0
1529,PHI,2025-03-01,,GSW,"W, 126-119",60.0,8.0,5.2,12.6,71.7,7.0,7.7,12.2
1530,PHI,2025-01-01,@,SAC,"L, 107-113",60.0,10.3,9.4,17.4,58.5,11.4,9.1,15.2
1531,POR,2025-02-26,@,WAS,"W, 129-121",60.0,10.1,8.5,12.7,58.1,8.2,12.5,16.3
1532,POR,2025-01-02,@,LAL,"L, 106-114",60.0,6.2,7.8,16.8,69.8,8.3,5.6,11.5
1533,SAC,2024-12-22,,IND,"L, 95-122",60.0,3.1,6.4,8.8,72.0,7.3,8.6,11.8
1534,SAS,2025-04-01,,ORL,"L, 105-116",60.0,7.4,9.3,16.1,65.1,12.6,14.3,12.0
1535,TOR,2025-03-08,,WAS,"L, 117-118",60.0,11.3,9.7,12.2,65.9,12.3,10.1,12.7
1536,TOR,2024-11-15,,DET,"L, 95-99",60.0,6.9,10.5,12.3,61.5,7.9,12.1,11.9
1537,UTA,2025-03-19,,WAS,"W, 128-112",60.0,7.0,2.1,14.9,69.8,11.9,8.5,12.2
1538,WAS,2024-11-27,,LAC,"L, 96-121",60.0,8.9,7.1,17.4,60.0,17.9,7.7,13.8
1539,NYK,2024-11-01,@,DET,"W, 128-98",59.6,16.0,6.4,8.7,56.1,6.0,14.3,20.7
1540,UTA,2025-01-04,@,MIA,"W, 136-100",59.6,10.8,8.9,11.6,71.4,8.9,13.0,13.9
1541,CLE,2025-01-25,,HOU,"L, 131-135",59.6,4.0,9.3,9.7,57.8,5.0,7.7,9.8
1542,DAL,2025-03-29,@,CHI,"W, 120-119",59.6,8.5,13.8,5.2,72.1,3.8,4.2,15.8
1543,DEN,2025-02-28,@,DET,"W, 134-119",59.6,4.8,12.9,17.0,71.1,14.3,5.7,9.2
1544,DEN,2025-02-27,@,MIL,"L, 112-121",59.6,7.6,3.6,10.6,59.5,7.6,5.6,9.7
1545,NOP,2025-03-19,@,MIN,"W, 119-115",59.6,5.1,15.8,13.2,60.0,7.1,10.0,13.1
1546,PHI,2025-02-09,@,MIL,"L, 127-135",59.6,8.8,10.0,12.6,63.0,6.8,6.8,9.5
1547,BOS,2025-02-12,,SAS,"W, 116-103",59.5,3.0,8.8,14.5,71.4,9.1,5.6,7.3
1548,BOS,2025-01-17,,ORL,"W, 121-94",59.5,6.7,6.0,10.0,44.1,3.4,7.0,11.1
1549,CLE,2024-11-13,@,PHI,"W, 114-106",59.5,8.5,2.0,10.6,58.5,8.5,4.4,11.0
1550,DAL,2025-03-21,,DET,"W, 123-117",59.5,9.7,10.4,17.3,52.2,13.6,10.9,11.6
1551,DAL,2024-11-03,,ORL,"W, 108-85",59.5,8.0,9.6,16.6,61.3,8.0,7.5,12.9
1552,LAL,2025-03-19,,DEN,"W, 120-108",59.5,13.0,6.3,12.8,61.0,8.0,8.9,16.5
1553,MIL,2025-02-27,,DEN,"W, 121-112",59.5,7.6,5.6,9.7,59.6,7.6,3.6,10.6
1554,MIL,2025-01-17,,TOR,"W, 130-112",59.5,7.0,8.8,12.4,72.1,6.0,8.0,12.1
1555,MIN,2024-12-27,@,HOU,"W, 113-112",59.5,8.4,9.7,15.1,42.2,7.3,7.5,12.2
1556,NYK,2025-02-21,@,CLE,"L, 105-142",59.5,7.9,5.5,14.9,67.9,11.8,3.3,13.2
1557,OKC,2025-04-02,,DET,"W, 119-103",59.5,11.7,19.6,8.4,55.6,4.9,12.1,16.0
1558,OKC,2024-12-31,,MIN,"W, 113-105",59.5,16.3,4.9,10.8,53.8,3.1,13.2,22.2
1559,OKC,2024-11-10,,GSW,"L, 116-127",59.5,4.1,13.0,9.4,77.8,8.1,4.9,13.1
1560,ORL,2025-03-24,,LAL,"W, 118-106",59.5,6.7,8.3,8.6,51.4,7.8,2.2,10.6
1561,PHI,2025-03-30,,TOR,"L, 109-127",59.5,5.7,15.4,15.6,65.3,9.5,6.7,9.0
1562,PHO,2025-03-30,,HOU,"L, 109-148",59.5,7.8,7.5,16.7,66.1,13.6,7.3,8.4
1563,POR,2025-03-17,,WAS,"W, 112-97",59.5,15.1,5.8,7.7,71.1,6.0,13.2,14.1
1564,POR,2025-03-02,@,CLE,"L, 129-133 (OT)",59.5,7.2,2.0,15.2,64.3,10.7,8.9,11.8
1565,POR,2024-12-13,,SAS,"L, 116-118",59.5,9.5,9.1,15.2,72.7,5.3,14.6,13.7
1566,SAC,2025-01-14,@,MIL,"L, 115-130",59.5,3.9,9.3,8.0,65.3,2.0,7.5,7.8
1567,SAC,2024-12-30,,DAL,"W, 110-100",59.5,7.8,2.2,12.9,53.1,7.8,19.1,16.9
1568,SAS,2025-02-07,@,CHO,"L, 116-117",59.5,8.5,7.9,7.2,70.2,4.3,7.5,9.6
1569,UTA,2025-01-22,@,OKC,"L, 114-123",59.5,3.0,10.7,21.2,45.5,14.9,7.5,9.4
1570,UTA,2025-01-20,@,NOP,"L, 119-123 (OT)",59.5,5.4,7.8,10.5,68.3,10.9,13.3,11.8
1571,CHO,2024-11-27,,MIA,"L, 94-98",59.5,10.3,13.9,11.4,63.6,6.2,10.6,21.0
1572,CHO,2024-10-25,@,ATL,"L, 120-125",59.5,6.9,9.3,14.1,64.1,10.9,20.0,12.5
1573,DAL,2024-10-26,@,PHO,"L, 102-114",59.5,6.2,4.9,8.2,72.2,3.1,7.7,10.3
1574,GSW,2025-01-05,,SAC,"L, 99-129",59.5,10.0,6.8,19.8,68.9,15.0,6.5,14.2
1575,GSW,2024-12-11,@,HOU,"L, 90-91",59.5,13.7,14.3,20.0,60.5,10.5,10.9,16.3
1576,MIN,2024-11-12,@,POR,"L, 108-122",59.5,13.0,7.7,21.7,69.8,14.0,18.4,17.7
1577,BRK,2025-03-10,,LAL,"W, 111-108",59.5,10.6,13.3,6.4,83.8,4.2,8.9,13.8
1578,ORL,2025-02-12,,CHO,"W, 102-86",59.5,4.3,16.4,10.1,65.6,4.3,8.5,12.0
1579,ORL,2025-02-10,,ATL,"L, 106-112",59.5,10.2,17.8,16.9,76.3,10.2,6.3,16.0
1580,PHI,2025-02-11,,TOR,"L, 103-106",59.5,10.1,4.1,12.1,60.5,8.1,7.5,17.1
1581,PHI,2025-02-05,,MIA,"L, 101-108",59.5,14.5,8.2,4.6,64.1,3.1,7.1,19.3
1582,SAS,2024-10-28,,HOU,"L, 101-106",59.5,6.5,12.5,15.0,57.1,6.5,3.7,11.2
1583,TOR,2025-03-02,@,ORL,"W, 104-102",59.5,8.7,8.7,13.9,56.7,3.3,8.6,14.1
1584,TOR,2024-11-24,@,CLE,"L, 108-122",59.5,8.9,8.9,13.0,56.3,10.8,7.5,11.9
1585,TOR,2024-11-21,,MIN,"W, 110-105",59.5,11.4,2.2,16.0,48.5,12.4,10.2,15.2
1586,LAL,2024-12-02,@,MIN,"L, 80-109",59.4,8.4,4.3,19.8,75.6,11.6,4.2,14.6
1587,SAC,2024-11-22,@,LAC,"L, 88-104",59.4,5.0,15.4,13.8,69.2,13.1,6.3,10.6
1588,UTA,2024-10-31,,SAS,"L, 88-106",59.4,6.1,12.2,22.3,65.8,17.2,14.0,9.7
1589,WAS,2025-01-19,@,SAC,"L, 100-123",59.4,5.7,1.8,14.2,60.9,11.3,8.5,10.2
1590,CHI,2025-03-19,@,PHO,"L, 121-127",59.2,7.0,14.3,12.0,72.3,9.0,11.5,9.5
1591,CHI,2024-11-23,,MEM,"L, 131-142",59.2,3.9,14.8,9.5,69.1,4.8,7.3,11.8
1592,CLE,2024-11-20,,NOP,"W, 128-100",59.2,10.6,14.8,12.4,59.0,9.6,5.9,9.8
1593,DEN,2025-02-20,,CHO,"W, 129-115",59.2,3.0,4.8,11.8,65.1,10.0,3.6,8.6
1594,DEN,2025-01-08,,LAC,"W, 126-103",59.2,7.1,7.1,11.1,46.7,8.1,11.1,10.9
1595,OKC,2025-02-10,,NOP,"W, 137-101",59.2,14.7,14.5,9.7,52.8,3.9,10.0,19.6
1596,POR,2024-12-01,,DAL,"L, 131-137",59.2,6.9,0.0,18.6,68.8,12.7,0.0,11.5
1597,SAS,2025-03-10,,DAL,"L, 129-133",59.2,6.1,4.0,7.9,53.2,5.1,3.8,9.8
1598,CLE,2024-11-17,,CHO,"W, 128-114",59.1,3.1,7.8,18.3,81.0,12.2,12.8,8.5
1599,DAL,2024-11-16,,SAS,"W, 110-93",59.1,9.1,14.6,12.8,75.0,10.2,14.3,10.6
1600,DAL,2024-11-12,@,GSW,"L, 117-120",59.1,5.9,1.9,16.0,64.4,12.9,14.0,10.9
1601,DET,2025-01-29,@,IND,"L, 119-133",59.1,6.8,7.0,13.0,60.9,6.8,9.1,12.1
1602,LAC,2025-01-31,@,CHO,"W, 112-104",59.1,7.2,6.1,16.7,42.9,11.4,5.7,8.1
1603,MEM,2025-02-28,,NYK,"L, 113-114",59.1,2.0,7.0,15.5,65.9,10.0,11.1,8.1
1604,MIA,2025-03-27,,ATL,"W, 122-112",59.1,10.4,2.4,13.4,62.8,10.4,4.1,15.4
1605,MIL,2025-01-28,@,POR,"L, 112-125",59.1,8.3,3.3,10.4,57.8,6.2,3.8,13.0
1606,MIL,2025-01-08,,SAS,"W, 121-105",59.1,7.1,9.3,9.8,68.6,8.1,10.0,8.0
1607,MIN,2025-03-24,@,IND,"L, 103-119",59.1,4.9,5.1,15.1,65.2,8.8,8.9,10.7
1608,OKC,2024-10-27,,ATL,"W, 128-104",59.1,12.8,20.0,8.8,66.7,6.9,8.2,16.2
1609,PHO,2025-04-01,@,MIL,"L, 123-133",59.1,6.2,0.0,12.1,62.7,6.2,10.6,19.9
1610,PHO,2025-01-11,,UTA,"W, 114-106",59.1,9.9,7.4,10.4,61.9,6.6,4.1,11.1
1611,SAC,2025-01-10,@,BOS,"W, 114-97",59.1,11.2,18.6,10.2,64.7,5.1,12.7,13.8
1612,SAS,2024-12-05,,CHI,"L, 124-139",59.1,10.4,7.5,8.9,69.2,5.6,7.5,16.0
1613,BOS,2024-11-08,,BRK,"W, 108-104 (OT)",59.0,6.7,14.5,11.7,58.5,5.8,8.1,10.9
1614,CHI,2025-01-15,,ATL,"L, 94-110",59.0,4.8,8.8,17.8,68.3,10.6,8.2,9.1
1615,CLE,2025-03-11,,BRK,"W, 109-104",59.0,7.2,10.0,13.0,79.5,9.3,6.4,14.3
1616,DET,2025-03-13,,WAS,"L, 125-129",59.0,7.6,13.3,10.4,69.8,9.6,9.1,13.6
1617,LAL,2025-04-03,,GSW,"L, 116-123",59.0,5.5,7.5,9.4,76.9,5.5,5.1,12.0
1618,LAL,2024-12-15,,MEM,"W, 116-110",59.0,9.1,10.1,18.8,65.8,9.1,6.3,16.0
1619,LAL,2024-12-01,@,UTA,"W, 105-104",59.0,7.6,10.3,4.8,67.5,4.4,7.3,14.8
1620,MIA,2025-03-17,@,NYK,"L, 95-116",59.0,9.4,9.8,19.4,63.8,12.5,10.2,12.5
1621,MIN,2025-02-23,,OKC,"L, 123-130",59.0,6.2,9.8,11.4,66.7,9.3,18.2,12.1
1622,MIN,2024-11-04,,CHO,"W, 114-93",59.0,7.3,17.4,14.2,54.3,10.5,2.4,12.8
1623,BRK,2024-10-27,,MIL,"W, 115-102",59.0,9.2,7.3,10.6,60.6,7.2,6.5,17.0
1624,NOP,2024-11-20,@,CLE,"L, 100-128",59.0,9.6,5.9,9.8,59.2,10.6,14.8,12.4
1625,OKC,2024-11-04,,ORL,"W, 102-86",59.0,11.7,8.3,15.6,69.0,11.7,9.3,16.8
1626,ORL,2025-01-12,,PHI,"W, 104-99",59.0,10.6,20.9,15.6,51.5,10.6,8.0,18.1
1627,ORL,2025-01-06,@,NYK,"W, 103-94",59.0,8.0,8.5,12.3,44.4,4.6,6.4,11.7
1628,SAC,2025-03-24,,BOS,"L, 95-113",59.0,7.3,2.5,14.2,68.3,9.3,6.5,9.2
1629,SAS,2024-10-26,,HOU,"W, 109-106",59.0,6.1,13.7,15.7,55.3,10.2,5.1,9.8
1630,UTA,2025-03-16,@,MIN,"L, 102-128",59.0,3.9,0.0,18.5,62.5,13.6,11.5,8.4
1631,UTA,2025-03-14,,TOR,"L, 118-126",59.0,11.0,3.4,14.2,63.6,8.2,11.8,12.4
1632,UTA,2025-01-01,@,NYK,"L, 103-119",59.0,6.9,9.7,14.2,66.0,9.8,11.3,12.0
1633,UTA,2024-12-19,@,DET,"W, 126-119",59.0,4.7,13.8,21.8,56.5,9.4,18.6,8.1
1634,CHO,2025-03-03,,GSW,"L, 101-119",58.8,2.9,13.3,14.5,82.5,9.7,8.7,7.9
1635,DET,2025-02-11,@,CHI,"W, 132-92",58.8,9.4,15.1,12.9,62.9,8.4,3.6,12.9
1636,LAL,2025-01-07,@,DAL,"L, 97-118",58.8,7.7,12.5,10.5,64.4,7.7,0.0,12.4
1637,MIN,2025-01-04,@,DET,"L, 105-119",58.8,7.1,7.3,15.7,57.8,12.2,5.0,12.1
1638,NOP,2025-03-21,@,MIN,"L, 93-134",58.8,11.3,8.9,25.1,83.3,14.4,2.7,12.5
1639,NYK,2024-11-04,@,HOU,"L, 97-109",58.8,6.5,7.3,9.3,48.8,4.4,10.0,10.3
1640,PHI,2025-01-06,,PHO,"L, 99-109",58.8,6.3,8.0,9.2,78.0,7.4,8.5,11.8
1641,UTA,2024-11-30,,DAL,"L, 94-106",58.8,10.4,13.7,12.6,73.2,12.4,10.7,13.4
1642,CLE,2025-03-04,@,CHI,"W, 139-117",58.7,3.7,6.5,7.4,68.1,5.6,12.0,5.8
1643,DET,2024-11-17,@,WAS,"W, 124-104",58.7,10.9,7.1,7.9,53.8,6.0,5.1,15.6
1644,IND,2024-12-29,@,BOS,"W, 123-114",58.7,6.1,5.1,8.3,60.5,6.1,9.4,7.3
1645,IND,2024-11-27,,POR,"W, 121-114",58.7,10.8,19.2,10.5,70.5,6.5,8.1,12.9
1646,MIA,2024-11-24,,DAL,"W, 123-118 (OT)",58.7,5.3,9.2,7.0,65.9,5.3,13.6,10.8
1647,NYK,2025-03-02,@,MIA,"W, 116-112 (OT)",58.7,5.0,12.2,11.3,64.4,5.0,11.8,12.5
1648,PHI,2025-01-15,,NYK,"L, 119-125 (OT)",58.7,8.4,4.1,10.9,60.9,10.4,5.3,14.2
1649,POR,2024-12-28,,DAL,"W, 126-122",58.7,7.9,13.7,11.8,46.5,5.9,15.2,11.5
1650,POR,2024-11-29,,SAC,"W, 115-106",58.7,10.2,8.3,11.0,82.9,7.2,7.5,18.1
1651,CHO,2024-12-28,,OKC,"L, 94-106",58.6,9.0,10.0,16.3,69.0,9.0,2.2,15.3
1652,BOS,2025-01-22,@,LAC,"W, 117-113 (OT)",58.5,10.4,6.5,16.1,51.1,10.4,15.0,19.4
1653,CHO,2025-03-23,@,MIA,"L, 105-122",58.5,5.2,7.5,17.7,57.4,10.5,7.4,11.7
1654,CHI,2025-03-13,,BRK,"W, 116-110",58.5,8.5,6.5,7.3,74.4,6.3,13.2,8.0
1655,CHI,2025-02-20,@,NYK,"L, 111-113 (OT)",58.5,5.4,9.8,12.2,60.9,9.1,12.7,10.5
1656,GSW,2025-03-17,,DEN,"L, 105-114",58.5,15.8,18.9,17.3,74.4,11.8,13.7,18.0
1657,LAC,2024-12-30,@,NOP,"W, 116-113",58.5,11.4,4.4,14.8,71.4,13.4,10.2,15.4
1658,MEM,2025-03-09,@,NOP,"W, 107-104",58.5,11.5,11.8,11.5,68.6,5.2,12.0,12.6
1659,MEM,2024-11-19,,DEN,"L, 110-122",58.5,7.9,15.6,15.9,60.4,13.1,9.2,14.8
1660,MIL,2025-03-28,,NYK,"L, 107-116",58.5,2.1,5.0,16.1,62.2,12.8,2.4,8.3
1661,MIN,2025-01-06,,LAC,"W, 108-106",58.5,6.2,9.3,13.1,62.2,9.3,18.9,11.5
1662,MIN,2024-10-24,@,SAC,"W, 117-115",58.5,3.0,3.8,15.4,55.3,6.9,5.6,8.5
1663,BRK,2024-12-08,,MIL,"L, 113-118",58.5,9.7,8.1,12.9,66.7,6.5,15.2,16.3
1664,BRK,2024-11-08,@,BOS,"L, 104-108 (OT)",58.5,5.8,8.1,10.9,59.0,6.7,14.5,11.7
1665,OKC,2024-11-19,@,SAS,"L, 104-110",58.5,15.7,10.8,12.0,82.1,4.9,10.6,18.7
1666,PHI,2024-11-13,,CLE,"L, 106-114",58.5,8.5,4.4,11.0,59.5,8.5,2.0,10.6
1667,SAC,2025-01-22,,GSW,"W, 123-117",58.5,9.1,15.9,7.8,72.1,5.0,3.9,16.3
1668,SAC,2025-01-01,,PHI,"W, 113-107",58.5,11.4,9.1,15.2,60.0,10.3,9.4,17.4
1669,WAS,2024-12-13,@,CLE,"L, 105-115",58.5,6.9,17.1,16.5,75.0,9.9,10.9,9.2
1670,WAS,2024-11-30,@,MIL,"L, 114-124",58.5,7.0,5.9,11.0,70.5,5.0,10.9,11.0
1671,WAS,2024-10-28,@,ATL,"W, 121-119",58.5,6.6,7.3,15.2,82.1,11.4,14.9,14.2
1672,CHI,2025-01-19,@,POR,"L, 102-113",58.3,10.1,12.1,14.8,50.0,7.0,11.5,15.3
1673,CHI,2024-11-29,,BOS,"L, 129-138",58.3,6.8,4.5,7.4,49.0,5.8,4.8,7.7
1674,CLE,2025-03-25,@,POR,"W, 122-111",58.3,4.2,12.5,12.8,70.0,9.3,4.9,8.4
1675,DET,2024-11-10,,HOU,"L, 99-101",58.3,6.2,10.2,16.1,50.0,10.3,10.0,10.4
1676,IND,2025-03-17,@,MIN,"W, 132-130 (OT)",58.3,6.2,10.9,15.7,56.8,9.7,11.7,11.7
1677,MEM,2025-02-08,,OKC,"L, 112-125",58.3,7.2,14.3,11.7,64.4,5.1,9.4,7.3
1678,MEM,2024-11-06,,LAL,"W, 131-114",58.3,4.8,13.3,14.9,56.1,9.6,1.7,9.7
1679,MIA,2024-11-17,@,IND,"L, 110-119",58.3,4.4,1.8,10.0,68.2,6.6,12.8,10.5
1680,BRK,2025-03-18,@,BOS,"L, 96-104",58.3,9.6,6.5,8.6,68.6,6.4,11.6,12.8
1681,OKC,2024-11-25,@,SAC,"W, 130-109",58.3,6.1,5.5,13.4,57.1,10.2,7.3,11.0
1682,OKC,2024-11-15,,PHO,"W, 99-83",58.3,6.3,28.9,10.0,77.3,6.3,7.8,15.5
1683,PHI,2025-02-22,,BRK,"L, 103-105",58.3,8.7,9.4,12.0,65.9,10.9,17.4,15.2
