Rk,Team,Date,H/A,Opp,Result,Tm_ORtg,Tm_DRtg,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_FT/FGA,Opp_ORtg,Opp_DRtg,Opp_FTr,Opp_3PAr,Opp_TS%,Opp_eFG%,Opp_FT/FGA
2080,SAC,2025-03-24,,BOS,"L, 95-113",98.5,117.2,.128,.279,.523,.500,.105,117.2,98.5,.222,.556,.572,.561,.133
2081,MIA,2025-01-04,,UTA,"L, 100-136",98.5,134.0,.375,.438,.536,.494,.263,134.0,98.5,.160,.460,.635,.615,.130
2082,HOU,2024-12-05,@,GSW,"L, 93-99",98.5,104.8,.183,.409,.463,.430,.140,104.8,98.5,.314,.326,.506,.471,.209
2083,BOS,2025-01-10,,SAC,"L, 97-114",98.5,115.7,.262,.488,.518,.470,.214,115.7,98.5,.088,.461,.538,.520,.078
2084,HOU,2025-01-28,@,ATL,"W, 100-96",98.4,94.5,.253,.380,.569,.513,.241,94.5,98.4,.180,.528,.500,.466,.146
2085,MIN,2024-11-13,@,POR,"L, 98-106",98.4,106.4,.234,.415,.473,.431,.181,106.4,98.4,.277,.301,.569,.512,.253
2086,UTA,2024-11-02,@,DEN,"L, 103-129",98.3,123.2,.403,.545,.568,.500,.338,123.2,98.3,.232,.323,.591,.566,.172
2087,MIA,2025-01-13,@,LAC,"L, 98-109",98.2,109.3,.212,.612,.527,.488,.176,109.3,98.2,.108,.387,.560,.554,.065
2088,NOP,2024-10-30,@,GSW,"L, 89-104",98.2,114.7,.222,.400,.450,.428,.133,114.7,98.2,.149,.437,.561,.546,.103
2089,POR,2025-01-11,,MIA,"L, 98-119",98.2,119.2,.200,.474,.474,.447,.137,119.2,98.2,.174,.478,.601,.582,.130
2090,TOR,2024-12-29,,ATL,"L, 107-136",98.2,124.8,.318,.282,.552,.488,.282,124.8,98.2,.368,.474,.616,.579,.274
2091,ORL,2024-11-13,,IND,"W, 94-90",98.1,94.0,.179,.452,.519,.482,.155,94.0,98.1,.214,.357,.490,.440,.190
2092,UTA,2024-12-08,@,SAC,"L, 97-141",98.1,142.6,.263,.525,.543,.481,.250,142.6,98.1,.080,.440,.681,.680,.050
2093,ORL,2024-11-20,@,LAC,"L, 93-104",98.1,109.7,.320,.467,.543,.493,.253,109.7,98.1,.273,.286,.603,.565,.221
2094,DET,2024-11-15,@,TOR,"W, 99-95",98.1,94.1,.211,.400,.477,.453,.137,94.1,98.1,.227,.320,.445,.402,.175
2095,DAL,2025-01-01,@,HOU,"L, 99-110",98.0,108.9,.213,.373,.603,.607,.107,108.9,98.0,.258,.281,.555,.517,.202
2096,DET,2024-11-01,,NYK,"L, 98-128",98.0,128.1,.086,.420,.583,.574,.062,128.1,98.0,.099,.376,.607,.604,.059
2097,CHI,2025-01-01,@,WAS,"L, 107-125",98.0,114.5,.152,.511,.545,.522,.120,114.5,98.0,.121,.364,.599,.581,.101
2098,SAS,2025-02-03,@,MEM,"L, 109-128",98.0,115.1,.220,.396,.546,.516,.165,115.1,98.0,.202,.364,.594,.556,.182
2099,MIN,2025-02-12,,MIL,"L, 101-103",98.0,100.0,.146,.427,.461,.427,.126,100.0,98.0,.182,.341,.542,.511,.148
2100,CHO,2025-02-19,@,LAL,"W, 100-97",98.0,95.0,.187,.582,.508,.462,.176,95.0,98.0,.133,.567,.509,.494,.089
2101,WAS,2025-03-24,,TOR,"L, 104-112",98.0,105.5,.391,.425,.510,.466,.264,105.5,98.0,.267,.356,.496,.455,.198
2102,LAC,2024-11-29,@,MIN,"L, 92-93",97.9,99.0,.155,.369,.513,.488,.119,99.0,97.9,.267,.520,.555,.513,.213
2103,WAS,2025-03-17,@,POR,"L, 97-112",97.8,112.9,.130,.435,.499,.478,.098,112.9,97.8,.192,.465,.522,.500,.131
2104,PHO,2025-03-02,,MIN,"L, 98-116",97.8,115.7,.238,.525,.555,.519,.188,115.7,97.8,.228,.565,.573,.538,.185
2105,NYK,2025-03-07,@,LAC,"L, 95-105",97.7,108.0,.198,.374,.480,.434,.176,108.0,97.7,.216,.432,.545,.506,.182
2106,CHO,2025-03-28,@,TOR,"L, 97-108",97.7,108.8,.156,.323,.473,.453,.104,108.8,97.7,.158,.463,.531,.516,.105
2107,CHI,2024-12-08,,PHI,"L, 100-108",97.6,105.4,.140,.628,.548,.517,.128,105.4,97.6,.152,.391,.550,.516,.141
2108,IND,2025-03-20,,BRK,"W, 105-99 (OT)",97.6,92.0,.383,.383,.555,.481,.333,92.0,97.6,.178,.495,.454,.426,.129
2109,CHO,2025-03-03,,GSW,"L, 101-119",97.6,114.9,.384,.465,.502,.459,.256,114.9,97.6,.253,.526,.564,.516,.221
2110,MIL,2025-03-18,@,GSW,"L, 93-104",97.5,109.1,.342,.481,.512,.468,.241,109.1,97.5,.338,.571,.588,.526,.299
2111,MIL,2024-12-20,@,CLE,"L, 101-124",97.5,119.7,.212,.318,.543,.529,.129,119.7,97.5,.154,.516,.638,.615,.132
2112,UTA,2024-10-29,,SAC,"L, 96-113",97.5,114.7,.157,.539,.504,.472,.135,114.7,97.5,.152,.337,.576,.565,.098
2113,HOU,2025-02-13,,GSW,"L, 98-105",97.4,104.3,.194,.387,.486,.473,.108,104.3,97.4,.303,.461,.520,.455,.270
2114,LAL,2024-12-04,@,MIA,"L, 93-134",97.3,140.3,.216,.250,.483,.449,.159,140.3,97.3,.100,.522,.713,.711,.067
2115,DAL,2024-12-30,@,SAC,"L, 100-110",97.3,107.1,.382,.408,.563,.500,.316,107.1,97.3,.190,.320,.508,.470,.160
2116,SAC,2024-12-19,,LAL,"L, 100-113",97.3,110.0,.268,.354,.545,.518,.183,110.0,97.3,.319,.351,.527,.468,.266
2117,UTA,2024-11-30,,DAL,"L, 94-106",97.3,109.7,.221,.411,.451,.405,.179,109.7,97.3,.167,.433,.549,.539,.100
2118,CHI,2024-12-21,,BOS,"L, 98-123",97.3,122.1,.112,.418,.476,.449,.102,122.1,97.3,.140,.450,.579,.555,.120
2119,SAS,2025-01-25,,IND,"L, 98-136",97.2,134.9,.294,.376,.510,.476,.200,134.9,97.2,.137,.382,.629,.603,.127
2120,BRK,2025-03-28,,LAC,"L, 100-132",97.2,128.3,.292,.528,.498,.449,.225,128.3,97.2,.350,.463,.715,.669,.313
2121,CHO,2024-11-04,@,MIN,"L, 93-114",97.2,119.2,.182,.477,.489,.455,.148,119.2,97.2,.329,.481,.630,.608,.228
2122,MIA,2025-01-23,@,MIL,"L, 96-125",97.2,126.6,.228,.554,.474,.435,.174,126.6,97.2,.204,.408,.585,.561,.153
2123,BRK,2025-04-03,,MIN,"L, 90-105",97.2,113.4,.045,.404,.496,.489,.034,113.4,97.2,.269,.538,.602,.583,.179
2124,WAS,2024-12-15,,BOS,"L, 98-112",97.1,111.0,.081,.404,.478,.470,.051,111.0,97.1,.258,.495,.541,.527,.151
2125,NOP,2025-01-27,@,TOR,"L, 104-113",97.0,105.4,.337,.315,.509,.472,.225,105.4,97.0,.230,.330,.513,.475,.180
2126,POR,2024-10-23,,GSW,"L, 104-140",97.0,130.6,.326,.370,.494,.435,.261,130.6,97.0,.323,.516,.659,.624,.258
2127,CHO,2024-11-27,,MIA,"L, 94-98",97.0,101.1,.082,.520,.463,.464,.031,101.1,97.0,.301,.507,.593,.548,.247
2128,ATL,2025-01-22,,DET,"L, 104-114",97.0,106.3,.252,.369,.454,.408,.194,106.3,97.0,.226,.405,.617,.571,.214
2129,BRK,2024-11-03,,DET,"L, 92-106",97.0,111.7,.437,.437,.543,.514,.268,111.7,97.0,.338,.468,.599,.552,.273
2130,GSW,2024-11-18,@,LAC,"L, 99-102",96.9,99.9,.226,.524,.536,.536,.107,99.9,96.9,.220,.415,.567,.524,.195
2131,MIL,2025-02-25,@,HOU,"L, 97-100",96.9,99.9,.271,.435,.510,.471,.200,99.9,96.9,.198,.385,.505,.473,.154
2132,UTA,2025-03-03,,DET,"L, 106-134",96.8,122.4,.390,.402,.552,.488,.317,122.4,96.8,.304,.446,.642,.614,.228
2133,LAC,2025-02-24,@,DET,"L, 97-106",96.8,105.8,.207,.446,.483,.462,.130,105.8,96.8,.456,.367,.559,.513,.316
2134,NOP,2025-03-30,,CHO,"W, 98-94",96.8,92.9,.185,.337,.493,.462,.141,92.9,96.8,.275,.363,.461,.396,.242
2135,CHI,2025-01-25,,PHI,"L, 97-109",96.8,108.7,.235,.447,.517,.494,.153,108.7,96.8,.185,.489,.548,.527,.130
2136,UTA,2025-01-09,,MIA,"L, 92-97",96.7,102.0,.205,.434,.508,.464,.181,102.0,96.7,.165,.549,.497,.473,.121
2137,DET,2025-01-16,,IND,"L, 100-111",96.6,107.3,.242,.396,.497,.445,.209,107.3,96.6,.247,.337,.562,.534,.180
2138,PHO,2024-12-27,,DAL,"L, 89-98",96.4,106.1,.217,.422,.489,.464,.145,106.1,96.4,.213,.425,.560,.513,.200
2139,GSW,2024-12-27,@,LAC,"L, 92-102",96.4,106.8,.211,.400,.443,.405,.158,106.8,96.4,.200,.427,.625,.600,.160
2140,PHO,2024-12-23,@,DEN,"L, 90-117",96.3,125.3,.181,.398,.502,.476,.133,125.3,96.3,.122,.456,.617,.600,.100
2141,POR,2024-11-25,@,MEM,"L, 98-123",96.3,120.9,.275,.451,.429,.373,.216,120.9,96.3,.391,.322,.603,.563,.287
2142,POR,2024-11-08,@,MIN,"L, 102-127",96.3,119.9,.264,.275,.502,.462,.198,119.9,96.3,.144,.515,.616,.598,.113
2143,MIA,2024-11-10,@,MIN,"W, 95-94",96.2,95.2,.286,.403,.548,.513,.208,95.2,96.2,.148,.511,.501,.472,.125
2144,ORL,2024-12-15,,NYK,"L, 91-100",96.2,105.7,.151,.349,.496,.471,.116,105.7,96.2,.423,.338,.594,.535,.338
2145,WAS,2024-11-08,@,MEM,"L, 104-128",96.2,118.4,.247,.376,.504,.457,.204,118.4,96.2,.258,.443,.593,.546,.227
2146,CHO,2025-02-10,@,BRK,"L, 89-97",96.1,104.8,.359,.397,.493,.449,.244,104.8,96.1,.151,.452,.489,.452,.140
2147,HOU,2024-12-14,@,OKC,"L, 96-111",96.1,111.1,.260,.479,.449,.422,.156,111.1,96.1,.400,.375,.590,.519,.350
2148,MEM,2024-11-19,,DEN,"L, 110-122",96.0,106.5,.301,.369,.472,.442,.184,106.5,96.0,.220,.360,.556,.540,.140
2149,ORL,2025-01-01,@,DET,"L, 96-105",96.0,104.9,.220,.385,.481,.451,.154,104.9,96.0,.215,.367,.607,.595,.139
2150,NOP,2025-03-21,@,MIN,"L, 93-134",95.9,138.2,.324,.456,.599,.581,.206,138.2,95.9,.225,.494,.685,.646,.213
2151,HOU,2025-01-20,,DET,"L, 96-107",95.9,106.9,.170,.415,.475,.452,.117,106.9,95.9,.170,.307,.566,.534,.148
2152,ORL,2025-03-27,,DAL,"L, 92-101",95.9,105.3,.300,.375,.508,.456,.238,105.3,95.9,.282,.282,.576,.545,.205
2153,BRK,2025-02-20,,CLE,"L, 97-110",95.8,108.6,.200,.400,.469,.453,.116,108.6,95.8,.287,.415,.519,.484,.202
2154,LAC,2024-11-25,@,BOS,"L, 94-126",95.8,128.4,.144,.289,.491,.472,.100,128.4,95.8,.227,.580,.651,.636,.159
2155,NOP,2025-01-07,,MIN,"L, 97-104",95.7,102.6,.255,.436,.464,.436,.160,102.6,95.7,.213,.494,.534,.511,.146
2156,HOU,2024-12-11,,GSW,"W, 91-90",95.7,94.7,.120,.325,.521,.494,.108,94.7,95.7,.107,.452,.512,.512,.048
2157,DAL,2025-03-14,@,HOU,"L, 96-133",95.7,132.5,.128,.234,.483,.457,.106,132.5,95.7,.114,.295,.603,.586,.095
2158,POR,2024-12-21,@,SAS,"L, 94-114",95.6,116.0,.094,.448,.470,.458,.063,116.0,95.6,.194,.387,.565,.527,.172
2159,WAS,2024-11-02,,MIA,"L, 98-118",95.6,115.1,.231,.385,.489,.456,.165,115.1,95.6,.235,.363,.524,.495,.167
2160,DAL,2024-12-19,,LAC,"L, 95-118",95.6,118.7,.326,.349,.483,.436,.233,118.7,95.6,.200,.388,.638,.600,.188
2161,DAL,2025-02-02,@,CLE,"L, 101-144",95.6,136.2,.146,.417,.461,.432,.117,136.2,95.6,.172,.484,.720,.710,.129
2162,DET,2024-11-30,,PHI,"L, 96-111",95.5,110.5,.198,.440,.485,.445,.165,110.5,95.5,.259,.365,.586,.559,.188
2163,BRK,2024-12-01,,ORL,"L, 92-100",95.5,103.8,.392,.392,.497,.430,.304,103.8,95.5,.432,.378,.568,.507,.338
2164,WAS,2024-11-27,,LAC,"L, 96-121",95.5,120.3,.259,.388,.507,.459,.212,120.3,95.5,.281,.371,.605,.573,.213
2165,CHO,2025-01-03,@,DET,"L, 94-98",95.3,99.4,.375,.375,.504,.469,.238,99.4,95.3,.140,.398,.496,.484,.086
2166,ORL,2025-01-09,,MIN,"L, 89-104",95.3,111.4,.218,.460,.467,.437,.149,111.4,95.3,.365,.400,.527,.471,.282
2167,MIL,2024-10-31,@,MEM,"L, 99-122",95.3,117.4,.198,.438,.474,.474,.083,117.4,95.3,.378,.341,.638,.573,.341
2168,GSW,2025-03-25,@,MIA,"L, 86-112",95.3,124.1,.193,.458,.478,.452,.133,124.1,95.3,.156,.325,.681,.669,.117
2169,PHO,2025-01-20,@,CLE,"L, 92-118",95.3,122.2,.169,.338,.556,.532,.130,122.2,95.3,.242,.484,.561,.532,.179
2170,MIN,2024-11-10,,MIA,"L, 94-95",95.2,96.2,.148,.511,.501,.472,.125,96.2,95.2,.286,.403,.548,.513,.208
2171,CHO,2024-12-30,,CHI,"L, 108-115 (OT)",95.1,101.3,.198,.426,.492,.465,.139,101.3,95.1,.260,.577,.496,.462,.183
2172,LAL,2025-02-19,,CHO,"L, 97-100",95.0,98.0,.133,.567,.509,.494,.089,98.0,95.0,.187,.582,.508,.462,.176
2173,CHO,2025-02-27,@,DAL,"L, 96-103",95.0,101.9,.133,.276,.463,.444,.092,101.9,95.0,.165,.371,.495,.469,.124
2174,ATL,2025-01-04,@,LAC,"L, 105-131",94.9,118.4,.193,.523,.550,.523,.148,118.4,94.9,.177,.375,.633,.620,.125
2175,DET,2025-01-27,@,CLE,"L, 91-110",94.9,114.7,.115,.375,.451,.438,.073,114.7,94.9,.253,.484,.544,.505,.198
2176,MIA,2025-03-15,@,MEM,"L, 91-125",94.9,130.4,.170,.420,.481,.449,.136,130.4,94.9,.130,.337,.642,.620,.120
2177,PHI,2025-04-01,@,NYK,"L, 91-105",94.8,109.4,.272,.383,.502,.457,.210,109.4,94.8,.306,.365,.544,.494,.247
2178,WAS,2025-01-30,,LAL,"L, 96-134",94.8,132.3,.374,.484,.453,.374,.308,132.3,94.8,.244,.356,.672,.628,.233
2179,WAS,2024-11-22,,BOS,"L, 96-108",94.8,106.6,.178,.311,.495,.472,.122,106.6,94.8,.376,.541,.545,.488,.294
2180,ORL,2025-01-05,,UTA,"L, 92-105",94.7,108.1,.133,.480,.444,.429,.082,108.1,94.7,.222,.395,.590,.549,.198
2181,ORL,2025-03-31,,LAC,"L, 87-96",94.7,104.5,.289,.342,.508,.441,.263,104.5,94.7,.232,.378,.531,.488,.195
2182,GSW,2024-12-11,@,HOU,"L, 90-91",94.7,95.7,.107,.452,.512,.512,.048,95.7,94.7,.120,.325,.521,.494,.108
2183,BOS,2025-01-05,@,OKC,"L, 92-105",94.7,108.0,.282,.541,.481,.418,.247,108.0,94.7,.149,.437,.566,.540,.126
2184,IND,2025-03-10,@,CHI,"L, 103-121",94.6,111.1,.188,.396,.471,.446,.129,111.1,94.6,.143,.337,.581,.561,.112
2185,BRK,2024-12-21,,UTA,"L, 94-105",94.5,105.6,.128,.426,.473,.441,.117,105.6,94.5,.198,.477,.562,.558,.105
2186,POR,2024-11-02,@,PHO,"L, 97-103",94.5,100.4,.099,.387,.419,.396,.081,100.4,94.5,.237,.559,.502,.468,.172
2187,ATL,2025-01-28,,HOU,"L, 96-100",94.5,98.4,.180,.528,.500,.466,.146,98.4,94.5,.253,.380,.569,.513,.241
2188,TOR,2025-03-17,@,PHO,"L, 89-129",94.5,136.9,.264,.402,.458,.414,.195,136.9,94.5,.163,.424,.654,.620,.163
2189,SAS,2024-11-16,@,DAL,"L, 93-110",94.4,111.7,.341,.455,.459,.381,.295,111.7,94.4,.191,.330,.540,.511,.149
2190,MIA,2024-12-02,@,BOS,"L, 89-108",94.4,114.6,.264,.402,.458,.402,.218,114.6,94.4,.146,.618,.570,.545,.124
2191,WAS,2025-01-19,@,SAC,"L, 100-123",94.3,116.0,.360,.472,.485,.416,.292,116.0,94.3,.253,.411,.583,.547,.200
2192,CHI,2024-11-06,@,DAL,"L, 99-119",94.2,113.3,.267,.488,.515,.488,.174,113.3,94.2,.226,.409,.582,.548,.183
2193,PHI,2024-11-15,@,ORL,"L, 86-98",94.2,107.3,.292,.431,.529,.472,.250,107.3,94.2,.282,.474,.559,.506,.244
2194,CLE,2025-01-12,,IND,"L, 93-108",94.2,109.4,.217,.494,.511,.464,.193,109.4,94.2,.196,.380,.540,.527,.120
2195,HOU,2025-02-09,,TOR,"W, 94-87",94.1,87.1,.326,.442,.478,.419,.256,87.1,94.1,.189,.467,.446,.411,.144
2196,TOR,2024-11-15,,DET,"L, 95-99",94.1,98.1,.227,.320,.445,.402,.175,98.1,94.1,.211,.400,.477,.453,.137
2197,NOP,2025-01-25,@,CHO,"L, 92-123",94.1,125.8,.310,.369,.482,.429,.238,125.8,94.1,.298,.595,.647,.625,.214
2198,NOP,2024-11-13,@,OKC,"L, 88-106",94.1,113.3,.198,.430,.471,.448,.128,113.3,94.1,.182,.443,.558,.528,.148
2199,SAS,2024-10-30,@,OKC,"L, 93-105",94.1,106.2,.153,.424,.513,.482,.129,106.2,94.1,.090,.461,.567,.556,.067
