Rk,Team,Date,H/A,Opp,Result,Tm_ORB%,Tm_DRB%,Tm_TRB%,Opp_ORB%,Opp_DRB%,Opp_TRB%
1103,DAL,2025-03-16,,PHI,"L, 125-130",25.0,79.5,46.4,20.5,75.0,46.4
1104,DAL,2024-11-25,@,ATL,"W, 129-119",25.0,82.0,43.3,18.0,75.0,43.3
1105,DAL,2024-11-24,@,MIA,"L, 118-123 (OT)",25.0,78.6,49.1,21.4,75.0,49.1
1106,DEN,2025-03-12,,MIN,"L, 95-115",25.0,71.4,53.3,28.6,75.0,53.3
1107,DET,2025-04-02,@,OKC,"L, 103-119",25.0,71.1,51.7,28.9,75.0,51.7
1108,DET,2024-12-07,@,NYK,"W, 120-111",25.0,89.5,41.9,10.5,75.0,41.9
1109,GSW,2025-02-05,@,UTA,"L, 128-131",25.0,70.7,53.9,29.3,75.0,53.9
1110,HOU,2024-11-06,,SAS,"W, 127-100",25.0,81.0,47.7,19.0,75.0,47.7
1111,IND,2025-02-28,@,MIA,"L, 120-125",25.0,63.6,56.5,36.4,75.0,56.5
1112,IND,2024-12-29,@,BOS,"W, 123-114",25.0,83.0,45.1,17.0,75.0,45.1
1113,IND,2024-11-18,@,TOR,"L, 119-130",25.0,66.7,59.0,33.3,75.0,59.0
1114,LAC,2025-03-02,@,LAL,"L, 102-108",25.0,73.2,50.6,26.8,75.0,50.6
1115,LAC,2025-02-20,@,MIL,"L, 110-116",25.0,80.0,48.8,20.0,75.0,48.8
1116,LAC,2024-11-15,@,HOU,"L, 104-125",25.0,80.9,48.5,19.1,75.0,48.5
1117,LAL,2025-02-08,,IND,"W, 124-117",25.0,77.1,45.2,22.9,75.0,45.2
1118,MEM,2025-01-17,@,SAS,"W, 140-112",25.0,75.6,49.4,24.4,75.0,49.4
1119,MEM,2024-11-20,,PHI,"W, 117-111",25.0,69.6,50.0,30.4,75.0,50.0
1120,MIA,2025-03-25,,GSW,"W, 112-86",25.0,70.8,47.5,29.2,75.0,47.5
1121,MIA,2025-02-26,,ATL,"W, 131-109",25.0,75.0,48.5,25.0,75.0,48.5
1122,MIA,2025-02-12,@,OKC,"L, 101-115",25.0,76.1,47.7,23.9,75.0,47.7
1123,MIA,2025-01-21,,POR,"L, 107-116",25.0,75.0,51.1,25.0,75.0,51.1
1124,MIA,2024-12-12,,TOR,"W, 114-104",25.0,82.0,44.7,18.0,75.0,44.7
1125,MIN,2025-01-07,@,NOP,"W, 104-97",25.0,76.4,46.5,23.6,75.0,46.5
1126,BRK,2025-03-04,@,SAS,"L, 113-127",25.0,69.0,53.5,31.0,75.0,53.5
1127,BRK,2024-10-27,,MIL,"W, 115-102",25.0,83.3,47.8,16.7,75.0,47.8
1128,NOP,2025-03-17,,DET,"L, 81-127",25.0,70.3,56.2,29.7,75.0,56.2
1129,NOP,2025-02-12,,SAC,"L, 111-119",25.0,70.0,54.5,30.0,75.0,54.5
1130,NOP,2025-01-31,,BOS,"L, 116-118",25.0,88.4,42.2,11.6,75.0,42.2
1131,NOP,2025-01-14,@,CHI,"W, 119-113",25.0,64.7,55.3,35.3,75.0,55.3
1132,NOP,2024-12-08,@,SAS,"L, 116-121",25.0,65.2,56.1,34.8,75.0,56.1
1133,NOP,2024-12-05,,PHO,"W, 126-124",25.0,76.2,51.1,23.8,75.0,51.1
1134,NYK,2024-12-11,,ATL,"L, 100-108",25.0,62.7,54.2,37.3,75.0,54.2
1135,NYK,2024-11-04,@,HOU,"L, 97-109",25.0,70.3,56.2,29.7,75.0,56.2
1136,OKC,2025-02-10,,NOP,"W, 137-101",25.0,74.5,48.3,25.5,75.0,48.3
1137,OKC,2024-12-05,@,TOR,"W, 129-92",25.0,77.8,48.1,22.2,75.0,48.1
1138,OKC,2024-11-15,,PHO,"W, 99-83",25.0,78.4,48.5,21.6,75.0,48.5
1139,ORL,2025-01-10,,MIL,"L, 106-109",25.0,82.1,49.4,17.9,75.0,49.4
1140,ORL,2025-01-06,@,NYK,"W, 103-94",25.0,73.2,49.4,26.8,75.0,49.4
1141,ORL,2024-11-25,@,CHO,"W, 95-84",25.0,66.7,57.1,33.3,75.0,57.1
1142,ORL,2024-10-26,@,MEM,"L, 111-124",25.0,82.9,50.6,17.1,75.0,50.6
1143,PHI,2025-03-14,,IND,"L, 100-112",25.0,72.7,51.1,27.3,75.0,51.1
1144,PHI,2024-12-06,,ORL,"W, 102-94",25.0,77.1,50.7,22.9,75.0,50.7
1145,PHO,2025-03-02,,MIN,"L, 98-116",25.0,90.4,38.0,9.6,75.0,38.0
1146,PHO,2025-02-01,@,POR,"L, 108-127",25.0,72.2,53.8,27.8,75.0,53.8
1147,PHO,2025-01-29,,MIN,"L, 113-121",25.0,86.7,48.6,13.3,75.0,48.6
1148,PHO,2024-12-15,,POR,"W, 116-109",25.0,73.9,51.1,26.1,75.0,51.1
1149,PHO,2024-11-06,,MIA,"W, 115-112",25.0,73.5,48.3,26.5,75.0,48.3
1150,POR,2025-01-21,@,MIA,"W, 116-107",25.0,75.0,48.9,25.0,75.0,48.9
1151,POR,2025-01-16,,LAC,"L, 89-118",25.0,74.2,57.5,25.8,75.0,57.5
1152,POR,2024-10-30,@,LAC,"W, 106-105",25.0,72.9,51.0,27.1,75.0,51.0
1153,SAS,2025-03-21,,PHI,"W, 128-120",25.0,83.3,48.5,16.7,75.0,48.5
1154,SAS,2024-12-27,@,BRK,"W, 96-87",25.0,72.7,51.1,27.3,75.0,51.1
1155,TOR,2024-12-26,@,MEM,"L, 126-155",25.0,52.9,61.2,47.1,75.0,61.2
1156,TOR,2024-11-21,,MIN,"W, 110-105",25.0,76.7,48.2,23.3,75.0,48.2
1157,UTA,2024-11-17,@,LAC,"L, 105-116",25.0,69.6,50.0,30.4,75.0,50.0
1158,WAS,2024-12-28,,NYK,"L, 132-136 (OT)",25.0,76.7,49.4,23.3,75.0,49.4
1159,GSW,2024-12-30,,CLE,"L, 95-113",24.6,78.8,49.5,21.2,75.4,49.5
1160,OKC,2024-10-24,@,DEN,"W, 102-87",24.5,67.9,53.8,32.1,75.5,53.8
1161,ORL,2025-02-06,@,DEN,"L, 90-112",24.5,69.2,56.5,30.8,75.5,56.5
1162,PHI,2024-11-08,@,LAL,"L, 106-116",24.5,86.1,50.6,13.9,75.5,50.6
1163,SAS,2025-02-01,,MIA,"L, 103-105",24.5,74.5,52.0,25.5,75.5,52.0
1164,SAS,2024-11-16,@,DAL,"L, 93-110",24.5,71.1,54.1,28.9,75.5,54.1
1165,TOR,2025-01-27,,NOP,"W, 113-104",24.5,87.2,46.0,12.8,75.5,46.0
1166,WAS,2024-12-23,@,OKC,"L, 105-123",24.5,66.7,53.6,33.3,75.5,53.6
1167,WAS,2024-11-15,@,ATL,"L, 117-129",24.5,72.2,51.4,27.8,75.5,51.4
1168,BOS,2025-01-05,@,OKC,"L, 92-105",24.5,80.0,48.9,20.0,75.5,48.9
1169,CLE,2024-11-27,,ATL,"L, 124-135",24.5,69.6,53.7,30.4,75.5,53.7
1170,IND,2025-02-06,@,LAC,"W, 119-112",24.5,75.6,51.1,24.4,75.5,51.1
1171,LAC,2025-01-25,,MIL,"W, 127-117",24.5,87.5,47.2,12.5,75.5,47.2
1172,MEM,2025-02-20,@,IND,"L, 113-127",24.5,79.1,50.0,20.9,75.5,50.0
1173,MIA,2024-12-01,@,TOR,"L, 116-119",24.5,76.7,51.1,23.3,75.5,51.1
1174,MIL,2024-11-12,,TOR,"W, 99-85",24.5,67.3,53.5,32.7,75.5,53.5
1175,PHI,2024-11-13,,CLE,"L, 106-114",24.5,78.6,50.5,21.4,75.5,50.5
1176,SAS,2024-12-15,,MIN,"L, 92-106",24.5,73.1,50.5,26.9,75.5,50.5
1177,SAS,2024-12-06,,SAC,"L, 113-140",24.5,81.1,51.2,18.9,75.5,51.2
1178,TOR,2024-11-27,@,NOP,"W, 119-93",24.5,80.0,47.5,20.0,75.5,47.5
1179,WAS,2025-03-27,,IND,"L, 109-162",24.5,59.4,61.7,40.6,75.5,61.7
1180,WAS,2025-01-16,,PHO,"L, 123-130",24.5,76.7,51.1,23.3,75.5,51.1
1181,ATL,2025-02-01,@,IND,"L, 127-132",24.4,82.5,48.2,17.5,75.6,48.2
1182,ATL,2024-12-06,,LAL,"W, 134-132 (OT)",24.4,86.0,45.5,14.0,75.6,45.5
1183,BOS,2025-02-20,@,PHI,"W, 124-104",24.4,79.2,47.3,20.8,75.6,47.3
1184,CHI,2025-03-27,,LAL,"W, 119-117",24.4,86.0,45.5,14.0,75.6,45.5
1185,CHI,2025-02-02,@,DET,"L, 119-127",24.4,80.5,48.8,19.5,75.6,48.8
1186,CHI,2024-12-19,@,BOS,"W, 117-108",24.4,80.4,44.6,19.6,75.6,44.6
1187,GSW,2025-03-17,,DEN,"L, 105-114",24.4,58.7,58.2,41.3,75.6,58.2
1188,GSW,2024-12-21,@,MIN,"W, 113-103",24.4,75.6,50.0,24.4,75.6,50.0
1189,GSW,2024-12-05,,HOU,"W, 99-93",24.4,79.6,45.5,20.4,75.6,45.5
1190,GSW,2024-12-03,@,DEN,"L, 115-119",24.4,90.2,44.2,9.8,75.6,44.2
1191,GSW,2024-11-08,@,CLE,"L, 117-136",24.4,76.3,51.8,23.7,75.6,51.8
1192,LAC,2025-03-11,@,NOP,"L, 120-127",24.4,65.7,57.5,34.3,75.6,57.5
1193,LAC,2025-02-06,,IND,"L, 112-119",24.4,75.5,48.9,24.5,75.6,48.9
1194,MIA,2025-03-19,,DET,"L, 113-116",24.4,66.7,56.0,33.3,75.6,56.0
1195,MIL,2024-11-08,@,NYK,"L, 94-116",24.4,68.2,53.9,31.8,75.6,53.9
1196,MIN,2024-12-21,,GSW,"L, 103-113",24.4,75.6,50.0,24.4,75.6,50.0
1197,NYK,2025-01-03,@,OKC,"L, 107-117",24.4,81.6,49.4,18.4,75.6,49.4
1198,SAC,2025-02-08,,NOP,"W, 123-118",24.4,88.9,43.3,11.1,75.6,43.3
1199,UTA,2025-02-10,@,LAL,"L, 113-132",24.4,73.7,53.0,26.3,75.6,53.0
1200,UTA,2024-12-26,@,POR,"L, 120-122",24.4,79.5,48.3,20.5,75.6,48.3
1201,WAS,2024-11-27,,LAC,"L, 96-121",24.4,69.0,54.0,31.0,75.6,54.0
1202,CHI,2025-03-10,,IND,"W, 121-103",24.4,85.2,41.1,14.8,75.6,41.1
1203,CLE,2025-01-25,,HOU,"L, 131-135",24.4,68.2,52.9,31.8,75.6,52.9
1204,DEN,2025-03-15,,WAS,"L, 123-126",24.4,71.1,51.2,28.9,75.6,51.2
1205,LAC,2025-01-02,@,OKC,"L, 98-116",24.4,89.7,43.8,10.3,75.6,43.8
1206,LAL,2025-01-23,,BOS,"W, 117-96",24.4,79.6,44.2,20.4,75.6,44.2
1207,LAL,2025-01-05,@,HOU,"L, 115-119",24.4,61.7,55.7,38.3,75.6,55.7
1208,MIA,2024-12-08,,CLE,"W, 122-113",24.4,88.1,43.4,11.9,75.6,43.4
1209,MIN,2024-12-27,@,HOU,"W, 113-112",24.4,65.2,54.0,34.8,75.6,54.0
1210,BRK,2024-11-19,,CHO,"W, 116-115",24.4,66.7,55.0,33.3,75.6,55.0
1211,ORL,2024-12-21,,MIA,"W, 121-114",24.4,81.6,48.1,18.4,75.6,48.1
1212,PHI,2025-03-01,,GSW,"W, 126-119",24.4,62.5,55.1,37.5,75.6,55.1
1213,SAS,2025-01-17,,MEM,"L, 112-140",24.4,75.0,50.6,25.0,75.6,50.6
1214,DEN,2025-03-28,,UTA,"W, 129-93",24.3,72.0,48.3,28.0,75.7,48.3
1215,DEN,2025-03-14,,LAL,"W, 131-126",24.3,61.2,54.7,38.8,75.7,54.7
1216,GSW,2025-03-04,@,NYK,"W, 114-102",24.3,71.4,48.8,28.6,75.7,48.8
1217,HOU,2025-02-21,,MIN,"W, 121-115",24.3,84.8,42.2,15.2,75.7,42.2
1218,MIA,2025-03-17,@,NYK,"L, 95-116",24.3,69.8,51.3,30.2,75.7,51.3
1219,BRK,2025-02-22,@,PHI,"W, 105-103",24.3,66.7,52.4,33.3,75.7,52.4
1220,OKC,2025-01-08,@,CLE,"L, 122-129",24.3,70.7,51.3,29.3,75.7,51.3
1221,ORL,2024-12-26,,MIA,"L, 88-89",24.3,82.5,45.5,17.5,75.7,45.5
1222,PHO,2024-12-13,@,UTA,"W, 134-126",24.3,82.4,47.9,17.6,75.7,47.9
1223,SAC,2025-03-20,,CHI,"L, 116-128",24.3,69.2,52.6,30.8,75.7,52.6
1224,DAL,2025-01-23,@,OKC,"W, 121-115",24.2,81.4,43.4,18.6,75.8,43.4
1225,MEM,2025-01-13,@,HOU,"L, 118-120",24.2,60.5,56.3,39.5,75.8,56.3
1226,MIL,2025-03-05,,DAL,"W, 137-107",24.2,90.4,35.3,9.6,75.8,35.3
1227,OKC,2025-03-16,@,MIL,"W, 121-105",24.2,82.4,40.5,17.6,75.8,40.5
1228,DAL,2025-02-25,@,LAL,"L, 99-107",24.1,70.5,55.9,29.5,75.9,55.9
1229,DEN,2025-04-02,,SAS,"L, 106-113",24.1,84.6,47.3,15.4,75.9,47.3
1230,GSW,2025-01-31,,PHO,"L, 105-130",24.1,89.7,49.5,10.3,75.9,49.5
1231,MIL,2025-03-15,,IND,"W, 126-119",24.1,79.2,41.6,20.8,75.9,41.6
1232,WAS,2025-01-23,@,LAC,"L, 93-110",24.1,76.1,52.9,23.9,75.9,52.9
1233,MIL,2024-12-31,@,IND,"W, 120-112",24.1,80.9,49.5,19.1,75.9,49.5
1234,ORL,2024-11-03,@,DAL,"L, 85-108",24.1,71.4,55.2,28.6,75.9,55.2
1235,ATL,2025-04-02,@,DAL,"L, 118-120",24.0,88.6,49.4,11.4,76.0,49.4
1236,LAL,2025-02-19,,CHO,"L, 97-100",24.0,80.9,48.5,19.1,76.0,48.5
1237,ORL,2025-02-25,,CLE,"L, 82-122",24.0,71.9,57.3,28.1,76.0,57.3
1238,ORL,2025-01-27,@,MIA,"L, 119-125 (2OT)",24.0,87.5,47.8,12.5,76.0,47.8
1239,PHI,2025-03-24,@,NOP,"L, 99-112",24.0,65.8,58.0,34.2,76.0,58.0
1240,PHO,2025-02-07,,UTA,"W, 135-127 (OT)",24.0,59.7,56.3,40.3,76.0,56.3
1241,BOS,2024-11-04,@,ATL,"W, 123-93",23.9,83.0,46.2,17.0,76.1,46.2
1242,CHO,2024-12-26,@,WAS,"L, 110-113",23.9,83.0,46.2,17.0,76.1,46.2
1243,CHO,2024-11-21,,DET,"W, 123-121 (OT)",23.9,60.4,56.6,39.6,76.1,56.6
1244,GSW,2024-12-23,,IND,"L, 105-111",23.9,80.5,49.4,19.5,76.1,49.4
1245,GSW,2024-11-25,,BRK,"L, 120-128",23.9,82.1,49.4,17.9,76.1,49.4
1246,GSW,2024-10-29,,NOP,"W, 124-106",23.9,71.9,56.4,28.1,76.1,56.4
1247,IND,2025-04-02,,CHO,"W, 119-105",23.9,75.0,53.7,25.0,76.1,53.7
1248,LAC,2025-01-23,,WAS,"W, 110-93",23.9,75.9,47.1,24.1,76.1,47.1
1249,OKC,2025-02-12,,MIA,"W, 115-101",23.9,75.0,52.3,25.0,76.1,52.3
1250,ORL,2025-02-20,@,ATL,"W, 114-108",23.9,72.4,49.0,27.6,76.1,49.0
1251,SAS,2024-11-27,,LAL,"L, 101-119",23.9,71.1,54.8,28.9,76.1,54.8
1252,TOR,2024-12-22,,HOU,"L, 110-114",23.9,63.3,55.8,36.7,76.1,55.8
1253,UTA,2025-02-24,,POR,"L, 112-114",23.9,68.0,53.1,32.0,76.1,53.1
1254,ATL,2025-03-22,,GSW,"W, 124-115",23.8,85.7,45.2,14.3,76.2,45.2
1255,ATL,2025-02-23,,DET,"L, 143-148",23.8,85.7,48.1,14.3,76.2,48.1
1256,CHI,2025-02-24,@,PHI,"W, 142-110",23.8,69.4,51.6,30.6,76.2,51.6
1257,CHI,2024-11-18,@,DET,"W, 122-112",23.8,69.2,51.1,30.8,76.2,51.1
1258,CLE,2025-01-03,@,DAL,"W, 134-122",23.8,63.2,53.5,36.8,76.2,53.5
1259,DAL,2024-11-10,@,DEN,"L, 120-122",23.8,71.1,51.7,28.9,76.2,51.7
1260,DAL,2024-10-31,,HOU,"L, 102-108",23.8,60.0,57.5,40.0,76.2,57.5
1261,DET,2025-02-03,,ATL,"L, 130-132",23.8,86.1,47.4,13.9,76.2,47.4
1262,DET,2024-12-23,@,LAL,"W, 117-114",23.8,81.8,50.7,18.2,76.2,50.7
1263,IND,2025-03-06,@,ATL,"L, 118-124",23.8,74.4,50.6,25.6,76.2,50.6
1264,MIA,2025-02-23,@,MIL,"L, 113-120",23.8,81.8,46.5,18.2,76.2,46.5
1265,MIL,2024-11-22,,IND,"W, 129-117",23.8,70.8,51.1,29.2,76.2,51.1
1266,ORL,2024-11-06,@,IND,"L, 111-118",23.8,87.5,48.6,12.5,76.2,48.6
1267,PHO,2025-03-30,,HOU,"L, 109-148",23.8,69.0,53.6,31.0,76.2,53.6
1268,PHO,2024-12-05,@,NOP,"L, 124-126",23.8,75.0,48.9,25.0,76.2,48.9
1269,POR,2025-02-10,@,DEN,"L, 117-146",23.8,79.3,53.5,20.7,76.2,53.5
1270,SAC,2024-11-01,@,ATL,"W, 123-115",23.8,83.7,44.0,16.3,76.2,44.0
1271,TOR,2025-02-11,@,PHI,"W, 106-103",23.8,73.6,48.4,26.4,76.2,48.4
1272,WAS,2025-03-13,@,DET,"W, 129-125",23.8,80.4,46.6,19.6,76.2,46.6
1273,WAS,2025-02-10,,SAS,"L, 121-131",23.8,74.4,50.6,25.6,76.2,50.6
1274,ATL,2025-01-15,@,CHI,"W, 110-94",23.7,82.2,51.0,17.8,76.3,51.0
1275,DEN,2025-01-04,@,SAS,"W, 122-111 (OT)",23.7,77.2,50.0,22.8,76.3,50.0
1276,BOS,2024-11-19,,CLE,"W, 120-117",23.7,73.3,49.4,26.7,76.3,49.4
1277,CLE,2024-11-08,,GSW,"W, 136-117",23.7,75.6,48.2,24.4,76.3,48.2
1278,LAC,2025-01-31,@,CHO,"W, 112-104",23.7,73.5,48.3,26.5,76.3,48.3
1279,LAL,2024-11-01,@,TOR,"W, 131-125",23.7,69.4,50.6,30.6,76.3,50.6
1280,MIL,2024-11-26,@,MIA,"W, 106-103",23.7,78.0,48.1,22.0,76.3,48.1
1281,MIN,2024-11-17,,PHO,"W, 120-117",23.7,65.7,56.2,34.3,76.3,56.2
1282,MIN,2024-11-04,,CHO,"W, 114-93",23.7,80.0,45.8,20.0,76.3,45.8
1283,PHI,2025-02-04,,DAL,"W, 118-116",23.7,62.5,56.4,37.5,76.3,56.4
1284,PHI,2024-12-16,@,CHO,"W, 121-108",23.7,78.6,47.5,21.4,76.3,47.5
1285,PHO,2024-11-04,,PHI,"W, 118-116",23.7,79.1,46.9,20.9,76.3,46.9
1286,SAC,2024-12-08,,UTA,"W, 141-97",23.7,79.1,46.9,20.9,76.3,46.9
1287,UTA,2024-11-23,,NYK,"W, 121-106",23.7,79.6,43.5,20.4,76.3,43.5
1288,DAL,2025-01-06,@,MEM,"L, 104-119",23.6,74.0,52.4,26.0,76.4,52.4
1289,NOP,2025-01-07,,MIN,"L, 97-104",23.6,75.0,53.5,25.0,76.4,53.5
1290,OKC,2024-11-06,@,DEN,"L, 122-124",23.6,72.3,53.9,27.7,76.4,53.9
1291,PHO,2024-11-02,,POR,"W, 103-97",23.6,78.1,47.1,21.9,76.4,47.1
1292,POR,2024-10-23,,GSW,"L, 104-140",23.6,65.9,57.6,34.1,76.4,57.6
1293,ATL,2025-01-01,@,DEN,"L, 120-139",23.5,88.9,49.4,11.1,76.5,49.4
1294,DAL,2024-11-08,,PHO,"L, 113-114",23.5,73.8,48.7,26.2,76.5,48.7
1295,DEN,2024-12-28,,DET,"W, 134-121",23.5,68.1,50.6,31.9,76.5,50.6
1296,DEN,2024-11-23,@,LAL,"W, 127-102",23.5,87.0,40.0,13.0,76.5,40.0
1297,GSW,2025-03-03,@,CHO,"W, 119-101",23.5,84.0,46.5,16.0,76.5,46.5
1298,IND,2025-02-23,,LAC,"W, 129-111",23.5,86.4,41.0,13.6,76.5,41.0
1299,LAC,2025-02-08,,UTA,"W, 130-110",23.5,70.7,50.7,29.3,76.5,50.7
1300,LAL,2024-12-04,@,MIA,"L, 93-134",23.5,64.9,59.1,35.1,76.5,59.1
1301,BRK,2024-10-30,@,MEM,"W, 119-106",23.5,68.4,52.8,31.6,76.5,52.8
1302,NYK,2024-12-23,,TOR,"W, 139-125",23.5,87.1,46.2,12.9,76.5,46.2
1303,POR,2024-11-08,@,MIN,"L, 102-127",23.5,71.4,57.0,28.6,76.5,57.0
1304,WAS,2025-01-30,,LAL,"L, 96-134",23.5,74.3,55.8,25.7,76.5,55.8
1305,WAS,2024-12-30,,NYK,"L, 106-126",23.5,69.4,54.0,30.6,76.5,54.0
1306,ATL,2025-02-07,,MIL,"W, 115-110",23.4,85.4,45.3,14.6,76.6,45.3
1307,BOS,2025-03-08,,LAL,"W, 111-101",23.4,78.0,51.1,22.0,76.6,51.1
1308,CHO,2025-03-01,,WAS,"L, 100-113",23.4,73.3,52.2,26.7,76.6,52.2
1309,DET,2024-11-10,,HOU,"L, 99-101",23.4,67.3,53.5,32.7,76.6,53.5
1310,IND,2024-12-26,,OKC,"L, 114-120",23.4,81.6,46.9,18.4,76.6,46.9
1311,MEM,2025-03-05,,OKC,"L, 103-120",23.4,92.7,44.3,7.3,76.6,44.3
1312,MEM,2024-12-07,@,BOS,"W, 127-121",23.4,73.2,49.5,26.8,76.6,49.5
1313,MIA,2025-02-04,@,CHI,"L, 124-133",23.4,82.5,49.4,17.5,76.6,49.4
1314,MIL,2025-01-14,,SAC,"W, 130-115",23.4,82.0,46.4,18.0,76.6,46.4
1315,MIN,2025-02-03,,SAC,"L, 114-116",23.4,69.4,56.6,30.6,76.6,56.6
1316,NOP,2024-12-19,@,HOU,"L, 113-133",23.4,81.3,53.2,18.8,76.6,53.2
1317,OKC,2024-12-01,@,HOU,"L, 116-119",23.4,70.0,52.6,30.0,76.6,52.6
1318,PHI,2024-12-21,@,CLE,"L, 99-126",23.4,69.8,54.4,30.2,76.6,54.4
1319,UTA,2025-01-09,,MIA,"L, 92-97",23.4,74.5,50.0,25.5,76.6,50.0
1320,WAS,2025-03-17,@,POR,"L, 97-112",23.4,73.1,50.5,26.9,76.6,50.5
1321,DEN,2025-03-09,@,OKC,"L, 103-127",23.3,77.3,53.8,22.7,76.7,53.8
1322,WAS,2025-02-24,,BRK,"W, 107-99",23.3,65.2,51.3,34.8,76.7,51.3
1323,CHO,2024-12-07,,CLE,"L, 102-116",23.3,65.9,56.0,34.1,76.7,56.0
1324,CLE,2025-03-05,,MIA,"W, 112-107",23.3,80.4,47.2,19.6,76.7,47.2
1325,CLE,2024-12-23,,UTA,"W, 124-113",23.3,62.5,56.0,37.5,76.7,56.0
1326,DEN,2024-10-26,,LAC,"L, 104-109",23.3,71.1,54.3,28.9,76.7,54.3
1327,IND,2025-03-20,,BRK,"W, 105-99 (OT)",23.3,77.0,45.2,23.0,76.7,45.2
1328,LAL,2024-12-15,,MEM,"W, 116-110",23.3,66.7,53.2,33.3,76.7,53.2
1329,MEM,2024-11-27,,DET,"W, 131-111",23.3,78.0,50.0,22.0,76.7,50.0
1330,MEM,2024-11-17,,DEN,"W, 105-90",23.3,85.4,46.4,14.6,76.7,46.4
1331,MIN,2024-11-21,@,TOR,"L, 105-110",23.3,75.0,51.8,25.0,76.7,51.8
1332,NOP,2024-12-12,,SAC,"L, 109-111",23.3,66.0,53.8,34.0,76.7,53.8
1333,NYK,2024-12-28,@,WAS,"W, 136-132 (OT)",23.3,75.0,50.6,25.0,76.7,50.6
1334,NYK,2024-11-13,,CHI,"L, 123-124",23.3,81.1,50.0,18.9,76.7,50.0
1335,OKC,2025-03-15,@,DET,"W, 113-107",23.3,85.0,47.0,15.0,76.7,47.0
1336,PHI,2025-01-08,,WAS,"W, 109-103",23.3,59.1,58.6,40.9,76.7,58.6
1337,PHI,2024-12-08,@,CHI,"W, 108-100",23.3,95.8,38.5,4.2,76.7,38.5
1338,PHO,2025-01-16,@,WAS,"W, 130-123",23.3,75.5,48.9,24.5,76.7,48.9
1339,POR,2024-10-25,,NOP,"L, 103-105",23.3,77.6,47.8,22.4,76.7,47.8
1340,SAC,2025-03-17,,MEM,"W, 132-122",23.3,65.1,55.8,34.9,76.7,55.8
1341,TOR,2024-12-16,,CHI,"L, 121-122",23.3,81.0,48.2,19.0,76.7,48.2
1342,TOR,2024-12-01,,MIA,"W, 119-116",23.3,75.5,48.9,24.5,76.7,48.9
1343,UTA,2025-03-16,@,MIN,"L, 102-128",23.3,68.0,52.7,32.0,76.7,52.7
1344,WAS,2024-11-22,,BOS,"L, 96-108",23.3,79.2,47.3,20.8,76.7,47.3
1345,BOS,2025-01-15,@,TOR,"L, 97-110",23.2,71.1,55.4,28.9,76.8,55.4
1346,ORL,2025-03-10,@,HOU,"L, 84-97",23.2,59.2,60.0,40.8,76.8,60.0
1347,BOS,2025-03-31,@,MEM,"W, 117-103",23.1,89.4,45.5,10.6,76.9,45.5
1348,CHO,2025-01-25,,NOP,"W, 123-92",23.1,81.3,44.8,18.8,76.9,44.8
1349,CLE,2024-12-27,@,DEN,"W, 149-135",23.1,78.4,50.0,21.6,76.9,50.0
1350,CLE,2024-10-28,@,NYK,"W, 110-104",23.1,71.1,51.2,28.9,76.9,51.2
1351,DAL,2024-10-26,@,PHO,"L, 102-114",23.1,82.9,50.5,17.1,76.9,50.5
1352,GSW,2025-03-18,,MIL,"W, 104-93",23.1,91.5,39.5,8.5,76.9,39.5
1353,BRK,2025-03-24,,DAL,"L, 101-120",23.1,71.8,52.6,28.2,76.9,52.6
1354,BRK,2024-12-16,,CLE,"L, 101-130",23.1,68.4,54.5,31.6,76.9,54.5
1355,PHI,2025-01-06,,PHO,"L, 99-109",23.1,89.5,48.9,10.5,76.9,48.9
1356,PHO,2024-12-08,@,ORL,"L, 110-115",23.1,68.2,53.0,31.8,76.9,53.0
1357,SAC,2025-03-03,@,DAL,"W, 122-98",23.1,80.0,50.0,20.0,76.9,50.0
1358,SAC,2024-10-29,@,UTA,"W, 113-96",23.1,76.9,46.2,23.1,76.9,46.2
1359,SAS,2025-02-26,@,HOU,"L, 106-118",23.1,59.2,59.4,40.8,76.9,59.4
1360,TOR,2024-11-09,@,LAC,"L, 103-105",23.1,82.1,51.6,17.9,76.9,51.6
1361,UTA,2025-02-13,,LAC,"L, 116-120 (OT)",23.1,74.5,47.8,25.5,76.9,47.8
1362,UTA,2024-11-21,@,SAS,"L, 118-126",23.1,77.1,51.0,22.9,76.9,51.0
1363,UTA,2024-10-29,,SAC,"L, 96-113",23.1,76.9,53.8,23.1,76.9,53.8
1364,CHI,2025-02-11,,DET,"L, 92-132",23.0,78.9,55.6,21.1,77.0,55.6
1365,CHI,2024-12-30,@,CHO,"W, 115-108 (OT)",23.0,84.5,47.1,15.5,77.0,47.1
1366,BRK,2025-03-20,@,IND,"L, 99-105 (OT)",23.0,76.7,54.8,23.3,77.0,54.8
1367,CHI,2024-12-28,,MIL,"W, 116-111",22.9,87.2,45.3,12.8,77.1,45.3
1368,GSW,2025-03-20,,TOR,"W, 117-114",22.9,79.4,53.7,20.6,77.1,53.7
1369,IND,2025-02-08,@,LAL,"L, 117-124",22.9,75.0,54.8,25.0,77.1,54.8
1370,LAL,2024-10-28,@,PHO,"L, 105-109",22.9,79.5,50.0,20.5,77.1,50.0
1371,MIL,2025-01-23,,MIA,"W, 125-96",22.9,77.2,47.6,22.8,77.1,47.6
1372,MIN,2025-02-24,@,OKC,"W, 131-128 (OT)",22.9,72.9,49.5,27.1,77.1,49.5
