Rk,Team,Date,H/A,Opp,Result,Tm_ORB%,Tm_DRB%,Tm_TRB%,Opp_ORB%,Opp_DRB%,Opp_TRB%
301,HOU,2024-12-29,,MIA,"L, 100-104",33.9,68.8,50.0,31.3,66.1,50.0
302,ATL,2025-03-30,@,MIL,"W, 145-124",33.3,83.8,43.9,16.2,66.7,43.9
303,ATL,2024-10-27,@,OKC,"L, 104-128",33.3,74.4,47.9,25.6,66.7,47.9
304,BOS,2025-01-12,,NOP,"W, 120-119",33.3,86.0,43.3,14.0,66.7,43.3
305,CHO,2025-01-24,,POR,"L, 97-102",33.3,66.7,50.5,33.3,66.7,50.5
306,CHO,2024-11-25,,ORL,"L, 84-95",33.3,75.0,42.9,25.0,66.7,42.9
307,CHO,2024-11-19,@,BRK,"L, 115-116",33.3,75.6,45.0,24.4,66.7,45.0
308,CHO,2024-11-16,,MIL,"W, 115-114",33.3,82.2,43.0,17.8,66.7,43.0
309,CHO,2024-10-30,,TOR,"W, 138-133",33.3,64.9,51.9,35.1,66.7,51.9
310,CHO,2024-10-26,,MIA,"L, 106-114",33.3,70.5,48.3,29.5,66.7,48.3
311,CLE,2025-01-14,@,IND,"W, 127-117",33.3,79.5,43.0,20.5,66.7,43.0
312,DAL,2025-01-20,@,CHO,"L, 105-110",33.3,67.3,49.0,32.7,66.7,49.0
313,DEN,2025-01-14,@,DAL,"W, 118-99",33.3,83.3,37.0,16.7,66.7,37.0
314,DET,2025-03-19,@,MIA,"W, 116-113",33.3,75.6,44.0,24.4,66.7,44.0
315,DET,2025-02-09,,CHO,"W, 112-102",33.3,78.0,44.6,22.0,66.7,44.6
316,DET,2025-01-04,,MIN,"W, 119-105",33.3,82.9,41.3,17.1,66.7,41.3
317,GSW,2025-02-25,,CHO,"W, 128-92",33.3,66.0,49.5,34.0,66.7,49.5
318,GSW,2025-02-23,,DAL,"W, 126-102",33.3,84.1,43.2,15.9,66.7,43.2
319,IND,2025-01-08,,CHI,"W, 129-113",33.3,77.5,45.9,22.5,66.7,45.9
320,LAC,2024-11-24,@,PHI,"W, 125-99",33.3,72.3,42.9,27.7,66.7,42.9
321,LAL,2025-01-27,@,CHO,"W, 112-107",33.3,78.3,41.5,21.7,66.7,41.5
322,MEM,2025-03-07,@,DAL,"W, 122-111",33.3,79.2,43.3,20.8,66.7,43.3
323,MEM,2025-01-25,,UTA,"W, 125-103",33.3,69.6,47.1,30.4,66.7,47.1
324,MEM,2024-12-23,,LAC,"L, 110-114",33.3,71.2,48.6,28.8,66.7,48.6
325,MEM,2024-12-15,@,LAL,"L, 110-116",33.3,76.7,46.8,23.3,66.7,46.8
326,MIN,2025-02-23,,OKC,"L, 123-130",33.3,80.6,45.7,19.4,66.7,45.7
327,MIN,2025-01-20,@,MEM,"L, 106-108",33.3,72.9,47.5,27.1,66.7,47.5
328,MIN,2024-12-23,@,ATL,"L, 104-117",33.3,81.8,46.9,18.2,66.7,46.9
329,OKC,2025-02-03,,MIL,"W, 125-96",33.3,82.0,40.2,18.0,66.7,40.2
330,OKC,2024-12-23,,WAS,"W, 123-105",33.3,75.5,46.4,24.5,66.7,46.4
331,OKC,2024-11-25,@,SAC,"W, 130-109",33.3,78.6,41.3,21.4,66.7,41.3
332,ORL,2024-11-10,,WAS,"W, 121-94",33.3,80.6,45.7,19.4,66.7,45.7
333,PHI,2025-02-22,,BRK,"L, 103-105",33.3,75.7,47.6,24.3,66.7,47.6
334,PHO,2025-01-09,,ATL,"W, 123-115",33.3,78.9,43.2,21.1,66.7,43.2
335,POR,2025-02-26,@,WAS,"W, 129-121",33.3,80.6,47.1,19.4,66.7,47.1
336,POR,2025-01-24,@,CHO,"W, 102-97",33.3,66.7,49.5,33.3,66.7,49.5
337,POR,2025-01-19,,CHI,"W, 113-102",33.3,81.8,41.9,18.2,66.7,41.9
338,POR,2024-12-30,,PHI,"L, 103-125",33.3,72.4,49.2,27.6,66.7,49.2
339,SAC,2025-04-02,@,WAS,"L, 111-116",33.3,81.6,46.1,18.4,66.7,46.1
340,SAC,2025-02-24,,CHO,"W, 130-88",33.3,71.7,43.0,28.3,66.7,43.0
341,TOR,2024-12-09,,NYK,"L, 108-113",33.3,85.0,44.0,15.0,66.7,44.0
342,TOR,2024-11-18,,IND,"W, 130-119",33.3,75.0,41.0,25.0,66.7,41.0
343,TOR,2024-10-23,,CLE,"L, 106-136",33.3,75.0,48.6,25.0,66.7,48.6
344,UTA,2025-03-12,@,MEM,"L, 115-122",33.3,89.6,39.4,10.4,66.7,39.4
345,UTA,2024-10-23,,MEM,"L, 124-126",33.3,72.9,45.6,27.1,66.7,45.6
346,HOU,2024-12-14,@,OKC,"L, 96-111",32.8,88.2,46.7,11.8,67.2,46.7
347,PHO,2024-11-13,@,SAC,"L, 104-127",32.8,77.8,52.9,22.2,67.2,52.9
348,UTA,2025-01-20,@,NOP,"L, 119-123 (OT)",32.8,88.0,41.7,12.0,67.2,41.7
349,ATL,2025-03-25,@,HOU,"L, 114-121",32.7,63.2,54.8,36.8,67.3,54.8
350,TOR,2024-10-28,,DEN,"L, 125-127 (OT)",32.7,70.6,49.1,29.4,67.3,49.1
351,WAS,2025-02-03,@,CHO,"W, 124-114",32.7,80.0,46.0,20.0,67.3,46.0
352,WAS,2024-10-26,,CLE,"L, 116-135",32.7,71.8,51.1,28.2,67.3,51.1
353,CHO,2025-01-20,,DAL,"W, 110-105",32.7,66.7,51.0,33.3,67.3,51.0
354,DET,2025-02-05,,CLE,"L, 115-118",32.7,71.8,50.5,28.2,67.3,50.5
355,HOU,2024-11-10,@,DET,"W, 101-99",32.7,76.6,46.5,23.4,67.3,46.5
356,MIN,2025-01-06,,LAC,"W, 108-106",32.7,73.1,47.1,26.9,67.3,47.1
357,OKC,2025-01-29,@,GSW,"L, 109-116",32.7,82.5,45.7,17.5,67.3,45.7
358,TOR,2024-11-12,@,MIL,"L, 85-99",32.7,75.5,46.5,24.5,67.3,46.5
359,UTA,2025-03-05,@,WAS,"L, 122-125",32.7,80.4,43.7,19.6,67.3,43.7
360,HOU,2025-03-23,,DEN,"L, 111-116",32.7,74.4,48.9,25.6,67.3,48.9
361,HOU,2025-02-25,,MIL,"W, 100-97",32.7,90.2,41.1,9.8,67.3,41.1
362,HOU,2025-01-09,@,MEM,"W, 119-115",32.7,73.7,49.4,26.3,67.3,49.4
363,IND,2024-10-30,,BOS,"W, 135-132 (OT)",32.7,69.5,47.2,30.5,67.3,47.2
364,LAC,2024-11-04,,SAS,"W, 113-104",32.7,70.0,50.6,30.0,67.3,50.6
365,MEM,2024-12-31,@,PHO,"W, 117-112",32.7,77.8,45.7,22.2,67.3,45.7
366,BRK,2025-01-27,,SAC,"L, 96-110",32.7,67.6,53.0,32.4,67.3,53.0
367,TOR,2025-03-23,,SAS,"L, 89-123",32.7,69.8,50.0,30.2,67.3,50.0
368,UTA,2025-02-22,,HOU,"W, 124-115",32.7,84.0,41.4,16.0,67.3,41.4
369,CHO,2025-01-12,@,PHO,"L, 113-120",32.6,82.2,42.9,17.8,67.4,42.9
370,DEN,2024-12-16,@,SAC,"W, 130-129",32.6,78.4,43.3,21.6,67.4,43.3
371,DET,2024-11-12,,MIA,"W, 123-121 (OT)",32.6,77.4,43.4,22.6,67.4,43.4
372,LAC,2024-10-31,,PHO,"L, 119-125",32.6,80.5,44.8,19.5,67.4,44.8
373,MIL,2025-03-09,,CLE,"L, 100-112",32.6,72.9,46.8,27.1,67.4,46.8
374,OKC,2025-01-12,@,WAS,"W, 136-95",32.6,83.7,41.1,16.3,67.4,41.1
375,SAS,2024-12-31,,LAC,"W, 122-86",32.6,81.1,41.4,18.9,67.4,41.4
376,UTA,2024-10-31,,SAS,"L, 88-106",32.6,77.6,44.2,22.4,67.4,44.2
377,HOU,2025-01-03,,BOS,"L, 86-109",32.6,65.7,52.6,34.3,67.4,52.6
378,LAC,2024-12-30,@,NOP,"W, 116-113",32.6,81.3,46.7,18.8,67.4,46.7
379,NYK,2025-04-01,,PHI,"W, 105-91",32.6,69.8,48.8,30.2,67.4,48.8
380,NYK,2025-03-28,@,MIL,"W, 116-107",32.6,90.9,42.1,9.1,67.4,42.1
381,NYK,2024-12-01,,NOP,"W, 118-85",32.6,78.0,41.2,22.0,67.4,41.2
382,SAC,2025-03-19,,CLE,"W, 123-119",32.6,77.1,47.4,22.9,67.4,47.4
383,BOS,2025-03-15,@,BRK,"W, 115-113",32.5,58.1,54.2,41.9,67.5,54.2
384,DAL,2024-12-05,@,WAS,"W, 137-101",32.5,78.9,40.2,21.1,67.5,40.2
385,GSW,2024-11-10,@,OKC,"W, 127-116",32.5,70.2,47.1,29.8,67.5,47.1
386,LAL,2024-10-26,,SAC,"W, 131-127",32.5,86.5,41.6,13.5,67.5,41.6
387,NYK,2025-02-11,@,IND,"W, 128-115",32.5,79.5,42.9,20.5,67.5,42.9
388,CHO,2025-03-23,@,MIA,"L, 105-122",32.4,80.0,44.4,20.0,67.6,44.4
389,CLE,2024-11-06,@,NOP,"W, 131-122",32.4,81.0,41.8,19.0,67.6,41.8
390,NYK,2025-01-20,,ATL,"W, 119-110",32.4,62.8,51.3,37.2,67.6,51.3
391,NYK,2024-11-29,@,CHO,"W, 99-98",32.4,69.6,47.0,30.4,67.6,47.0
392,SAS,2025-01-13,@,LAL,"W, 126-102",32.4,65.9,49.4,34.1,67.6,49.4
393,BOS,2025-02-08,@,NYK,"W, 131-104",32.4,84.1,38.5,15.9,67.6,38.5
394,CLE,2025-02-21,,NYK,"W, 142-105",32.4,80.0,40.5,20.0,67.6,40.5
395,DEN,2025-03-21,@,POR,"L, 109-128",32.4,57.1,55.1,42.9,67.6,55.1
396,SAC,2025-01-27,@,BRK,"W, 110-96",32.4,67.3,47.0,32.7,67.6,47.0
397,NOP,2025-03-23,@,DET,"L, 130-136",32.3,71.1,46.4,28.9,67.7,46.4
398,PHI,2024-11-06,@,LAC,"L, 98-110",32.3,73.3,47.5,26.7,67.7,47.5
399,MEM,2024-11-19,,DEN,"L, 110-122",32.2,73.5,49.1,26.5,67.8,49.1
400,HOU,2024-11-02,,GSW,"L, 121-127 (OT)",32.1,77.5,49.0,22.5,67.9,49.0
401,BOS,2025-01-25,@,DAL,"W, 122-107",32.1,72.3,49.0,27.7,67.9,49.0
402,DEN,2024-10-24,,OKC,"L, 87-102",32.1,75.5,46.2,24.5,67.9,46.2
403,NOP,2024-12-26,,HOU,"L, 111-128",32.1,60.0,55.1,40.0,67.9,55.1
404,ATL,2024-11-06,,NYK,"W, 121-116",32.0,82.1,46.1,17.9,68.0,46.1
405,BOS,2024-12-15,@,WAS,"W, 112-98",32.0,70.2,47.7,29.8,68.0,47.7
406,CLE,2025-03-21,@,PHO,"L, 112-123",32.0,70.0,51.1,30.0,68.0,51.1
407,CLE,2025-03-16,,ORL,"L, 103-108",32.0,71.1,49.5,28.9,68.0,49.5
408,GSW,2025-01-28,,UTA,"W, 114-103",32.0,86.1,45.3,13.9,68.0,45.3
409,MIN,2025-03-16,,UTA,"W, 128-102",32.0,76.7,47.3,23.3,68.0,47.3
410,NYK,2025-02-01,,LAL,"L, 112-128",32.0,90.3,45.7,9.7,68.0,45.7
411,POR,2025-02-24,@,UTA,"W, 114-112",32.0,76.1,46.9,23.9,68.0,46.9
412,ATL,2024-12-04,@,MIL,"W, 119-104",31.9,83.0,42.6,17.0,68.1,42.6
413,DEN,2024-11-22,,DAL,"L, 120-123",31.9,69.2,51.2,30.8,68.1,51.2
414,DET,2024-12-28,@,DEN,"L, 121-134",31.9,76.5,49.4,23.5,68.1,49.4
415,GSW,2025-02-10,@,MIL,"W, 125-111",31.9,86.8,43.5,13.2,68.1,43.5
416,GSW,2025-01-23,,CHI,"W, 131-106",31.9,78.7,44.7,21.3,68.1,44.7
417,IND,2025-03-08,@,ATL,"L, 118-120",31.9,61.9,53.9,38.1,68.1,53.9
418,NOP,2025-03-06,,HOU,"L, 97-109",31.9,74.3,50.0,25.7,68.1,50.0
419,ORL,2024-12-10,@,MIL,"L, 109-114",31.9,86.1,44.6,13.9,68.1,44.6
420,POR,2024-12-19,,DEN,"W, 126-124",31.9,78.9,47.1,21.1,68.1,47.1
421,WAS,2024-12-07,,DEN,"W, 122-113",31.9,66.0,51.1,34.0,68.1,51.1
422,ATL,2024-11-20,@,GSW,"L, 97-120",31.8,83.0,45.4,17.0,68.2,45.4
423,BOS,2025-02-28,,CLE,"L, 116-123",31.8,65.0,52.4,35.0,68.2,52.4
424,DAL,2024-11-19,,NOP,"W, 132-91",31.8,82.9,43.5,17.1,68.2,43.5
425,DEN,2024-12-25,@,PHO,"L, 100-110",31.8,72.7,47.7,27.3,68.2,47.7
426,GSW,2025-01-13,@,TOR,"L, 101-104",31.8,69.6,48.9,30.4,68.2,48.9
427,GSW,2024-11-22,@,NOP,"W, 112-108",31.8,74.5,45.3,25.5,68.2,45.3
428,HOU,2025-01-25,@,CLE,"W, 135-131",31.8,75.6,47.1,24.4,68.2,47.1
429,NYK,2024-11-08,,MIL,"W, 116-94",31.8,75.6,46.1,24.4,68.2,46.1
430,ORL,2024-12-08,,PHO,"W, 115-110",31.8,76.9,47.0,23.1,68.2,47.0
431,POR,2024-12-28,,DAL,"W, 126-122",31.8,78.3,44.4,21.7,68.2,44.4
432,SAC,2025-01-29,@,PHI,"L, 104-117",31.8,86.5,43.2,13.5,68.2,43.2
433,TOR,2024-11-04,@,DEN,"L, 119-121",31.8,65.9,51.8,34.1,68.2,51.8
434,CHO,2024-12-20,@,PHI,"L, 98-108",31.7,73.8,47.0,26.2,68.3,47.0
435,DEN,2025-02-05,,NOP,"W, 144-119",31.7,79.2,42.7,20.8,68.3,42.7
436,MIA,2025-02-05,@,PHI,"W, 108-101",31.7,78.8,41.9,21.2,68.3,41.9
437,PHO,2025-01-18,@,DET,"W, 125-121",31.7,71.2,46.2,28.8,68.3,46.2
438,POR,2024-11-27,@,IND,"L, 114-121",31.7,56.8,55.3,43.2,68.3,55.3
439,SAC,2025-02-10,@,DAL,"W, 129-128 (OT)",31.7,88.1,39.8,11.9,68.3,39.8
440,SAS,2025-03-12,,DAL,"W, 126-116",31.7,91.9,39.7,8.1,68.3,39.7
441,SAS,2024-12-13,@,POR,"W, 118-116",31.7,77.8,46.8,22.2,68.3,46.8
442,TOR,2025-03-04,@,ORL,"W, 114-113",31.7,83.3,42.2,16.7,68.3,42.2
443,CLE,2024-12-16,@,BRK,"W, 130-101",31.6,76.9,45.5,23.1,68.4,45.5
444,HOU,2024-12-08,@,LAC,"W, 117-106",31.6,84.4,39.8,15.6,68.4,39.8
445,MEM,2024-10-30,,BRK,"L, 106-119",31.6,76.5,47.2,23.5,68.4,47.2
446,MEM,2024-10-28,,CHI,"L, 123-126",31.6,79.2,45.5,20.8,68.4,45.5
447,MIN,2025-03-28,,PHO,"W, 124-109",31.6,79.5,44.2,20.5,68.4,44.2
448,ORL,2025-01-12,,PHI,"W, 104-99",31.6,90.6,41.4,9.4,68.4,41.4
449,UTA,2024-11-04,@,CHI,"W, 135-126",31.6,78.7,42.4,21.3,68.4,42.4
450,NYK,2025-03-19,@,SAS,"L, 105-120",31.5,64.3,54.2,35.7,68.5,54.2
451,NYK,2024-12-25,,SAS,"W, 117-114",31.5,78.9,48.9,21.1,68.5,48.9
452,OKC,2024-12-10,,DAL,"W, 118-104",31.5,83.3,45.8,16.7,68.5,45.8
453,DAL,2024-11-14,@,UTA,"L, 113-115",31.4,54.3,57.1,45.7,68.6,57.1
454,MIA,2025-04-02,@,BOS,"W, 124-103",31.4,54.8,55.8,45.2,68.6,55.8
455,NYK,2024-10-25,,IND,"W, 123-98",31.4,78.0,43.4,22.0,68.6,43.4
456,POR,2024-12-03,@,LAC,"L, 105-127",31.4,62.1,54.7,37.9,68.6,54.7
457,POR,2024-11-04,@,NOP,"W, 118-100",31.4,73.0,47.2,27.0,68.6,47.2
458,SAC,2025-02-21,,GSW,"L, 108-132",31.4,71.8,47.3,28.2,68.6,47.3
459,BRK,2025-03-10,,LAL,"W, 111-108",31.4,79.5,47.8,20.5,68.6,47.8
460,BRK,2024-12-21,,UTA,"L, 94-105",31.4,77.3,47.4,22.7,68.6,47.4
461,POR,2025-02-08,@,MIN,"L, 98-114",31.4,78.4,48.9,21.6,68.6,48.9
462,POR,2025-01-11,,MIA,"L, 98-119",31.4,81.4,45.7,18.6,68.6,45.7
463,SAC,2025-01-10,@,BOS,"W, 114-97",31.4,83.3,43.4,16.7,68.6,43.4
464,TOR,2025-02-28,@,CHI,"L, 115-125 (OT)",31.4,77.8,46.9,22.2,68.6,46.9
465,BOS,2025-03-12,,OKC,"L, 112-118",31.3,70.3,51.8,29.7,68.8,51.8
466,CHI,2025-02-26,,LAC,"L, 117-122",31.3,70.3,51.8,29.7,68.8,51.8
467,CLE,2025-01-20,,PHO,"W, 118-92",31.3,97.2,40.5,2.8,68.8,40.5
468,DAL,2024-12-15,@,GSW,"W, 143-133",31.3,71.2,44.0,28.8,68.8,44.0
469,GSW,2025-01-09,@,DET,"W, 107-104",31.3,82.9,44.9,17.1,68.8,44.9
470,HOU,2025-02-13,,GSW,"L, 98-105",31.3,80.4,44.7,19.6,68.8,44.7
471,MIA,2024-12-29,@,HOU,"W, 104-100",31.3,66.1,50.0,33.9,68.8,50.0
472,MIN,2024-11-07,@,CHI,"W, 135-119",31.3,75.0,44.4,25.0,68.8,44.4
473,NOP,2024-11-01,,IND,"W, 125-118",31.3,83.8,45.9,16.2,68.8,45.9
474,OKC,2024-11-20,,POR,"W, 109-99",31.3,66.0,51.6,34.0,68.8,51.6
475,PHI,2024-12-13,,IND,"L, 107-121",31.3,80.0,46.6,20.0,68.8,46.6
476,SAS,2025-03-27,@,CLE,"L, 116-124",31.1,68.9,52.8,31.1,68.9,52.8
477,BOS,2024-11-16,,TOR,"W, 126-123 (OT)",31.1,65.1,52.3,34.9,68.9,52.3
478,CLE,2025-03-27,,SAS,"W, 124-116",31.1,68.9,47.2,31.1,68.9,47.2
479,DAL,2024-12-07,@,TOR,"W, 125-118",31.1,82.6,42.9,17.4,68.9,42.9
480,LAL,2025-03-20,,MIL,"L, 89-118",31.1,78.3,45.1,21.7,68.9,45.1
481,BRK,2024-11-11,@,NOP,"W, 107-105",31.1,69.6,49.5,30.4,68.9,49.5
482,NYK,2025-03-22,,WAS,"W, 122-103",31.1,77.8,45.6,22.2,68.9,45.6
483,OKC,2025-01-26,@,POR,"W, 118-108",31.1,69.0,50.6,31.0,68.9,50.6
484,PHO,2024-12-28,@,GSW,"L, 105-109",31.1,64.0,51.6,36.0,68.9,51.6
485,SAC,2025-03-22,,MIL,"L, 108-114",31.1,73.2,48.8,26.8,68.9,48.8
486,GSW,2024-11-27,,OKC,"L, 101-105",31.0,83.0,45.7,17.0,69.0,45.7
487,MIN,2025-01-30,@,UTA,"W, 138-113",31.0,90.9,37.1,9.1,69.0,37.1
488,POR,2025-01-30,,ORL,"W, 119-90",31.0,69.0,46.5,31.0,69.0,46.5
489,CHI,2024-11-09,@,ATL,"W, 125-113",31.0,77.3,45.3,22.7,69.0,45.3
490,CLE,2025-01-29,@,MIA,"W, 126-106",31.0,85.0,42.7,15.0,69.0,42.7
491,HOU,2025-03-30,@,PHO,"W, 148-109",31.0,76.2,46.4,23.8,69.0,46.4
492,LAC,2024-11-27,@,WAS,"W, 121-96",31.0,75.6,46.0,24.4,69.0,46.0
493,OKC,2025-01-22,,UTA,"W, 123-114",31.0,53.1,57.1,46.9,69.0,57.1
494,ORL,2025-01-30,@,POR,"L, 90-119",31.0,69.0,53.5,31.0,69.0,53.5
495,PHI,2025-03-23,@,ATL,"L, 119-132",31.0,70.6,51.3,29.4,69.0,51.3
496,POR,2025-01-26,,OKC,"L, 108-118",31.0,68.9,49.4,31.1,69.0,49.4
497,SAC,2024-12-28,@,LAL,"L, 122-132",31.0,86.7,45.8,13.3,69.0,45.8
498,SAS,2025-03-04,,BRK,"W, 127-113",31.0,75.0,46.5,25.0,69.0,46.5
499,SAS,2025-03-01,@,MEM,"W, 130-128",31.0,70.7,49.4,29.3,69.0,49.4
500,CHO,2024-12-13,@,CHI,"L, 95-109",30.9,72.5,49.1,27.5,69.1,49.1
501,PHI,2024-10-23,,MIL,"L, 109-124",30.9,80.0,48.4,20.0,69.1,48.4
502,ATL,2024-12-26,,CHI,"W, 141-133",30.8,78.0,45.0,22.0,69.2,45.0
503,CHI,2025-03-20,@,SAC,"W, 128-116",30.8,75.7,47.4,24.3,69.2,47.4
504,DAL,2024-11-22,@,DEN,"W, 123-120",30.8,68.1,48.8,31.9,69.2,48.8
505,DEN,2025-02-06,,ORL,"W, 112-90",30.8,75.5,43.5,24.5,69.2,43.5
506,DET,2025-02-12,@,CHI,"W, 128-110",30.8,77.8,44.0,22.2,69.2,44.0
507,DET,2024-11-18,,CHI,"L, 112-122",30.8,76.2,48.9,23.8,69.2,48.9
508,HOU,2025-03-19,@,ORL,"W, 116-108",30.8,70.8,47.1,29.2,69.2,47.1
509,MEM,2024-12-29,@,OKC,"L, 106-130",30.8,79.5,46.9,20.5,69.2,46.9
510,MIA,2025-01-25,@,BRK,"W, 106-97",30.8,83.0,40.7,17.0,69.2,40.7
511,NOP,2024-11-20,@,CLE,"L, 100-128",30.8,60.0,56.5,40.0,69.2,56.5
512,SAC,2025-03-14,@,PHO,"L, 106-122",30.8,80.0,45.9,20.0,69.2,45.9
513,SAS,2024-11-07,,POR,"W, 118-105",30.8,70.2,47.7,29.8,69.2,47.7
514,ATL,2024-11-08,@,DET,"L, 121-122",30.6,72.5,50.6,27.5,69.4,50.6
515,DET,2025-03-21,@,DAL,"L, 117-123",30.6,72.2,51.8,27.8,69.4,51.8
516,GSW,2024-11-06,@,BOS,"W, 118-112",30.6,74.5,47.0,25.5,69.4,47.0
517,LAL,2025-01-02,,POR,"W, 114-106",30.6,77.8,49.4,22.2,69.4,49.4
518,MIA,2025-03-31,@,WAS,"W, 120-94",30.6,90.4,38.6,9.6,69.4,38.6
519,BRK,2025-03-13,@,CHI,"L, 110-116",30.6,72.9,48.5,27.1,69.4,48.5
520,NYK,2024-12-30,@,WAS,"W, 126-106",30.6,76.5,46.0,23.5,69.4,46.0
521,PHI,2025-02-24,,CHI,"L, 110-142",30.6,76.2,48.4,23.8,69.4,48.4
522,SAC,2024-11-02,@,TOR,"L, 128-131 (OT)",30.6,73.9,48.4,26.1,69.4,48.4
523,SAS,2025-01-25,,IND,"L, 98-136",30.6,64.4,53.2,35.6,69.4,53.2
524,TOR,2024-11-01,,LAL,"L, 125-131",30.6,76.3,49.4,23.7,69.4,49.4
525,BOS,2025-01-17,,ORL,"W, 121-94",30.6,71.4,47.4,28.6,69.4,47.4
526,MEM,2024-11-02,@,PHI,"W, 124-107",30.6,83.7,38.8,16.3,69.4,38.8
527,ORL,2024-11-08,,NOP,"W, 115-88",30.6,84.2,41.9,15.8,69.4,41.9
528,POR,2025-02-22,,CHO,"W, 141-88",30.6,79.3,39.4,20.7,69.4,39.4
529,SAC,2025-02-03,@,MIN,"W, 116-114",30.6,76.6,43.4,23.4,69.4,43.4
530,SAC,2024-11-24,,BRK,"L, 103-108",30.6,84.6,41.3,15.4,69.4,41.3
531,BOS,2024-10-30,@,IND,"L, 132-135 (OT)",30.5,67.3,52.8,32.7,69.5,52.8
532,SAC,2025-01-06,,MIA,"W, 123-118 (2OT)",30.5,77.8,46.9,22.2,69.5,46.9
533,ATL,2024-11-27,@,CLE,"W, 135-124",30.4,75.5,46.3,24.5,69.6,46.3
534,CHO,2024-11-29,,NYK,"L, 98-99",30.4,67.6,53.0,32.4,69.6,53.0
535,GSW,2024-12-08,,MIN,"W, 114-106",30.4,81.6,46.4,18.4,69.6,46.4
536,HOU,2024-11-27,@,PHI,"W, 122-115 (OT)",30.4,78.7,45.2,21.3,69.6,45.2
537,LAC,2024-11-17,,UTA,"W, 116-105",30.4,75.0,50.0,25.0,69.6,50.0
538,LAL,2025-04-03,,GSW,"L, 116-123",30.4,64.1,54.1,35.9,69.6,54.1
539,MEM,2024-11-29,,NOP,"W, 120-109",30.4,72.5,47.4,27.5,69.6,47.4
540,NOP,2025-03-28,,GSW,"L, 95-111",30.4,64.0,52.1,36.0,69.6,52.1
541,NOP,2025-02-03,@,DEN,"L, 113-125",30.4,65.9,52.9,34.1,69.6,52.9
542,NOP,2024-11-11,,BRK,"L, 105-107",30.4,68.9,50.5,31.1,69.6,50.5
543,ORL,2025-02-23,,WAS,"W, 110-90",30.4,89.2,43.4,10.8,69.6,43.4
544,PHI,2024-11-20,@,MEM,"L, 111-117",30.4,75.0,50.0,25.0,69.6,50.0
545,TOR,2025-01-13,,GSW,"W, 104-101",30.4,68.2,51.1,31.8,69.6,51.1
546,UTA,2025-01-25,@,MEM,"L, 103-125",30.4,66.7,52.9,33.3,69.6,52.9
547,CHO,2024-11-17,@,CLE,"L, 114-128",30.4,71.9,54.5,28.1,69.6,54.5
548,GSW,2024-11-23,@,SAS,"L, 94-104",30.4,78.0,49.5,22.0,69.6,49.5
549,TOR,2025-03-24,@,WAS,"W, 112-104",30.4,82.7,44.4,17.3,69.6,44.4
550,IND,2024-11-17,,MIA,"W, 119-110",30.3,70.0,45.8,30.0,69.7,45.8
551,NYK,2024-11-20,@,PHO,"W, 138-122",30.3,73.8,45.3,26.2,69.7,45.3
552,OKC,2025-03-21,,CHO,"W, 141-106",30.3,84.6,40.3,15.4,69.7,40.3
553,CHO,2024-11-08,,IND,"W, 103-83",30.2,86.0,39.8,14.0,69.8,39.8
554,CHI,2025-01-27,,DEN,"W, 129-121",30.2,73.9,47.2,26.1,69.8,47.2
555,CLE,2025-02-12,@,TOR,"W, 131-108",30.2,81.6,42.4,18.4,69.8,42.4
556,CLE,2024-12-21,,PHI,"W, 126-99",30.2,76.6,45.6,23.4,69.8,45.6
557,DEN,2025-01-07,,BOS,"L, 106-118",30.2,70.3,51.3,29.7,69.8,51.3
558,MEM,2024-11-08,,WAS,"W, 128-104",30.2,77.1,45.1,22.9,69.8,45.1
559,BRK,2025-02-01,@,HOU,"W, 110-98",30.2,70.2,48.9,29.8,69.8,48.9
560,NOP,2025-02-28,@,PHO,"L, 108-125",30.2,81.5,50.0,18.5,69.8,50.0
561,NYK,2025-03-17,,MIA,"W, 116-95",30.2,75.7,48.8,24.3,69.8,48.8
562,ORL,2025-04-03,@,WAS,"W, 109-97",30.2,81.0,44.7,19.0,69.8,44.7
563,ORL,2025-03-25,@,CHO,"W, 111-104",30.2,82.2,43.2,17.8,69.8,43.2
564,ORL,2025-02-08,,SAS,"W, 112-111",30.2,88.9,43.0,11.1,69.8,43.0
565,PHI,2025-04-01,@,NYK,"L, 91-105",30.2,67.4,51.2,32.6,69.8,51.2
566,PHO,2024-12-07,@,MIA,"L, 111-121",30.2,71.8,50.0,28.2,69.8,50.0
567,SAC,2025-03-01,@,HOU,"W, 113-103",30.2,71.7,48.3,28.3,69.8,48.3
568,SAS,2025-03-23,@,TOR,"W, 123-89",30.2,67.3,50.0,32.7,69.8,50.0
569,SAS,2025-01-31,,MIL,"W, 144-118",30.2,70.2,47.0,29.8,69.8,47.0
570,MIN,2024-11-10,,MIA,"L, 94-95",30.2,83.8,47.8,16.2,69.8,47.8
571,POR,2024-11-25,@,MEM,"L, 98-123",30.2,61.0,57.7,39.0,69.8,57.7
572,GSW,2025-04-01,@,MEM,"W, 134-125",30.0,81.0,46.7,19.0,70.0,46.7
573,GSW,2025-03-10,,POR,"W, 130-120",30.0,65.1,51.8,34.9,70.0,51.8
574,HOU,2025-03-03,@,OKC,"L, 128-137",30.0,70.8,50.0,29.2,70.0,50.0
575,HOU,2024-12-01,,OKC,"W, 119-116",30.0,76.6,47.4,23.4,70.0,47.4
