Rk,Team,Date,H/A,Opp,Result,MP,Tm_FG,Tm_FGA,Tm_FG%,Tm_2P,Tm_2PA,Tm_2P%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_PTS,Opp_FG,Opp_FGA,Opp_FG%,Opp_2P,Opp_2PA,Opp_2P%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_PTS
574,IND,2025-03-19,,DAL,"W, 135-131",240,45,82,.549,29,47,.617,16,35,.457,29,37,.784,135,48,88,.545,37,61,.607,11,27,.407,24,32,.750,131
575,IND,2024-12-23,@,GSW,"W, 111-105",240,45,92,.489,34,57,.596,11,35,.314,10,11,.909,111,39,90,.433,27,52,.519,12,38,.316,15,21,.714,105
576,IND,2024-11-10,,NYK,"W, 132-121",240,45,88,.511,24,42,.571,21,46,.457,21,25,.840,132,46,83,.554,39,58,.672,7,25,.280,22,27,.815,121
577,LAC,2025-03-30,@,CLE,"L, 122-127",240,45,93,.484,29,52,.558,16,41,.390,16,22,.727,122,47,93,.505,32,48,.667,15,45,.333,18,23,.783,127
578,LAC,2025-03-26,@,NYK,"W, 126-113",240,45,88,.511,29,58,.500,16,30,.533,20,24,.833,126,42,84,.500,29,50,.580,13,34,.382,16,22,.727,113
579,LAC,2025-03-21,,MEM,"W, 128-108",240,45,78,.577,28,44,.636,17,34,.500,21,26,.808,128,40,95,.421,21,46,.457,19,49,.388,9,13,.692,108
580,LAC,2025-03-16,,CHO,"W, 123-88",240,45,93,.484,32,67,.478,13,26,.500,20,23,.870,123,37,94,.394,31,61,.508,6,33,.182,8,9,.889,88
581,LAC,2025-03-12,@,MIA,"W, 119-104",240,45,76,.592,32,49,.653,13,27,.481,16,24,.667,119,40,84,.476,26,47,.553,14,37,.378,10,14,.714,104
582,LAC,2025-01-13,,MIA,"W, 109-98",240,45,93,.484,32,57,.561,13,36,.361,6,10,.600,109,33,85,.388,16,33,.485,17,52,.327,15,18,.833,98
583,LAC,2024-11-27,@,WAS,"W, 121-96",240,45,89,.506,33,56,.589,12,33,.364,19,25,.760,121,35,85,.412,27,52,.519,8,33,.242,18,22,.818,96
584,LAC,2024-10-31,,PHO,"L, 119-125",240,45,93,.484,33,58,.569,12,35,.343,17,21,.810,119,42,82,.512,24,43,.558,18,39,.462,23,28,.821,125
585,LAL,2025-03-29,@,MEM,"W, 134-127",240,45,89,.506,26,46,.565,19,43,.442,25,27,.926,134,50,95,.526,36,63,.571,14,32,.438,13,18,.722,127
586,LAL,2025-03-27,@,CHI,"L, 117-119",240,45,91,.495,33,50,.660,12,41,.293,15,18,.833,117,43,92,.467,24,48,.500,19,44,.432,14,22,.636,119
587,LAL,2025-02-04,@,LAC,"W, 122-97",240,45,81,.556,27,44,.614,18,37,.486,14,23,.609,122,34,89,.382,22,48,.458,12,41,.293,17,19,.895,97
588,MEM,2025-01-13,@,HOU,"L, 118-120",240,45,84,.536,31,52,.596,14,32,.438,14,21,.667,118,41,81,.506,25,50,.500,16,31,.516,22,31,.710,120
589,MEM,2024-12-03,@,DAL,"L, 116-121",240,45,97,.464,32,57,.561,13,40,.325,13,14,.929,116,39,81,.481,26,49,.531,13,32,.406,30,44,.682,121
590,MIA,2025-03-02,,NYK,"L, 112-116 (OT)",265,45,84,.536,34,49,.694,11,35,.314,11,16,.688,112,46,95,.484,32,51,.627,14,44,.318,10,15,.667,116
591,MIA,2025-02-26,,ATL,"W, 131-109",240,45,76,.592,22,34,.647,23,42,.548,18,22,.818,131,41,81,.506,29,49,.592,12,32,.375,15,19,.789,109
592,MIA,2025-01-17,,DEN,"L, 113-133",240,45,91,.495,36,58,.621,9,33,.273,14,14,1.000,113,50,92,.543,34,59,.576,16,33,.485,17,19,.895,133
593,MIA,2024-12-16,@,DET,"L, 124-125 (OT)",265,45,99,.455,33,56,.589,12,43,.279,22,24,.917,124,44,90,.489,24,50,.480,20,40,.500,17,23,.739,125
594,MIA,2024-12-07,,PHO,"W, 121-111",240,45,86,.523,32,54,.593,13,32,.406,18,23,.783,121,36,82,.439,20,41,.488,16,41,.390,23,25,.920,111
595,MIA,2024-11-15,@,IND,"W, 124-111",240,45,87,.517,30,45,.667,15,42,.357,19,23,.826,124,44,86,.512,30,51,.588,14,35,.400,9,11,.818,111
596,MIL,2025-01-15,,ORL,"W, 122-93",240,45,72,.625,38,60,.633,7,12,.583,25,35,.714,122,33,95,.347,21,49,.429,12,46,.261,15,21,.714,93
597,MIL,2024-12-31,@,IND,"W, 120-112",240,45,97,.464,33,64,.516,12,33,.364,18,24,.750,120,40,90,.444,27,53,.509,13,37,.351,19,30,.633,112
598,MIL,2024-12-03,@,DET,"W, 128-107",240,45,80,.563,22,39,.564,23,41,.561,15,21,.714,128,40,87,.460,29,54,.537,11,33,.333,16,22,.727,107
599,MIL,2024-11-13,,DET,"W, 127-120 (OT)",265,45,95,.474,30,60,.500,15,35,.429,22,25,.880,127,46,100,.460,28,62,.452,18,38,.474,10,13,.769,120
600,MIN,2025-02-06,,HOU,"W, 127-114",240,45,94,.479,29,55,.527,16,39,.410,21,24,.875,127,41,84,.488,29,53,.547,12,31,.387,20,28,.714,114
601,NOP,2025-01-24,@,MEM,"L, 126-139",240,45,83,.542,31,49,.633,14,34,.412,22,32,.688,126,56,101,.554,37,59,.627,19,42,.452,8,8,1.000,139
602,NOP,2024-11-25,@,IND,"L, 110-114",240,45,87,.517,36,54,.667,9,33,.273,11,19,.579,110,43,91,.473,26,44,.591,17,47,.362,11,16,.688,114
603,NOP,2024-10-23,,CHI,"W, 123-111",240,45,97,.464,31,60,.517,14,37,.378,19,21,.905,123,42,86,.488,32,52,.615,10,34,.294,17,25,.680,111
604,NYK,2025-03-30,,POR,"W, 110-93",240,45,84,.536,35,59,.593,10,25,.400,10,13,.769,110,38,87,.437,29,51,.569,9,36,.250,8,14,.571,93
605,NYK,2025-03-28,@,MIL,"W, 116-107",240,45,93,.484,33,60,.550,12,33,.364,14,16,.875,116,41,75,.547,28,42,.667,13,33,.394,12,19,.632,107
606,NYK,2025-03-10,@,SAC,"W, 133-104",240,45,84,.536,23,44,.523,22,40,.550,21,26,.808,133,36,86,.419,26,52,.500,10,34,.294,22,26,.846,104
607,NYK,2024-12-30,@,WAS,"W, 126-106",240,45,98,.459,30,54,.556,15,44,.341,21,25,.840,126,39,92,.424,27,49,.551,12,43,.279,16,22,.727,106
608,NYK,2024-12-25,,SAS,"W, 117-114",240,45,100,.450,32,61,.525,13,39,.333,14,16,.875,117,42,83,.506,26,45,.578,16,38,.421,14,17,.824,114
609,OKC,2025-02-24,,MIN,"L, 128-131 (OT)",265,45,106,.425,30,57,.526,15,49,.306,23,29,.793,128,44,97,.454,35,65,.538,9,32,.281,34,39,.872,131
610,OKC,2025-02-08,@,MEM,"W, 125-112",240,45,105,.429,27,63,.429,18,42,.429,17,21,.810,125,36,81,.444,24,53,.453,12,28,.429,28,39,.718,112
611,OKC,2025-01-14,@,PHI,"W, 118-102",240,45,81,.556,33,45,.733,12,36,.333,16,18,.889,118,37,84,.440,24,40,.600,13,44,.295,15,20,.750,102
612,OKC,2025-01-12,@,WAS,"W, 136-95",240,45,95,.474,32,60,.533,13,35,.371,33,35,.943,136,28,83,.337,19,37,.514,9,46,.196,30,33,.909,95
613,OKC,2024-12-07,@,NOP,"W, 119-109",240,45,85,.529,33,53,.623,12,32,.375,17,21,.810,119,38,79,.481,27,42,.643,11,37,.297,22,27,.815,109
614,OKC,2024-10-26,@,CHI,"W, 114-95",240,45,107,.421,37,67,.552,8,40,.200,16,20,.800,114,32,92,.348,17,39,.436,15,53,.283,16,22,.727,95
615,ORL,2025-02-27,,GSW,"L, 115-121",240,45,89,.506,34,61,.557,11,28,.393,14,18,.778,115,36,79,.456,17,34,.500,19,45,.422,30,34,.882,121
616,ORL,2025-02-08,,SAS,"W, 112-111",240,45,88,.511,35,58,.603,10,30,.333,12,20,.600,112,41,77,.532,28,47,.596,13,30,.433,16,20,.800,111
617,ORL,2025-01-27,@,MIA,"L, 119-125 (2OT)",290,45,98,.459,31,59,.525,14,39,.359,15,25,.600,119,48,92,.522,33,51,.647,15,41,.366,14,21,.667,125
618,ORL,2024-11-08,,NOP,"W, 115-88",240,45,86,.523,37,54,.685,8,32,.250,17,21,.810,115,32,84,.381,22,53,.415,10,31,.323,14,17,.824,88
619,PHI,2025-03-01,,GSW,"W, 126-119",240,45,85,.529,26,52,.500,19,33,.576,17,28,.607,126,46,100,.460,34,58,.586,12,42,.286,15,19,.789,119
620,PHO,2024-12-21,,DET,"L, 125-133",240,45,78,.577,31,49,.633,14,29,.483,21,23,.913,125,49,89,.551,30,50,.600,19,39,.487,16,22,.727,133
621,PHO,2024-11-20,,NYK,"L, 122-138",240,45,92,.489,26,42,.619,19,50,.380,13,17,.765,122,50,86,.581,31,47,.660,19,39,.487,19,21,.905,138
622,POR,2025-03-05,@,BOS,"L, 118-128",240,45,90,.500,29,50,.580,16,40,.400,12,17,.706,118,45,97,.464,22,43,.512,23,54,.426,15,17,.882,128
623,POR,2025-02-28,@,BRK,"W, 121-102",240,45,78,.577,30,42,.714,15,36,.417,16,27,.593,121,36,87,.414,29,58,.500,7,29,.241,23,27,.852,102
624,POR,2025-02-26,@,WAS,"W, 129-121",240,45,101,.446,33,64,.516,12,37,.324,27,35,.771,129,43,83,.518,31,47,.660,12,36,.333,23,33,.697,121
625,POR,2025-01-28,,MIL,"W, 125-112",240,45,88,.511,33,60,.550,12,28,.429,23,28,.821,125,44,87,.506,33,52,.635,11,35,.314,13,18,.722,112
626,POR,2024-12-26,,UTA,"W, 122-120",240,45,89,.506,30,51,.588,15,38,.395,17,22,.773,122,41,86,.477,20,44,.455,21,42,.500,17,25,.680,120
627,POR,2024-12-19,,DEN,"W, 126-124",240,45,97,.464,29,51,.569,16,46,.348,20,24,.833,126,47,87,.540,32,53,.604,15,34,.441,15,21,.714,124
628,SAC,2025-02-03,@,MIN,"W, 116-114",240,45,92,.489,35,68,.515,10,24,.417,16,20,.800,116,43,94,.457,31,54,.574,12,40,.300,16,16,1.000,114
629,SAC,2025-01-27,@,BRK,"W, 110-96",240,45,82,.549,36,54,.667,9,28,.321,11,17,.647,110,30,82,.366,20,46,.435,10,36,.278,26,30,.867,96
630,SAC,2025-01-06,,MIA,"W, 123-118 (2OT)",290,45,108,.417,32,70,.457,13,38,.342,20,26,.769,123,43,102,.422,32,60,.533,11,42,.262,21,27,.778,118
631,SAC,2025-01-05,@,GSW,"W, 129-99",240,45,87,.517,26,44,.591,19,43,.442,20,22,.909,129,37,81,.457,25,46,.543,12,35,.343,13,18,.722,99
632,SAC,2024-10-26,@,LAL,"L, 127-131",240,45,88,.511,30,44,.682,15,44,.341,22,25,.880,127,48,92,.522,34,58,.586,14,34,.412,21,24,.875,131
633,SAS,2025-03-19,,NYK,"W, 120-105",240,45,90,.500,29,55,.527,16,35,.457,14,20,.700,120,39,92,.424,28,55,.509,11,37,.297,16,21,.762,105
634,SAS,2025-02-10,@,WAS,"W, 131-121",240,45,88,.511,28,50,.560,17,38,.447,24,29,.828,131,45,93,.484,31,46,.674,14,47,.298,17,19,.895,121
635,SAS,2024-11-26,@,UTA,"W, 128-115",240,45,93,.484,27,45,.600,18,48,.375,20,26,.769,128,43,84,.512,30,49,.612,13,35,.371,16,20,.800,115
636,TOR,2025-01-15,,BOS,"W, 110-97",240,45,89,.506,34,55,.618,11,34,.324,9,15,.600,110,36,91,.396,20,45,.444,16,46,.348,9,18,.500,97
637,TOR,2024-12-16,,CHI,"L, 121-122",240,45,92,.489,36,66,.545,9,26,.346,22,30,.733,121,43,93,.462,29,53,.547,14,40,.350,22,28,.786,122
638,UTA,2025-02-12,,LAL,"W, 131-119",240,45,86,.523,30,45,.667,15,41,.366,26,33,.788,131,41,92,.446,21,42,.500,20,50,.400,17,30,.567,119
639,UTA,2024-11-19,@,LAL,"L, 118-124",240,45,90,.500,33,54,.611,12,36,.333,16,19,.842,118,42,76,.553,28,45,.622,14,31,.452,26,36,.722,124
640,UTA,2024-11-12,,PHO,"L, 112-120",240,45,92,.489,30,54,.556,15,38,.395,7,9,.778,112,43,86,.500,25,47,.532,18,39,.462,16,22,.727,120
641,WAS,2025-02-10,,SAS,"L, 121-131",240,45,93,.484,31,46,.674,14,47,.298,17,19,.895,121,45,88,.511,28,50,.560,17,38,.447,24,29,.828,131
642,WAS,2025-01-03,@,NOP,"L, 120-132",240,45,84,.536,36,56,.643,9,28,.321,21,27,.778,120,48,96,.500,30,55,.545,18,41,.439,18,22,.818,132
643,WAS,2024-12-07,,DEN,"W, 122-113",240,45,93,.484,29,52,.558,16,41,.390,16,22,.727,122,46,95,.484,41,70,.586,5,25,.200,16,27,.593,113
644,ATL,2025-01-18,@,BOS,"W, 119-115 (OT)",265,44,93,.473,35,56,.625,9,37,.243,22,28,.786,119,40,104,.385,25,52,.481,15,52,.288,20,23,.870,115
645,ATL,2024-12-28,,MIA,"W, 120-110",240,44,86,.512,29,49,.592,15,37,.405,17,22,.773,120,40,90,.444,27,49,.551,13,41,.317,17,18,.944,110
646,ATL,2024-11-29,,CLE,"W, 117-101",240,44,85,.518,30,51,.588,14,34,.412,15,18,.833,117,38,93,.409,27,55,.491,11,38,.289,14,17,.824,101
647,ATL,2024-11-08,@,DET,"L, 121-122",240,44,97,.454,29,61,.475,15,36,.417,18,23,.783,121,44,86,.512,31,53,.585,13,33,.394,21,31,.677,122
648,BOS,2025-03-15,@,BRK,"W, 115-113",240,44,84,.524,31,46,.674,13,38,.342,14,19,.737,115,42,90,.467,22,44,.500,20,46,.435,9,13,.692,113
649,BOS,2025-02-25,@,TOR,"W, 111-101",240,44,93,.473,29,42,.690,15,51,.294,8,8,1.000,111,42,83,.506,37,50,.740,5,33,.152,12,16,.750,101
650,BOS,2025-01-25,@,DAL,"W, 122-107",240,44,103,.427,24,51,.471,20,52,.385,14,19,.737,122,39,88,.443,31,66,.470,8,22,.364,21,28,.750,107
651,BOS,2025-01-12,,NOP,"W, 120-119",240,44,101,.436,31,57,.544,13,44,.295,19,23,.826,120,40,86,.465,23,49,.469,17,37,.459,22,26,.846,119
652,BOS,2025-01-07,@,DEN,"W, 118-106",240,44,88,.500,32,53,.604,12,35,.343,18,20,.900,118,40,87,.460,26,51,.510,14,36,.389,12,15,.800,106
653,BOS,2024-11-19,,CLE,"W, 120-117",240,44,86,.512,22,45,.489,22,41,.537,10,14,.714,120,46,93,.495,36,64,.563,10,29,.345,15,17,.882,117
654,BOS,2024-11-16,,TOR,"W, 126-123 (OT)",265,44,99,.444,23,38,.605,21,61,.344,17,19,.895,126,50,98,.510,41,75,.547,9,23,.391,14,21,.667,123
655,BOS,2024-10-30,@,IND,"L, 132-135 (OT)",265,44,109,.404,25,52,.481,19,57,.333,25,31,.806,132,50,104,.481,35,66,.530,15,38,.395,20,24,.833,135
656,CHO,2025-03-07,,CLE,"L, 117-118",240,44,92,.478,31,55,.564,13,37,.351,16,21,.762,117,32,76,.421,21,42,.500,11,34,.324,43,51,.843,118
657,CHO,2024-11-21,,DET,"W, 123-121 (OT)",265,44,93,.473,24,49,.490,20,44,.455,15,21,.714,123,42,99,.424,25,51,.490,17,48,.354,20,25,.800,121
658,CHI,2025-03-31,@,OKC,"L, 117-145",240,44,98,.449,28,47,.596,16,51,.314,13,16,.813,117,52,98,.531,29,55,.527,23,43,.535,18,23,.783,145
659,CHI,2025-03-02,@,IND,"L, 112-127",240,44,88,.500,34,55,.618,10,33,.303,14,18,.778,112,48,87,.552,29,43,.674,19,44,.432,12,18,.667,127
660,CHI,2025-01-08,@,IND,"L, 113-129",240,44,86,.512,32,51,.627,12,35,.343,13,19,.684,113,52,100,.520,42,71,.592,10,29,.345,15,24,.625,129
661,CHI,2025-01-06,,SAS,"W, 114-110",240,44,102,.431,31,63,.492,13,39,.333,13,15,.867,114,44,95,.463,29,49,.592,15,46,.326,7,12,.583,110
662,CHI,2024-11-18,@,DET,"W, 122-112",240,44,91,.484,21,45,.467,23,46,.500,11,14,.786,122,42,98,.429,27,54,.500,15,44,.341,13,19,.684,112
663,CHI,2024-11-13,@,NYK,"W, 124-123",240,44,82,.537,30,46,.652,14,36,.389,22,27,.815,124,48,94,.511,33,57,.579,15,37,.405,12,18,.667,123
664,CLE,2025-03-23,@,UTA,"W, 120-91",240,44,96,.458,33,48,.688,11,48,.229,21,31,.677,120,32,89,.360,16,39,.410,16,50,.320,11,18,.611,91
665,CLE,2025-03-18,@,LAC,"L, 119-132",240,44,90,.489,30,49,.612,14,41,.341,17,26,.654,119,46,84,.548,30,49,.612,16,35,.457,24,28,.857,132
666,CLE,2025-03-14,@,MEM,"W, 133-124",240,44,88,.500,25,37,.676,19,51,.373,26,33,.788,133,48,97,.495,37,61,.607,11,36,.306,17,21,.810,124
667,CLE,2025-01-05,,CHO,"W, 115-105",240,44,92,.478,29,49,.592,15,43,.349,12,16,.750,115,38,91,.418,23,49,.469,15,42,.357,14,19,.737,105
668,CLE,2024-12-30,@,GSW,"W, 113-95",240,44,96,.458,26,49,.531,18,47,.383,7,10,.700,113,33,99,.333,24,61,.393,9,38,.237,20,26,.769,95
669,CLE,2024-11-27,,ATL,"L, 124-135",240,44,95,.463,29,47,.617,15,48,.313,21,28,.750,124,46,97,.474,26,55,.473,20,42,.476,23,25,.920,135
670,CLE,2024-11-17,,CHO,"W, 128-114",240,44,77,.571,31,47,.660,13,30,.433,27,28,.964,128,42,103,.408,22,51,.431,20,52,.385,10,12,.833,114
671,CLE,2024-11-02,@,MIL,"W, 114-113",240,44,91,.484,29,53,.547,15,38,.395,11,15,.733,114,43,89,.483,25,50,.500,18,39,.462,9,15,.600,113
672,CLE,2024-11-01,,ORL,"W, 120-109",240,44,87,.506,29,49,.592,15,38,.395,17,20,.850,120,41,90,.456,30,57,.526,11,33,.333,16,24,.667,109
673,DAL,2025-04-02,,ATL,"W, 120-118",240,44,83,.530,29,50,.580,15,33,.455,17,21,.810,120,42,97,.433,27,58,.466,15,39,.385,19,22,.864,118
674,DAL,2024-11-24,@,MIA,"L, 118-123 (OT)",265,44,105,.419,34,65,.523,10,40,.250,20,25,.800,118,46,107,.430,32,66,.485,14,41,.341,17,27,.630,123
675,DAL,2024-11-16,,SAS,"W, 110-93",240,44,94,.468,36,63,.571,8,31,.258,14,18,.778,110,28,88,.318,17,48,.354,11,40,.275,26,30,.867,93
676,DAL,2024-11-12,@,GSW,"L, 117-120",240,44,84,.524,33,50,.660,11,34,.324,18,24,.750,117,45,94,.479,31,53,.585,14,41,.341,16,27,.593,120
677,DEN,2025-03-23,@,HOU,"W, 116-111",240,44,87,.506,34,66,.515,10,21,.476,18,26,.692,116,39,89,.438,28,55,.509,11,34,.324,22,34,.647,111
678,DEN,2025-03-14,,LAL,"W, 131-126",240,44,85,.518,31,54,.574,13,31,.419,30,38,.789,131,49,105,.467,34,65,.523,15,40,.375,13,16,.813,126
679,DEN,2025-02-06,,ORL,"W, 112-90",240,44,83,.530,32,53,.604,12,30,.400,12,21,.571,112,31,84,.369,26,53,.491,5,31,.161,23,30,.767,90
680,DET,2025-03-28,,CLE,"W, 133-122",240,44,92,.478,29,58,.500,15,34,.441,30,35,.857,133,39,84,.464,24,44,.545,15,40,.375,29,38,.763,122
681,DET,2025-03-25,,SAS,"W, 122-96",240,44,78,.564,29,47,.617,15,31,.484,19,25,.760,122,33,91,.363,19,47,.404,14,44,.318,16,20,.800,96
682,DET,2025-02-09,,CHO,"W, 112-102",240,44,90,.489,33,53,.623,11,37,.297,13,16,.813,112,34,78,.436,19,46,.413,15,32,.469,19,23,.826,102
683,DET,2025-02-07,,PHI,"W, 125-112",240,44,97,.454,27,53,.509,17,44,.386,20,26,.769,125,41,83,.494,28,52,.538,13,31,.419,17,20,.850,112
684,DET,2025-01-29,@,IND,"L, 119-133",240,44,89,.494,32,55,.582,12,34,.353,19,26,.731,119,46,81,.568,27,43,.628,19,38,.500,22,31,.710,133
685,DET,2025-01-18,,PHO,"L, 121-125",240,44,94,.468,35,61,.574,9,33,.273,24,36,.667,121,43,86,.500,36,61,.590,7,25,.280,32,40,.800,125
686,DET,2025-01-11,,TOR,"W, 123-114",240,44,84,.524,25,51,.490,19,33,.576,16,21,.762,123,40,92,.435,24,54,.444,16,38,.421,18,27,.667,114
687,DET,2024-12-16,,MIA,"W, 125-124 (OT)",265,44,90,.489,24,50,.480,20,40,.500,17,23,.739,125,45,99,.455,33,56,.589,12,43,.279,22,24,.917,124
688,DET,2024-11-08,,ATL,"W, 122-121",240,44,86,.512,31,53,.585,13,33,.394,21,31,.677,122,44,97,.454,29,61,.475,15,36,.417,18,23,.783,121
689,GSW,2025-01-04,,MEM,"W, 121-113",240,44,84,.524,21,41,.512,23,43,.535,10,16,.625,121,46,88,.523,37,61,.607,9,27,.333,12,16,.750,113
690,GSW,2024-12-03,@,DEN,"L, 115-119",240,44,95,.463,32,57,.561,12,38,.316,15,21,.714,115,40,79,.506,29,55,.527,11,24,.458,28,35,.800,119
691,GSW,2024-11-04,@,WAS,"W, 125-112",240,44,97,.454,32,60,.533,12,37,.324,25,34,.735,125,42,96,.438,32,53,.604,10,43,.233,18,21,.857,112
692,HOU,2025-03-15,,CHI,"W, 117-114",240,44,98,.449,30,54,.556,14,44,.318,15,26,.577,117,43,93,.462,29,55,.527,14,38,.368,14,16,.875,114
693,HOU,2025-02-22,@,UTA,"L, 115-124",240,44,100,.440,27,57,.474,17,43,.395,10,18,.556,115,49,98,.500,36,58,.621,13,40,.325,13,27,.481,124
694,HOU,2024-11-02,,GSW,"L, 121-127 (OT)",265,44,107,.411,29,62,.468,15,45,.333,18,24,.750,121,40,78,.513,25,46,.543,15,32,.469,32,50,.640,127
695,IND,2025-03-26,,LAL,"L, 119-120",240,44,87,.506,29,51,.569,15,36,.417,16,19,.842,119,41,79,.519,24,41,.585,17,38,.447,21,24,.875,120
696,IND,2025-03-14,@,PHI,"W, 112-100",240,44,89,.494,34,54,.630,10,35,.286,14,18,.778,112,37,82,.451,26,44,.591,11,38,.289,15,22,.682,100
697,IND,2025-03-11,,MIL,"W, 115-114",240,44,87,.506,31,48,.646,13,39,.333,14,18,.778,115,43,84,.512,29,48,.604,14,36,.389,14,19,.737,114
698,IND,2025-03-06,@,ATL,"L, 118-124",240,44,91,.484,30,52,.577,14,39,.359,16,17,.941,118,50,94,.532,40,64,.625,10,30,.333,14,18,.778,124
699,IND,2025-03-04,,HOU,"W, 115-102",240,44,86,.512,27,44,.614,17,42,.405,10,10,1.000,115,40,98,.408,31,68,.456,9,30,.300,13,26,.500,102
700,IND,2025-01-23,,SAS,"L, 110-140",240,44,97,.454,31,54,.574,13,43,.302,9,12,.750,110,58,96,.604,40,60,.667,18,36,.500,6,6,1.000,140
701,IND,2025-01-18,,PHI,"W, 115-102",240,44,83,.530,33,49,.673,11,34,.324,16,23,.696,115,38,89,.427,28,55,.509,10,34,.294,16,22,.727,102
702,IND,2025-01-14,,CLE,"L, 117-127",240,44,91,.484,32,63,.508,12,28,.429,17,22,.773,117,43,89,.483,28,45,.622,15,44,.341,26,31,.839,127
703,IND,2024-11-20,@,HOU,"L, 113-130",240,44,83,.530,39,61,.639,5,22,.227,20,25,.800,113,47,102,.461,35,66,.530,12,36,.333,24,33,.727,130
704,IND,2024-11-18,@,TOR,"L, 119-130",240,44,99,.444,29,59,.492,15,40,.375,16,20,.800,119,48,82,.585,34,53,.642,14,29,.483,20,28,.714,130
705,IND,2024-11-17,,MIA,"W, 119-110",240,44,85,.518,31,56,.554,13,29,.448,18,20,.900,119,36,90,.400,17,47,.362,19,43,.442,19,20,.950,110
706,IND,2024-11-15,,MIA,"L, 111-124",240,44,86,.512,30,51,.588,14,35,.400,9,11,.818,111,45,87,.517,30,45,.667,15,42,.357,19,23,.826,124
707,LAC,2025-03-28,@,BRK,"W, 132-100",240,44,80,.550,25,43,.581,19,37,.514,25,28,.893,132,33,89,.371,19,42,.452,14,47,.298,20,26,.769,100
708,LAC,2025-03-05,,DET,"W, 123-115",240,44,80,.550,31,56,.554,13,24,.542,22,26,.846,123,45,86,.523,34,51,.667,11,35,.314,14,19,.737,115
709,LAC,2025-02-26,@,CHI,"W, 122-117",240,44,85,.518,25,48,.521,19,37,.514,15,17,.882,122,46,94,.489,27,52,.519,19,42,.452,6,11,.545,117
710,LAC,2025-01-31,@,CHO,"W, 112-104",240,44,81,.543,33,53,.623,11,28,.393,13,20,.650,112,42,96,.438,35,66,.530,7,30,.233,13,15,.867,104
711,LAC,2025-01-25,,MIL,"W, 127-117",240,44,97,.454,33,63,.524,11,34,.324,28,28,1.000,127,37,79,.468,24,44,.545,13,35,.371,30,34,.882,117
712,LAC,2025-01-16,@,POR,"W, 118-89",240,44,78,.564,34,55,.618,10,23,.435,20,27,.741,118,34,91,.374,25,57,.439,9,34,.265,12,13,.923,89
713,LAC,2024-12-19,@,DAL,"W, 118-95",240,44,85,.518,30,52,.577,14,33,.424,16,17,.941,118,34,86,.395,27,56,.482,7,30,.233,20,28,.714,95
714,LAC,2024-11-11,@,OKC,"L, 128-134",240,44,80,.550,24,43,.558,20,37,.541,20,29,.690,128,47,91,.516,29,45,.644,18,46,.391,22,23,.957,134
715,LAL,2025-03-17,,SAS,"W, 125-109",240,44,90,.489,25,42,.595,19,48,.396,18,24,.750,125,41,88,.466,26,50,.520,15,38,.395,12,14,.857,109
716,LAL,2025-01-27,@,CHO,"W, 112-107",240,44,86,.512,38,58,.655,6,28,.214,18,24,.750,112,39,87,.448,25,51,.490,14,36,.389,15,18,.833,107
717,LAL,2024-11-21,,ORL,"L, 118-119",240,44,87,.506,31,56,.554,13,31,.419,17,26,.654,118,43,91,.473,28,51,.549,15,40,.375,18,21,.857,119
718,LAL,2024-11-15,@,SAS,"W, 120-115",240,44,88,.500,30,57,.526,14,31,.452,18,23,.783,120,43,88,.489,26,43,.605,17,45,.378,12,16,.750,115
719,LAL,2024-11-10,,TOR,"W, 123-103",240,44,86,.512,32,49,.653,12,37,.324,23,28,.821,123,37,82,.451,27,53,.509,10,29,.345,19,22,.864,103
720,LAL,2024-11-08,,PHI,"W, 116-106",240,44,85,.518,28,50,.560,16,35,.457,12,14,.857,116,39,96,.406,26,57,.456,13,39,.333,15,23,.652,106
721,MEM,2025-04-01,,GSW,"L, 125-134",240,44,92,.478,26,48,.542,18,44,.409,19,22,.864,125,42,99,.424,20,43,.465,22,56,.393,28,28,1.000,134
722,MEM,2025-03-17,@,SAC,"L, 122-132",240,44,90,.489,31,60,.517,13,30,.433,21,21,1.000,122,46,88,.523,26,47,.553,20,41,.488,20,30,.667,132
723,MEM,2025-02-28,,NYK,"L, 113-114",240,44,94,.468,40,63,.635,4,31,.129,21,22,.955,113,44,95,.463,31,57,.544,13,38,.342,13,16,.813,114
724,MEM,2025-02-12,@,LAC,"L, 114-128",240,44,89,.494,26,53,.491,18,36,.500,8,15,.533,114,47,93,.505,34,58,.586,13,35,.371,21,22,.955,128
725,MIA,2025-03-29,@,PHI,"W, 118-95",240,44,93,.473,24,50,.480,20,43,.465,10,13,.769,118,38,76,.500,25,44,.568,13,32,.406,6,14,.429,95
726,MIA,2025-03-27,,ATL,"W, 122-112",240,44,82,.537,26,49,.531,18,33,.545,16,20,.800,122,43,83,.518,25,42,.595,18,41,.439,8,11,.727,112
727,MIA,2025-03-19,,DET,"L, 113-116",240,44,90,.489,34,58,.586,10,32,.313,15,18,.833,113,46,91,.505,37,68,.544,9,23,.391,15,18,.833,116
728,MIA,2025-01-11,@,POR,"W, 119-98",240,44,92,.478,25,48,.521,19,44,.432,12,16,.750,119,36,95,.379,23,50,.460,13,45,.289,13,19,.684,98
