Rk,Team,Date,H/A,Opp,Result,MP,Tm_ORB,Tm_DRB,Tm_TRB,Opp_ORB,Opp_DRB,Opp_TRB
842,GSW,2025-03-10,,POR,"W, 130-120",240,12,28,40,15,28,43
843,GSW,2025-03-03,@,CHO,"W, 119-101",240,12,42,54,8,39,47
844,GSW,2025-02-05,@,UTA,"L, 128-131",240,12,29,41,12,36,48
845,GSW,2025-01-22,@,SAC,"L, 117-123",240,12,32,44,5,33,38
846,GSW,2024-12-25,,LAL,"L, 113-115",240,12,32,44,11,30,41
847,HOU,2025-03-19,@,ORL,"W, 116-108",240,12,34,46,14,27,41
848,HOU,2025-02-06,@,MIN,"L, 114-127",240,12,27,39,18,29,47
849,HOU,2025-01-27,@,BOS,"W, 114-112",240,12,27,39,7,34,41
850,HOU,2025-01-16,@,SAC,"L, 127-132",240,12,34,46,12,32,44
851,HOU,2024-12-08,@,LAC,"W, 117-106",240,12,38,50,7,26,33
852,IND,2025-03-14,@,PHI,"W, 112-100",240,12,33,45,11,32,43
853,IND,2025-02-06,@,LAC,"W, 119-112",240,12,34,46,11,37,48
854,IND,2024-11-24,,WAS,"W, 115-103",240,12,33,45,8,33,41
855,IND,2024-11-18,@,TOR,"L, 119-130",240,12,20,32,10,36,46
856,LAC,2025-01-25,,MIL,"W, 127-117",240,12,35,47,5,37,42
857,LAC,2024-11-08,@,SAC,"W, 107-98",240,12,36,48,5,30,35
858,LAL,2025-03-06,,NYK,"W, 113-109 (OT)",265,12,37,49,14,32,46
859,LAL,2025-02-19,,CHO,"L, 97-100",240,12,38,50,9,38,47
860,LAL,2025-01-27,@,CHO,"W, 112-107",240,12,36,48,10,24,34
861,LAL,2024-12-04,@,MIA,"L, 93-134",240,12,24,36,13,39,52
862,MEM,2025-04-03,@,MIA,"W, 110-108",240,12,37,49,15,32,47
863,MEM,2025-03-01,,SAS,"L, 128-130",240,12,29,41,13,29,42
864,MEM,2025-02-23,@,CLE,"L, 123-129",240,12,25,37,22,35,57
865,MEM,2025-02-20,@,IND,"L, 113-127",240,12,34,46,9,37,46
866,MEM,2025-01-04,@,GSW,"L, 113-121",240,12,31,43,9,20,29
867,MEM,2024-12-13,,BRK,"W, 135-119",240,12,37,49,8,33,41
868,MEM,2024-12-08,@,WAS,"W, 140-112",240,12,34,46,20,32,52
869,MEM,2024-11-13,@,LAL,"L, 123-128",240,12,29,41,7,35,42
870,MEM,2024-11-06,,LAL,"W, 131-114",240,12,38,50,9,28,37
871,MEM,2024-10-30,,BRK,"L, 106-119",240,12,26,38,8,26,34
872,MIA,2025-02-28,,IND,"W, 125-120",240,12,27,39,9,21,30
873,MIA,2025-02-10,,BOS,"L, 85-103",240,12,39,51,3,49,52
874,MIA,2025-02-01,@,SAS,"W, 105-103",240,12,40,52,13,35,48
875,MIA,2025-01-25,@,BRK,"W, 106-97",240,12,39,51,8,27,35
876,MIA,2025-01-21,,POR,"L, 107-116",240,12,33,45,11,36,47
877,MIA,2025-01-19,,SAS,"W, 128-107",240,12,37,49,13,31,44
878,MIA,2025-01-06,@,SAC,"L, 118-123 (2OT)",290,12,41,53,18,42,60
879,MIA,2024-12-01,@,TOR,"L, 116-119",240,12,33,45,10,37,47
880,MIA,2024-11-24,,DAL,"W, 123-118 (OT)",265,12,45,57,15,44,59
881,MIA,2024-11-12,@,DET,"L, 121-123 (OT)",265,12,31,43,15,41,56
882,MIL,2024-12-06,@,BOS,"L, 105-111",240,12,39,51,7,34,41
883,MIL,2024-11-12,,TOR,"W, 99-85",240,12,35,47,17,37,54
884,MIN,2025-03-28,,PHO,"W, 124-109",240,12,31,43,8,26,34
885,MIN,2025-03-12,@,DEN,"W, 115-95",240,12,36,48,12,30,42
886,MIN,2024-10-22,@,LAL,"L, 103-110",240,12,35,47,15,31,46
887,BRK,2025-03-29,@,WAS,"W, 115-112",240,12,37,49,7,33,40
888,BRK,2025-03-16,,ATL,"W, 122-114",240,12,28,40,10,28,38
889,BRK,2025-02-05,,WAS,"L, 102-119",240,12,25,37,7,33,40
890,BRK,2025-01-19,@,OKC,"L, 101-127",240,12,29,41,8,35,43
891,BRK,2025-01-17,@,LAL,"L, 101-102",240,12,33,45,6,28,34
892,BRK,2024-12-27,,SAS,"L, 87-96",240,12,33,45,11,32,43
893,BRK,2024-11-08,@,BOS,"L, 104-108 (OT)",265,12,39,51,4,35,39
894,BRK,2024-11-04,,MEM,"W, 106-104",240,12,25,37,13,31,44
895,BRK,2024-10-27,,MIL,"W, 115-102",240,12,35,47,7,36,43
896,BRK,2024-10-23,@,ATL,"L, 116-120",240,12,31,43,12,33,45
897,NOP,2025-03-15,@,SAS,"L, 115-119",240,12,40,52,8,29,37
898,NOP,2025-03-11,,LAC,"W, 127-120",240,12,34,46,11,23,34
899,NOP,2025-02-12,,SAC,"L, 111-119",240,12,28,40,12,36,48
900,NOP,2025-02-10,@,OKC,"L, 101-137",240,12,30,42,10,35,45
901,NOP,2025-01-10,@,PHI,"W, 123-115",240,12,32,44,11,31,42
902,NOP,2024-12-27,,MEM,"L, 124-132",240,12,33,45,9,33,42
903,NOP,2024-12-05,,PHO,"W, 126-124",240,12,32,44,10,36,46
904,NYK,2025-02-03,,HOU,"W, 124-118",240,12,28,40,20,30,50
905,NYK,2025-01-20,,ATL,"W, 119-110",240,12,27,39,16,25,41
906,NYK,2024-12-27,@,ORL,"W, 108-85",240,12,32,44,11,22,33
907,NYK,2024-12-11,,ATL,"L, 100-108",240,12,37,49,22,36,58
908,NYK,2024-11-29,@,CHO,"W, 99-98",240,12,32,44,14,25,39
909,NYK,2024-11-01,@,DET,"W, 128-98",240,12,33,45,6,32,38
910,OKC,2025-03-02,@,SAS,"W, 146-132",240,12,33,45,6,29,35
911,OKC,2025-02-13,@,MIN,"L, 101-116",240,12,37,49,20,34,54
912,OKC,2024-12-20,@,MIA,"W, 104-97",240,12,36,48,7,34,41
913,ORL,2025-03-24,,LAL,"W, 118-106",240,12,31,43,11,28,39
914,ORL,2025-02-25,,CLE,"L, 82-122",240,12,23,35,9,38,47
915,ORL,2025-01-27,@,MIA,"L, 119-125 (2OT)",290,12,35,47,5,38,43
916,ORL,2025-01-17,@,BOS,"L, 94-121",240,12,25,37,11,30,41
917,ORL,2025-01-12,,PHI,"W, 104-99",240,12,29,41,3,26,29
918,ORL,2025-01-10,,MIL,"L, 106-109",240,12,32,44,7,36,43
919,ORL,2025-01-03,@,TOR,"W, 106-97",240,12,30,42,7,30,37
920,ORL,2024-10-26,@,MEM,"L, 111-124",240,12,29,41,6,36,42
921,PHI,2025-03-24,@,NOP,"L, 99-112",240,12,25,37,13,38,51
922,PHI,2025-03-19,@,OKC,"L, 100-133",240,12,29,41,11,44,55
923,PHI,2025-03-04,@,MIN,"L, 112-126",240,12,24,36,7,30,37
924,PHI,2025-01-28,,LAL,"W, 118-104",240,12,31,43,4,35,39
925,PHI,2025-01-06,,PHO,"L, 99-109",240,12,34,46,4,40,44
926,PHI,2024-11-30,@,DET,"W, 111-96",240,12,38,50,10,32,42
927,PHI,2024-11-13,,CLE,"L, 106-114",240,12,33,45,9,37,46
928,PHO,2025-03-21,,CLE,"W, 123-112",240,12,34,46,16,28,44
929,PHO,2025-03-17,,TOR,"W, 129-89",240,12,42,54,12,28,40
930,PHO,2025-02-07,,UTA,"W, 135-127 (OT)",265,12,37,49,25,38,63
931,PHO,2025-01-25,,WAS,"W, 119-109",240,12,41,53,5,32,37
932,PHO,2025-01-11,,UTA,"W, 114-106",240,12,26,38,21,29,50
933,PHO,2025-01-09,,ATL,"W, 123-115",240,12,30,42,8,24,32
934,PHO,2024-12-27,,DAL,"L, 89-98",240,12,30,42,7,34,41
935,PHO,2024-12-25,,DEN,"W, 110-100",240,12,30,42,14,32,46
936,PHO,2024-12-15,,POR,"W, 116-109",240,12,34,46,12,36,48
937,PHO,2024-11-17,@,MIN,"L, 117-120",240,12,29,41,9,23,32
938,POR,2024-12-30,,PHI,"L, 103-125",240,12,21,33,8,24,32
939,POR,2024-12-15,@,PHO,"L, 109-116",240,12,36,48,12,34,46
940,POR,2024-12-08,@,LAL,"L, 98-107",240,12,37,49,8,32,40
941,POR,2024-11-08,@,MIN,"L, 102-127",240,12,25,37,10,39,49
942,POR,2024-10-30,@,LAC,"W, 106-105",240,12,35,47,13,36,49
943,POR,2024-10-28,@,SAC,"L, 98-111",240,12,34,46,9,31,40
944,SAC,2025-03-14,@,PHO,"L, 106-122",240,12,28,40,7,27,34
945,SAC,2025-02-12,@,NOP,"W, 119-111",240,12,36,48,12,28,40
946,SAC,2025-01-16,,HOU,"W, 132-127",240,12,32,44,12,34,46
947,SAC,2024-11-27,@,MIN,"W, 115-104",240,12,35,47,4,29,33
948,SAS,2025-03-10,,DAL,"L, 129-133",240,12,26,38,10,30,40
949,SAS,2025-02-26,@,HOU,"L, 106-118",240,12,29,41,20,40,60
950,SAS,2025-01-13,@,LAL,"W, 126-102",240,12,29,41,15,25,40
951,SAS,2025-01-08,@,MIL,"L, 105-121",240,12,34,46,10,47,57
952,SAS,2024-12-21,,POR,"W, 114-94",240,12,37,49,11,33,44
953,SAS,2024-12-15,,MIN,"L, 92-106",240,12,38,50,14,37,51
954,SAS,2024-12-06,,SAC,"L, 113-140",240,12,30,42,7,37,44
955,SAS,2024-11-07,,POR,"W, 118-105",240,12,33,45,14,27,41
956,SAS,2024-11-04,@,LAC,"L, 104-113",240,12,33,45,16,28,44
957,SAS,2024-10-24,@,DAL,"L, 109-120",240,12,40,52,17,33,50
958,TOR,2025-03-17,@,PHO,"L, 89-129",240,12,28,40,12,42,54
959,TOR,2025-03-02,@,ORL,"W, 104-102",240,12,28,40,7,28,35
960,TOR,2024-12-05,,OKC,"L, 92-129",240,12,39,51,13,42,55
961,TOR,2024-11-27,@,NOP,"W, 119-93",240,12,40,52,10,37,47
962,TOR,2024-11-10,@,LAL,"L, 103-123",240,12,28,40,10,23,33
963,TOR,2024-11-09,@,LAC,"L, 103-105",240,12,32,44,7,40,47
964,TOR,2024-11-02,,SAC,"W, 131-128 (OT)",265,12,34,46,15,34,49
965,TOR,2024-10-26,@,MIN,"L, 101-112",240,12,34,46,9,32,41
966,UTA,2025-02-08,@,LAC,"L, 110-130",240,12,26,38,8,29,37
967,UTA,2025-02-05,,GSW,"W, 131-128",240,12,36,48,12,29,41
968,UTA,2024-11-21,@,SAS,"L, 118-126",240,12,37,49,11,40,51
969,UTA,2024-11-12,,PHO,"L, 112-120",240,12,27,39,10,32,42
970,UTA,2024-11-04,@,CHI,"W, 135-126",240,12,37,49,10,26,36
971,UTA,2024-10-29,,SAC,"L, 96-113",240,12,30,42,9,40,49
972,WAS,2025-03-27,,IND,"L, 109-162",240,12,19,31,13,37,50
973,WAS,2025-03-11,@,DET,"L, 103-123",240,12,35,47,18,43,61
974,WAS,2025-03-01,@,CHO,"W, 113-100",240,12,36,48,11,33,44
975,WAS,2025-01-30,,LAL,"L, 96-134",240,12,26,38,9,39,48
976,WAS,2025-01-16,,PHO,"L, 123-130",240,12,33,45,10,37,47
977,WAS,2024-12-30,,NYK,"L, 106-126",240,12,34,46,15,39,54
978,WAS,2024-12-19,,CHO,"W, 123-114",240,12,40,52,22,30,52
979,WAS,2024-12-05,,DAL,"L, 101-137",240,12,27,39,13,45,58
980,WAS,2024-11-18,@,NYK,"L, 106-134",240,12,29,41,7,34,41
981,ATL,2025-03-18,@,CHO,"W, 134-102",240,11,35,46,10,29,39
982,ATL,2025-03-06,,IND,"W, 124-118",240,11,32,43,10,32,42
983,ATL,2025-03-04,,MIL,"L, 121-127",240,11,36,47,9,42,51
984,ATL,2025-02-07,,MIL,"W, 115-110",240,11,41,52,7,36,43
985,ATL,2025-02-01,@,IND,"L, 127-132",240,11,33,44,7,34,41
986,ATL,2024-12-06,,LAL,"W, 134-132 (OT)",265,11,37,48,6,34,40
987,ATL,2024-12-02,,NOP,"W, 124-112",240,11,40,51,15,26,41
988,BOS,2025-03-26,@,PHO,"W, 132-102",240,11,37,48,11,27,38
989,BOS,2025-03-23,@,POR,"W, 129-116",240,11,27,38,11,27,38
990,BOS,2025-03-08,,LAL,"W, 111-101",240,11,32,43,9,36,45
991,BOS,2025-02-20,@,PHI,"W, 124-104",240,11,38,49,10,34,44
992,BOS,2025-02-08,@,NYK,"W, 131-104",240,11,37,48,7,23,30
993,BOS,2025-02-06,,DAL,"L, 120-127",240,11,29,40,8,27,35
994,BOS,2025-01-23,@,LAL,"L, 96-117",240,11,31,42,10,43,53
995,BOS,2025-01-17,,ORL,"W, 121-94",240,11,30,41,12,25,37
996,BOS,2025-01-07,@,DEN,"W, 118-106",240,11,30,41,13,26,39
997,BOS,2024-12-31,,TOR,"W, 125-71",240,11,38,49,14,30,44
998,BOS,2024-12-19,,CHI,"L, 108-117",240,11,34,45,11,45,56
999,BOS,2024-11-29,@,CHI,"W, 138-129",240,11,40,51,5,38,43
1000,BOS,2024-11-04,@,ATL,"W, 123-93",240,11,39,50,8,35,43
1001,BOS,2024-11-01,@,CHO,"W, 124-109",240,11,30,41,12,30,42
1002,BOS,2024-10-22,,NYK,"W, 132-109",240,11,29,40,5,29,34
1003,CHO,2025-03-20,,NYK,"W, 115-98",240,11,41,52,9,29,38
1004,CHO,2025-03-16,@,LAC,"L, 88-123",240,11,33,44,17,41,58
1005,CHO,2025-03-01,,WAS,"L, 100-113",240,11,33,44,12,36,48
1006,CHO,2025-02-10,@,BRK,"L, 89-97",240,11,29,40,19,28,47
1007,CHO,2025-01-22,@,MEM,"L, 120-132",240,11,22,33,13,27,40
1008,CHO,2025-01-15,@,UTA,"W, 117-112",240,11,34,45,9,27,36
1009,CHO,2024-12-26,@,WAS,"L, 110-113",240,11,39,50,8,35,43
1010,CHO,2024-12-23,,HOU,"L, 101-114",240,11,33,44,21,39,60
1011,CHO,2024-11-21,,DET,"W, 123-121 (OT)",265,11,32,43,21,35,56
1012,CHI,2025-03-27,,LAL,"W, 119-117",240,11,37,48,6,34,40
1013,CHI,2025-02-22,,PHO,"L, 117-121",240,11,34,45,8,41,49
1014,CHI,2025-02-20,@,NYK,"L, 111-113 (OT)",265,11,42,53,10,44,54
1015,CHI,2025-02-02,@,DET,"L, 119-127",240,11,33,44,8,34,42
1016,CHI,2025-01-10,,WAS,"W, 138-105",240,11,44,55,13,32,45
1017,CHI,2024-12-28,,MIL,"W, 116-111",240,11,41,52,6,37,43
1018,CHI,2024-12-19,@,BOS,"W, 117-108",240,11,45,56,11,34,45
1019,CHI,2024-12-05,@,SAS,"W, 139-124",240,11,39,50,15,26,41
1020,CHI,2024-12-02,,BRK,"W, 128-102",240,11,43,54,10,31,41
1021,CHI,2024-10-28,@,MEM,"W, 126-123",240,11,39,50,18,42,60
1022,CHI,2024-10-26,,OKC,"L, 95-114",240,11,50,61,9,45,54
1023,CLE,2025-03-28,@,DET,"L, 122-133",240,11,30,41,16,27,43
1024,CLE,2025-03-04,@,CHI,"W, 139-117",240,11,42,53,10,40,50
1025,CLE,2025-02-21,,NYK,"W, 142-105",240,11,36,47,9,23,32
1026,CLE,2025-02-05,@,DET,"W, 118-115",240,11,35,46,17,28,45
1027,CLE,2025-01-16,@,OKC,"L, 114-134",240,11,38,49,8,31,39
1028,CLE,2024-12-30,@,GSW,"W, 113-95",240,11,43,54,14,41,55
1029,CLE,2024-11-29,@,ATL,"L, 101-117",240,11,29,40,10,43,53
1030,CLE,2024-10-26,@,WAS,"W, 135-116",240,11,37,48,18,28,46
1031,DAL,2025-03-24,@,BRK,"W, 120-101",240,11,30,41,9,28,37
1032,DAL,2025-03-07,,MEM,"L, 111-122",240,11,34,45,17,42,59
1033,DAL,2025-02-13,,MIA,"W, 118-113",240,11,29,40,16,26,42
1034,DAL,2025-01-07,,LAL,"W, 118-97",240,11,33,44,5,28,33
1035,DAL,2024-12-25,,MIN,"L, 99-105",240,11,32,43,8,38,46
1036,DAL,2024-12-21,,LAC,"W, 113-97",240,11,32,43,8,32,40
1037,DAL,2024-11-14,@,UTA,"L, 113-115",240,11,19,30,16,24,40
1038,DEN,2025-03-21,@,POR,"L, 109-128",240,11,20,31,15,23,38
1039,DEN,2025-03-05,,SAC,"W, 116-110",240,11,35,46,14,31,45
1040,DEN,2025-01-29,@,NYK,"L, 112-122",240,11,36,47,6,29,35
1041,DEN,2025-01-14,@,DAL,"W, 118-99",240,11,40,51,8,22,30
1042,DEN,2024-12-23,,PHO,"W, 117-90",240,11,35,46,9,30,39
1043,DET,2025-04-02,@,OKC,"L, 103-119",240,11,32,43,13,33,46
1044,DET,2025-03-23,,NOP,"W, 136-130",240,11,21,32,10,27,37
1045,DET,2025-03-17,@,NOP,"W, 127-81",240,11,39,50,13,26,39
1046,DET,2025-01-25,@,ORL,"L, 113-121",240,11,30,41,8,32,40
1047,DET,2025-01-13,@,NYK,"W, 124-119",240,11,28,39,10,32,42
1048,DET,2024-11-13,@,MIL,"L, 120-127 (OT)",265,11,34,45,9,38,47
1049,DET,2024-11-10,,HOU,"L, 99-101",240,11,35,46,17,36,53
1050,DET,2024-11-08,,ATL,"W, 122-121",240,11,34,45,15,29,44
1051,GSW,2025-03-20,,TOR,"W, 117-114",240,11,27,38,7,37,44
1052,GSW,2025-03-17,,DEN,"L, 105-114",240,11,27,38,19,34,53
1053,GSW,2025-03-08,,DET,"W, 115-110",240,11,35,46,13,31,44
1054,GSW,2025-02-27,@,ORL,"W, 121-115",240,11,27,38,15,31,46
1055,GSW,2025-02-21,@,SAC,"W, 132-108",240,11,24,35,11,28,39
1056,GSW,2025-01-25,,LAL,"L, 108-118",240,11,27,38,10,32,42
1057,GSW,2025-01-10,@,IND,"L, 96-108",240,11,31,42,8,40,48
1058,GSW,2025-01-07,,MIA,"L, 98-114",240,11,41,52,9,39,48
1059,GSW,2024-12-23,,IND,"L, 105-111",240,11,33,44,8,35,43
1060,GSW,2024-12-21,@,MIN,"W, 113-103",240,11,34,45,11,34,45
1061,GSW,2024-12-11,@,HOU,"L, 90-91",240,11,28,39,7,29,36
1062,GSW,2024-12-05,,HOU,"W, 99-93",240,11,43,54,11,34,45
1063,GSW,2024-12-03,@,DEN,"L, 115-119",240,11,37,48,4,34,38
1064,GSW,2024-11-25,,BRK,"L, 120-128",240,11,32,43,7,35,42
1065,GSW,2024-11-08,@,CLE,"L, 117-136",240,11,29,40,9,34,43
1066,GSW,2024-10-29,,NOP,"W, 124-106",240,11,23,34,9,35,44
1067,HOU,2025-03-12,,PHO,"W, 111-104",240,11,27,38,5,32,37
1068,HOU,2024-12-05,@,GSW,"L, 93-99",240,11,34,45,11,43,54
1069,HOU,2024-11-06,,SAS,"W, 127-100",240,11,34,45,8,33,41
1070,HOU,2024-11-04,,NYK,"W, 109-97",240,11,39,50,13,26,39
1071,IND,2025-04-02,,CHO,"W, 119-105",240,11,27,38,9,35,44
1072,IND,2025-02-08,@,LAL,"L, 117-124",240,11,27,38,9,37,46
1073,IND,2024-12-29,@,BOS,"W, 123-114",240,11,39,50,8,33,41
1074,IND,2024-12-26,,OKC,"L, 114-120",240,11,40,51,9,36,45
1075,LAC,2025-03-31,@,ORL,"W, 96-87",240,11,36,47,6,26,32
1076,LAC,2025-03-23,,OKC,"L, 101-103",240,11,37,48,10,32,42
1077,LAC,2025-03-12,@,MIA,"W, 119-104",240,11,34,45,9,20,29
1078,LAC,2025-03-11,@,NOP,"L, 120-127",240,11,23,34,12,34,46
1079,LAC,2025-02-26,@,CHI,"W, 122-117",240,11,33,44,15,26,41
1080,LAC,2025-02-20,@,MIL,"L, 110-116",240,11,32,43,8,33,41
1081,LAC,2025-02-06,,IND,"L, 112-119",240,11,37,48,12,34,46
1082,LAC,2025-01-23,,WAS,"W, 110-93",240,11,44,55,14,35,49
1083,LAC,2025-01-19,,LAL,"W, 116-102",240,11,27,38,5,28,33
1084,LAC,2024-12-03,,POR,"W, 127-105",240,11,24,35,11,18,29
1085,LAC,2024-11-22,,SAC,"W, 104-88",240,11,43,54,8,40,48
1086,LAC,2024-10-26,@,DEN,"W, 109-104",240,11,33,44,10,27,37
1087,LAL,2025-03-24,@,ORL,"L, 106-118",240,11,28,39,12,31,43
1088,LAL,2025-03-02,,LAC,"W, 108-102",240,11,30,41,10,30,40
1089,LAL,2025-02-20,@,POR,"W, 110-102",240,11,37,48,6,27,33
1090,LAL,2024-12-25,@,GSW,"W, 115-113",240,11,30,41,12,32,44
1091,LAL,2024-11-27,@,SAS,"W, 119-101",240,11,35,46,11,27,38
1092,LAL,2024-10-28,@,PHO,"L, 105-109",240,11,35,46,9,37,46
1093,MEM,2025-03-15,,MIA,"W, 125-91",240,11,40,51,10,27,37
1094,MEM,2025-03-10,,PHO,"W, 120-118",240,11,28,39,15,31,46
1095,MEM,2025-03-05,,OKC,"L, 103-120",240,11,38,49,3,36,39
1096,MEM,2024-12-07,@,BOS,"W, 127-121",240,11,41,52,15,36,51
1097,MEM,2024-11-02,@,PHI,"W, 124-107",240,11,41,52,8,25,33
1098,MIA,2025-04-02,@,BOS,"W, 124-103",240,11,23,34,19,24,43
1099,MIA,2025-03-19,,DET,"L, 113-116",240,11,26,37,13,34,47
1100,MIA,2025-03-10,,CHO,"L, 102-105",240,11,35,46,9,27,36
1101,MIA,2025-02-07,@,BRK,"L, 86-102",240,11,28,39,18,39,57
1102,MIA,2025-02-04,@,CHI,"L, 124-133",240,11,33,44,7,36,43
1103,MIA,2024-12-12,,TOR,"W, 114-104",240,11,41,52,9,33,42
1104,MIA,2024-12-07,,PHO,"W, 121-111",240,11,30,41,13,28,41
1105,MIA,2024-12-02,@,BOS,"L, 89-108",240,11,33,44,14,40,54
1106,MIL,2025-03-22,@,SAC,"W, 114-108",240,11,31,42,14,30,44
1107,MIL,2025-01-23,,MIA,"W, 125-96",240,11,44,55,13,37,50
1108,MIL,2025-01-17,,TOR,"W, 130-112",240,11,33,44,13,30,43
1109,MIL,2025-01-14,,SAC,"W, 130-115",240,11,41,52,9,36,45
1110,MIL,2024-11-08,@,NYK,"L, 94-116",240,11,30,41,14,34,48
1111,MIL,2024-11-07,,UTA,"W, 123-100",240,11,30,41,8,31,39
1112,MIN,2025-02-28,@,UTA,"L, 116-117",240,11,29,40,15,45,60
1113,MIN,2025-02-24,@,OKC,"W, 131-128 (OT)",265,11,43,54,16,37,53
1114,MIN,2025-02-03,,SAC,"L, 114-116",240,11,25,36,11,36,47
1115,MIN,2025-02-01,,WAS,"L, 103-105",240,11,36,47,7,37,44
1116,MIN,2025-01-17,@,NYK,"W, 116-99",240,11,35,46,15,26,41
1117,MIN,2025-01-07,@,NOP,"W, 104-97",240,11,42,53,13,33,46
1118,MIN,2025-01-02,,BOS,"L, 115-118",240,11,30,41,10,21,31
1119,MIN,2024-12-21,,GSW,"L, 103-113",240,11,34,45,11,34,45
1120,MIN,2024-12-13,,LAL,"W, 97-87",240,11,37,48,15,38,53
1121,MIN,2024-11-29,,LAC,"W, 93-92",240,11,38,49,8,31,39
1122,MIN,2024-11-24,@,BOS,"L, 105-107",240,11,38,49,8,32,40
1123,MIN,2024-10-29,,DAL,"L, 114-120",240,11,31,42,12,28,40
1124,BRK,2025-03-22,@,IND,"L, 103-108",240,11,37,48,6,38,44
1125,BRK,2025-03-04,@,SAS,"L, 113-127",240,11,29,40,13,33,46
1126,BRK,2024-12-23,@,MIA,"L, 95-110",240,11,31,42,5,39,44
1127,NOP,2025-03-19,@,MIN,"W, 119-115",240,11,35,46,9,31,40
1128,NOP,2025-03-13,,ORL,"L, 93-113",240,11,29,40,8,31,39
1129,NOP,2025-01-05,@,WAS,"W, 110-98",240,11,38,49,9,37,46
1130,NOP,2024-12-19,@,HOU,"L, 113-133",240,11,26,37,6,36,42
1131,NOP,2024-10-25,@,POR,"W, 105-103",240,11,33,44,10,38,48
1132,NYK,2025-03-12,@,POR,"W, 114-113 (OT)",265,11,27,38,21,31,52
1133,NYK,2025-03-02,@,MIA,"W, 116-112 (OT)",265,11,35,46,3,31,34
1134,NYK,2025-01-06,,ORL,"L, 94-103",240,11,27,38,9,30,39
1135,NYK,2025-01-03,@,OKC,"L, 107-117",240,11,31,42,7,34,41
1136,NYK,2024-11-23,@,UTA,"L, 106-121",240,11,29,40,9,43,52
1137,NYK,2024-10-25,,IND,"W, 123-98",240,11,32,43,9,24,33
1138,OKC,2025-03-19,,PHI,"W, 133-100",240,11,44,55,12,29,41
1139,OKC,2025-03-12,@,BOS,"W, 118-112",240,11,33,44,15,26,41
1140,OKC,2025-02-26,@,BRK,"W, 129-121",240,11,34,45,18,28,46
1141,OKC,2025-02-12,,MIA,"W, 115-101",240,11,30,41,10,35,45
1142,OKC,2025-02-07,,TOR,"W, 121-109",240,11,33,44,14,28,42
1143,OKC,2024-12-01,@,HOU,"L, 116-119",240,11,35,46,15,36,51
1144,OKC,2024-11-25,@,SAC,"W, 130-109",240,11,33,44,9,22,31
1145,OKC,2024-10-27,,ATL,"W, 128-104",240,11,34,45,17,32,49
1146,ORL,2025-02-20,@,ATL,"W, 114-108",240,11,42,53,16,35,51
1147,ORL,2025-02-01,@,UTA,"L, 99-113",240,11,32,43,8,43,51
1148,ORL,2024-12-27,,NYK,"L, 85-108",240,11,22,33,12,32,44
1149,ORL,2024-11-29,@,BRK,"W, 123-100",240,11,29,40,5,30,35
1150,ORL,2024-11-15,,PHI,"W, 98-86",240,11,32,43,6,28,34
1151,ORL,2024-11-08,,NOP,"W, 115-88",240,11,32,43,6,25,31
1152,ORL,2024-10-28,,IND,"W, 119-115",240,11,35,46,15,29,44
1153,PHI,2025-04-03,,MIL,"L, 113-126",240,11,29,40,8,32,40
1154,PHI,2025-03-14,,IND,"L, 100-112",240,11,32,43,12,33,45
1155,PHI,2025-02-05,,MIA,"L, 101-108",240,11,28,39,13,41,54
1156,PHI,2025-01-31,,DEN,"L, 134-137",240,11,16,27,9,26,35
1157,PHI,2025-01-15,,NYK,"L, 119-125 (OT)",265,11,24,35,15,30,45
1158,PHI,2025-01-14,,OKC,"L, 102-118",240,11,24,35,10,28,38
1159,PHI,2025-01-10,,NOP,"L, 115-123",240,11,31,42,12,32,44
1160,PHI,2024-12-21,@,CLE,"L, 99-126",240,11,30,41,13,36,49
1161,PHI,2024-12-20,,CHO,"W, 108-98",240,11,28,39,13,31,44
1162,PHO,2025-03-26,,BOS,"L, 102-132",240,11,27,38,11,37,48
1163,PHO,2025-02-12,@,HOU,"L, 111-119",240,11,32,43,17,30,47
1164,PHO,2025-02-01,@,POR,"L, 108-127",240,11,26,37,10,33,43
1165,PHO,2025-01-27,,LAC,"W, 111-109",240,11,28,39,10,32,42
1166,PHO,2025-01-22,@,BRK,"W, 108-84",240,11,37,48,20,32,52
1167,PHO,2024-11-20,,NYK,"L, 122-138",240,11,23,34,10,31,41
1168,PHO,2024-11-15,@,OKC,"L, 83-99",240,11,39,50,13,40,53
1169,PHO,2024-11-08,@,DAL,"W, 114-113",240,11,26,37,8,31,39
1170,POR,2025-03-23,,BOS,"L, 116-129",240,11,27,38,11,27,38
1171,POR,2025-02-22,,CHO,"W, 141-88",240,11,46,57,12,25,37
1172,POR,2025-01-21,@,MIA,"W, 116-107",240,11,36,47,12,33,45
1173,POR,2024-12-21,@,SAS,"L, 94-114",240,11,33,44,12,37,49
1174,POR,2024-12-03,@,LAC,"L, 105-127",240,11,18,29,11,24,35
1175,POR,2024-11-13,,MIN,"W, 106-98",240,11,36,47,13,28,41
1176,POR,2024-11-12,,MIN,"W, 122-108",240,11,28,39,4,28,32
1177,POR,2024-11-04,@,NOP,"W, 118-100",240,11,27,38,10,24,34
1178,POR,2024-11-01,,OKC,"L, 114-137",240,11,25,36,14,31,45
1179,SAC,2025-02-24,,CHO,"W, 130-88",240,11,38,49,15,22,37
