Rk,Team,Date,GCA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
1554,Rennes,2024-10-25,2,,Le Havre,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,2,2,0,0,0,0,0,Match Report
1555,Rennes,2024-10-19,2,@,Brest,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,2,1,0,1,0,0,0,Match Report
1556,Rennes,2024-09-21,2,,Lens,fr Ligue 1,D 1-1,1,1,0,40,0,1,1,0,2,1,0,0,0,1,0,Match Report
1557,Rennes,2024-09-01,2,@,Reims,fr Ligue 1,L 1-2,1,2,-1,47,1,0,0,0,2,0,1,0,1,0,0,Match Report
1558,Rennes,2024-08-25,2,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,41,1,0,0,0,2,2,0,0,0,0,0,Match Report
1559,Bochum,2025-03-16,2,,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,51,1,0,0,0,2,2,0,0,0,0,0,Match Report
1560,Bochum,2025-02-22,2,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,2,0,2,0,0,0,0,Match Report
1561,Bochum,2025-01-15,2,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,2,1,0,1,0,0,0,Match Report
1562,Bochum,2024-12-14,2,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,31,1,0,0,0,2,1,1,0,0,0,0,Match Report
1563,Bochum,2024-10-19,2,@,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,50,1,0,1,1,2,2,0,0,0,0,0,Match Report
1564,Bochum,2024-10-05,2,,Wolfsburg,de Bundesliga,L 1-3,1,3,-2,58,1,0,0,0,2,2,0,0,0,0,0,Match Report
1565,Bochum,2024-09-27,2,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,2,2,0,0,0,0,0,Match Report
1566,Ipswich Town,2025-04-05,2,,Wolves,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,2,2,0,0,0,0,0,Match Report
1567,Ipswich Town,2025-02-26,2,@,Manchester Utd,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,2,2,0,0,0,0,0,Match Report
1568,Ipswich Town,2025-02-22,2,,Tottenham,eng Premier League,L 1-4,1,4,-3,42,1,0,0,0,2,2,0,0,0,0,0,Match Report
1569,Ipswich Town,2025-02-15,2,@,Aston Villa,eng Premier League,D 1-1,1,1,0,25,1,0,0,0,2,2,0,0,0,0,0,Match Report
1570,Ipswich Town,2024-12-14,2,@,Wolves,eng Premier League,W 2-1,2,1,+1,46,1,0,0,0,2,1,1,0,0,0,0,Match Report
1571,Ipswich Town,2024-12-08,2,,Bournemouth,eng Premier League,L 1-2,1,2,-1,44,1,0,0,0,2,2,0,0,0,0,0,Match Report
1572,Ipswich Town,2024-11-24,2,,Manchester Utd,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,2,2,0,0,0,0,0,Match Report
1573,Ipswich Town,2024-11-10,2,@,Tottenham,eng Premier League,W 2-1,2,1,+1,34,2,0,0,0,2,2,0,0,0,0,0,Match Report
1574,Ipswich Town,2024-11-02,2,,Leicester City,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,2,2,0,0,0,0,0,Match Report
1575,Ipswich Town,2024-08-31,2,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,2,1,0,1,0,0,0,Match Report
1576,Ipswich Town,2024-08-24,2,@,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,2,2,0,0,0,0,0,Match Report
1577,Manchester City,2025-02-26,2,@,Tottenham,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,2,2,0,0,0,0,0,Match Report
1578,Manchester City,2025-02-02,2,@,Arsenal,eng Premier League,L 1-5,1,5,-4,54,1,0,0,0,2,2,0,0,0,0,0,Match Report
1579,Manchester City,2024-12-26,2,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,1,1,2,2,0,0,0,0,0,Match Report
1580,Manchester City,2024-12-15,2,,Manchester Utd,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,2,1,1,0,0,0,0,Match Report
1581,Manchester City,2024-11-02,2,@,Bournemouth,eng Premier League,L 1-2,1,2,-1,64,1,0,0,0,2,2,0,0,0,0,0,Match Report
1582,Manchester City,2024-10-26,2,,Southampton,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,2,2,0,0,0,0,0,Match Report
1583,Manchester City,2024-09-28,2,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,2,1,0,1,0,0,0,Match Report
1584,Manchester City,2024-09-14,2,,Brentford,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,2,2,0,0,0,0,0,Match Report
1585,Strasbourg,2025-03-09,2,@,Nantes,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,2,2,0,0,0,0,0,Match Report
1586,Strasbourg,2025-03-02,2,@,Auxerre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,2,2,0,0,0,0,0,Match Report
1587,Strasbourg,2025-01-19,2,@,Marseille,fr Ligue 1,D 1-1,1,1,0,31,1,0,0,0,2,2,0,0,0,0,0,Match Report
1588,Strasbourg,2025-01-12,2,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,47,2,0,0,0,2,2,0,0,0,0,0,Match Report
1589,Strasbourg,2024-11-30,2,@,Brest,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,2,2,0,0,0,0,0,Match Report
1590,Strasbourg,2024-11-24,2,@,Nice,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,2,2,0,0,0,0,0,Match Report
1591,Strasbourg,2024-11-09,2,,Monaco,fr Ligue 1,L 1-3,1,3,-2,43,1,0,0,0,2,2,0,0,0,0,0,Match Report
1592,Strasbourg,2024-10-19,2,@,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,45,2,0,0,0,2,0,0,0,2,0,0,Match Report
1593,Strasbourg,2024-09-29,2,,Marseille,fr Ligue 1,W 1-0,1,0,+1,41,1,0,0,0,2,2,0,0,0,0,0,Match Report
1594,Strasbourg,2024-09-15,2,,Angers,fr Ligue 1,D 1-1,1,1,0,52,1,0,0,0,2,2,0,0,0,0,0,Match Report
1595,Strasbourg,2024-08-18,2,@,Montpellier,fr Ligue 1,D 1-1,1,1,0,58,1,0,0,0,2,2,0,0,0,0,0,Match Report
1596,Cagliari,2025-03-07,2,,Genoa,it Serie A,D 1-1,1,1,0,47,1,0,0,0,2,2,0,0,0,0,0,Match Report
1597,Cagliari,2025-03-02,2,@,Bologna,it Serie A,L 1-2,1,2,-1,39,1,0,0,0,2,2,0,0,0,0,0,Match Report
1598,Cagliari,2025-02-09,2,,Parma,it Serie A,W 2-1,2,1,+1,39,1,0,0,0,2,2,0,0,0,0,0,Match Report
1599,Cagliari,2025-02-03,2,,Lazio,it Serie A,L 1-2,1,2,-1,40,1,0,0,0,2,1,1,0,0,0,0,Match Report
1600,Cagliari,2025-01-11,2,@,Milan,it Serie A,D 1-1,1,1,0,32,1,0,0,0,2,1,0,1,0,0,0,Match Report
1601,Cagliari,2024-12-22,2,@,Venezia,it Serie A,L 1-2,1,2,-1,68,1,0,0,0,2,2,0,0,0,0,0,Match Report
1602,Cagliari,2024-11-29,2,,Hellas Verona,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,2,2,0,0,0,0,0,Match Report
1603,Cagliari,2024-11-04,2,@,Lazio,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,2,2,0,0,0,0,0,Match Report
1604,Cagliari,2024-10-06,2,@,Juventus,it Serie A,D 1-1,1,1,0,27,0,1,1,0,2,1,0,0,0,1,0,Match Report
1605,Cagliari,2024-08-26,2,,Como,it Serie A,D 1-1,1,1,0,47,1,0,0,0,2,2,0,0,0,0,0,Match Report
1606,Leverkusen,2025-04-05,2,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,2,2,0,0,0,0,0,Match Report
1607,Leverkusen,2025-01-25,2,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,35,2,0,0,0,2,1,0,0,1,0,0,Match Report
1608,Leverkusen,2025-01-14,2,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,2,1,0,0,0,1,0,Match Report
1609,Leverkusen,2024-11-09,2,@,Bochum,de Bundesliga,D 1-1,1,1,0,70,1,0,0,0,2,1,1,0,0,0,0,Match Report
1610,Leverkusen,2024-10-26,2,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,1,0,0,0,2,2,0,0,0,0,0,Match Report
1611,Leverkusen,2024-09-28,2,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,2,1,1,0,0,0,0,Match Report
1612,Lille,2025-04-05,2,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,44,1,0,0,0,2,1,1,0,0,0,0,Match Report
1613,Lille,2024-12-14,2,@,Marseille,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,2,0,1,0,0,1,0,Match Report
1614,Lille,2024-11-24,2,,Rennes,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,2,2,0,0,0,0,0,Match Report
1615,Lille,2024-10-26,2,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,2,1,0,0,1,0,0,Match Report
1616,Lille,2024-09-01,2,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,2,2,0,0,0,0,0,Match Report
1617,Lille,2024-08-17,2,@,Reims,fr Ligue 1,W 2-0,2,0,+2,68,2,0,0,0,2,0,0,0,2,0,0,Match Report
1618,Brentford,2025-04-02,2,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,2,1,0,0,0,1,0,Match Report
1619,Brentford,2025-03-15,2,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,2,1,1,0,0,0,0,Match Report
1620,Brentford,2025-01-01,2,,Arsenal,eng Premier League,L 1-3,1,3,-2,50,1,0,0,0,2,1,0,0,0,0,1,Match Report
1621,Brentford,2024-12-15,2,@,Chelsea,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,2,1,0,1,0,0,0,Match Report
1622,Brentford,2024-11-04,2,@,Fulham,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,2,2,0,0,0,0,0,Match Report
1623,Brentford,2024-10-19,2,@,Manchester Utd,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,2,1,1,0,0,0,0,Match Report
1624,Brentford,2024-09-28,2,,West Ham,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,2,2,0,0,0,0,0,Match Report
1625,Brentford,2024-09-21,2,@,Tottenham,eng Premier League,L 1-3,1,3,-2,52,1,0,0,0,2,2,0,0,0,0,0,Match Report
1626,Brentford,2024-09-14,2,@,Manchester City,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,2,2,0,0,0,0,0,Match Report
1627,Roma,2025-03-29,2,@,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,2,2,0,0,0,0,0,Match Report
1628,Roma,2025-03-09,2,@,Empoli,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,2,2,0,0,0,0,0,Match Report
1629,Roma,2025-02-16,2,@,Parma,it Serie A,W 1-0,1,0,+1,71,1,0,0,0,2,1,0,0,0,1,0,Match Report
1630,Roma,2025-02-09,2,@,Venezia,it Serie A,W 1-0,1,0,+1,38,0,1,1,0,2,1,0,0,0,1,0,Match Report
1631,Roma,2025-02-02,2,,Napoli,it Serie A,D 1-1,1,1,0,51,1,0,0,0,2,2,0,0,0,0,0,Match Report
1632,Roma,2024-12-29,2,@,Milan,it Serie A,D 1-1,1,1,0,54,1,0,0,0,2,2,0,0,0,0,0,Match Report
1633,Roma,2024-10-27,2,@,Fiorentina,it Serie A,L 1-5,1,5,-4,61,1,0,0,0,2,2,0,0,0,0,0,Match Report
1634,Roma,2024-10-06,2,@,Monza,it Serie A,D 1-1,1,1,0,65,1,0,0,0,2,0,0,2,0,0,0,Match Report
1635,Roma,2024-08-25,2,,Empoli,it Serie A,L 1-2,1,2,-1,73,1,0,0,0,2,1,0,0,0,0,1,Match Report
1636,Chelsea,2025-04-03,2,,Tottenham,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,2,2,0,0,0,0,0,Match Report
1637,Chelsea,2025-03-09,2,,Leicester City,eng Premier League,W 1-0,1,0,+1,56,1,0,1,1,2,2,0,0,0,0,0,Match Report
1638,Chelsea,2025-02-22,2,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,2,2,0,0,0,0,0,Match Report
1639,Chelsea,2025-01-04,2,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,2,2,0,0,0,0,0,Match Report
1640,Chelsea,2024-12-26,2,,Fulham,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,2,1,0,1,0,0,0,Match Report
1641,Chelsea,2024-11-10,2,,Arsenal,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,2,2,0,0,0,0,0,Match Report
1642,Chelsea,2024-11-03,2,@,Manchester Utd,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,2,1,0,1,0,0,0,Match Report
1643,Chelsea,2024-10-20,2,@,Liverpool,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,2,2,0,0,0,0,0,Match Report
1644,Chelsea,2024-10-06,2,,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,65,1,0,0,0,2,2,0,0,0,0,0,Match Report
1645,Chelsea,2024-09-14,2,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,66,1,0,0,0,2,1,0,1,0,0,0,Match Report
1646,Chelsea,2024-09-01,2,,Crystal Palace,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,2,2,0,0,0,0,0,Match Report
1647,Brighton,2025-04-05,2,@,Crystal Palace,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,2,2,0,0,0,0,0,Match Report
1648,Brighton,2025-03-15,2,@,Manchester City,eng Premier League,D 2-2,2,2,0,40,1,0,0,0,2,0,0,1,0,1,0,Match Report
1649,Brighton,2024-12-05,2,@,Fulham,eng Premier League,L 1-3,1,3,-2,57,1,0,0,0,2,2,0,0,0,0,0,Match Report
1650,Brighton,2024-11-29,2,,Southampton,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,2,2,0,0,0,0,0,Match Report
1651,Brighton,2024-11-02,2,@,Liverpool,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,2,2,0,0,0,0,0,Match Report
1652,Brighton,2024-10-19,2,@,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,40,1,0,0,0,2,2,0,0,0,0,0,Match Report
1653,Saint-Étienne,2025-03-29,2,,Paris S-G,fr Ligue 1,L 1-6,1,6,-5,47,1,0,0,0,2,2,0,0,0,0,0,Match Report
1654,Saint-Étienne,2025-03-01,2,,Nice,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,2,2,0,0,0,0,0,Match Report
1655,Saint-Étienne,2025-02-15,2,@,Marseille,fr Ligue 1,L 1-5,1,5,-4,30,1,0,0,0,2,2,0,0,0,0,0,Match Report
1656,Saint-Étienne,2025-01-19,2,,Nantes,fr Ligue 1,D 1-1,1,1,0,75,1,0,0,0,2,2,0,0,0,0,0,Match Report
1657,Saint-Étienne,2025-01-12,2,@,Paris S-G,fr Ligue 1,L 1-2,1,2,-1,41,1,0,0,0,2,1,0,0,0,1,0,Match Report
1658,Saint-Étienne,2024-12-13,2,@,Toulouse,fr Ligue 1,L 1-2,1,2,-1,61,1,0,0,0,2,2,0,0,0,0,0,Match Report
1659,Saint-Étienne,2024-11-23,2,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,33,1,0,0,0,2,2,0,0,0,0,0,Match Report
1660,Saint-Étienne,2024-09-13,2,,Lille,fr Ligue 1,W 1-0,1,0,+1,30,1,0,0,0,2,1,0,1,0,0,0,Match Report
1661,Everton,2025-04-05,2,,Arsenal,eng Premier League,D 1-1,1,1,0,31,0,1,1,0,2,1,0,0,0,1,0,Match Report
1662,Everton,2025-03-15,2,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,2,2,0,0,0,0,0,Match Report
1663,Everton,2025-03-08,2,@,Wolves,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,2,2,0,0,0,0,0,Match Report
1664,Everton,2025-02-26,2,@,Brentford,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,2,2,0,0,0,0,0,Match Report
1665,Everton,2025-02-22,2,,Manchester Utd,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,2,1,0,0,1,0,0,Match Report
1666,Everton,2025-02-15,2,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,2,1,0,0,1,0,0,Match Report
1667,Everton,2024-12-26,2,@,Manchester City,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,2,2,0,0,0,0,0,Match Report
1668,Everton,2024-10-26,2,,Fulham,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,2,2,0,0,0,0,0,Match Report
1669,Everton,2024-09-21,2,@,Leicester City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,2,2,0,0,0,0,0,Match Report
1670,Napoli,2025-04-07,2,@,Bologna,it Serie A,D 1-1,1,1,0,39,1,0,0,0,2,1,0,1,0,0,0,Match Report
1671,Napoli,2025-02-15,2,@,Lazio,it Serie A,D 2-2,2,2,0,47,1,0,0,0,2,2,0,0,0,0,0,Match Report
1672,Napoli,2025-02-09,2,,Udinese,it Serie A,D 1-1,1,1,0,62,1,0,0,0,2,1,1,0,0,0,0,Match Report
1673,Napoli,2025-02-02,2,@,Roma,it Serie A,D 1-1,1,1,0,49,1,0,0,0,2,2,0,0,0,0,0,Match Report
1674,Napoli,2025-01-12,2,,Hellas Verona,it Serie A,W 2-0,2,0,+2,69,1,0,0,0,2,1,0,1,0,0,0,Match Report
1675,Napoli,2024-12-29,2,,Venezia,it Serie A,W 1-0,1,0,+1,66,1,0,1,1,2,2,0,0,0,0,0,Match Report
1676,Napoli,2024-12-01,2,@,Torino,it Serie A,W 1-0,1,0,+1,52,1,0,0,0,2,1,0,1,0,0,0,Match Report
1677,Napoli,2024-11-24,2,,Roma,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,2,2,0,0,0,0,0,Match Report
1678,Napoli,2024-10-20,2,@,Empoli,it Serie A,W 1-0,1,0,+1,50,0,1,1,0,2,0,0,0,1,1,0,Match Report
1679,Lyon,2025-01-26,2,@,Nantes,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,2,2,0,0,0,0,0,Match Report
1680,Lyon,2025-01-11,2,@,Brest,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,2,2,0,0,0,0,0,Match Report
1681,Lyon,2024-12-15,2,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,32,1,0,0,0,2,2,0,0,0,0,0,Match Report
1682,Lyon,2024-11-23,2,@,Reims,fr Ligue 1,D 1-1,1,1,0,59,1,0,0,0,2,2,0,0,0,0,0,Match Report
1683,Lyon,2024-11-01,2,@,Lille,fr Ligue 1,D 1-1,1,1,0,53,1,0,0,0,2,2,0,0,0,0,0,Match Report
1684,Lyon,2024-10-06,2,,Nantes,fr Ligue 1,W 2-0,2,0,+2,61,1,0,0,0,2,2,0,0,0,0,0,Match Report
1685,Inter,2025-04-05,2,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,2,2,0,0,0,0,0,Match Report
1686,Inter,2025-03-01,2,@,Napoli,it Serie A,D 1-1,1,1,0,38,1,0,0,0,2,0,0,0,1,1,0,Match Report
1687,Inter,2025-02-22,2,,Genoa,it Serie A,W 1-0,1,0,+1,62,1,0,0,0,2,1,1,0,0,0,0,Match Report
1688,Inter,2025-02-10,2,,Fiorentina,it Serie A,W 2-1,2,1,+1,62,1,0,0,0,2,2,0,0,0,0,0,Match Report
1689,Inter,2025-02-02,2,@,Milan,it Serie A,D 1-1,1,1,0,63,1,0,0,0,2,2,0,0,0,0,0,Match Report
1690,Inter,2024-11-10,2,,Napoli,it Serie A,D 1-1,1,1,0,53,1,0,1,1,2,2,0,0,0,0,0,Match Report
1691,Inter,2024-11-03,2,,Venezia,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,2,2,0,0,0,0,0,Match Report
1692,Inter,2024-09-22,2,,Milan,it Serie A,L 1-2,1,2,-1,57,1,0,0,0,2,1,0,1,0,0,0,Match Report
1693,Inter,2024-09-15,2,@,Monza,it Serie A,D 1-1,1,1,0,60,1,0,0,0,2,2,0,0,0,0,0,Match Report
1694,Nantes,2025-03-15,2,,Lille,fr Ligue 1,W 1-0,1,0,+1,32,1,0,0,0,2,2,0,0,0,0,0,Match Report
1695,Nantes,2025-02-15,2,@,Monaco,fr Ligue 1,L 1-7,1,7,-6,35,1,0,0,0,2,2,0,0,0,0,0,Match Report
1696,Nantes,2025-01-26,2,,Lyon,fr Ligue 1,D 1-1,1,1,0,38,1,0,0,0,2,2,0,0,0,0,0,Match Report
1697,Nantes,2025-01-04,2,@,Lille,fr Ligue 1,D 1-1,1,1,0,29,0,1,1,0,2,1,0,0,0,1,0,Match Report
1698,Nantes,2024-12-08,2,,Rennes,fr Ligue 1,W 1-0,1,0,+1,47,1,0,0,0,2,0,0,2,0,0,0,Match Report
1699,Nantes,2024-11-30,2,@,Paris S-G,fr Ligue 1,D 1-1,1,1,0,16,1,0,0,0,2,1,0,1,0,0,0,Match Report
1700,Nantes,2024-11-03,2,,Marseille,fr Ligue 1,L 1-2,1,2,-1,27,1,0,0,0,2,2,0,0,0,0,0,Match Report
1701,Nantes,2024-10-27,2,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,2,2,0,0,0,0,0,Match Report
1702,Nantes,2024-10-20,2,,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,2,2,0,0,0,0,0,Match Report
1703,Nantes,2024-09-22,2,@,Angers,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,2,2,0,0,0,0,0,Match Report
1704,Nantes,2024-09-15,2,,Reims,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,2,2,0,0,0,0,0,Match Report
1705,Atlético Madrid,2025-03-29,2,@,Espanyol,es La Liga,D 1-1,1,1,0,61,1,0,0,0,2,2,0,0,0,0,0,Match Report
1706,Atlético Madrid,2025-03-01,2,,Athletic Club,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,2,2,0,0,0,0,0,Match Report
1707,Atlético Madrid,2025-02-15,2,,Celta Vigo,es La Liga,D 1-1,1,1,0,34,1,0,0,0,2,1,0,1,0,0,0,Match Report
1708,Atlético Madrid,2025-02-08,2,@,Real Madrid,es La Liga,D 1-1,1,1,0,40,0,1,1,0,2,1,0,0,0,1,0,Match Report
1709,Atlético Madrid,2025-02-01,2,,Mallorca,es La Liga,W 2-0,2,0,+2,53,2,0,0,0,2,2,0,0,0,0,0,Match Report
1710,Atlético Madrid,2025-01-25,2,,Villarreal,es La Liga,D 1-1,1,1,0,59,1,0,0,0,2,2,0,0,0,0,0,Match Report
1711,Atlético Madrid,2025-01-12,2,,Osasuna,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,2,2,0,0,0,0,0,Match Report
1712,Atlético Madrid,2024-12-15,2,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,2,2,0,0,0,0,0,Match Report
1713,Atlético Madrid,2024-11-10,2,@,Mallorca,es La Liga,W 1-0,1,0,+1,47,1,0,0,0,2,2,0,0,0,0,0,Match Report
1714,Atlético Madrid,2024-10-06,2,@,Real Sociedad,es La Liga,D 1-1,1,1,0,34,1,0,0,0,2,2,0,0,0,0,0,Match Report
1715,Atlético Madrid,2024-09-29,2,,Real Madrid,es La Liga,D 1-1,1,1,0,51,1,0,0,0,2,2,0,0,0,0,0,Match Report
1716,Atlético Madrid,2024-09-26,2,@,Celta Vigo,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,2,2,0,0,0,0,0,Match Report
1717,Atlético Madrid,2024-09-22,2,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,2,1,0,1,0,0,0,Match Report
1718,Atlético Madrid,2024-08-31,2,@,Athletic Club,es La Liga,W 1-0,1,0,+1,47,1,0,0,0,2,1,0,1,0,0,0,Match Report
1719,Milan,2025-03-30,2,@,Napoli,it Serie A,L 1-2,1,2,-1,49,1,0,1,1,2,2,0,0,0,0,0,Match Report
1720,Milan,2025-03-02,2,,Lazio,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,2,2,0,0,0,0,0,Match Report
1721,Milan,2025-02-27,2,@,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,2,1,0,1,0,0,0,Match Report
1722,Milan,2025-02-22,2,@,Torino,it Serie A,L 1-2,1,2,-1,64,1,0,1,1,2,2,0,0,0,0,0,Match Report
1723,Milan,2025-02-15,2,,Hellas Verona,it Serie A,W 1-0,1,0,+1,73,1,0,0,0,2,2,0,0,0,0,0,Match Report
1724,Milan,2025-02-02,2,,Inter,it Serie A,D 1-1,1,1,0,37,1,0,0,0,2,2,0,0,0,0,0,Match Report
1725,Milan,2024-12-29,2,,Roma,it Serie A,D 1-1,1,1,0,46,1,0,0,0,2,2,0,0,0,0,0,Match Report
1726,Milan,2024-12-20,2,@,Hellas Verona,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,2,2,0,0,0,0,0,Match Report
1727,Milan,2024-12-06,2,@,Atalanta,it Serie A,L 1-2,1,2,-1,48,1,0,0,0,2,2,0,0,0,0,0,Match Report
1728,Milan,2024-10-19,2,,Udinese,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,2,2,0,0,0,0,0,Match Report
1729,Milan,2024-10-06,2,@,Fiorentina,it Serie A,L 1-2,1,2,-1,59,1,0,2,2,2,2,0,0,0,0,0,Match Report
1730,Milan,2024-08-24,2,@,Parma,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,2,1,0,1,0,0,0,Match Report
1731,Valencia,2025-03-30,2,,Mallorca,es La Liga,W 1-0,1,0,+1,44,1,0,0,0,2,1,0,0,0,0,1,Match Report
1732,Valencia,2025-03-15,2,@,Girona,es La Liga,D 1-1,1,1,0,43,1,0,0,0,2,2,0,0,0,0,0,Match Report
1733,Valencia,2025-01-26,2,@,Barcelona,es La Liga,L 1-7,1,7,-6,29,1,0,0,0,2,2,0,0,0,0,0,Match Report
1734,Valencia,2025-01-11,2,@,Sevilla,es La Liga,D 1-1,1,1,0,46,1,0,0,0,2,2,0,0,0,0,0,Match Report
1735,Valencia,2024-12-18,2,@,Espanyol,es La Liga,D 1-1,1,1,0,54,1,0,0,0,2,2,0,0,0,0,0,Match Report
1736,Valencia,2024-08-31,2,,Villarreal,es La Liga,D 1-1,1,1,0,58,1,0,0,0,2,2,0,0,0,0,0,Match Report
1737,Valencia,2024-08-17,2,,Barcelona,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,2,2,0,0,0,0,0,Match Report
1738,Juventus,2025-04-06,2,@,Roma,it Serie A,D 1-1,1,1,0,59,1,0,0,0,2,2,0,0,0,0,0,Match Report
1739,Juventus,2025-02-16,2,,Inter,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,2,1,0,1,0,0,0,Match Report
1740,Juventus,2025-01-14,2,@,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,2,2,0,0,0,0,0,Match Report
1741,Juventus,2025-01-11,2,@,Torino,it Serie A,D 1-1,1,1,0,59,1,0,0,0,2,1,0,1,0,0,0,Match Report
