Rk,Team,Date,SoTA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SoTA,Saves,Save%,Match Report
1330,Real Madrid,2025-03-29,4,,Leganés,es La Liga,W 3-2,3,2,+1,70,2,1,1,0,4,2,50.0,Match Report
1331,Real Madrid,2025-02-15,4,@,Osasuna,es La Liga,D 1-1,1,1,0,55,1,0,0,0,4,3,100.0,Match Report
1332,Real Madrid,2024-12-22,4,,Sevilla,es La Liga,W 4-2,4,2,+2,59,4,0,0,0,4,2,50.0,Match Report
1333,Real Madrid,2024-12-07,4,@,Girona,es La Liga,W 3-0,3,0,+3,58,3,0,0,0,4,4,100.0,Match Report
1334,Real Madrid,2024-09-29,4,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,49,1,0,0,0,4,3,75.0,Match Report
1335,St. Pauli,2025-03-08,4,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,4,3,100.0,Match Report
1336,St. Pauli,2024-12-14,4,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,4,2,50.0,Match Report
1337,St. Pauli,2024-10-26,4,,Wolfsburg,de Bundesliga,D 0-0,0,0,0,54,0,0,0,0,4,4,100.0,Match Report
1338,St. Pauli,2024-10-05,4,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,4,1,25.0,Match Report
1339,Marseille,2025-02-02,4,,Lyon,fr Ligue 1,W 3-2,3,2,+1,63,3,0,0,0,4,2,75.0,Match Report
1340,Marseille,2025-01-11,4,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,64,2,0,0,0,4,2,75.0,Match Report
1341,Marseille,2024-12-01,4,,Monaco,fr Ligue 1,W 2-1,2,1,+1,63,1,1,1,0,4,3,75.0,Match Report
1342,Marseille,2024-09-14,4,,Nice,fr Ligue 1,W 2-0,2,0,+2,56,2,0,0,0,4,4,100.0,Match Report
1343,Stuttgart,2025-03-16,4,,Leverkusen,de Bundesliga,L 3-4,3,4,-1,43,2,0,0,0,4,1,0.0,Match Report
1344,Stuttgart,2025-01-25,4,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,4,2,50.0,Match Report
1345,Stuttgart,2024-10-06,4,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,67,1,0,1,1,4,3,75.0,Match Report
1346,Auxerre,2025-03-09,4,@,Reims,fr Ligue 1,W 2-0,2,0,+2,43,2,0,0,0,4,4,100.0,Match Report
1347,Auxerre,2025-01-19,4,@,Angers,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,4,3,50.0,Match Report
1348,Auxerre,2025-01-05,4,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,40,1,0,0,0,4,1,50.0,Match Report
1349,Auxerre,2024-11-03,4,,Rennes,fr Ligue 1,W 4-0,4,0,+4,39,3,1,1,0,4,4,100.0,Match Report
1350,Auxerre,2024-09-27,4,,Brest,fr Ligue 1,W 3-0,3,0,+3,39,2,1,1,0,4,4,100.0,Match Report
1351,Auxerre,2024-09-22,4,@,Montpellier,fr Ligue 1,L 2-3,2,3,-1,46,2,0,0,0,4,1,25.0,Match Report
1352,Le Havre,2024-11-24,4,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,30,1,0,0,0,4,4,100.0,Match Report
1353,Le Havre,2024-10-25,4,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,40,0,0,0,0,4,3,75.0,Match Report
1354,Le Havre,2024-09-22,4,@,Monaco,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,4,1,25.0,Match Report
1355,Werder Bremen,2025-03-08,4,@,Leverkusen,de Bundesliga,W 2-0,2,0,+2,28,2,0,0,0,4,4,100.0,Match Report
1356,Werder Bremen,2025-01-25,4,@,Dortmund,de Bundesliga,D 2-2,2,2,0,54,2,0,0,0,4,3,50.0,Match Report
1357,Werder Bremen,2025-01-19,4,,Augsburg,de Bundesliga,L 0-2,0,2,-2,71,0,0,0,0,4,2,50.0,Match Report
1358,Werder Bremen,2024-12-21,4,,Union Berlin,de Bundesliga,W 4-1,4,1,+3,54,4,0,0,0,4,3,75.0,Match Report
1359,Werder Bremen,2024-12-14,4,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,4,4,100.0,Match Report
1360,Werder Bremen,2024-11-30,4,,Stuttgart,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,4,2,50.0,Match Report
1361,Werder Bremen,2024-09-29,4,@,Hoffenheim,de Bundesliga,W 4-3,4,3,+1,64,4,0,0,0,4,1,25.0,Match Report
1362,Werder Bremen,2024-08-31,4,,Dortmund,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,4,4,100.0,Match Report
1363,Genoa,2025-02-22,4,@,Inter,it Serie A,L 0-1,0,1,-1,38,0,0,0,0,4,3,75.0,Match Report
1364,Genoa,2024-12-15,4,@,Milan,it Serie A,D 0-0,0,0,0,43,0,0,0,0,4,4,100.0,Match Report
1365,Genoa,2024-10-31,4,,Fiorentina,it Serie A,L 0-1,0,1,-1,33,0,0,0,0,4,3,75.0,Match Report
1366,Genoa,2024-10-27,4,@,Lazio,it Serie A,L 0-3,0,3,-3,39,0,0,0,0,4,1,25.0,Match Report
1367,Genoa,2024-09-21,4,@,Venezia,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,4,1,50.0,Match Report
1368,Angers,2025-02-16,4,@,Reims,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,4,4,100.0,Match Report
1369,Angers,2025-01-26,4,@,Lens,fr Ligue 1,L 0-1,0,1,-1,36,0,0,0,0,4,3,75.0,Match Report
1370,Angers,2025-01-19,4,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,48,1,0,0,0,4,4,100.0,Match Report
1371,Angers,2025-01-05,4,,Brest,fr Ligue 1,W 2-0,2,0,+2,39,2,0,0,0,4,4,100.0,Match Report
1372,Angers,2024-12-15,4,@,Rennes,fr Ligue 1,L 0-2,0,2,-2,56,0,0,0,0,4,2,50.0,Match Report
1373,Angers,2024-10-04,4,@,Marseille,fr Ligue 1,D 1-1,1,1,0,24,1,0,0,0,4,3,75.0,Match Report
1374,Angers,2024-08-18,4,,Lens,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,4,3,75.0,Match Report
1375,Lazio,2025-03-10,4,,Udinese,it Serie A,D 1-1,1,1,0,49,1,0,0,0,4,3,75.0,Match Report
1376,Lazio,2025-03-02,4,@,Milan,it Serie A,W 2-1,2,1,+1,39,1,1,1,0,4,3,75.0,Match Report
1377,Lazio,2024-12-01,4,@,Parma,it Serie A,L 1-3,1,3,-2,72,1,0,0,0,4,1,25.0,Match Report
1378,Lazio,2024-08-31,4,,Milan,it Serie A,D 2-2,2,2,0,43,2,0,0,0,4,2,50.0,Match Report
1379,Getafe,2025-03-16,4,@,Osasuna,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,4,3,100.0,Match Report
1380,Getafe,2025-02-14,4,@,Girona,es La Liga,W 2-1,2,1,+1,29,2,0,0,0,4,3,75.0,Match Report
1381,Getafe,2025-02-09,4,@,Alavés,es La Liga,W 1-0,1,0,+1,35,0,1,1,0,4,4,100.0,Match Report
1382,Getafe,2025-01-26,4,@,Real Sociedad,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,4,4,100.0,Match Report
1383,Getafe,2024-12-01,4,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,4,2,75.0,Match Report
1384,Getafe,2024-10-20,4,@,Villarreal,es La Liga,D 1-1,1,1,0,44,0,1,1,0,4,3,75.0,Match Report
1385,Getafe,2024-09-25,4,@,Barcelona,es La Liga,L 0-1,0,1,-1,24,0,0,0,0,4,3,75.0,Match Report
1386,Getafe,2024-09-14,4,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,4,3,75.0,Match Report
1387,Getafe,2024-08-15,4,@,Athletic Club,es La Liga,D 1-1,1,1,0,32,1,0,0,0,4,3,75.0,Match Report
1388,Union Berlin,2025-03-15,4,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,20,1,0,0,0,4,3,75.0,Match Report
1389,Union Berlin,2025-02-08,4,@,Hoffenheim,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,4,4,100.0,Match Report
1390,Union Berlin,2024-11-08,4,,Freiburg,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,4,3,100.0,Match Report
1391,Union Berlin,2024-10-20,4,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,4,4,100.0,Match Report
1392,Union Berlin,2024-10-05,4,,Dortmund,de Bundesliga,W 2-1,2,1,+1,33,1,1,1,0,4,3,75.0,Match Report
1393,West Ham,2025-04-05,4,,Bournemouth,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,4,2,50.0,Match Report
1394,West Ham,2025-01-26,4,@,Aston Villa,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,4,3,75.0,Match Report
1395,West Ham,2025-01-14,4,,Fulham,eng Premier League,W 3-2,3,2,+1,44,3,0,0,0,4,2,50.0,Match Report
1396,West Ham,2024-11-09,4,,Everton,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,4,4,100.0,Match Report
1397,Leganés,2025-03-08,4,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,4,2,50.0,Match Report
1398,Leganés,2025-02-09,4,@,Valencia,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,4,2,50.0,Match Report
1399,Leganés,2024-09-22,4,@,Getafe,es La Liga,D 1-1,1,1,0,41,1,0,0,0,4,3,100.0,Match Report
1400,Leganés,2024-09-19,4,,Athletic Club,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,4,2,50.0,Match Report
1401,Reims,2025-04-06,4,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,4,3,75.0,Match Report
1402,Reims,2025-01-04,4,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,47,1,0,0,0,4,1,25.0,Match Report
1403,Reims,2024-10-26,4,,Brest,fr Ligue 1,L 1-2,1,2,-1,53,1,0,0,0,4,2,75.0,Match Report
1404,Reims,2024-09-21,4,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,4,3,75.0,Match Report
1405,Liverpool,2025-03-08,4,,Southampton,eng Premier League,W 3-1,3,1,+2,71,1,2,2,0,4,3,75.0,Match Report
1406,Liverpool,2025-02-16,4,,Wolves,eng Premier League,W 2-1,2,1,+1,50,1,1,1,0,4,3,75.0,Match Report
1407,Liverpool,2025-01-05,4,,Manchester Utd,eng Premier League,D 2-2,2,2,0,53,1,1,1,0,4,2,50.0,Match Report
1408,Aston Villa,2025-04-02,4,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,4,4,100.0,Match Report
1409,Aston Villa,2024-12-30,4,,Brighton,eng Premier League,D 2-2,2,2,0,59,1,1,1,0,4,2,50.0,Match Report
1410,Aston Villa,2024-10-19,4,@,Fulham,eng Premier League,W 3-1,3,1,+2,48,2,0,0,0,4,2,75.0,Match Report
1411,Aston Villa,2024-10-06,4,,Manchester Utd,eng Premier League,D 0-0,0,0,0,53,0,0,0,0,4,4,100.0,Match Report
1412,Aston Villa,2024-09-21,4,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,4,3,75.0,Match Report
1413,Aston Villa,2024-08-24,4,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,4,2,50.0,Match Report
1414,Wolves,2025-03-08,4,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,4,3,75.0,Match Report
1415,Wolves,2024-12-26,4,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,4,4,100.0,Match Report
1416,Wolves,2024-12-22,4,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,4,4,100.0,Match Report
1417,Wolves,2024-12-09,4,@,West Ham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,4,2,50.0,Match Report
1418,Wolves,2024-12-04,4,@,Everton,eng Premier League,L 0-4,0,4,-4,56,0,0,0,0,4,2,0.0,Match Report
1419,Alavés,2025-03-02,4,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,4,3,75.0,Match Report
1420,Alavés,2025-02-02,4,@,Barcelona,es La Liga,L 0-1,0,1,-1,31,0,0,0,0,4,3,75.0,Match Report
1421,Alavés,2024-10-26,4,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,4,4,75.0,Match Report
1422,Alavés,2024-10-18,4,,Valladolid,es La Liga,L 2-3,2,3,-1,62,2,0,0,0,4,1,75.0,Match Report
1423,Alavés,2024-09-24,4,@,Real Madrid,es La Liga,L 2-3,2,3,-1,32,2,0,0,0,4,1,25.0,Match Report
1424,Alavés,2024-09-14,4,@,Espanyol,es La Liga,L 2-3,2,3,-1,61,2,0,0,0,4,1,50.0,Match Report
1425,Alavés,2024-08-16,4,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,4,2,50.0,Match Report
1426,Girona,2025-04-05,4,,Alavés,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,4,3,75.0,Match Report
1427,Girona,2025-03-10,4,@,Espanyol,es La Liga,D 1-1,1,1,0,67,0,1,1,0,4,3,75.0,Match Report
1428,Girona,2024-12-01,4,@,Villarreal,es La Liga,D 2-2,2,2,0,64,2,0,0,0,4,2,50.0,Match Report
1429,Girona,2024-10-19,4,,Real Sociedad,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,4,3,75.0,Match Report
1430,Girona,2024-10-06,4,,Athletic Club,es La Liga,W 2-1,2,1,+1,66,1,1,1,0,4,1,75.0,Match Report
1431,Girona,2024-08-15,4,@,Betis,es La Liga,D 1-1,1,1,0,61,1,0,0,0,4,3,75.0,Match Report
1432,Atalanta,2025-03-30,4,@,Fiorentina,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,4,3,75.0,Match Report
1433,Atalanta,2025-03-16,4,,Inter,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,4,2,50.0,Match Report
1434,Atalanta,2024-10-20,4,@,Venezia,it Serie A,W 2-0,2,0,+2,57,2,0,0,0,4,4,100.0,Match Report
1435,Atalanta,2024-08-30,4,@,Inter,it Serie A,L 0-4,0,4,-4,45,0,0,0,0,4,1,0.0,Match Report
1436,Atalanta,2024-08-19,4,@,Lecce,it Serie A,W 4-0,4,0,+4,52,3,1,1,0,4,4,100.0,Match Report
1437,Rayo Vallecano,2025-03-16,4,,Real Sociedad,es La Liga,D 2-2,2,2,0,55,2,0,0,0,4,2,50.0,Match Report
1438,Rayo Vallecano,2025-03-01,4,,Sevilla,es La Liga,D 1-1,1,1,0,64,1,0,0,0,4,3,75.0,Match Report
1439,Rayo Vallecano,2024-08-18,4,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,34,2,0,0,0,4,3,75.0,Match Report
1440,Mainz 05,2025-03-07,4,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,4,3,75.0,Match Report
1441,Mainz 05,2025-01-25,4,,Stuttgart,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,4,4,100.0,Match Report
1442,Mainz 05,2025-01-19,4,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,0,1,1,0,4,2,75.0,Match Report
1443,Mainz 05,2024-10-05,4,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,4,4,100.0,Match Report
1444,Mainz 05,2024-09-15,4,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,4,2,75.0,Match Report
1445,Leicester City,2025-01-15,4,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,4,2,50.0,Match Report
1446,Leicester City,2024-12-22,4,,Wolves,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,4,1,25.0,Match Report
1447,Leicester City,2024-09-14,4,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,4,2,75.0,Match Report
1448,Empoli,2024-12-13,4,,Torino,it Serie A,L 0-1,0,1,-1,59,0,0,0,0,4,3,75.0,Match Report
1449,Empoli,2024-11-30,4,@,Milan,it Serie A,L 0-3,0,3,-3,45,0,0,0,0,4,1,25.0,Match Report
1450,Empoli,2024-10-27,4,@,Parma,it Serie A,D 1-1,1,1,0,40,0,0,0,0,4,3,75.0,Match Report
1451,Freiburg,2025-03-15,4,@,Mainz 05,de Bundesliga,D 2-2,2,2,0,56,2,0,0,0,4,2,50.0,Match Report
1452,Freiburg,2025-02-01,4,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,4,4,100.0,Match Report
1453,Freiburg,2024-09-28,4,,St. Pauli,de Bundesliga,L 0-3,0,3,-3,73,0,0,1,1,4,1,25.0,Match Report
1454,Espanyol,2025-03-10,4,,Girona,es La Liga,D 1-1,1,1,0,33,1,0,0,0,4,3,100.0,Match Report
1455,Espanyol,2025-02-22,4,@,Alavés,es La Liga,W 1-0,1,0,+1,38,1,0,0,0,4,4,100.0,Match Report
1456,Espanyol,2025-02-16,4,,Athletic Club,es La Liga,D 1-1,1,1,0,39,1,0,0,0,4,3,75.0,Match Report
1457,Espanyol,2025-01-25,4,@,Sevilla,es La Liga,D 1-1,1,1,0,26,1,0,0,0,4,3,75.0,Match Report
1458,Espanyol,2025-01-17,4,,Valladolid,es La Liga,W 2-1,2,1,+1,36,2,0,0,0,4,3,75.0,Match Report
1459,Espanyol,2024-12-18,4,,Valencia,es La Liga,D 1-1,1,1,0,46,1,0,0,0,4,3,75.0,Match Report
1460,Espanyol,2024-09-26,4,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,4,2,50.0,Match Report
1461,RB Leipzig,2024-11-09,4,,Gladbach,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,4,4,100.0,Match Report
1462,RB Leipzig,2024-10-06,4,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,4,4,100.0,Match Report
1463,RB Leipzig,2024-09-22,4,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,69,0,0,0,0,4,4,100.0,Match Report
1464,Sevilla,2025-03-16,4,,Athletic Club,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,4,2,75.0,Match Report
1465,Sevilla,2025-01-18,4,@,Girona,es La Liga,W 2-1,2,1,+1,40,2,0,1,1,4,3,75.0,Match Report
1466,Sevilla,2024-11-09,4,@,Leganés,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,4,3,100.0,Match Report
1467,Sevilla,2024-09-20,4,@,Alavés,es La Liga,L 1-2,1,2,-1,65,1,0,0,0,4,2,50.0,Match Report
1468,Sevilla,2024-09-14,4,,Getafe,es La Liga,W 1-0,1,0,+1,60,1,0,0,0,4,4,100.0,Match Report
1469,Sevilla,2024-09-01,4,,Girona,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,4,2,75.0,Match Report
1470,Sevilla,2024-08-27,4,@,Mallorca,es La Liga,D 0-0,0,0,0,55,0,0,0,0,4,4,100.0,Match Report
1471,Dortmund,2025-01-25,4,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,1,0,0,0,4,2,50.0,Match Report
1472,Dortmund,2024-10-26,4,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,75,1,0,0,0,4,2,50.0,Match Report
1473,Dortmund,2024-09-13,4,,Heidenheim,de Bundesliga,W 4-2,4,2,+2,60,3,1,1,0,4,2,75.0,Match Report
1474,Venezia,2025-04-06,4,@,Lecce,it Serie A,D 1-1,1,1,0,50,0,0,0,0,4,3,75.0,Match Report
1475,Venezia,2025-03-29,4,,Bologna,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,4,3,75.0,Match Report
1476,Venezia,2025-02-09,4,,Roma,it Serie A,L 0-1,0,1,-1,62,0,0,0,0,4,3,100.0,Match Report
1477,Venezia,2024-12-14,4,@,Juventus,it Serie A,D 2-2,2,2,0,31,2,0,0,0,4,2,75.0,Match Report
1478,Venezia,2024-12-08,4,,Como,it Serie A,D 2-2,2,2,0,35,2,0,0,0,4,3,50.0,Match Report
1479,Newcastle Utd,2025-02-01,4,,Fulham,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,4,2,50.0,Match Report
1480,Newcastle Utd,2025-01-04,4,@,Tottenham,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,4,3,75.0,Match Report
1481,Newcastle Utd,2024-08-25,4,@,Bournemouth,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,4,3,75.0,Match Report
1482,Rennes,2025-03-30,4,@,Angers,fr Ligue 1,W 3-0,3,0,+3,57,3,0,0,0,4,4,100.0,Match Report
1483,Rennes,2025-03-15,4,@,Lens,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,4,3,75.0,Match Report
1484,Rennes,2024-09-15,4,,Montpellier,fr Ligue 1,W 3-0,3,0,+3,51,3,0,0,0,4,4,100.0,Match Report
1485,Bochum,2025-02-01,4,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,4,3,75.0,Match Report
1486,Bochum,2024-12-14,4,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,31,1,0,0,0,4,3,75.0,Match Report
1487,Bochum,2024-11-30,4,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,48,0,0,0,0,4,3,100.0,Match Report
1488,Bochum,2024-11-23,4,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,4,2,50.0,Match Report
1489,Bochum,2024-09-21,4,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,4,2,50.0,Match Report
1490,Ipswich Town,2025-03-08,4,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,4,3,75.0,Match Report
1491,Ipswich Town,2025-02-01,4,,Southampton,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,4,2,50.0,Match Report
1492,Ipswich Town,2025-01-05,4,@,Fulham,eng Premier League,D 2-2,2,2,0,27,1,1,1,0,4,2,100.0,Match Report
1493,Ipswich Town,2024-12-30,4,,Chelsea,eng Premier League,W 2-0,2,0,+2,24,1,1,1,0,4,4,100.0,Match Report
1494,Ipswich Town,2024-11-24,4,,Manchester Utd,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,4,3,75.0,Match Report
1495,Ipswich Town,2024-08-31,4,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,4,3,75.0,Match Report
1496,Manchester City,2025-03-08,4,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,4,3,75.0,Match Report
1497,Manchester City,2025-02-23,4,,Liverpool,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,4,2,50.0,Match Report
1498,Manchester City,2025-01-25,4,,Chelsea,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,4,3,75.0,Match Report
1499,Manchester City,2025-01-19,4,@,Ipswich Town,eng Premier League,W 6-0,6,0,+6,67,6,0,0,0,4,4,100.0,Match Report
1500,Manchester City,2025-01-04,4,,West Ham,eng Premier League,W 4-1,4,1,+3,56,3,0,0,0,4,3,75.0,Match Report
1501,Manchester City,2024-11-09,4,@,Brighton,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,4,2,50.0,Match Report
1502,Manchester City,2024-10-05,4,,Fulham,eng Premier League,W 3-2,3,2,+1,58,3,0,0,0,4,2,50.0,Match Report
1503,Manchester City,2024-09-28,4,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,4,3,100.0,Match Report
1504,Cagliari,2024-11-04,4,@,Lazio,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,4,2,75.0,Match Report
1505,Cagliari,2024-10-29,4,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,4,2,50.0,Match Report
1506,Cagliari,2024-10-25,4,@,Udinese,it Serie A,L 0-2,0,2,-2,36,0,0,0,0,4,2,50.0,Match Report
1507,Cagliari,2024-09-30,4,@,Parma,it Serie A,W 3-2,3,2,+1,40,3,0,0,0,4,2,75.0,Match Report
1508,Cagliari,2024-09-20,4,,Empoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,4,2,50.0,Match Report
1509,Cagliari,2024-08-26,4,,Como,it Serie A,D 1-1,1,1,0,47,1,0,0,0,4,3,75.0,Match Report
1510,Leverkusen,2025-01-18,4,,Gladbach,de Bundesliga,W 3-1,3,1,+2,55,2,1,1,0,4,3,75.0,Match Report
1511,Leverkusen,2025-01-14,4,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,4,4,100.0,Match Report
1512,Leverkusen,2024-12-14,4,@,Augsburg,de Bundesliga,W 2-0,2,0,+2,65,2,0,0,0,4,4,100.0,Match Report
1513,Leverkusen,2024-12-07,4,,St. Pauli,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,4,3,75.0,Match Report
1514,Leverkusen,2024-10-05,4,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,74,2,0,0,0,4,2,75.0,Match Report
1515,Leverkusen,2024-09-22,4,,Wolfsburg,de Bundesliga,W 4-3,4,3,+1,78,4,0,0,0,4,2,25.0,Match Report
1516,Leverkusen,2024-08-31,4,,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,62,2,0,0,0,4,1,25.0,Match Report
1517,Lille,2025-04-05,4,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,44,1,0,0,0,4,2,75.0,Match Report
1518,Lille,2024-10-26,4,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,4,4,100.0,Match Report
1519,Lille,2024-10-18,4,@,Monaco,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,4,4,100.0,Match Report
1520,Lille,2024-09-28,4,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,62,3,0,1,1,4,4,100.0,Match Report
1521,Brentford,2025-04-02,4,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,4,2,50.0,Match Report
1522,Brentford,2025-03-08,4,,Aston Villa,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,4,3,75.0,Match Report
1523,Brentford,2025-02-26,4,,Everton,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,4,3,75.0,Match Report
1524,Brentford,2025-01-01,4,,Arsenal,eng Premier League,L 1-3,1,3,-2,50,1,0,0,0,4,1,25.0,Match Report
1525,Roma,2025-03-29,4,@,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,4,4,100.0,Match Report
1526,Roma,2024-11-10,4,,Bologna,it Serie A,L 2-3,2,3,-1,54,2,0,0,0,4,1,25.0,Match Report
1527,Roma,2024-08-25,4,,Empoli,it Serie A,L 1-2,1,2,-1,73,1,0,0,0,4,2,75.0,Match Report
1528,Chelsea,2025-03-16,4,@,Arsenal,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,4,3,75.0,Match Report
1529,Chelsea,2025-01-20,4,,Wolves,eng Premier League,W 3-1,3,1,+2,63,3,0,0,0,4,3,75.0,Match Report
1530,Chelsea,2024-12-22,4,@,Everton,eng Premier League,D 0-0,0,0,0,75,0,0,0,0,4,4,100.0,Match Report
1531,Chelsea,2024-12-15,4,,Brentford,eng Premier League,W 2-1,2,1,+1,62,2,0,0,0,4,3,75.0,Match Report
1532,Chelsea,2024-12-04,4,@,Southampton,eng Premier League,W 5-1,5,1,+4,55,5,0,0,0,4,3,75.0,Match Report
1533,Chelsea,2024-11-03,4,@,Manchester Utd,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,4,3,100.0,Match Report
