Rk,Team,Date,SoTA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SoTA,Saves,Save%,Match Report
1534,Chelsea,2024-08-25,4,@,Wolves,eng Premier League,W 6-2,6,2,+4,60,6,0,0,0,4,2,50.0,Match Report
1535,Brighton,2024-12-30,4,@,Aston Villa,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,4,2,75.0,Match Report
1536,Brighton,2024-12-21,4,@,West Ham,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,4,3,75.0,Match Report
1537,Saint-Étienne,2025-02-22,4,,Angers,fr Ligue 1,D 3-3,3,3,0,61,3,0,0,0,4,1,75.0,Match Report
1538,Saint-Étienne,2025-01-19,4,,Nantes,fr Ligue 1,D 1-1,1,1,0,75,1,0,0,0,4,3,75.0,Match Report
1539,Saint-Étienne,2024-12-13,4,@,Toulouse,fr Ligue 1,L 1-2,1,2,-1,61,1,0,0,0,4,2,50.0,Match Report
1540,Saint-Étienne,2024-09-13,4,,Lille,fr Ligue 1,W 1-0,1,0,+1,30,1,0,0,0,4,4,100.0,Match Report
1541,Everton,2025-04-05,4,,Arsenal,eng Premier League,D 1-1,1,1,0,31,0,1,1,0,4,3,75.0,Match Report
1542,Everton,2025-02-12,4,,Liverpool,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,4,2,50.0,Match Report
1543,Everton,2024-12-22,4,,Chelsea,eng Premier League,D 0-0,0,0,0,25,0,0,0,0,4,4,100.0,Match Report
1544,Everton,2024-09-28,4,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,4,3,75.0,Match Report
1545,Napoli,2025-04-07,4,@,Bologna,it Serie A,D 1-1,1,1,0,39,1,0,0,0,4,3,75.0,Match Report
1546,Napoli,2025-03-30,4,,Milan,it Serie A,W 2-1,2,1,+1,51,2,0,0,0,4,2,75.0,Match Report
1547,Napoli,2025-02-09,4,,Udinese,it Serie A,D 1-1,1,1,0,62,1,0,0,0,4,3,75.0,Match Report
1548,Napoli,2024-11-10,4,@,Inter,it Serie A,D 1-1,1,1,0,47,1,0,0,0,4,3,75.0,Match Report
1549,Napoli,2024-10-20,4,@,Empoli,it Serie A,W 1-0,1,0,+1,50,0,1,1,0,4,4,100.0,Match Report
1550,Napoli,2024-08-18,4,@,Hellas Verona,it Serie A,L 0-3,0,3,-3,67,0,0,0,0,4,1,25.0,Match Report
1551,Lyon,2025-04-05,4,,Lille,fr Ligue 1,W 2-1,2,1,+1,56,1,1,1,0,4,3,75.0,Match Report
1552,Lyon,2025-02-16,4,@,Montpellier,fr Ligue 1,W 4-1,4,1,+3,62,4,0,0,0,4,3,75.0,Match Report
1553,Lyon,2025-01-18,4,,Toulouse,fr Ligue 1,D 0-0,0,0,0,62,0,0,0,0,4,4,100.0,Match Report
1554,Lyon,2024-09-29,4,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,4,3,75.0,Match Report
1555,Lyon,2024-09-22,4,,Marseille,fr Ligue 1,L 2-3,2,3,-1,63,2,0,1,1,4,1,25.0,Match Report
1556,Lyon,2024-09-15,4,@,Lens,fr Ligue 1,D 0-0,0,0,0,46,0,0,0,0,4,4,100.0,Match Report
1557,Inter,2025-04-05,4,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,4,2,50.0,Match Report
1558,Inter,2025-03-30,4,,Udinese,it Serie A,W 2-1,2,1,+1,60,2,0,0,0,4,3,75.0,Match Report
1559,Inter,2025-03-08,4,,Monza,it Serie A,W 3-2,3,2,+1,69,2,0,0,0,4,2,50.0,Match Report
1560,Inter,2025-03-01,4,@,Napoli,it Serie A,D 1-1,1,1,0,38,1,0,0,0,4,3,75.0,Match Report
1561,Inter,2025-02-02,4,@,Milan,it Serie A,D 1-1,1,1,0,63,1,0,0,0,4,3,75.0,Match Report
1562,Inter,2025-01-26,4,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,4,4,100.0,Match Report
1563,Inter,2024-12-23,4,,Como,it Serie A,W 2-0,2,0,+2,62,2,0,0,0,4,4,100.0,Match Report
1564,Inter,2024-08-24,4,,Lecce,it Serie A,W 2-0,2,0,+2,61,1,1,1,0,4,4,100.0,Match Report
1565,Nantes,2025-02-23,4,,Lens,fr Ligue 1,W 3-1,3,1,+2,35,2,1,1,0,4,3,100.0,Match Report
1566,Nantes,2025-01-26,4,,Lyon,fr Ligue 1,D 1-1,1,1,0,38,1,0,0,0,4,3,75.0,Match Report
1567,Nantes,2024-11-03,4,,Marseille,fr Ligue 1,L 1-2,1,2,-1,27,1,0,0,0,4,2,50.0,Match Report
1568,Nantes,2024-09-15,4,,Reims,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,4,2,50.0,Match Report
1569,Nantes,2024-08-31,4,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,31,2,1,1,0,4,3,75.0,Match Report
1570,Atlético Madrid,2025-02-15,4,,Celta Vigo,es La Liga,D 1-1,1,1,0,34,1,0,0,0,4,3,100.0,Match Report
1571,Atlético Madrid,2024-09-29,4,,Real Madrid,es La Liga,D 1-1,1,1,0,51,1,0,0,0,4,3,75.0,Match Report
1572,Atlético Madrid,2024-09-26,4,@,Celta Vigo,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,4,4,100.0,Match Report
1573,Atlético Madrid,2024-09-22,4,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,4,3,75.0,Match Report
1574,Atlético Madrid,2024-08-25,4,,Girona,es La Liga,W 3-0,3,0,+3,43,3,0,0,0,4,4,100.0,Match Report
1575,Milan,2025-02-27,4,@,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,4,2,50.0,Match Report
1576,Milan,2025-01-14,4,@,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,4,3,75.0,Match Report
1577,Milan,2024-10-29,4,,Napoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,4,2,50.0,Match Report
1578,Milan,2024-09-22,4,@,Inter,it Serie A,W 2-1,2,1,+1,43,2,0,0,0,4,3,75.0,Match Report
1579,Milan,2024-08-31,4,@,Lazio,it Serie A,D 2-2,2,2,0,57,2,0,0,0,4,2,50.0,Match Report
1580,Valencia,2025-03-15,4,@,Girona,es La Liga,D 1-1,1,1,0,43,1,0,0,0,4,3,75.0,Match Report
1581,Valencia,2025-03-08,4,,Valladolid,es La Liga,W 2-1,2,1,+1,62,2,0,0,0,4,3,75.0,Match Report
1582,Valencia,2025-02-15,4,@,Villarreal,es La Liga,D 1-1,1,1,0,50,1,0,0,0,4,3,75.0,Match Report
1583,Valencia,2025-02-09,4,,Leganés,es La Liga,W 2-0,2,0,+2,44,2,0,0,0,4,4,100.0,Match Report
1584,Valencia,2024-10-27,4,@,Getafe,es La Liga,D 1-1,1,1,0,36,1,0,0,0,4,3,100.0,Match Report
1585,Valencia,2024-09-15,4,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,47,0,0,0,0,4,1,25.0,Match Report
1586,Valencia,2024-08-28,4,@,Athletic Club,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,4,3,75.0,Match Report
1587,Juventus,2025-04-06,4,@,Roma,it Serie A,D 1-1,1,1,0,59,1,0,0,0,4,3,75.0,Match Report
1588,Juventus,2024-12-29,4,,Fiorentina,it Serie A,D 2-2,2,2,0,62,2,0,0,0,4,2,50.0,Match Report
1589,Juventus,2024-12-07,4,,Bologna,it Serie A,D 2-2,2,2,0,54,2,0,0,0,4,2,50.0,Match Report
1590,Paris S-G,2025-02-15,4,@,Toulouse,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,4,4,100.0,Match Report
1591,Paris S-G,2024-09-01,4,@,Lille,fr Ligue 1,W 3-1,3,1,+2,58,2,1,1,0,4,3,75.0,Match Report
1592,Real Sociedad,2025-03-09,4,,Sevilla,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,4,3,75.0,Match Report
1593,Real Sociedad,2025-02-02,4,@,Osasuna,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,4,2,50.0,Match Report
1594,Real Sociedad,2025-01-26,4,,Getafe,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,4,1,25.0,Match Report
1595,Real Sociedad,2024-11-24,4,@,Athletic Club,es La Liga,L 0-1,0,1,-1,59,0,0,0,0,4,3,75.0,Match Report
1596,Real Sociedad,2024-10-27,4,,Osasuna,es La Liga,L 0-2,0,2,-2,74,0,0,0,0,4,2,50.0,Match Report
1597,Real Sociedad,2024-09-28,4,,Valencia,es La Liga,W 3-0,3,0,+3,61,3,0,0,0,4,4,100.0,Match Report
1598,Real Sociedad,2024-09-17,4,@,Mallorca,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,4,3,100.0,Match Report
1599,Real Sociedad,2024-08-18,4,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,66,1,0,0,0,4,2,50.0,Match Report
1600,Nott'ham Forest,2024-12-26,4,,Tottenham,eng Premier League,W 1-0,1,0,+1,30,1,0,0,0,4,4,100.0,Match Report
1601,Nott'ham Forest,2024-08-17,4,,Bournemouth,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,4,3,75.0,Match Report
1602,Parma,2025-04-05,4,,Inter,it Serie A,D 2-2,2,2,0,37,2,0,0,0,4,2,50.0,Match Report
1603,Parma,2025-03-15,4,@,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,4,3,75.0,Match Report
1604,Parma,2025-02-16,4,,Roma,it Serie A,L 0-1,0,1,-1,29,0,0,0,0,4,3,75.0,Match Report
1605,Parma,2025-01-12,4,@,Genoa,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,4,3,75.0,Match Report
1606,Parma,2025-01-05,4,@,Torino,it Serie A,D 0-0,0,0,0,38,0,0,0,0,4,4,100.0,Match Report
1607,Parma,2024-10-30,4,@,Juventus,it Serie A,D 2-2,2,2,0,39,2,0,0,0,4,2,50.0,Match Report
1608,Parma,2024-09-30,4,,Cagliari,it Serie A,L 2-3,2,3,-1,60,1,1,1,0,4,1,25.0,Match Report
1609,Eint Frankfurt,2025-04-05,4,@,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,62,0,0,0,0,4,2,50.0,Match Report
1610,Eint Frankfurt,2025-02-16,4,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,51,3,0,1,1,4,3,75.0,Match Report
1611,Eint Frankfurt,2025-01-11,4,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,4,4,100.0,Match Report
1612,Eint Frankfurt,2024-10-27,4,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,52,1,0,0,0,4,3,75.0,Match Report
1613,Eint Frankfurt,2024-09-14,4,@,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,40,1,1,1,0,4,3,75.0,Match Report
1614,Celta Vigo,2024-12-06,4,,Mallorca,es La Liga,W 2-0,2,0,+2,50,2,0,0,0,4,4,100.0,Match Report
1615,Celta Vigo,2024-11-23,4,,Barcelona,es La Liga,D 2-2,2,2,0,41,2,0,0,0,4,2,50.0,Match Report
1616,Celta Vigo,2024-10-27,4,@,Leganés,es La Liga,L 0-3,0,3,-3,61,0,0,0,0,4,1,25.0,Match Report
1617,Celta Vigo,2024-09-29,4,,Girona,es La Liga,D 1-1,1,1,0,48,1,0,0,0,4,3,75.0,Match Report
1618,Celta Vigo,2024-08-23,4,,Valencia,es La Liga,W 3-1,3,1,+2,49,3,0,1,1,4,3,75.0,Match Report
1619,Brest,2025-03-30,4,@,Toulouse,fr Ligue 1,W 4-2,4,2,+2,47,4,0,0,0,4,2,50.0,Match Report
1620,Brest,2025-03-02,4,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,34,0,1,1,0,4,2,50.0,Match Report
1621,Brest,2024-11-30,4,,Strasbourg,fr Ligue 1,W 3-1,3,1,+2,38,2,1,2,1,4,3,75.0,Match Report
1622,Brest,2024-11-22,4,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,49,2,0,0,0,4,1,25.0,Match Report
1623,Brest,2024-10-19,4,,Rennes,fr Ligue 1,D 1-1,1,1,0,56,0,1,1,0,4,3,75.0,Match Report
1624,Brest,2024-09-27,4,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,61,0,0,0,0,4,1,50.0,Match Report
1625,Betis,2025-03-16,4,@,Leganés,es La Liga,W 3-2,3,2,+1,64,2,1,1,0,4,2,50.0,Match Report
1626,Betis,2025-02-23,4,@,Getafe,es La Liga,W 2-1,2,1,+1,51,1,1,1,0,4,3,75.0,Match Report
1627,Betis,2025-02-02,4,,Athletic Club,es La Liga,D 2-2,2,2,0,53,2,0,0,0,4,2,50.0,Match Report
1628,Betis,2024-12-22,4,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,4,3,75.0,Match Report
1629,Lens,2025-03-01,4,,Le Havre,fr Ligue 1,L 3-4,3,4,-1,69,2,1,1,0,4,0,25.0,Match Report
1630,Lens,2025-02-16,4,,Strasbourg,fr Ligue 1,L 0-2,0,2,-2,56,0,0,0,0,4,2,50.0,Match Report
1631,Lens,2025-01-12,4,@,Le Havre,fr Ligue 1,W 2-1,2,1,+1,69,2,0,0,0,4,3,75.0,Match Report
1632,Lens,2025-01-05,4,,Toulouse,fr Ligue 1,L 0-1,0,1,-1,66,0,0,0,0,4,3,100.0,Match Report
1633,Lens,2024-11-23,4,,Marseille,fr Ligue 1,L 1-3,1,3,-2,45,1,0,0,0,4,1,25.0,Match Report
1634,Lens,2024-09-28,4,,Nice,fr Ligue 1,D 0-0,0,0,0,56,0,0,0,0,4,4,100.0,Match Report
1635,Monaco,2025-03-29,4,,Nice,fr Ligue 1,W 2-1,2,1,+1,58,2,0,1,1,4,3,75.0,Match Report
1636,Monaco,2025-01-17,4,@,Montpellier,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,4,2,50.0,Match Report
1637,Monaco,2025-01-10,4,@,Nantes,fr Ligue 1,D 2-2,2,2,0,68,2,0,0,0,4,2,50.0,Match Report
1638,Monaco,2024-12-01,4,@,Marseille,fr Ligue 1,L 1-2,1,2,-1,37,1,0,0,0,4,2,75.0,Match Report
1639,Monaco,2024-11-22,4,,Brest,fr Ligue 1,W 3-2,3,2,+1,51,3,0,0,0,4,2,50.0,Match Report
1640,Monaco,2024-09-01,4,,Lens,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,4,3,100.0,Match Report
1641,Monaco,2024-08-17,4,,Saint-Étienne,fr Ligue 1,W 1-0,1,0,+1,61,1,0,0,0,4,4,100.0,Match Report
1642,Fulham,2025-04-01,4,@,Arsenal,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,4,2,50.0,Match Report
1643,Fulham,2025-03-16,4,,Tottenham,eng Premier League,W 2-0,2,0,+2,57,2,0,0,0,4,4,100.0,Match Report
1644,Fulham,2025-03-08,4,@,Brighton,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,4,2,75.0,Match Report
1645,Fulham,2025-02-01,4,@,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,4,3,75.0,Match Report
1646,Fulham,2025-01-18,4,@,Leicester City,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,4,4,100.0,Match Report
1647,Fulham,2024-12-14,4,@,Liverpool,eng Premier League,D 2-2,2,2,0,39,2,0,0,0,4,2,50.0,Match Report
1648,Fulham,2024-12-08,4,,Arsenal,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,4,3,75.0,Match Report
1649,Fulham,2024-11-09,4,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,4,4,100.0,Match Report
1650,Fulham,2024-08-31,4,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,4,3,75.0,Match Report
1651,Fulham,2024-08-24,4,,Leicester City,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,4,3,75.0,Match Report
1652,Lecce,2024-11-02,4,@,Bologna,it Serie A,L 0-1,0,1,-1,28,0,0,0,0,4,3,75.0,Match Report
1653,Lecce,2024-10-05,4,@,Udinese,it Serie A,L 0-1,0,1,-1,45,0,0,0,0,4,3,75.0,Match Report
1654,Las Palmas,2025-03-14,3,,Alavés,es La Liga,D 2-2,2,2,0,61,1,1,1,0,3,1,33.3,Match Report
1655,Las Palmas,2025-01-12,3,,Getafe,es La Liga,L 1-2,1,2,-1,63,1,0,1,1,3,1,33.3,Match Report
1656,Las Palmas,2024-11-23,3,,Mallorca,es La Liga,L 2-3,2,3,-1,61,1,1,1,0,3,0,0.0,Match Report
1657,Las Palmas,2024-11-03,3,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,3,1,33.3,Match Report
1658,Las Palmas,2024-10-26,3,,Girona,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,3,3,100.0,Match Report
1659,Hoffenheim,2025-03-01,3,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,3,3,100.0,Match Report
1660,Hoffenheim,2025-01-18,3,@,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,3,2,66.7,Match Report
1661,Hoffenheim,2025-01-11,3,,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,3,2,66.7,Match Report
1662,Hoffenheim,2024-12-21,3,,Gladbach,de Bundesliga,L 1-2,1,2,-1,65,0,1,1,0,3,1,33.3,Match Report
1663,Hoffenheim,2024-11-02,3,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,3,1,33.3,Match Report
1664,Hoffenheim,2024-10-27,3,@,Heidenheim,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,3,3,100.0,Match Report
1665,Osasuna,2025-03-16,3,,Getafe,es La Liga,L 1-2,1,2,-1,61,0,1,1,0,3,1,33.3,Match Report
1666,Osasuna,2025-02-02,3,,Real Sociedad,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,3,2,66.7,Match Report
1667,Osasuna,2025-01-19,3,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,52,1,0,0,0,3,2,66.7,Match Report
1668,Osasuna,2024-12-14,3,@,Espanyol,es La Liga,D 0-0,0,0,0,58,0,0,0,0,3,3,100.0,Match Report
1669,Osasuna,2024-12-08,3,,Alavés,es La Liga,D 2-2,2,2,0,60,2,0,0,0,3,1,33.3,Match Report
1670,Osasuna,2024-11-02,3,,Valladolid,es La Liga,W 1-0,1,0,+1,49,0,1,1,0,3,3,100.0,Match Report
1671,Osasuna,2024-10-05,3,@,Getafe,es La Liga,D 1-1,1,1,0,59,1,0,0,0,3,2,66.7,Match Report
1672,Osasuna,2024-09-24,3,@,Valencia,es La Liga,D 0-0,0,0,0,48,0,0,0,0,3,3,100.0,Match Report
1673,Udinese,2025-03-01,3,,Parma,it Serie A,W 1-0,1,0,+1,43,0,1,1,0,3,3,100.0,Match Report
1674,Udinese,2025-02-01,3,,Venezia,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,3,1,33.3,Match Report
1675,Udinese,2025-01-04,3,@,Hellas Verona,it Serie A,D 0-0,0,0,0,63,0,0,0,0,3,3,100.0,Match Report
1676,Udinese,2024-12-23,3,@,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,3,2,100.0,Match Report
1677,Udinese,2024-12-01,3,,Genoa,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,3,2,33.3,Match Report
1678,Udinese,2024-11-10,3,@,Atalanta,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,3,2,33.3,Match Report
1679,Udinese,2024-10-05,3,,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,3,3,100.0,Match Report
1680,Udinese,2024-09-16,3,@,Parma,it Serie A,W 3-2,3,2,+1,53,3,0,0,0,3,1,33.3,Match Report
1681,Bayern Munich,2025-04-04,3,@,Augsburg,de Bundesliga,W 3-1,3,1,+2,69,2,0,0,0,3,2,66.7,Match Report
1682,Bayern Munich,2025-03-15,3,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,80,1,0,0,0,3,2,66.7,Match Report
1683,Bayern Munich,2025-02-28,3,@,Stuttgart,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,3,2,66.7,Match Report
1684,Bayern Munich,2025-01-18,3,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,71,3,0,0,0,3,1,33.3,Match Report
1685,Bayern Munich,2024-09-01,3,,Freiburg,de Bundesliga,W 2-0,2,0,+2,66,1,1,1,0,3,3,100.0,Match Report
1686,Augsburg,2025-03-02,3,,Freiburg,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,3,3,100.0,Match Report
1687,Augsburg,2024-12-14,3,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,35,0,0,0,0,3,1,33.3,Match Report
1688,Augsburg,2024-09-20,3,,Mainz 05,de Bundesliga,L 2-3,2,3,-1,73,2,0,0,0,3,0,0.0,Match Report
1689,Augsburg,2024-09-15,3,,St. Pauli,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,3,2,66.7,Match Report
1690,Hellas Verona,2025-04-06,3,@,Torino,it Serie A,D 1-1,1,1,0,39,1,0,0,0,3,1,66.7,Match Report
1691,Hellas Verona,2025-03-15,3,@,Udinese,it Serie A,W 1-0,1,0,+1,36,1,0,0,0,3,3,100.0,Match Report
1692,Hellas Verona,2025-02-23,3,,Fiorentina,it Serie A,W 1-0,1,0,+1,43,1,0,0,0,3,3,100.0,Match Report
1693,Hellas Verona,2025-02-15,3,@,Milan,it Serie A,L 0-1,0,1,-1,27,0,0,0,0,3,2,66.7,Match Report
1694,Hellas Verona,2024-11-03,3,,Roma,it Serie A,W 3-2,3,2,+1,34,3,0,0,0,3,1,33.3,Match Report
1695,Hellas Verona,2024-09-20,3,,Torino,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,3,0,0.0,Match Report
1696,Torino,2025-01-05,3,,Parma,it Serie A,D 0-0,0,0,0,62,0,0,0,0,3,3,100.0,Match Report
1697,Torino,2024-12-29,3,@,Udinese,it Serie A,D 2-2,2,2,0,56,2,0,0,0,3,1,33.3,Match Report
1698,Torino,2024-11-03,3,,Fiorentina,it Serie A,L 0-1,0,1,-1,54,0,0,0,0,3,2,66.7,Match Report
1699,Torino,2024-10-31,3,@,Roma,it Serie A,L 0-1,0,1,-1,43,0,0,0,0,3,2,66.7,Match Report
1700,Nice,2025-03-01,3,@,Saint-Étienne,fr Ligue 1,W 3-1,3,1,+2,38,2,0,0,0,3,2,66.7,Match Report
1701,Nice,2025-02-08,3,,Lens,fr Ligue 1,W 2-0,2,0,+2,60,1,1,1,0,3,3,100.0,Match Report
1702,Nice,2025-01-11,3,@,Reims,fr Ligue 1,W 4-2,4,2,+2,46,3,1,1,0,3,1,33.3,Match Report
1703,Nice,2024-11-24,3,,Strasbourg,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,3,2,66.7,Match Report
1704,Nice,2024-08-25,3,,Toulouse,fr Ligue 1,D 1-1,1,1,0,57,1,0,0,0,3,2,66.7,Match Report
1705,Valladolid,2025-02-28,3,,Las Palmas,es La Liga,D 1-1,1,1,0,64,1,0,0,0,3,2,66.7,Match Report
1706,Valladolid,2025-01-11,3,,Betis,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,3,3,100.0,Match Report
1707,Valladolid,2024-10-05,3,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,40,1,0,0,0,3,1,33.3,Match Report
1708,Valladolid,2024-09-21,3,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,3,3,100.0,Match Report
1709,Arsenal,2025-04-01,3,,Fulham,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,3,2,66.7,Match Report
1710,Arsenal,2024-11-10,3,@,Chelsea,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,3,2,66.7,Match Report
1711,Arsenal,2024-09-28,3,,Leicester City,eng Premier League,W 4-2,4,2,+2,74,3,0,0,0,3,1,33.3,Match Report
1712,Arsenal,2024-08-24,3,@,Aston Villa,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,3,3,100.0,Match Report
1713,Arsenal,2024-08-17,3,,Wolves,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,3,3,100.0,Match Report
1714,Heidenheim,2025-03-09,3,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,3,2,66.7,Match Report
1715,Heidenheim,2025-02-08,3,@,Freiburg,de Bundesliga,L 0-1,0,1,-1,47,0,0,0,0,3,2,66.7,Match Report
1716,Heidenheim,2024-08-25,3,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,40,2,0,0,0,3,3,100.0,Match Report
1717,Manchester Utd,2025-03-16,3,@,Leicester City,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,3,3,100.0,Match Report
1718,Manchester Utd,2025-02-26,3,,Ipswich Town,eng Premier League,W 3-2,3,2,+1,45,2,0,0,0,3,1,33.3,Match Report
1719,Manchester Utd,2025-02-02,3,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,3,1,33.3,Match Report
1720,Manchester Utd,2025-01-19,3,,Brighton,eng Premier League,L 1-3,1,3,-2,51,0,1,1,0,3,0,0.0,Match Report
1721,Manchester Utd,2024-12-15,3,@,Manchester City,eng Premier League,W 2-1,2,1,+1,48,1,1,1,0,3,2,66.7,Match Report
1722,Manchester Utd,2024-12-07,3,,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,71,2,0,0,0,3,0,0.0,Match Report
1723,Manchester Utd,2024-11-03,3,,Chelsea,eng Premier League,D 1-1,1,1,0,46,0,1,1,0,3,2,66.7,Match Report
1724,Manchester Utd,2024-10-27,3,@,West Ham,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,3,1,66.7,Match Report
1725,Manchester Utd,2024-09-14,3,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,3,2,100.0,Match Report
1726,Manchester Utd,2024-09-01,3,,Liverpool,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,3,0,0.0,Match Report
1727,Bologna,2025-03-29,3,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,3,3,100.0,Match Report
1728,Bologna,2025-02-22,3,@,Parma,it Serie A,L 0-2,0,2,-2,74,0,0,0,0,3,1,66.7,Match Report
1729,Bologna,2024-12-30,3,,Hellas Verona,it Serie A,L 2-3,2,3,-1,67,2,0,0,0,3,1,0.0,Match Report
1730,Bologna,2024-12-07,3,@,Juventus,it Serie A,D 2-2,2,2,0,46,2,0,0,0,3,1,33.3,Match Report
1731,Bologna,2024-09-22,3,@,Monza,it Serie A,W 2-1,2,1,+1,57,2,0,0,0,3,2,66.7,Match Report
1732,Barcelona,2024-11-30,3,,Las Palmas,es La Liga,L 1-2,1,2,-1,69,1,0,0,0,3,1,33.3,Match Report
1733,Barcelona,2024-11-03,3,,Espanyol,es La Liga,W 3-1,3,1,+2,76,3,0,0,0,3,2,66.7,Match Report
1734,Monza,2024-12-28,3,@,Parma,it Serie A,L 1-2,1,2,-1,56,1,0,0,0,3,1,66.7,Match Report
1735,Monza,2024-12-09,3,,Udinese,it Serie A,L 1-2,1,2,-1,67,1,0,0,0,3,1,33.3,Match Report
1736,Monza,2024-11-30,3,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,3,2,66.7,Match Report
1737,Montpellier,2024-12-08,3,@,Lens,fr Ligue 1,L 0-2,0,2,-2,45,0,0,0,0,3,2,33.3,Match Report
1738,Como,2025-03-15,3,@,Milan,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,3,1,33.3,Match Report
