Rk,Team,Date,Off,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Off,PKwon,PKcon,OG,Recov,Match Report
1777,Alavés,2024-09-01,1,,Las Palmas,es La Liga,W 2-0,2,0,+2,30,2,0,1,1,1,1,0,0,24,Match Report
1778,Alavés,2024-08-25,1,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,1,0,0,0,50,Match Report
1779,Girona,2025-03-10,1,@,Espanyol,es La Liga,D 1-1,1,1,0,67,0,1,1,0,1,1,0,0,37,Match Report
1780,Girona,2025-01-26,1,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,43,1,0,0,0,1,0,0,0,38,Match Report
1781,Girona,2025-01-11,1,@,Alavés,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,1,0,0,0,36,Match Report
1782,Girona,2024-12-14,1,@,Mallorca,es La Liga,L 1-2,1,2,-1,68,1,0,0,0,1,0,0,0,47,Match Report
1783,Girona,2024-12-07,1,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,1,0,0,0,35,Match Report
1784,Girona,2024-11-02,1,,Leganés,es La Liga,W 4-3,4,3,+1,54,2,1,1,0,1,1,0,0,38,Match Report
1785,Girona,2024-10-19,1,,Real Sociedad,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,1,0,0,0,31,Match Report
1786,Girona,2024-09-29,1,@,Celta Vigo,es La Liga,D 1-1,1,1,0,52,1,0,0,0,1,0,0,0,46,Match Report
1787,Atalanta,2025-04-06,1,,Lazio,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,1,0,0,0,48,Match Report
1788,Atalanta,2025-03-09,1,@,Juventus,it Serie A,W 4-0,4,0,+4,37,3,1,1,0,1,0,0,0,51,Match Report
1789,Atalanta,2025-02-23,1,@,Empoli,it Serie A,W 5-0,5,0,+5,54,4,0,0,0,1,0,0,0,51,Match Report
1790,Atalanta,2025-02-01,1,,Torino,it Serie A,D 1-1,1,1,0,65,1,0,1,1,1,1,0,0,64,Match Report
1791,Atalanta,2025-01-18,1,,Napoli,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,1,0,0,0,48,Match Report
1792,Atalanta,2024-12-22,1,,Empoli,it Serie A,W 3-2,3,2,+1,65,3,0,0,0,1,0,1,0,46,Match Report
1793,Atalanta,2024-12-02,1,@,Roma,it Serie A,W 2-0,2,0,+2,52,2,0,0,0,1,0,0,0,38,Match Report
1794,Atalanta,2024-10-26,1,,Hellas Verona,it Serie A,W 6-1,6,1,+5,69,6,0,0,0,1,0,0,0,52,Match Report
1795,Atalanta,2024-10-05,1,,Genoa,it Serie A,W 5-1,5,1,+4,63,4,1,1,0,1,0,0,0,50,Match Report
1796,Atalanta,2024-09-28,1,@,Bologna,it Serie A,D 1-1,1,1,0,64,1,0,0,0,1,0,0,0,54,Match Report
1797,Atalanta,2024-08-30,1,@,Inter,it Serie A,L 0-4,0,4,-4,45,0,0,0,0,1,0,0,1,25,Match Report
1798,Atalanta,2024-08-19,1,@,Lecce,it Serie A,W 4-0,4,0,+4,52,3,1,1,0,1,1,0,0,46,Match Report
1799,Rayo Vallecano,2025-04-04,1,,Espanyol,es La Liga,L 0-4,0,4,-4,69,0,0,0,0,1,0,1,0,42,Match Report
1800,Rayo Vallecano,2025-03-09,1,@,Real Madrid,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,1,0,0,0,46,Match Report
1801,Rayo Vallecano,2025-01-10,1,,Celta Vigo,es La Liga,W 2-1,2,1,+1,50,2,0,0,0,1,0,0,0,54,Match Report
1802,Rayo Vallecano,2024-12-18,1,@,Villarreal,es La Liga,D 1-1,1,1,0,55,1,0,0,0,1,0,0,0,45,Match Report
1803,Mainz 05,2025-04-05,1,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,1,0,0,0,49,Match Report
1804,Mainz 05,2025-02-08,1,,Augsburg,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,1,0,0,0,46,Match Report
1805,Mainz 05,2025-01-31,1,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,1,0,1,0,55,Match Report
1806,Mainz 05,2024-12-08,1,@,Wolfsburg,de Bundesliga,L 3-4,3,4,-1,56,3,0,0,0,1,0,0,0,44,Match Report
1807,Mainz 05,2024-10-05,1,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,1,0,0,0,42,Match Report
1808,Mainz 05,2024-08-24,1,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,1,0,0,0,29,Match Report
1809,Leicester City,2025-04-02,1,@,Manchester City,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,1,0,0,0,24,Match Report
1810,Leicester City,2025-02-21,1,,Brentford,eng Premier League,L 0-4,0,4,-4,48,0,0,0,0,1,0,0,0,37,Match Report
1811,Leicester City,2025-02-15,1,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,1,0,0,0,42,Match Report
1812,Leicester City,2025-02-01,1,@,Everton,eng Premier League,L 0-4,0,4,-4,52,0,0,0,0,1,0,0,0,40,Match Report
1813,Leicester City,2025-01-15,1,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,1,0,0,0,53,Match Report
1814,Leicester City,2025-01-04,1,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,1,0,0,0,37,Match Report
1815,Leicester City,2024-12-22,1,,Wolves,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,1,0,0,0,41,Match Report
1816,Leicester City,2024-12-08,1,,Brighton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,1,0,0,0,35,Match Report
1817,Leicester City,2024-12-03,1,,West Ham,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,1,0,0,0,47,Match Report
1818,Leicester City,2024-11-30,1,@,Brentford,eng Premier League,L 1-4,1,4,-3,40,1,0,0,0,1,0,0,0,40,Match Report
1819,Leicester City,2024-09-28,1,@,Arsenal,eng Premier League,L 2-4,2,4,-2,26,2,0,0,0,1,0,0,1,23,Match Report
1820,Empoli,2025-04-06,1,,Cagliari,it Serie A,D 0-0,0,0,0,46,0,0,0,0,1,0,0,0,45,Match Report
1821,Empoli,2025-03-09,1,,Roma,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,1,0,0,0,35,Match Report
1822,Empoli,2025-02-02,1,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,1,0,0,0,37,Match Report
1823,Empoli,2025-01-04,1,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,1,0,0,0,60,Match Report
1824,Empoli,2024-12-22,1,@,Atalanta,it Serie A,L 2-3,2,3,-1,35,1,1,1,0,1,1,0,0,39,Match Report
1825,Empoli,2024-12-13,1,,Torino,it Serie A,L 0-1,0,1,-1,59,0,0,0,0,1,0,0,0,39,Match Report
1826,Empoli,2024-11-25,1,,Udinese,it Serie A,D 1-1,1,1,0,30,1,0,0,0,1,0,0,0,46,Match Report
1827,Empoli,2024-11-08,1,@,Lecce,it Serie A,D 1-1,1,1,0,42,1,0,0,0,1,0,0,0,40,Match Report
1828,Empoli,2024-11-04,1,,Como,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,1,0,0,0,44,Match Report
1829,Empoli,2024-10-20,1,,Napoli,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,1,0,1,0,44,Match Report
1830,Empoli,2024-10-06,1,@,Lazio,it Serie A,L 1-2,1,2,-1,42,1,0,0,0,1,0,1,0,29,Match Report
1831,Empoli,2024-09-29,1,,Fiorentina,it Serie A,D 0-0,0,0,0,38,0,0,0,0,1,0,0,0,39,Match Report
1832,Empoli,2024-08-31,1,@,Bologna,it Serie A,D 1-1,1,1,0,31,1,0,0,0,1,0,0,0,31,Match Report
1833,Freiburg,2025-03-30,1,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,72,1,0,0,0,1,0,0,0,38,Match Report
1834,Freiburg,2025-03-15,1,@,Mainz 05,de Bundesliga,D 2-2,2,2,0,56,2,0,0,0,1,0,0,0,40,Match Report
1835,Freiburg,2025-03-02,1,@,Augsburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,1,0,0,0,44,Match Report
1836,Freiburg,2025-02-21,1,,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,37,5,0,0,0,1,0,1,0,45,Match Report
1837,Freiburg,2025-02-01,1,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,1,0,0,0,30,Match Report
1838,Freiburg,2025-01-14,1,@,Eint Frankfurt,de Bundesliga,L 1-4,1,4,-3,36,1,0,0,0,1,0,0,0,28,Match Report
1839,Freiburg,2025-01-11,1,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,51,2,0,0,0,1,0,0,0,38,Match Report
1840,Freiburg,2024-12-21,1,@,Leverkusen,de Bundesliga,L 1-5,1,5,-4,33,1,0,0,0,1,0,1,0,45,Match Report
1841,Freiburg,2024-11-30,1,,Gladbach,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,1,0,0,0,39,Match Report
1842,Freiburg,2024-11-08,1,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,59,0,0,1,1,1,1,0,0,36,Match Report
1843,Freiburg,2024-10-26,1,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,57,1,0,0,0,1,0,0,0,44,Match Report
1844,Freiburg,2024-09-21,1,@,Heidenheim,de Bundesliga,W 3-0,3,0,+3,58,3,0,0,0,1,0,0,0,48,Match Report
1845,Espanyol,2025-01-17,1,,Valladolid,es La Liga,W 2-1,2,1,+1,36,2,0,0,0,1,0,0,0,41,Match Report
1846,Espanyol,2024-12-09,1,@,Getafe,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,1,0,0,0,41,Match Report
1847,Espanyol,2024-10-19,1,@,Athletic Club,es La Liga,L 1-4,1,4,-3,44,1,0,0,0,1,0,0,0,35,Match Report
1848,Espanyol,2024-09-29,1,@,Betis,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,1,0,1,0,29,Match Report
1849,Espanyol,2024-09-21,1,@,Real Madrid,es La Liga,L 1-4,1,4,-3,27,0,0,0,0,1,0,1,0,33,Match Report
1850,Espanyol,2024-08-24,1,,Real Sociedad,es La Liga,L 0-1,0,1,-1,34,0,0,0,0,1,0,0,0,36,Match Report
1851,Espanyol,2024-08-19,1,@,Valladolid,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,1,0,0,0,34,Match Report
1852,RB Leipzig,2025-03-01,1,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,1,0,0,0,54,Match Report
1853,RB Leipzig,2024-12-20,1,@,Bayern Munich,de Bundesliga,L 1-5,1,5,-4,29,1,0,0,0,1,0,0,0,39,Match Report
1854,RB Leipzig,2024-10-26,1,,Freiburg,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,1,0,0,0,39,Match Report
1855,RB Leipzig,2024-09-28,1,,Augsburg,de Bundesliga,W 4-0,4,0,+4,59,4,0,0,0,1,0,1,0,43,Match Report
1856,RB Leipzig,2024-09-22,1,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,69,0,0,0,0,1,0,0,0,49,Match Report
1857,RB Leipzig,2024-09-14,1,,Union Berlin,de Bundesliga,D 0-0,0,0,0,67,0,0,1,1,1,1,0,0,47,Match Report
1858,Sevilla,2025-03-30,1,@,Betis,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,1,0,0,0,44,Match Report
1859,Sevilla,2025-03-16,1,,Athletic Club,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,1,0,1,0,37,Match Report
1860,Sevilla,2024-12-22,1,@,Real Madrid,es La Liga,L 2-4,2,4,-2,41,2,0,0,0,1,0,0,0,45,Match Report
1861,Sevilla,2024-11-03,1,,Real Sociedad,es La Liga,L 0-2,0,2,-2,55,0,0,0,0,1,0,1,0,37,Match Report
1862,Sevilla,2024-09-14,1,,Getafe,es La Liga,W 1-0,1,0,+1,60,1,0,0,0,1,0,0,0,39,Match Report
1863,Sevilla,2024-08-27,1,@,Mallorca,es La Liga,D 0-0,0,0,0,55,0,0,0,0,1,0,0,0,38,Match Report
1864,Dortmund,2025-04-05,1,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,46,4,0,0,0,1,0,0,0,53,Match Report
1865,Dortmund,2025-03-15,1,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,66,0,0,0,0,1,0,0,0,54,Match Report
1866,Dortmund,2025-02-15,1,@,Bochum,de Bundesliga,L 0-2,0,2,-2,69,0,0,0,0,1,0,0,0,50,Match Report
1867,Dortmund,2025-02-08,1,,Stuttgart,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,1,0,0,1,46,Match Report
1868,Dortmund,2025-02-01,1,@,Heidenheim,de Bundesliga,W 2-1,2,1,+1,63,2,0,0,0,1,0,0,0,40,Match Report
1869,Dortmund,2024-12-22,1,@,Wolfsburg,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,1,0,0,0,48,Match Report
1870,Dortmund,2024-12-15,1,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,1,0,0,0,32,Match Report
1871,Dortmund,2024-12-07,1,@,Gladbach,de Bundesliga,D 1-1,1,1,0,60,1,0,0,0,1,0,1,0,44,Match Report
1872,Dortmund,2024-11-30,1,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,1,0,0,0,44,Match Report
1873,Dortmund,2024-10-26,1,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,75,1,0,0,0,1,0,0,0,42,Match Report
1874,Dortmund,2024-10-18,1,,St. Pauli,de Bundesliga,W 2-1,2,1,+1,74,2,0,0,0,1,0,0,0,35,Match Report
1875,Venezia,2025-03-16,1,,Napoli,it Serie A,D 0-0,0,0,0,43,0,0,0,0,1,0,0,0,35,Match Report
1876,Venezia,2025-02-17,1,@,Genoa,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,1,0,0,0,40,Match Report
1877,Venezia,2025-02-09,1,,Roma,it Serie A,L 0-1,0,1,-1,62,0,0,0,0,1,0,1,0,51,Match Report
1878,Venezia,2025-02-01,1,@,Udinese,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,1,0,0,0,27,Match Report
1879,Venezia,2025-01-19,1,@,Parma,it Serie A,D 1-1,1,1,0,41,0,1,1,0,1,1,1,0,30,Match Report
1880,Venezia,2024-12-29,1,@,Napoli,it Serie A,L 0-1,0,1,-1,34,0,0,0,0,1,0,1,0,32,Match Report
1881,Venezia,2024-11-03,1,@,Inter,it Serie A,L 0-1,0,1,-1,43,0,0,0,0,1,0,0,0,29,Match Report
1882,Venezia,2024-10-27,1,@,Monza,it Serie A,D 2-2,2,2,0,54,2,0,0,0,1,0,0,0,30,Match Report
1883,Venezia,2024-09-29,1,@,Roma,it Serie A,L 1-2,1,2,-1,31,1,0,0,0,1,0,0,0,35,Match Report
1884,Venezia,2024-08-18,1,@,Lazio,it Serie A,L 1-3,1,3,-2,33,1,0,0,0,1,0,1,1,33,Match Report
1885,Newcastle Utd,2025-03-10,1,@,West Ham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,1,0,0,0,42,Match Report
1886,Newcastle Utd,2025-02-26,1,@,Liverpool,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,1,0,0,0,37,Match Report
1887,Newcastle Utd,2025-02-23,1,,Nott'ham Forest,eng Premier League,W 4-3,4,3,+1,57,3,1,1,0,1,0,0,0,47,Match Report
1888,Newcastle Utd,2025-01-18,1,,Bournemouth,eng Premier League,L 1-4,1,4,-3,56,1,0,0,0,1,0,0,0,38,Match Report
1889,Newcastle Utd,2025-01-04,1,@,Tottenham,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,1,0,0,0,38,Match Report
1890,Newcastle Utd,2024-12-21,1,@,Ipswich Town,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,1,0,0,0,52,Match Report
1891,Newcastle Utd,2024-11-25,1,,West Ham,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,1,0,0,0,53,Match Report
1892,Newcastle Utd,2024-10-27,1,@,Chelsea,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,1,0,0,0,37,Match Report
1893,Newcastle Utd,2024-09-28,1,,Manchester City,eng Premier League,D 1-1,1,1,0,38,0,1,1,0,1,1,0,0,45,Match Report
1894,Newcastle Utd,2024-08-17,1,,Southampton,eng Premier League,W 1-0,1,0,+1,23,1,0,0,0,1,0,0,0,31,Match Report
1895,Rennes,2025-03-30,1,@,Angers,fr Ligue 1,W 3-0,3,0,+3,57,3,0,0,0,1,0,0,0,41,Match Report
1896,Rennes,2025-03-08,1,,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,32,1,0,0,0,1,0,0,0,43,Match Report
1897,Rennes,2025-02-08,1,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,47,2,0,0,0,1,0,0,0,51,Match Report
1898,Rennes,2025-01-25,1,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,1,0,0,0,43,Match Report
1899,Rennes,2025-01-18,1,,Brest,fr Ligue 1,L 1-2,1,2,-1,68,1,0,0,0,1,0,0,0,53,Match Report
1900,Rennes,2024-12-08,1,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,53,0,0,0,0,1,0,0,0,33,Match Report
1901,Rennes,2024-10-05,1,,Monaco,fr Ligue 1,L 1-2,1,2,-1,58,1,0,0,0,1,0,0,0,63,Match Report
1902,Rennes,2024-09-27,1,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,39,0,1,1,0,1,0,0,0,49,Match Report
1903,Rennes,2024-09-21,1,,Lens,fr Ligue 1,D 1-1,1,1,0,40,0,1,1,0,1,1,0,0,44,Match Report
1904,Rennes,2024-09-15,1,,Montpellier,fr Ligue 1,W 3-0,3,0,+3,51,3,0,0,0,1,0,0,0,43,Match Report
1905,Rennes,2024-08-25,1,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,41,1,0,0,0,1,0,0,1,47,Match Report
1906,Rennes,2024-08-18,1,,Lyon,fr Ligue 1,W 3-0,3,0,+3,47,3,0,0,0,1,0,1,0,47,Match Report
1907,Bochum,2025-03-08,1,@,Bayern Munich,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,1,0,1,0,37,Match Report
1908,Bochum,2025-03-01,1,,Hoffenheim,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,1,0,0,0,41,Match Report
1909,Bochum,2025-02-22,1,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,1,0,0,0,44,Match Report
1910,Bochum,2025-02-15,1,,Dortmund,de Bundesliga,W 2-0,2,0,+2,31,2,0,0,0,1,0,0,0,52,Match Report
1911,Bochum,2025-02-01,1,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,1,0,0,0,50,Match Report
1912,Bochum,2025-01-11,1,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,1,0,0,0,53,Match Report
1913,Bochum,2024-12-07,1,,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,1,0,0,0,52,Match Report
1914,Bochum,2024-11-23,1,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,1,0,0,0,36,Match Report
1915,Bochum,2024-11-09,1,,Leverkusen,de Bundesliga,D 1-1,1,1,0,30,1,0,0,0,1,0,0,0,43,Match Report
1916,Bochum,2024-11-02,1,@,Eint Frankfurt,de Bundesliga,L 2-7,2,7,-5,36,2,0,0,0,1,0,0,0,46,Match Report
1917,Bochum,2024-08-31,1,,Gladbach,de Bundesliga,L 0-2,0,2,-2,39,0,0,0,0,1,0,0,0,35,Match Report
1918,Ipswich Town,2025-04-05,1,,Wolves,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,1,0,0,0,30,Match Report
1919,Ipswich Town,2025-03-15,1,,Nott'ham Forest,eng Premier League,L 2-4,2,4,-2,55,2,0,0,0,1,0,0,0,36,Match Report
1920,Ipswich Town,2025-01-25,1,@,Liverpool,eng Premier League,L 1-4,1,4,-3,30,1,0,0,0,1,0,0,0,41,Match Report
1921,Ipswich Town,2025-01-19,1,,Manchester City,eng Premier League,L 0-6,0,6,-6,33,0,0,0,0,1,0,0,0,28,Match Report
1922,Ipswich Town,2025-01-16,1,,Brighton,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,1,0,0,0,38,Match Report
1923,Ipswich Town,2025-01-05,1,@,Fulham,eng Premier League,D 2-2,2,2,0,27,1,1,1,0,1,1,2,0,34,Match Report
1924,Ipswich Town,2024-12-03,1,,Crystal Palace,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,1,0,0,0,47,Match Report
1925,Ipswich Town,2024-11-30,1,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,1,0,1,0,24,Match Report
1926,Ipswich Town,2024-10-26,1,@,Brentford,eng Premier League,L 3-4,3,4,-1,35,3,0,0,0,1,0,1,0,40,Match Report
1927,Ipswich Town,2024-10-19,1,,Everton,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,1,0,0,0,40,Match Report
1928,Ipswich Town,2024-10-05,1,@,West Ham,eng Premier League,L 1-4,1,4,-3,48,1,0,0,0,1,0,0,0,32,Match Report
1929,Ipswich Town,2024-09-21,1,@,Southampton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,1,0,0,0,37,Match Report
1930,Ipswich Town,2024-08-24,1,@,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,1,0,1,0,24,Match Report
1931,Manchester City,2025-03-15,1,,Brighton,eng Premier League,D 2-2,2,2,0,60,1,1,1,0,1,1,0,1,37,Match Report
1932,Manchester City,2025-03-08,1,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,1,0,0,0,39,Match Report
1933,Manchester City,2025-02-02,1,@,Arsenal,eng Premier League,L 1-5,1,5,-4,54,1,0,0,0,1,0,0,0,35,Match Report
1934,Manchester City,2025-01-19,1,@,Ipswich Town,eng Premier League,W 6-0,6,0,+6,67,6,0,0,0,1,0,0,0,35,Match Report
1935,Manchester City,2025-01-04,1,,West Ham,eng Premier League,W 4-1,4,1,+3,56,3,0,0,0,1,0,0,0,37,Match Report
1936,Manchester City,2024-12-04,1,,Nott'ham Forest,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,1,0,0,0,43,Match Report
1937,Manchester City,2024-11-09,1,@,Brighton,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,1,0,0,0,36,Match Report
1938,Manchester City,2024-10-26,1,,Southampton,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,1,0,0,0,32,Match Report
1939,Manchester City,2024-10-20,1,@,Wolves,eng Premier League,W 2-1,2,1,+1,77,2,0,0,0,1,0,0,0,43,Match Report
1940,Manchester City,2024-09-14,1,,Brentford,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,1,0,0,0,38,Match Report
1941,Manchester City,2024-08-31,1,@,West Ham,eng Premier League,W 3-1,3,1,+2,67,3,0,0,0,1,0,0,1,43,Match Report
1942,Manchester City,2024-08-18,1,@,Chelsea,eng Premier League,W 2-0,2,0,+2,52,2,0,0,0,1,0,0,0,41,Match Report
1943,Strasbourg,2025-03-09,1,@,Nantes,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,1,0,0,0,34,Match Report
1944,Strasbourg,2025-01-05,1,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,60,2,1,1,0,1,1,0,0,41,Match Report
1945,Strasbourg,2024-11-30,1,@,Brest,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,1,0,2,0,39,Match Report
1946,Strasbourg,2024-11-24,1,@,Nice,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,1,0,0,1,60,Match Report
1947,Strasbourg,2024-11-09,1,,Monaco,fr Ligue 1,L 1-3,1,3,-2,43,1,0,0,0,1,0,1,0,54,Match Report
1948,Strasbourg,2024-10-19,1,@,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,45,2,0,0,0,1,0,0,0,55,Match Report
1949,Strasbourg,2024-09-29,1,,Marseille,fr Ligue 1,W 1-0,1,0,+1,41,1,0,0,0,1,0,0,0,52,Match Report
1950,Cagliari,2025-03-16,1,@,Roma,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,1,0,0,0,40,Match Report
1951,Cagliari,2025-03-07,1,,Genoa,it Serie A,D 1-1,1,1,0,47,1,0,0,0,1,0,0,0,47,Match Report
1952,Cagliari,2025-03-02,1,@,Bologna,it Serie A,L 1-2,1,2,-1,39,1,0,0,0,1,0,1,0,40,Match Report
1953,Cagliari,2025-02-09,1,,Parma,it Serie A,W 2-1,2,1,+1,39,1,0,0,0,1,0,0,0,43,Match Report
1954,Cagliari,2025-02-03,1,,Lazio,it Serie A,L 1-2,1,2,-1,40,1,0,0,0,1,0,0,0,34,Match Report
1955,Cagliari,2025-01-24,1,@,Torino,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,1,0,0,0,28,Match Report
1956,Cagliari,2024-12-14,1,,Atalanta,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,1,0,0,0,48,Match Report
1957,Cagliari,2024-11-24,1,@,Genoa,it Serie A,D 2-2,2,2,0,48,0,2,2,0,1,1,0,0,41,Match Report
1958,Cagliari,2024-11-04,1,@,Lazio,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,1,0,1,0,31,Match Report
1959,Cagliari,2024-10-29,1,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,1,0,0,0,44,Match Report
1960,Cagliari,2024-10-25,1,@,Udinese,it Serie A,L 0-2,0,2,-2,36,0,0,0,0,1,0,0,0,37,Match Report
1961,Cagliari,2024-10-06,1,@,Juventus,it Serie A,D 1-1,1,1,0,27,0,1,1,0,1,1,1,0,33,Match Report
1962,Cagliari,2024-08-26,1,,Como,it Serie A,D 1-1,1,1,0,47,1,0,0,0,1,0,0,0,42,Match Report
1963,Leverkusen,2025-03-28,1,,Bochum,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,1,0,0,0,43,Match Report
1964,Leverkusen,2025-02-08,1,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,59,0,0,0,0,1,0,0,0,41,Match Report
1965,Leverkusen,2025-02-02,1,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,1,0,0,0,42,Match Report
1966,Leverkusen,2024-10-26,1,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,1,0,0,0,1,0,0,0,39,Match Report
1967,Leverkusen,2024-09-14,1,@,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,60,3,1,1,0,1,1,0,0,41,Match Report
1968,Lille,2025-04-05,1,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,44,1,0,0,0,1,0,1,0,45,Match Report
1969,Lille,2025-02-22,1,,Monaco,fr Ligue 1,W 2-1,2,1,+1,43,2,0,0,0,1,0,0,0,39,Match Report
1970,Lille,2025-02-01,1,,Saint-Étienne,fr Ligue 1,W 4-1,4,1,+3,67,3,1,1,0,1,1,1,0,58,Match Report
1971,Lille,2025-01-17,1,,Nice,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,1,0,0,0,49,Match Report
1972,Lille,2025-01-10,1,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,70,0,0,1,1,1,1,0,0,53,Match Report
1973,Lille,2025-01-04,1,,Nantes,fr Ligue 1,D 1-1,1,1,0,71,1,0,0,0,1,0,1,0,49,Match Report
