Rk,Team,Date,Off,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Off,PKwon,PKcon,OG,Recov,Match Report
1580,Fiorentina,2025-02-10,1,@,Inter,it Serie A,L 1-2,1,2,-1,38,0,1,1,0,1,0,0,1,28,Match Report
1581,Fiorentina,2025-01-13,1,@,Monza,it Serie A,L 1-2,1,2,-1,65,0,1,1,0,1,1,0,0,44,Match Report
1582,Fiorentina,2024-12-29,1,@,Juventus,it Serie A,D 2-2,2,2,0,38,2,0,0,0,1,0,0,0,37,Match Report
1583,Fiorentina,2024-12-08,1,,Cagliari,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,1,0,0,0,40,Match Report
1584,Fiorentina,2024-09-29,1,@,Empoli,it Serie A,D 0-0,0,0,0,62,0,0,0,0,1,0,0,0,47,Match Report
1585,Fiorentina,2024-09-01,1,,Monza,it Serie A,D 2-2,2,2,0,68,2,0,0,0,1,0,0,0,29,Match Report
1586,Fiorentina,2024-08-25,1,,Venezia,it Serie A,D 0-0,0,0,0,54,0,0,0,0,1,0,0,0,35,Match Report
1587,Crystal Palace,2025-02-02,1,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,1,0,0,0,56,Match Report
1588,Crystal Palace,2025-01-26,1,,Brentford,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,1,0,1,0,47,Match Report
1589,Crystal Palace,2024-12-26,1,@,Bournemouth,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,1,0,0,0,59,Match Report
1590,Crystal Palace,2024-12-21,1,,Arsenal,eng Premier League,L 1-5,1,5,-4,42,1,0,0,0,1,0,0,0,38,Match Report
1591,Crystal Palace,2024-12-15,1,@,Brighton,eng Premier League,W 3-1,3,1,+2,36,3,0,0,0,1,0,0,1,36,Match Report
1592,Crystal Palace,2024-12-03,1,@,Ipswich Town,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,1,0,0,0,43,Match Report
1593,Crystal Palace,2024-11-09,1,,Fulham,eng Premier League,L 0-2,0,2,-2,36,0,0,0,0,1,0,0,0,46,Match Report
1594,Crystal Palace,2024-11-02,1,@,Wolves,eng Premier League,D 2-2,2,2,0,43,2,0,0,0,1,0,0,0,42,Match Report
1595,Crystal Palace,2024-10-05,1,,Liverpool,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,1,0,0,0,49,Match Report
1596,Crystal Palace,2024-09-21,1,,Manchester Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,1,0,0,0,47,Match Report
1597,Crystal Palace,2024-09-01,1,@,Chelsea,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,1,0,0,0,31,Match Report
1598,Bournemouth,2025-04-05,1,@,West Ham,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,1,0,0,0,40,Match Report
1599,Bournemouth,2025-02-22,1,,Wolves,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,1,0,0,0,56,Match Report
1600,Bournemouth,2025-01-14,1,@,Chelsea,eng Premier League,D 2-2,2,2,0,43,1,1,1,0,1,1,0,0,39,Match Report
1601,Bournemouth,2025-01-04,1,,Everton,eng Premier League,W 1-0,1,0,+1,58,1,0,0,0,1,0,0,0,47,Match Report
1602,Bournemouth,2024-12-26,1,,Crystal Palace,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,1,0,0,0,62,Match Report
1603,Bournemouth,2024-12-16,1,,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,1,0,1,0,51,Match Report
1604,Bournemouth,2024-11-30,1,@,Wolves,eng Premier League,W 4-2,4,2,+2,40,1,3,3,0,1,3,0,0,52,Match Report
1605,Bournemouth,2024-11-09,1,@,Brentford,eng Premier League,L 2-3,2,3,-1,49,2,0,0,0,1,0,0,0,49,Match Report
1606,Bournemouth,2024-10-19,1,,Arsenal,eng Premier League,W 2-0,2,0,+2,49,1,1,1,0,1,1,0,0,41,Match Report
1607,Bournemouth,2024-10-05,1,@,Leicester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,1,0,0,0,49,Match Report
1608,Bournemouth,2024-09-30,1,,Southampton,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,1,0,0,0,57,Match Report
1609,Wolfsburg,2025-03-29,1,,Heidenheim,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,1,0,1,0,54,Match Report
1610,Wolfsburg,2025-03-15,1,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,1,0,0,0,47,Match Report
1611,Wolfsburg,2025-02-22,1,,Bochum,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,1,0,0,0,41,Match Report
1612,Wolfsburg,2025-01-14,1,,Gladbach,de Bundesliga,W 5-1,5,1,+4,35,4,1,1,0,1,1,0,0,40,Match Report
1613,Wolfsburg,2024-11-23,1,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,1,0,0,0,38,Match Report
1614,Wolfsburg,2024-10-05,1,@,Bochum,de Bundesliga,W 3-1,3,1,+2,42,3,0,1,1,1,1,0,0,31,Match Report
1615,Wolfsburg,2024-09-22,1,@,Leverkusen,de Bundesliga,L 3-4,3,4,-1,22,2,0,0,0,1,0,0,0,32,Match Report
1616,Wolfsburg,2024-08-31,1,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,46,2,0,0,0,1,0,0,0,32,Match Report
1617,Real Madrid,2025-02-01,1,@,Espanyol,es La Liga,L 0-1,0,1,-1,76,0,0,0,0,1,0,0,0,39,Match Report
1618,Real Madrid,2024-12-14,1,@,Rayo Vallecano,es La Liga,D 3-3,3,3,0,66,3,0,0,0,1,0,0,0,41,Match Report
1619,Real Madrid,2024-12-07,1,@,Girona,es La Liga,W 3-0,3,0,+3,58,3,0,0,0,1,0,0,0,31,Match Report
1620,Real Madrid,2024-11-24,1,@,Leganés,es La Liga,W 3-0,3,0,+3,67,3,0,0,0,1,0,0,0,44,Match Report
1621,Real Madrid,2024-10-19,1,@,Celta Vigo,es La Liga,W 2-1,2,1,+1,53,2,0,0,0,1,0,0,0,46,Match Report
1622,Real Madrid,2024-10-05,1,,Villarreal,es La Liga,W 2-0,2,0,+2,55,2,0,0,0,1,0,0,0,37,Match Report
1623,Real Madrid,2024-09-14,1,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,52,0,2,2,0,1,1,0,0,34,Match Report
1624,Real Madrid,2024-09-01,1,,Betis,es La Liga,W 2-0,2,0,+2,60,1,1,1,0,1,1,0,0,35,Match Report
1625,St. Pauli,2025-02-22,1,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,47,0,0,0,0,1,0,0,0,39,Match Report
1626,St. Pauli,2025-01-26,1,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,1,0,0,0,39,Match Report
1627,St. Pauli,2025-01-18,1,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,40,1,1,1,0,1,1,0,0,43,Match Report
1628,St. Pauli,2024-10-18,1,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,26,1,0,0,0,1,0,0,0,30,Match Report
1629,St. Pauli,2024-10-05,1,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,1,0,0,0,40,Match Report
1630,St. Pauli,2024-09-28,1,@,Freiburg,de Bundesliga,W 3-0,3,0,+3,27,3,0,0,0,1,0,1,0,31,Match Report
1631,St. Pauli,2024-08-25,1,,Heidenheim,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,1,0,0,0,55,Match Report
1632,Marseille,2025-02-22,1,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,79,0,0,0,0,1,0,1,0,51,Match Report
1633,Marseille,2025-02-09,1,@,Angers,fr Ligue 1,W 2-0,2,0,+2,78,2,0,0,0,1,0,0,0,43,Match Report
1634,Marseille,2025-01-19,1,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,69,0,1,1,0,1,1,0,0,45,Match Report
1635,Marseille,2024-11-23,1,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,1,0,0,0,44,Match Report
1636,Marseille,2024-11-03,1,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,73,2,0,0,0,1,0,0,0,41,Match Report
1637,Marseille,2024-09-14,1,,Nice,fr Ligue 1,W 2-0,2,0,+2,56,2,0,0,0,1,0,0,0,37,Match Report
1638,Stuttgart,2025-04-05,1,@,Bochum,de Bundesliga,W 4-0,4,0,+4,46,4,0,0,0,1,0,0,0,40,Match Report
1639,Stuttgart,2025-03-16,1,,Leverkusen,de Bundesliga,L 3-4,3,4,-1,43,2,0,0,0,1,0,0,1,45,Match Report
1640,Stuttgart,2025-03-08,1,@,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,48,2,0,0,0,1,0,0,0,33,Match Report
1641,Stuttgart,2025-02-23,1,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,1,0,0,0,52,Match Report
1642,Stuttgart,2024-12-21,1,,St. Pauli,de Bundesliga,L 0-1,0,1,-1,72,0,0,0,0,1,0,1,0,38,Match Report
1643,Stuttgart,2024-11-30,1,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,2,0,0,0,1,0,0,0,44,Match Report
1644,Auxerre,2025-03-09,1,@,Reims,fr Ligue 1,W 2-0,2,0,+2,43,2,0,0,0,1,0,0,0,35,Match Report
1645,Auxerre,2025-02-14,1,@,Brest,fr Ligue 1,D 2-2,2,2,0,36,2,0,0,0,1,0,0,0,47,Match Report
1646,Auxerre,2025-01-19,1,@,Angers,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,1,0,0,1,39,Match Report
1647,Auxerre,2024-09-22,1,@,Montpellier,fr Ligue 1,L 2-3,2,3,-1,46,2,0,0,0,1,0,0,0,42,Match Report
1648,Auxerre,2024-09-14,1,,Monaco,fr Ligue 1,L 0-3,0,3,-3,41,0,0,0,0,1,0,0,0,55,Match Report
1649,Auxerre,2024-08-25,1,@,Nantes,fr Ligue 1,L 0-2,0,2,-2,64,0,0,0,0,1,0,0,0,43,Match Report
1650,Le Havre,2025-04-06,1,@,Montpellier,fr Ligue 1,W 2-0,2,0,+2,45,2,0,0,0,1,0,0,0,45,Match Report
1651,Le Havre,2024-11-10,1,,Reims,fr Ligue 1,L 0-3,0,3,-3,55,0,0,0,0,1,0,0,0,32,Match Report
1652,Le Havre,2024-09-28,1,,Lille,fr Ligue 1,L 0-3,0,3,-3,38,0,0,0,0,1,0,1,0,37,Match Report
1653,Le Havre,2024-08-16,1,,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,24,1,0,0,0,1,0,1,0,42,Match Report
1654,Werder Bremen,2025-03-01,1,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,56,1,0,0,0,1,0,0,0,42,Match Report
1655,Werder Bremen,2025-02-07,1,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,25,0,0,0,0,1,0,2,0,32,Match Report
1656,Werder Bremen,2025-01-31,1,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,38,1,0,1,1,1,1,0,0,46,Match Report
1657,Werder Bremen,2025-01-15,1,,Heidenheim,de Bundesliga,D 3-3,3,3,0,52,3,0,0,0,1,0,0,0,37,Match Report
1658,Werder Bremen,2024-12-21,1,,Union Berlin,de Bundesliga,W 4-1,4,1,+3,54,4,0,0,0,1,0,0,0,48,Match Report
1659,Werder Bremen,2024-11-03,1,@,Gladbach,de Bundesliga,L 1-4,1,4,-3,53,1,0,0,0,1,0,0,1,53,Match Report
1660,Werder Bremen,2024-09-29,1,@,Hoffenheim,de Bundesliga,W 4-3,4,3,+1,64,4,0,0,0,1,0,0,0,35,Match Report
1661,Werder Bremen,2024-09-15,1,@,Mainz 05,de Bundesliga,W 2-1,2,1,+1,42,1,1,1,0,1,1,0,0,39,Match Report
1662,Genoa,2025-03-14,1,,Lecce,it Serie A,W 2-1,2,1,+1,44,2,0,0,0,1,0,1,0,56,Match Report
1663,Genoa,2025-02-08,1,@,Torino,it Serie A,D 1-1,1,1,0,43,1,0,0,0,1,0,0,1,44,Match Report
1664,Genoa,2025-01-17,1,@,Roma,it Serie A,L 1-3,1,3,-2,48,1,0,0,0,1,0,0,1,39,Match Report
1665,Genoa,2025-01-05,1,@,Lecce,it Serie A,D 0-0,0,0,0,37,0,0,0,0,1,0,0,0,42,Match Report
1666,Genoa,2024-12-28,1,@,Empoli,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,1,0,1,0,40,Match Report
1667,Genoa,2024-12-07,1,,Torino,it Serie A,D 0-0,0,0,0,52,0,0,0,0,1,0,0,0,55,Match Report
1668,Genoa,2024-10-31,1,,Fiorentina,it Serie A,L 0-1,0,1,-1,33,0,0,0,0,1,0,0,0,28,Match Report
1669,Genoa,2024-10-05,1,@,Atalanta,it Serie A,L 1-5,1,5,-4,37,1,0,0,0,1,0,1,0,32,Match Report
1670,Genoa,2024-09-15,1,,Roma,it Serie A,D 1-1,1,1,0,48,1,0,0,0,1,0,0,0,43,Match Report
1671,Genoa,2024-09-01,1,,Hellas Verona,it Serie A,L 0-2,0,2,-2,58,0,0,0,0,1,0,1,0,31,Match Report
1672,Genoa,2024-08-24,1,@,Monza,it Serie A,W 1-0,1,0,+1,31,1,0,0,0,1,0,0,0,34,Match Report
1673,Angers,2025-03-30,1,,Rennes,fr Ligue 1,L 0-3,0,3,-3,43,0,0,0,0,1,0,0,0,36,Match Report
1674,Angers,2025-03-15,1,,Monaco,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,1,0,1,0,53,Match Report
1675,Angers,2025-03-02,1,,Toulouse,fr Ligue 1,L 0-4,0,4,-4,46,0,0,0,0,1,0,0,0,51,Match Report
1676,Angers,2025-02-02,1,,Le Havre,fr Ligue 1,D 1-1,1,1,0,59,1,0,0,0,1,0,0,0,38,Match Report
1677,Angers,2025-01-26,1,@,Lens,fr Ligue 1,L 0-1,0,1,-1,36,0,0,0,0,1,0,0,0,52,Match Report
1678,Angers,2025-01-12,1,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,1,0,1,0,43,Match Report
1679,Angers,2025-01-05,1,,Brest,fr Ligue 1,W 2-0,2,0,+2,39,2,0,0,0,1,0,0,0,33,Match Report
1680,Angers,2024-12-01,1,@,Le Havre,fr Ligue 1,W 1-0,1,0,+1,45,1,0,0,0,1,0,0,0,41,Match Report
1681,Angers,2024-11-24,1,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,1,0,0,0,46,Match Report
1682,Angers,2024-10-20,1,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,35,1,0,1,1,1,1,0,0,38,Match Report
1683,Angers,2024-09-15,1,@,Strasbourg,fr Ligue 1,D 1-1,1,1,0,48,1,0,0,0,1,0,0,0,55,Match Report
1684,Lazio,2025-04-06,1,@,Atalanta,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,1,0,0,0,46,Match Report
1685,Lazio,2025-03-10,1,,Udinese,it Serie A,D 1-1,1,1,0,49,1,0,0,0,1,0,0,0,32,Match Report
1686,Lazio,2025-03-02,1,@,Milan,it Serie A,W 2-1,2,1,+1,39,1,1,1,0,1,1,0,0,43,Match Report
1687,Lazio,2025-02-22,1,@,Venezia,it Serie A,D 0-0,0,0,0,63,0,0,0,0,1,0,0,0,38,Match Report
1688,Lazio,2025-02-15,1,,Napoli,it Serie A,D 2-2,2,2,0,53,2,0,0,0,1,0,0,1,38,Match Report
1689,Lazio,2025-01-10,1,,Como,it Serie A,D 1-1,1,1,0,37,1,0,0,0,1,0,0,0,35,Match Report
1690,Lazio,2024-12-21,1,@,Lecce,it Serie A,W 2-1,2,1,+1,59,1,1,1,0,1,0,0,0,45,Match Report
1691,Lazio,2024-12-16,1,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,1,0,1,0,37,Match Report
1692,Lazio,2024-10-27,1,,Genoa,it Serie A,W 3-0,3,0,+3,61,3,0,0,0,1,0,0,0,51,Match Report
1693,Lazio,2024-10-06,1,,Empoli,it Serie A,W 2-1,2,1,+1,58,2,0,1,1,1,1,0,0,49,Match Report
1694,Lazio,2024-09-29,1,@,Torino,it Serie A,W 3-2,3,2,+1,43,3,0,0,0,1,0,0,0,40,Match Report
1695,Lazio,2024-09-22,1,@,Fiorentina,it Serie A,L 1-2,1,2,-1,54,1,0,0,0,1,0,2,0,26,Match Report
1696,Getafe,2025-03-02,1,@,Leganés,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,1,0,0,0,37,Match Report
1697,Getafe,2024-12-09,1,,Espanyol,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,1,0,0,0,45,Match Report
1698,Getafe,2024-10-20,1,@,Villarreal,es La Liga,D 1-1,1,1,0,44,0,1,1,0,1,1,0,0,38,Match Report
1699,Union Berlin,2025-04-06,1,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,1,0,0,0,35,Match Report
1700,Union Berlin,2025-03-30,1,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,28,2,0,0,0,1,0,0,0,26,Match Report
1701,Union Berlin,2025-03-15,1,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,20,1,0,0,0,1,0,0,0,33,Match Report
1702,Union Berlin,2025-03-02,1,,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,1,0,0,0,38,Match Report
1703,Union Berlin,2025-01-11,1,@,Heidenheim,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,1,0,0,0,49,Match Report
1704,Union Berlin,2024-12-14,1,,Bochum,de Bundesliga,L 0-2,0,2,-2,69,1,0,0,0,1,0,0,0,36,Match Report
1705,Union Berlin,2024-11-30,1,,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,1,0,0,0,39,Match Report
1706,Union Berlin,2024-09-28,1,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,1,0,0,0,29,Match Report
1707,Union Berlin,2024-09-21,1,,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,1,0,0,0,41,Match Report
1708,Union Berlin,2024-09-14,1,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,33,0,0,0,0,1,0,1,0,45,Match Report
1709,Union Berlin,2024-08-24,1,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,1,0,0,0,32,Match Report
1710,West Ham,2025-03-10,1,,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,1,0,0,0,39,Match Report
1711,West Ham,2025-02-27,1,,Leicester City,eng Premier League,W 2-0,2,0,+2,58,1,0,0,0,1,0,0,0,41,Match Report
1712,West Ham,2025-02-03,1,@,Chelsea,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,1,0,0,1,36,Match Report
1713,West Ham,2025-01-18,1,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,1,0,1,0,44,Match Report
1714,West Ham,2024-12-16,1,@,Bournemouth,eng Premier League,D 1-1,1,1,0,48,0,1,1,0,1,0,0,0,53,Match Report
1715,West Ham,2024-11-30,1,,Arsenal,eng Premier League,L 2-5,2,5,-3,40,2,0,0,0,1,0,2,0,29,Match Report
1716,West Ham,2024-11-09,1,,Everton,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,1,0,0,0,39,Match Report
1717,West Ham,2024-11-02,1,@,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,1,0,0,0,33,Match Report
1718,West Ham,2024-10-19,1,@,Tottenham,eng Premier League,L 1-4,1,4,-3,43,1,0,0,0,1,0,0,1,34,Match Report
1719,West Ham,2024-08-17,1,,Aston Villa,eng Premier League,L 1-2,1,2,-1,52,0,1,1,0,1,1,0,0,39,Match Report
1720,Leganés,2025-03-02,1,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,1,0,0,0,48,Match Report
1721,Leganés,2025-01-26,1,@,Athletic Club,es La Liga,D 0-0,0,0,0,32,0,0,0,0,1,0,0,0,31,Match Report
1722,Leganés,2025-01-11,1,@,Espanyol,es La Liga,D 1-1,1,1,0,47,1,0,0,0,1,0,0,0,41,Match Report
1723,Leganés,2024-12-15,1,@,Barcelona,es La Liga,W 1-0,1,0,+1,21,1,0,0,0,1,0,0,0,54,Match Report
1724,Leganés,2024-10-20,1,@,Atlético Madrid,es La Liga,L 1-3,1,3,-2,37,1,0,0,0,1,0,0,0,47,Match Report
1725,Leganés,2024-09-22,1,@,Getafe,es La Liga,D 1-1,1,1,0,41,1,0,0,0,1,0,1,0,36,Match Report
1726,Leganés,2024-09-13,1,@,Betis,es La Liga,L 0-2,0,2,-2,36,0,0,0,0,1,0,0,0,37,Match Report
1727,Leganés,2024-08-25,1,,Las Palmas,es La Liga,W 2-1,2,1,+1,39,2,0,1,1,1,1,0,0,38,Match Report
1728,Reims,2025-03-29,1,,Marseille,fr Ligue 1,W 3-1,3,1,+2,20,3,0,0,0,1,0,0,0,31,Match Report
1729,Reims,2025-03-16,1,@,Brest,fr Ligue 1,D 0-0,0,0,0,29,0,0,0,0,1,0,0,0,34,Match Report
1730,Reims,2025-01-19,1,,Le Havre,fr Ligue 1,D 1-1,1,1,0,55,1,0,0,0,1,0,0,0,46,Match Report
1731,Reims,2024-12-14,1,,Monaco,fr Ligue 1,D 0-0,0,0,0,36,0,0,0,0,1,0,0,0,57,Match Report
1732,Reims,2024-11-29,1,,Lens,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,1,0,0,0,36,Match Report
1733,Reims,2024-09-29,1,@,Angers,fr Ligue 1,W 3-1,3,1,+2,47,3,0,0,0,1,0,0,0,48,Match Report
1734,Reims,2024-09-21,1,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,1,0,0,0,47,Match Report
1735,Reims,2024-08-25,1,@,Marseille,fr Ligue 1,D 2-2,2,2,0,34,2,0,0,0,1,0,0,0,46,Match Report
1736,Liverpool,2025-02-01,1,@,Bournemouth,eng Premier League,W 2-0,2,0,+2,51,1,1,1,0,1,1,0,0,43,Match Report
1737,Liverpool,2025-01-14,1,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,1,0,0,0,40,Match Report
1738,Liverpool,2024-11-24,1,@,Southampton,eng Premier League,W 3-2,3,2,+1,62,2,1,1,0,1,0,1,0,42,Match Report
1739,Liverpool,2024-11-09,1,,Aston Villa,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,1,0,0,0,47,Match Report
1740,Liverpool,2024-11-02,1,,Brighton,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,1,0,0,0,46,Match Report
1741,Liverpool,2024-10-27,1,@,Arsenal,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,1,0,0,0,31,Match Report
1742,Liverpool,2024-08-25,1,,Brentford,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,1,0,0,0,47,Match Report
1743,Aston Villa,2025-02-22,1,,Chelsea,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,1,0,0,0,41,Match Report
1744,Aston Villa,2025-01-15,1,@,Everton,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,1,0,0,0,45,Match Report
1745,Aston Villa,2025-01-04,1,,Leicester City,eng Premier League,W 2-1,2,1,+1,60,2,0,0,0,1,0,0,0,39,Match Report
1746,Aston Villa,2024-12-01,1,@,Chelsea,eng Premier League,L 0-3,0,3,-3,36,0,0,0,0,1,0,0,0,29,Match Report
1747,Aston Villa,2024-11-23,1,,Crystal Palace,eng Premier League,D 2-2,2,2,0,69,2,0,1,1,1,1,0,0,51,Match Report
1748,Aston Villa,2024-11-09,1,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,1,0,0,0,46,Match Report
1749,Aston Villa,2024-09-29,1,@,Ipswich Town,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,1,0,0,0,33,Match Report
1750,Aston Villa,2024-09-21,1,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,1,0,0,0,36,Match Report
1751,Aston Villa,2024-09-14,1,,Everton,eng Premier League,W 3-2,3,2,+1,72,3,0,0,0,1,0,0,0,37,Match Report
1752,Aston Villa,2024-08-31,1,@,Leicester City,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,1,0,0,0,38,Match Report
1753,Aston Villa,2024-08-17,1,@,West Ham,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,1,0,1,0,38,Match Report
1754,Wolves,2025-04-05,1,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,1,0,0,0,40,Match Report
1755,Wolves,2025-04-01,1,,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,1,0,0,0,43,Match Report
1756,Wolves,2025-03-15,1,@,Southampton,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,1,0,0,0,47,Match Report
1757,Wolves,2025-02-25,1,,Fulham,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,1,0,0,0,42,Match Report
1758,Wolves,2025-02-22,1,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,1,0,0,0,48,Match Report
1759,Wolves,2025-01-15,1,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,1,0,0,0,55,Match Report
1760,Wolves,2025-01-06,1,,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,1,0,0,0,42,Match Report
1761,Wolves,2024-12-22,1,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,1,0,0,0,50,Match Report
1762,Wolves,2024-12-09,1,@,West Ham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,1,0,0,0,47,Match Report
1763,Wolves,2024-11-23,1,@,Fulham,eng Premier League,W 4-1,4,1,+3,41,4,0,0,0,1,0,0,0,48,Match Report
1764,Wolves,2024-10-26,1,@,Brighton,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,1,0,0,0,46,Match Report
1765,Wolves,2024-10-05,1,@,Brentford,eng Premier League,L 3-5,3,5,-2,56,3,0,0,0,1,0,1,0,42,Match Report
1766,Wolves,2024-09-28,1,,Liverpool,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,1,0,1,0,38,Match Report
1767,Wolves,2024-08-17,1,@,Arsenal,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,1,0,0,0,36,Match Report
1768,Alavés,2025-04-05,1,@,Girona,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,1,0,0,0,36,Match Report
1769,Alavés,2025-03-29,1,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,1,1,0,0,59,Match Report
1770,Alavés,2025-03-02,1,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,1,0,0,0,42,Match Report
1771,Alavés,2025-01-27,1,,Celta Vigo,es La Liga,D 1-1,1,1,0,49,0,1,1,0,1,0,0,0,52,Match Report
1772,Alavés,2025-01-11,1,,Girona,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,1,0,0,0,42,Match Report
1773,Alavés,2024-11-30,1,,Leganés,es La Liga,D 1-1,1,1,0,60,1,0,0,0,1,0,0,0,43,Match Report
1774,Alavés,2024-11-09,1,@,Villarreal,es La Liga,L 0-3,0,3,-3,38,0,0,0,0,1,0,1,0,35,Match Report
1775,Alavés,2024-09-24,1,@,Real Madrid,es La Liga,L 2-3,2,3,-1,32,2,0,0,0,1,0,0,0,50,Match Report
1776,Alavés,2024-09-20,1,,Sevilla,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,1,0,0,0,34,Match Report
