Rk,Team,Date,Cmp,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Match Report
1588,Bayern Munich,2025-02-15,364,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,43,0,0,0,0,364,458,79.5,2,18,1,0,18,6628,2373,147,178,82.6,168,185,90.8,38,69,55.1,Match Report
1589,Gladbach,2024-10-25,364,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,364,477,76.3,6,25,8,2,28,6674,2685,141,167,84.4,183,215,85.1,33,73,45.2,Match Report
1590,Toulouse,2024-12-13,364,,Saint-Étienne,fr Ligue 1,W 2-1,2,1,+1,39,2,0,0,0,364,450,80.9,11,20,10,1,44,6191,2167,164,186,88.2,171,194,88.1,23,47,48.9,Match Report
1591,Marseille,2025-03-16,364,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,40,1,0,0,0,364,438,83.1,5,17,5,0,25,5493,1924,201,219,91.8,132,151,87.4,20,36,55.6,Match Report
1592,Auxerre,2024-08-18,364,,Nice,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,364,441,82.5,14,24,9,4,38,7090,2867,148,169,87.6,159,178,89.3,51,77,66.2,Match Report
1593,Genoa,2025-02-02,364,@,Fiorentina,it Serie A,L 1-2,1,2,-1,59,1,0,0,0,364,485,75.1,15,34,11,6,46,6901,2309,120,151,79.5,206,246,83.7,35,69,50.7,Match Report
1594,Wolves,2024-09-21,364,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,47,1,0,0,0,364,432,84.3,7,15,4,2,16,6273,1902,167,182,91.8,149,163,91.4,35,57,61.4,Match Report
1595,Leicester City,2025-03-09,364,@,Chelsea,eng Premier League,L 0-1,0,1,-1,44,0,0,0,0,364,462,78.8,2,27,2,1,34,6075,2082,179,197,90.9,145,166,87.3,28,70,40.0,Match Report
1596,RB Leipzig,2024-12-15,364,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,44,2,0,0,0,364,440,82.7,15,25,11,1,29,5666,2228,199,212,93.9,129,150,86.0,22,51,43.1,Match Report
1597,Bochum,2024-11-23,364,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,364,461,79.0,4,18,7,2,24,7659,2999,103,118,87.3,197,221,89.1,55,94,58.5,Match Report
1598,Napoli,2024-10-20,364,@,Empoli,it Serie A,W 1-0,1,0,+1,50,0,1,1,0,364,436,83.5,8,19,4,0,27,6659,2159,154,168,91.7,173,196,88.3,32,59,54.2,Match Report
1599,Atlético Madrid,2024-09-22,364,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,364,473,77.0,7,30,4,0,21,6521,2437,165,192,85.9,158,197,80.2,34,67,50.7,Match Report
1600,Lecce,2025-01-19,364,@,Cagliari,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,364,462,78.8,5,22,6,3,31,6443,2238,161,184,87.5,162,180,90.0,34,74,45.9,Match Report
1601,Hoffenheim,2024-09-14,363,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,40,1,0,0,0,363,441,82.3,11,35,8,1,35,5912,2046,192,208,92.3,138,162,85.2,25,50,50.0,Match Report
1602,Arsenal,2025-02-02,363,,Manchester City,eng Premier League,W 5-1,5,1,+4,46,5,0,0,0,363,430,84.4,9,26,8,0,36,5557,1923,211,219,96.3,123,142,86.6,19,44,43.2,Match Report
1603,Bologna,2025-02-01,363,,Como,it Serie A,W 2-0,2,0,+2,50,2,0,0,0,363,438,82.9,10,26,9,4,27,6632,2193,152,163,93.3,151,165,91.5,46,74,62.2,Match Report
1604,Fiorentina,2024-12-08,363,,Cagliari,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,363,468,77.6,5,22,6,1,37,6643,2202,152,174,87.4,181,213,85.0,29,74,39.2,Match Report
1605,Bournemouth,2024-08-17,363,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,363,485,74.8,7,33,6,0,49,6628,2447,153,177,86.4,166,197,84.3,39,85,45.9,Match Report
1606,Wolfsburg,2024-10-26,363,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,46,0,0,0,0,363,463,78.4,8,32,5,0,39,7241,2440,124,148,83.8,187,217,86.2,47,82,57.3,Match Report
1607,Le Havre,2024-11-10,363,,Reims,fr Ligue 1,L 0-3,0,3,-3,55,0,0,0,0,363,457,79.4,6,19,8,4,34,6287,2081,155,171,90.6,167,186,89.8,29,71,40.8,Match Report
1608,Werder Bremen,2024-12-07,363,@,Bochum,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,363,476,76.3,9,18,5,0,31,6135,2379,175,200,87.5,152,182,83.5,31,70,44.3,Match Report
1609,Lazio,2024-12-08,363,@,Napoli,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,363,435,83.4,5,27,4,1,26,7036,2389,125,144,86.8,187,204,91.7,40,66,60.6,Match Report
1610,Lazio,2024-10-31,363,@,Como,it Serie A,W 5-1,5,1,+4,49,4,1,1,0,363,442,82.1,8,27,7,3,34,6956,2291,147,165,89.1,158,177,89.3,51,81,63.0,Match Report
1611,Leganés,2024-09-19,363,,Athletic Club,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,363,477,76.1,8,21,8,4,22,6704,2444,148,176,84.1,173,203,85.2,37,80,46.3,Match Report
1612,Espanyol,2024-09-29,363,@,Betis,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,363,444,81.8,7,20,6,3,25,6379,2307,156,174,89.7,163,184,88.6,37,69,53.6,Match Report
1613,RB Leipzig,2024-10-26,363,,Freiburg,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,363,456,79.6,10,27,10,3,26,6055,2379,178,201,88.6,157,190,82.6,22,44,50.0,Match Report
1614,Cagliari,2024-09-15,363,,Napoli,it Serie A,L 0-4,0,4,-4,51,0,0,0,0,363,470,77.2,12,27,6,2,37,6339,2413,173,199,86.9,149,183,81.4,35,69,50.7,Match Report
1615,Everton,2025-01-15,363,,Aston Villa,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,363,468,77.6,6,38,5,2,28,6758,2254,159,186,85.5,152,180,84.4,47,79,59.5,Match Report
1616,Parma,2024-09-16,363,,Udinese,it Serie A,L 2-3,2,3,-1,47,2,0,0,0,363,449,80.8,7,13,6,1,21,6672,2019,139,159,87.4,159,182,87.4,48,76,63.2,Match Report
1617,Mallorca,2025-02-16,362,,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,362,467,77.5,8,26,9,2,39,6776,2702,159,175,90.9,165,207,79.7,36,69,52.2,Match Report
1618,Crystal Palace,2024-12-26,362,@,Bournemouth,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,362,465,77.8,9,30,10,4,40,6900,2840,146,169,86.4,176,204,86.3,39,78,50.0,Match Report
1619,Bournemouth,2024-12-16,362,,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,362,491,73.7,19,32,13,1,50,6941,2716,137,167,82.0,170,206,82.5,47,99,47.5,Match Report
1620,Girona,2024-09-15,362,,Barcelona,es La Liga,L 1-4,1,4,-3,45,1,0,0,0,362,427,84.8,9,27,9,5,29,6191,2246,174,187,93.0,146,161,90.7,36,54,66.7,Match Report
1621,Venezia,2024-10-27,362,@,Monza,it Serie A,D 2-2,2,2,0,54,2,0,0,0,362,458,79.0,6,32,7,2,40,6443,2396,153,181,84.5,175,197,88.8,31,61,50.8,Match Report
1622,Rennes,2025-02-02,362,,Strasbourg,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,362,470,77.0,8,25,6,3,29,6321,1949,150,178,84.3,163,192,84.9,31,66,47.0,Match Report
1623,Celta Vigo,2025-01-10,362,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,50,1,0,0,0,362,478,75.7,15,42,11,4,43,6529,2727,160,191,83.8,160,184,87.0,36,77,46.8,Match Report
1624,Betis,2025-03-01,362,,Real Madrid,es La Liga,W 2-1,2,1,+1,42,1,1,1,0,362,426,85.0,12,33,5,1,39,5708,2040,183,199,92.0,133,153,86.9,28,48,58.3,Match Report
1625,Betis,2025-01-18,362,,Alavés,es La Liga,L 1-3,1,3,-2,50,1,0,0,0,362,470,77.0,7,20,5,2,26,6765,2474,155,183,84.7,144,177,81.4,49,75,65.3,Match Report
1626,Lecce,2024-08-19,362,,Atalanta,it Serie A,L 0-4,0,4,-4,48,0,0,0,0,362,451,80.3,16,31,11,6,28,6520,2503,162,189,85.7,160,185,86.5,40,75,53.3,Match Report
1627,Osasuna,2024-12-21,361,,Athletic Club,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,361,482,74.9,2,23,3,3,36,7077,2867,133,161,82.6,164,202,81.2,51,87,58.6,Match Report
1628,Nice,2024-12-01,361,@,Lyon,fr Ligue 1,L 1-4,1,4,-3,47,1,0,0,0,361,457,79.0,10,34,12,2,43,5898,2064,191,217,88.0,135,164,82.3,28,51,54.9,Match Report
1629,Arsenal,2024-10-19,361,@,Bournemouth,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,361,470,76.8,3,25,2,1,25,6147,2354,182,207,87.9,143,172,83.1,27,59,45.8,Match Report
1630,Monza,2024-12-28,361,@,Parma,it Serie A,L 1-2,1,2,-1,56,1,0,0,0,361,460,78.5,7,30,4,3,25,6187,1993,147,166,88.6,181,217,83.4,23,46,50.0,Match Report
1631,Auxerre,2025-03-14,361,@,Nice,fr Ligue 1,D 1-1,1,1,0,49,1,0,0,0,361,454,79.5,7,12,3,1,23,5956,2036,164,178,92.1,147,166,88.6,29,72,40.3,Match Report
1632,Girona,2025-02-23,361,@,Real Madrid,es La Liga,L 0-2,0,2,-2,37,0,0,0,0,361,414,87.2,5,33,2,0,29,6454,2130,166,180,92.2,157,169,92.9,33,50,66.0,Match Report
1633,Leicester City,2024-12-14,361,@,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,41,0,0,0,0,361,466,77.5,3,15,6,0,25,5395,2017,210,234,89.7,116,139,83.5,23,57,40.4,Match Report
1634,Ipswich Town,2024-09-29,361,,Aston Villa,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,361,441,81.9,13,31,8,2,32,6330,2347,168,182,92.3,159,175,90.9,30,67,44.8,Match Report
1635,Hellas Verona,2024-09-16,360,@,Lazio,it Serie A,L 1-2,1,2,-1,45,1,0,0,0,360,447,80.5,6,22,1,1,32,6153,2062,155,170,91.2,166,191,86.9,28,58,48.3,Match Report
1636,Heidenheim,2025-01-15,360,@,Werder Bremen,de Bundesliga,D 3-3,3,3,0,48,3,0,0,0,360,477,75.5,11,32,7,2,36,7238,2786,128,166,77.1,185,218,84.9,47,82,57.3,Match Report
1637,Villarreal,2024-09-26,360,@,Espanyol,es La Liga,W 2-1,2,1,+1,44,2,0,0,0,360,432,83.3,15,27,4,1,31,6699,2667,155,176,88.1,167,197,84.8,35,52,67.3,Match Report
1638,Athletic Club,2024-08-28,360,,Valencia,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,360,467,77.1,8,29,10,4,36,6707,2256,143,178,80.3,177,204,86.8,36,75,48.0,Match Report
1639,Bournemouth,2024-09-21,360,@,Liverpool,eng Premier League,L 0-3,0,3,-3,42,0,0,0,0,360,442,81.4,14,28,10,1,42,6752,2440,150,169,88.8,172,196,87.8,38,66,57.6,Match Report
1640,Stuttgart,2024-11-01,360,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,360,453,79.5,3,28,5,0,25,6330,2694,169,188,89.9,142,171,83.0,39,77,50.6,Match Report
1641,Getafe,2025-03-30,360,,Villarreal,es La Liga,L 1-2,1,2,-1,55,1,0,0,0,360,491,73.3,7,54,6,4,38,6544,2440,176,207,85.0,125,152,82.2,48,103,46.6,Match Report
1642,Union Berlin,2025-01-11,360,@,Heidenheim,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,360,454,79.3,6,25,3,2,27,6068,2418,167,185,90.3,138,165,83.6,39,68,57.4,Match Report
1643,Liverpool,2025-02-19,360,@,Aston Villa,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,360,448,80.4,16,30,12,2,34,6528,2178,166,183,90.7,143,167,85.6,41,64,64.1,Match Report
1644,Mainz 05,2025-04-05,360,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,360,491,73.3,10,39,16,6,53,6807,2945,164,199,82.4,149,179,83.2,43,85,50.6,Match Report
1645,Ipswich Town,2024-08-31,360,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,360,434,82.9,9,28,3,1,26,6295,1931,163,174,93.7,158,178,88.8,29,58,50.0,Match Report
1646,Brentford,2024-12-04,360,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,51,1,0,0,0,360,443,81.3,7,28,7,2,36,6063,2137,199,220,90.5,110,134,82.1,45,69,65.2,Match Report
1647,Juventus,2025-03-29,360,,Genoa,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,360,460,78.3,8,23,4,1,32,6284,2439,170,197,86.3,151,175,86.3,30,59,50.8,Match Report
1648,Nice,2025-01-17,359,@,Lille,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,359,459,78.2,10,19,5,1,27,6280,2111,162,189,85.7,156,181,86.2,35,72,48.6,Match Report
1649,Arsenal,2025-01-25,359,@,Wolves,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,359,451,79.6,7,33,5,3,29,5762,1982,179,202,88.6,152,176,86.4,21,54,38.9,Match Report
1650,Montpellier,2024-09-22,359,,Auxerre,fr Ligue 1,W 3-2,3,2,+1,54,3,0,0,0,359,482,74.5,14,31,8,2,40,6970,2856,149,180,82.8,157,188,83.5,51,98,52.0,Match Report
1651,Le Havre,2025-03-30,359,,Nantes,fr Ligue 1,W 3-2,3,2,+1,52,1,2,2,0,359,442,81.2,9,24,7,3,34,6393,2237,154,176,87.5,162,194,83.5,35,53,66.0,Match Report
1652,Aston Villa,2024-10-06,359,,Manchester Utd,eng Premier League,D 0-0,0,0,0,53,0,0,0,0,359,454,79.1,8,30,8,1,38,6144,2102,156,178,87.6,172,201,85.6,23,51,45.1,Match Report
1653,Wolves,2025-04-01,359,,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,359,447,80.3,7,20,5,0,21,5562,1740,178,194,91.8,137,160,85.6,19,48,39.6,Match Report
1654,Sevilla,2024-12-14,359,,Celta Vigo,es La Liga,W 1-0,1,0,+1,45,1,0,0,0,359,463,77.5,6,31,1,0,17,6840,2158,144,158,91.1,170,195,87.2,40,94,42.6,Match Report
1655,Lyon,2024-08-30,359,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,359,452,79.4,16,37,15,2,46,5761,2410,177,201,88.1,146,176,83.0,22,44,50.0,Match Report
1656,Parma,2025-01-31,359,,Lecce,it Serie A,L 1-3,1,3,-2,47,0,1,1,0,359,451,79.6,10,43,7,2,44,6338,2582,164,185,88.6,152,189,80.4,33,56,58.9,Match Report
1657,Nice,2024-12-07,358,,Le Havre,fr Ligue 1,W 2-1,2,1,+1,51,1,1,1,0,358,446,80.3,10,26,9,1,43,6027,2057,173,192,90.1,150,176,85.2,28,56,50.0,Match Report
1658,Como,2024-08-19,358,@,Juventus,it Serie A,L 0-3,0,3,-3,43,0,0,0,0,358,415,86.3,2,22,2,1,34,6476,1763,142,152,93.4,185,197,93.9,27,52,51.9,Match Report
1659,Genoa,2024-12-15,358,@,Milan,it Serie A,D 0-0,0,0,0,43,0,0,0,0,358,445,80.4,1,19,7,1,25,6259,2150,145,167,86.8,176,196,89.8,26,56,46.4,Match Report
1660,Angers,2025-03-15,358,,Monaco,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,358,461,77.7,4,26,5,2,28,6146,2490,173,193,89.6,152,180,84.4,27,61,44.3,Match Report
1661,Union Berlin,2024-11-23,358,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,358,455,78.7,9,21,8,3,27,5949,2421,183,203,90.1,136,171,79.5,30,54,55.6,Match Report
1662,Union Berlin,2024-10-27,358,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,358,498,71.9,8,32,7,3,41,6281,2394,178,205,86.8,141,194,72.7,37,80,46.3,Match Report
1663,Leganés,2025-04-07,358,,Osasuna,es La Liga,D 1-1,1,1,0,56,0,1,1,0,358,450,79.6,6,33,7,1,53,6240,2152,171,187,91.4,163,181,90.1,23,67,34.3,Match Report
1664,Espanyol,2024-12-09,358,@,Getafe,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,358,485,73.8,5,21,7,4,35,6546,2729,138,175,78.9,179,215,83.3,35,74,47.3,Match Report
1665,Bochum,2024-10-19,358,@,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,50,1,0,1,1,358,461,77.7,10,21,7,1,45,6899,2879,149,178,83.7,149,173,86.1,51,80,63.8,Match Report
1666,Brighton,2024-11-23,358,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,358,446,80.3,5,19,5,0,25,5699,2441,203,231,87.9,114,134,85.1,28,57,49.1,Match Report
1667,Nott'ham Forest,2025-02-15,358,@,Fulham,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,358,441,81.2,5,32,7,3,35,5830,2281,192,209,91.9,106,126,84.1,37,72,51.4,Match Report
1668,Udinese,2024-12-01,357,,Genoa,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,357,440,81.1,4,21,4,0,29,6365,2273,144,160,90.0,161,183,88.0,37,69,53.6,Match Report
1669,Villarreal,2025-01-25,357,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,41,0,1,1,0,357,444,80.4,9,25,9,3,28,6766,2478,144,163,88.3,164,184,89.1,43,78,55.1,Match Report
1670,Toulouse,2025-02-23,357,@,Le Havre,fr Ligue 1,W 4-1,4,1,+3,46,3,1,1,0,357,424,84.2,8,25,9,2,30,6143,2192,158,173,91.3,171,188,91.0,22,45,48.9,Match Report
1671,St. Pauli,2024-11-29,357,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,357,469,76.1,10,17,6,2,31,6423,2385,152,174,87.4,159,184,86.4,38,80,47.5,Match Report
1672,Ipswich Town,2025-01-16,357,,Brighton,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,357,437,81.7,4,22,1,1,16,6568,2076,137,149,91.9,198,224,88.4,21,53,39.6,Match Report
1673,Milan,2024-11-23,357,,Juventus,it Serie A,D 0-0,0,0,0,44,0,0,0,0,357,424,84.2,5,26,3,1,38,6577,2058,138,155,89.0,167,187,89.3,39,56,69.6,Match Report
1674,Lens,2025-03-15,357,,Rennes,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,357,468,76.3,9,18,6,1,24,5188,1840,204,232,87.9,114,138,82.6,20,50,40.0,Match Report
1675,Hellas Verona,2024-08-26,356,,Juventus,it Serie A,L 0-3,0,3,-3,40,0,0,0,0,356,434,82.0,3,36,4,0,36,5910,1560,173,190,91.1,141,172,82.0,28,46,60.9,Match Report
1676,Nice,2025-03-01,356,@,Saint-Étienne,fr Ligue 1,W 3-1,3,1,+2,38,2,0,0,0,356,451,78.9,13,28,9,2,37,6382,2781,165,187,88.2,146,176,83.0,41,61,67.2,Match Report
1677,Valladolid,2024-09-27,356,,Mallorca,es La Liga,L 1-2,1,2,-1,51,1,0,0,0,356,464,76.7,9,32,6,3,38,7007,2663,127,143,88.8,184,222,82.9,41,76,53.9,Match Report
1678,West Ham,2025-01-14,356,,Fulham,eng Premier League,W 3-2,3,2,+1,44,3,0,0,0,356,442,80.5,2,19,1,0,20,6446,2544,169,197,85.8,143,158,90.5,41,70,58.6,Match Report
1679,Alavés,2025-02-09,356,,Getafe,es La Liga,L 0-1,0,1,-1,65,0,0,0,0,356,508,70.1,8,25,12,6,43,6794,2682,137,173,79.2,163,197,82.7,46,95,48.4,Match Report
1680,Inter,2025-01-15,356,,Bologna,it Serie A,D 2-2,2,2,0,48,2,0,0,0,356,439,81.1,10,25,9,2,33,6542,2444,153,167,91.6,147,169,87.0,42,71,59.2,Match Report
1681,Milan,2024-09-22,356,@,Inter,it Serie A,W 2-1,2,1,+1,43,2,0,0,0,356,428,83.2,12,15,8,2,33,5934,2050,170,189,89.9,151,170,88.8,26,50,52.0,Match Report
1682,Udinese,2025-01-20,355,@,Como,it Serie A,L 1-4,1,4,-3,49,1,0,0,0,355,437,81.2,3,24,5,2,37,6645,2114,130,142,91.5,180,202,89.1,38,63,60.3,Match Report
1683,Como,2024-08-26,355,@,Cagliari,it Serie A,D 1-1,1,1,0,53,1,0,0,0,355,469,75.7,11,25,9,2,26,6282,2552,169,197,85.8,125,149,83.9,45,89,50.6,Match Report
1684,Reims,2024-09-01,355,,Rennes,fr Ligue 1,W 2-1,2,1,+1,53,2,0,0,0,355,438,81.1,10,28,7,1,33,6698,2569,133,145,91.7,179,203,88.2,35,72,48.6,Match Report
1685,Mainz 05,2024-12-01,355,,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,355,491,72.3,13,36,9,3,39,6597,2813,159,197,80.7,140,170,82.4,47,98,48.0,Match Report
1686,Nantes,2024-10-20,355,,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,355,440,80.7,11,23,7,4,33,6277,2306,163,184,88.6,165,181,91.2,23,60,38.3,Match Report
1687,Valencia,2024-11-23,355,,Betis,es La Liga,W 4-2,4,2,+2,48,4,0,0,0,355,453,78.4,7,20,4,2,22,6726,2555,139,157,88.5,172,198,86.9,39,76,51.3,Match Report
1688,Como,2025-02-01,354,@,Bologna,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,354,438,80.8,6,14,4,1,16,5726,2379,174,198,87.9,139,156,89.1,24,40,60.0,Match Report
1689,Villarreal,2025-01-20,354,,Mallorca,es La Liga,W 4-0,4,0,+4,43,4,0,0,0,354,424,83.5,14,25,17,1,45,6081,2103,178,196,90.8,132,151,87.4,39,66,59.1,Match Report
1690,Toulouse,2025-03-07,354,,Monaco,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,354,457,77.5,6,35,7,4,34,5737,2069,181,213,85.0,132,160,82.5,26,54,48.1,Match Report
1691,Wolfsburg,2025-03-01,354,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,44,2,0,0,0,354,447,79.2,8,24,2,1,24,6159,2113,156,179,87.2,146,161,90.7,36,73,49.3,Match Report
1692,Genoa,2025-03-07,354,@,Cagliari,it Serie A,D 1-1,1,1,0,53,1,0,0,0,354,476,74.4,7,20,6,3,35,6436,2382,146,180,81.1,166,200,83.0,35,72,48.6,Match Report
1693,Alavés,2024-12-15,354,,Athletic Club,es La Liga,D 1-1,1,1,0,52,1,0,0,0,354,469,75.5,5,22,5,2,26,6797,2703,140,163,85.9,162,198,81.8,43,83,51.8,Match Report
1694,Atalanta,2025-01-25,354,@,Como,it Serie A,W 2-1,2,1,+1,46,2,0,0,0,354,447,79.2,5,21,11,1,32,6630,2403,127,143,88.8,184,207,88.9,35,73,47.9,Match Report
1695,Cagliari,2024-11-04,354,@,Lazio,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,354,432,81.9,5,34,2,0,24,6172,2685,171,186,91.9,146,169,86.4,32,55,58.2,Match Report
1696,Brentford,2025-01-14,354,,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,354,456,77.6,17,32,10,3,42,6409,2404,157,182,86.3,150,170,88.2,40,75,53.3,Match Report
1697,Valencia,2025-03-15,354,@,Girona,es La Liga,D 1-1,1,1,0,43,1,0,0,0,354,440,80.5,7,26,6,2,41,5837,2166,173,190,91.1,145,176,82.4,28,51,54.9,Match Report
1698,Lecce,2024-09-27,354,@,Milan,it Serie A,L 0-3,0,3,-3,43,0,0,0,0,354,410,86.3,16,27,6,1,37,6430,2290,158,167,94.6,154,169,91.1,40,62,64.5,Match Report
1699,Hoffenheim,2025-01-15,353,@,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,35,0,0,0,0,353,436,81.0,5,23,2,2,22,5670,2174,176,187,94.1,146,173,84.4,20,51,39.2,Match Report
1700,Osasuna,2025-02-10,353,@,Mallorca,es La Liga,D 1-1,1,1,0,54,1,0,0,0,353,459,76.9,14,28,12,4,45,6499,2353,162,183,88.5,137,178,77.0,44,75,58.7,Match Report
1701,Fiorentina,2025-01-04,353,,Napoli,it Serie A,L 0-3,0,3,-3,48,0,0,0,0,353,443,79.7,9,29,10,4,31,6090,1921,155,177,87.6,165,192,85.9,27,53,50.9,Match Report
1702,Leganés,2024-12-08,353,,Real Sociedad,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,353,473,74.6,7,25,7,4,30,6502,2655,141,169,83.4,164,191,85.9,40,83,48.2,Match Report
1703,Alavés,2025-03-02,353,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,353,471,74.9,16,34,8,5,41,6483,2573,172,198,86.9,133,173,76.9,44,79,55.7,Match Report
1704,Empoli,2024-10-20,353,,Napoli,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,353,437,80.8,9,28,7,0,39,6532,2152,139,159,87.4,176,198,88.9,36,64,56.3,Match Report
1705,Dortmund,2025-04-05,353,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,46,4,0,0,0,353,445,79.3,15,27,8,2,37,6388,2366,169,185,91.4,143,164,87.2,37,82,45.1,Match Report
1706,Roma,2025-01-12,353,@,Bologna,it Serie A,D 2-2,2,2,0,46,1,1,1,0,353,440,80.2,7,18,5,1,23,6371,2383,144,160,90.0,170,194,87.6,33,65,50.8,Match Report
1707,Parma,2024-08-31,353,@,Napoli,it Serie A,L 1-2,1,2,-1,45,0,1,1,0,353,430,82.1,10,15,7,1,22,6531,2108,143,158,90.5,169,190,88.9,36,70,51.4,Match Report
1708,Lens,2025-02-08,353,@,Nice,fr Ligue 1,L 0-2,0,2,-2,40,0,0,0,0,353,438,80.6,9,16,2,1,26,6422,2017,133,153,86.9,184,207,88.9,29,59,49.2,Match Report
1709,Heidenheim,2025-03-01,352,,Gladbach,de Bundesliga,L 0-3,0,3,-3,45,0,0,0,0,352,440,80.0,14,35,7,0,39,6566,2495,149,170,87.6,156,179,87.2,45,74,60.8,Match Report
1710,Heidenheim,2024-12-01,352,,Eint Frankfurt,de Bundesliga,L 0-4,0,4,-4,46,0,0,0,0,352,477,73.8,8,24,4,2,24,6893,2624,127,162,78.4,175,204,85.8,48,89,53.9,Match Report
1711,Montpellier,2024-12-15,352,,Nice,fr Ligue 1,D 2-2,2,2,0,52,2,0,0,0,352,448,78.6,17,33,10,3,44,7253,2879,149,183,81.4,133,153,86.9,69,97,71.1,Match Report
1712,Athletic Club,2025-02-08,352,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,352,448,78.6,15,34,12,5,34,6708,2260,139,162,85.8,166,192,86.5,44,77,57.1,Match Report
1713,Southampton,2024-12-22,352,@,Fulham,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,352,450,78.2,2,11,5,1,13,5968,1651,154,173,89.0,167,185,90.3,21,64,32.8,Match Report
1714,Stuttgart,2025-04-05,352,@,Bochum,de Bundesliga,W 4-0,4,0,+4,46,4,0,0,0,352,448,78.6,11,27,5,0,27,6446,2513,153,177,86.4,160,182,87.9,35,70,50.0,Match Report
1715,Leicester City,2025-01-04,352,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,352,430,81.9,2,18,3,2,25,5419,1840,194,211,91.9,133,153,86.9,18,47,38.3,Match Report
