Rk,Team,Date,Cmp,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Match Report
2550,Crystal Palace,2025-01-26,238,,Brentford,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,238,350,68.0,10,20,6,1,27,4576,1909,95,108,88.0,109,143,76.2,31,86,36.0,Match Report
2551,Angers,2025-02-16,238,@,Reims,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,238,342,69.6,8,23,8,2,24,4151,1881,108,134,80.6,108,135,80.0,18,59,30.5,Match Report
2552,Rayo Vallecano,2024-12-07,238,@,Valencia,es La Liga,W 1-0,1,0,+1,40,1,0,0,0,238,353,67.4,6,13,2,1,13,4496,1873,104,122,85.2,93,115,80.9,36,90,40.0,Match Report
2553,Nantes,2025-01-04,238,@,Lille,fr Ligue 1,D 1-1,1,1,0,29,0,1,1,0,238,316,75.3,4,12,2,0,15,4266,1606,99,109,90.8,116,135,85.9,21,61,34.4,Match Report
2554,Leicester City,2024-08-19,237,,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,237,313,75.7,5,20,7,4,23,4016,1704,125,145,86.2,91,105,86.7,16,49,32.7,Match Report
2555,Brentford,2024-11-04,237,@,Fulham,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,237,338,70.1,4,28,1,0,36,4438,1902,116,140,82.9,97,119,81.5,21,67,31.3,Match Report
2556,Napoli,2025-04-07,237,@,Bologna,it Serie A,D 1-1,1,1,0,39,1,0,0,0,237,331,71.6,3,16,5,0,16,4403,1662,110,134,82.1,98,122,80.3,27,59,45.8,Match Report
2557,Nantes,2024-11-03,237,,Marseille,fr Ligue 1,L 1-2,1,2,-1,27,1,0,0,0,237,322,73.6,5,17,2,1,25,4136,1741,108,127,85.0,101,119,84.9,24,49,49.0,Match Report
2558,Getafe,2025-03-16,236,@,Osasuna,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,236,327,72.2,6,18,6,1,26,4256,1929,105,121,86.8,106,128,82.8,23,63,36.5,Match Report
2559,Arsenal,2024-09-15,235,@,Tottenham,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,235,320,73.4,6,16,6,2,17,4331,1823,94,116,81.0,102,119,85.7,27,55,49.1,Match Report
2560,Genoa,2024-11-07,235,,Como,it Serie A,D 1-1,1,1,0,42,1,0,0,0,235,348,67.5,8,26,2,0,30,4717,2324,84,111,75.7,94,121,77.7,44,81,54.3,Match Report
2561,Union Berlin,2025-03-02,235,,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,235,385,61.0,9,30,10,4,41,4756,2257,93,119,78.2,99,139,71.2,37,91,40.7,Match Report
2562,Everton,2025-02-12,235,,Liverpool,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,235,348,67.5,9,28,3,3,27,4755,2220,97,120,80.8,96,128,75.0,39,84,46.4,Match Report
2563,Augsburg,2024-10-04,234,,Gladbach,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,234,350,66.9,9,30,10,4,31,4369,2013,113,137,82.5,87,126,69.0,29,65,44.6,Match Report
2564,Leganés,2024-12-22,234,,Villarreal,es La Liga,L 2-5,2,5,-3,36,1,1,1,0,234,313,74.8,3,7,4,0,14,4428,1769,99,114,86.8,96,107,89.7,30,70,42.9,Match Report
2565,Alavés,2025-04-05,234,@,Girona,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,234,309,75.7,7,23,1,1,20,4319,1684,111,121,91.7,84,106,79.2,33,63,52.4,Match Report
2566,Sevilla,2025-03-01,234,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,36,1,0,0,0,234,332,70.5,8,16,4,1,19,4221,1849,115,135,85.2,89,108,82.4,28,77,36.4,Match Report
2567,Saint-Étienne,2024-08-17,234,@,Monaco,fr Ligue 1,L 0-1,0,1,-1,39,0,0,0,0,234,331,70.7,7,14,1,0,20,4235,1820,111,126,88.1,88,126,69.8,31,63,49.2,Match Report
2568,Everton,2025-01-25,234,@,Brighton,eng Premier League,W 1-0,1,0,+1,31,0,1,1,0,234,320,73.1,1,15,1,0,16,4444,1718,105,126,83.3,99,114,86.8,29,69,42.0,Match Report
2569,Nice,2025-01-26,233,,Marseille,fr Ligue 1,W 2-0,2,0,+2,29,2,0,0,0,233,310,75.2,8,14,7,2,18,4308,2134,113,139,81.3,80,101,79.2,32,53,60.4,Match Report
2570,Auxerre,2024-09-27,233,,Brest,fr Ligue 1,W 3-0,3,0,+3,39,2,1,1,0,233,347,67.1,11,25,10,5,40,4514,2228,100,129,77.5,96,124,77.4,30,71,42.3,Match Report
2571,Bochum,2024-08-24,233,@,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,233,335,69.6,6,27,2,0,24,4877,2181,72,93,77.4,129,150,86.0,29,76,38.2,Match Report
2572,Roma,2025-01-05,233,,Lazio,it Serie A,W 2-0,2,0,+2,33,2,0,0,0,233,293,79.5,5,9,3,1,20,4542,1898,95,108,88.0,103,119,86.6,31,57,54.4,Match Report
2573,Fulham,2024-12-08,233,,Arsenal,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,233,328,71.0,2,10,0,0,11,4475,1970,104,131,79.4,99,122,81.1,29,68,42.6,Match Report
2574,Osasuna,2024-11-09,232,@,Real Madrid,es La Liga,L 0-4,0,4,-4,32,0,0,0,0,232,321,72.3,1,17,2,1,20,4412,1784,93,111,83.8,102,120,85.0,28,67,41.8,Match Report
2575,Girona,2025-03-30,232,@,Barcelona,es La Liga,L 1-4,1,4,-3,31,1,0,0,0,232,315,73.7,4,11,4,2,15,4180,1522,94,110,85.5,107,128,83.6,25,58,43.1,Match Report
2576,Empoli,2025-02-08,232,,Milan,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,232,322,72.0,5,18,4,2,26,4501,1924,99,118,83.9,93,117,79.5,34,69,49.3,Match Report
2577,Las Palmas,2024-11-08,231,@,Rayo Vallecano,es La Liga,W 3-1,3,1,+2,36,2,0,0,0,231,340,67.9,8,17,8,2,21,4124,2123,105,123,85.4,99,124,79.8,23,70,32.9,Match Report
2578,Leganés,2025-02-15,231,,Alavés,es La Liga,D 3-3,3,3,0,43,1,2,2,0,231,333,69.4,4,26,4,1,22,4430,1865,99,114,86.8,85,108,78.7,38,85,44.7,Match Report
2579,Cagliari,2025-03-02,231,@,Bologna,it Serie A,L 1-2,1,2,-1,39,1,0,0,0,231,342,67.5,2,12,4,1,20,4133,1828,115,141,81.6,93,119,78.2,21,64,32.8,Match Report
2580,Las Palmas,2025-03-09,230,@,Betis,es La Liga,L 0-1,0,1,-1,33,0,0,0,0,230,311,74.0,8,21,6,2,24,4675,1940,91,104,87.5,99,121,81.8,37,72,51.4,Match Report
2581,Torino,2024-10-25,230,,Como,it Serie A,W 1-0,1,0,+1,32,1,0,0,0,230,317,72.6,7,12,3,2,20,4279,1598,93,109,85.3,108,134,80.6,27,66,40.9,Match Report
2582,Toulouse,2024-11-22,230,@,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,28,0,0,0,0,230,314,73.2,8,18,8,0,28,4090,1885,112,131,85.5,86,112,76.8,27,48,56.3,Match Report
2583,Alavés,2024-08-25,230,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,230,351,65.5,4,26,4,2,37,4663,2227,91,116,78.4,90,123,73.2,35,74,47.3,Match Report
2584,Bochum,2024-11-09,230,,Leverkusen,de Bundesliga,D 1-1,1,1,0,30,1,0,0,0,230,321,71.7,9,17,7,2,22,4704,2245,90,101,89.1,95,129,73.6,39,74,52.7,Match Report
2585,Saint-Étienne,2024-09-13,230,,Lille,fr Ligue 1,W 1-0,1,0,+1,30,1,0,0,0,230,315,73.0,7,8,4,1,20,3843,1672,127,152,83.6,73,84,86.9,24,61,39.3,Match Report
2586,Nott'ham Forest,2025-03-08,230,,Manchester City,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,230,299,76.9,9,23,9,4,29,4386,2051,93,108,86.1,107,122,87.7,24,55,43.6,Match Report
2587,Hellas Verona,2024-11-03,229,,Roma,it Serie A,W 3-2,3,2,+1,34,3,0,0,0,229,331,69.2,6,24,2,0,25,4272,1919,104,129,80.6,97,122,79.5,25,66,37.9,Match Report
2588,Monza,2024-09-01,229,@,Fiorentina,it Serie A,D 2-2,2,2,0,32,2,0,0,0,229,304,75.3,4,8,2,1,11,4118,1576,94,113,83.2,105,121,86.8,26,58,44.8,Match Report
2589,Leicester City,2024-09-14,229,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,229,333,68.8,9,14,6,0,16,4085,1848,102,130,78.5,92,111,82.9,27,68,39.7,Match Report
2590,Espanyol,2024-10-05,229,,Mallorca,es La Liga,W 2-1,2,1,+1,40,2,0,0,0,229,318,72.0,7,22,4,2,22,4600,1758,81,107,75.7,113,135,83.7,32,64,50.0,Match Report
2591,Cagliari,2024-12-28,229,,Inter,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,229,330,69.4,4,20,3,2,23,4223,1817,107,125,85.6,88,113,77.9,30,68,44.1,Match Report
2592,Nantes,2025-01-10,229,,Monaco,fr Ligue 1,D 2-2,2,2,0,32,2,0,0,0,229,316,72.5,8,15,11,3,27,3763,1777,126,146,86.3,65,83,78.3,24,59,40.7,Match Report
2593,Toulouse,2025-01-05,228,@,Lens,fr Ligue 1,W 1-0,1,0,+1,34,0,1,1,0,228,301,75.7,6,16,6,1,27,3878,1694,97,116,83.6,107,119,89.9,15,49,30.6,Match Report
2594,Espanyol,2025-02-22,228,@,Alavés,es La Liga,W 1-0,1,0,+1,38,1,0,0,0,228,330,69.1,6,20,6,2,23,4199,1923,107,129,82.9,93,114,81.6,27,74,36.5,Match Report
2595,Venezia,2024-12-29,228,@,Napoli,it Serie A,L 0-1,0,1,-1,34,0,0,0,0,228,319,71.5,2,19,3,0,20,3590,1362,139,166,83.7,60,84,71.4,21,50,42.0,Match Report
2596,Wolves,2024-11-09,227,,Southampton,eng Premier League,W 2-0,2,0,+2,29,2,0,0,0,227,299,75.9,5,16,5,0,19,3916,1388,109,125,87.2,93,107,86.9,20,48,41.7,Match Report
2597,Real Sociedad,2024-09-01,227,@,Getafe,es La Liga,D 0-0,0,0,0,47,0,0,0,0,227,359,63.2,1,14,0,0,20,4492,1806,86,117,73.5,106,149,71.1,29,70,41.4,Match Report
2598,Toulouse,2024-11-10,226,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,33,1,0,0,0,226,321,70.4,5,16,9,1,21,3687,1646,116,130,89.2,84,109,77.1,17,58,29.3,Match Report
2599,Genoa,2024-08-24,226,@,Monza,it Serie A,W 1-0,1,0,+1,31,1,0,0,0,226,301,75.1,10,15,3,1,19,4318,1926,105,118,89.0,86,111,77.5,30,56,53.6,Match Report
2600,Lazio,2024-10-19,226,@,Juventus,it Serie A,L 0-1,0,1,-1,31,0,0,0,0,226,293,77.1,1,13,2,1,20,4399,1628,92,106,86.8,102,117,87.2,28,61,45.9,Match Report
2601,Reims,2024-08-17,226,,Lille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,226,311,72.7,1,13,5,0,27,4632,1858,84,96,87.5,97,117,82.9,41,79,51.9,Match Report
2602,Mainz 05,2024-12-14,226,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,226,329,68.7,5,13,5,2,23,3808,1512,104,128,81.3,89,118,75.4,21,55,38.2,Match Report
2603,Espanyol,2025-02-16,226,,Athletic Club,es La Liga,D 1-1,1,1,0,39,1,0,0,0,226,341,66.3,6,12,6,2,22,4067,1648,104,124,83.9,84,120,70.0,28,70,40.0,Match Report
2604,Ipswich Town,2025-04-02,226,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,37,2,0,0,0,226,336,67.3,9,16,2,0,19,3920,1977,117,147,79.6,78,101,77.2,24,60,40.0,Match Report
2605,Holstein Kiel,2024-12-21,225,,Augsburg,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,225,320,70.3,5,19,6,1,21,4711,2042,81,101,80.2,101,125,80.8,41,81,50.6,Match Report
2606,Leganés,2025-01-31,225,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,34,0,0,1,1,225,311,72.3,4,11,3,1,16,4110,1685,101,113,89.4,81,100,81.0,31,74,41.9,Match Report
2607,Espanyol,2024-09-14,225,,Alavés,es La Liga,W 3-2,3,2,+1,39,2,1,1,0,225,308,73.1,6,15,2,1,19,4569,2033,82,100,82.0,108,133,81.2,30,63,47.6,Match Report
2608,Hellas Verona,2025-04-06,224,@,Torino,it Serie A,D 1-1,1,1,0,39,1,0,0,0,224,320,70.0,11,22,6,2,27,5112,2428,82,104,78.8,87,115,75.7,50,88,56.8,Match Report
2609,Alavés,2024-11-09,224,@,Villarreal,es La Liga,L 0-3,0,3,-3,38,0,0,0,0,224,321,69.8,6,23,7,3,29,4439,1970,86,108,79.6,97,121,80.2,35,69,50.7,Match Report
2610,Valencia,2024-09-21,224,,Girona,es La Liga,W 2-0,2,0,+2,33,2,0,0,0,224,321,69.8,8,22,3,2,24,3740,1313,107,118,90.7,95,124,76.6,16,55,29.1,Match Report
2611,Getafe,2024-10-20,223,@,Villarreal,es La Liga,D 1-1,1,1,0,44,0,1,1,0,223,318,70.1,16,20,11,7,23,4463,2025,87,112,77.7,81,104,77.9,42,76,55.3,Match Report
2612,Rayo Vallecano,2024-08-27,223,,Barcelona,es La Liga,L 1-2,1,2,-1,36,1,0,0,0,223,317,70.3,5,20,6,1,31,4533,2222,87,106,82.1,101,122,82.8,32,70,45.7,Match Report
2613,Valladolid,2024-12-13,222,,Valencia,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,222,309,71.8,1,16,0,0,22,4347,1747,90,108,83.3,103,122,84.4,25,62,40.3,Match Report
2614,Valladolid,2024-09-21,222,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,222,320,69.4,11,17,7,4,24,4571,2152,83,104,79.8,99,129,76.7,33,67,49.3,Match Report
2615,Wolfsburg,2024-10-05,222,@,Bochum,de Bundesliga,W 3-1,3,1,+2,42,3,0,1,1,222,338,65.7,11,15,9,0,28,4763,1981,77,105,73.3,97,129,75.2,41,87,47.1,Match Report
2616,Le Havre,2025-03-01,222,@,Lens,fr Ligue 1,W 4-3,4,3,+1,31,3,1,1,0,222,290,76.6,4,20,0,0,21,4484,1640,68,80,85.0,114,136,83.8,33,55,60.0,Match Report
2617,West Ham,2025-02-03,222,@,Chelsea,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,222,307,72.3,8,13,6,3,18,3920,1627,110,128,85.9,77,98,78.6,25,60,41.7,Match Report
2618,RB Leipzig,2025-03-15,222,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,222,334,66.5,11,22,9,2,25,4251,2136,101,130,77.7,88,124,71.0,29,65,44.6,Match Report
2619,Crystal Palace,2024-10-05,221,,Liverpool,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,221,325,68.0,6,17,3,1,24,4020,1680,86,112,76.8,107,132,81.1,24,66,36.4,Match Report
2620,Wolfsburg,2025-01-18,221,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,29,2,0,0,0,221,298,74.2,5,11,2,0,10,4941,2090,75,96,78.1,102,115,88.7,42,76,55.3,Match Report
2621,Le Havre,2025-02-08,221,@,Lille,fr Ligue 1,W 2-1,2,1,+1,34,2,0,0,0,221,308,71.8,6,10,6,2,16,4557,1903,80,96,83.3,104,128,81.3,34,70,48.6,Match Report
2622,Lazio,2025-01-10,221,,Como,it Serie A,D 1-1,1,1,0,37,1,0,0,0,221,303,72.9,9,22,7,1,28,3942,1471,100,114,87.7,79,98,80.6,32,69,46.4,Match Report
2623,Empoli,2024-09-20,221,@,Cagliari,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,221,332,66.6,7,18,4,2,25,3771,1864,101,129,78.3,97,123,78.9,17,58,29.3,Match Report
2624,Valladolid,2024-11-10,220,,Athletic Club,es La Liga,D 1-1,1,1,0,34,1,0,0,0,220,317,69.4,5,8,3,3,15,4252,1824,72,91,79.1,107,124,86.3,30,72,41.7,Match Report
2625,Ipswich Town,2024-10-26,220,@,Brentford,eng Premier League,L 3-4,3,4,-1,35,3,0,0,0,220,328,67.1,8,27,7,2,23,4290,1739,82,99,82.8,107,141,75.9,28,73,38.4,Match Report
2626,Parma,2025-02-16,220,,Roma,it Serie A,L 0-1,0,1,-1,29,0,0,0,0,220,310,71.0,5,15,2,1,23,3917,1614,89,105,84.8,100,123,81.3,19,50,38.0,Match Report
2627,Manchester Utd,2025-03-09,219,,Arsenal,eng Premier League,D 1-1,1,1,0,32,1,0,0,0,219,298,73.5,8,16,9,3,16,3628,1259,105,122,86.1,88,105,83.8,16,55,29.1,Match Report
2628,Toulouse,2024-08-31,219,,Marseille,fr Ligue 1,L 1-3,1,3,-2,24,1,0,0,0,219,293,74.7,3,12,0,0,18,4033,1809,106,126,84.1,82,102,80.4,28,54,51.9,Match Report
2629,Alavés,2024-12-22,219,@,Valencia,es La Liga,D 2-2,2,2,0,38,1,1,1,0,219,335,65.4,5,19,3,3,26,4401,2172,82,104,78.8,93,126,73.8,35,80,43.8,Match Report
2630,Rayo Vallecano,2024-08-24,219,@,Getafe,es La Liga,D 0-0,0,0,0,52,0,0,0,0,219,353,62.0,3,21,4,1,21,4019,1787,113,135,83.7,69,105,65.7,31,88,35.2,Match Report
2631,Augsburg,2024-12-07,218,@,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,34,2,0,0,0,218,318,68.6,5,14,4,1,22,4110,2060,98,123,79.7,85,103,82.5,29,67,43.3,Match Report
2632,Espanyol,2025-03-15,218,@,Mallorca,es La Liga,L 1-2,1,2,-1,38,0,0,0,0,218,299,72.9,2,20,4,0,13,4474,2118,78,96,81.3,104,125,83.2,34,66,51.5,Match Report
2633,Newcastle Utd,2024-11-02,218,,Arsenal,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,218,321,67.9,7,16,5,1,24,3658,1497,106,122,86.9,91,115,79.1,17,67,25.4,Match Report
2634,Bochum,2024-09-27,218,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,218,310,70.3,8,11,5,2,17,4037,1935,96,112,85.7,81,109,74.3,27,64,42.2,Match Report
2635,Strasbourg,2025-01-19,218,@,Marseille,fr Ligue 1,D 1-1,1,1,0,31,1,0,0,0,218,300,72.7,2,15,1,0,20,3687,1454,105,118,89.0,95,124,76.6,16,46,34.8,Match Report
2636,Saint-Étienne,2024-11-30,218,@,Rennes,fr Ligue 1,L 0-5,0,5,-5,29,0,0,0,0,218,291,74.9,2,7,5,1,7,3940,1477,87,102,85.3,108,123,87.8,18,54,33.3,Match Report
2637,Udinese,2024-12-09,217,@,Monza,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,217,306,70.9,7,13,5,3,19,4238,1651,70,89,78.7,120,149,80.5,22,58,37.9,Match Report
2638,Holstein Kiel,2024-10-05,217,@,Leverkusen,de Bundesliga,D 2-2,2,2,0,26,1,1,1,0,217,299,72.6,7,14,3,2,9,4145,1996,102,119,85.7,80,103,77.7,31,57,54.4,Match Report
2639,Stuttgart,2025-02-08,217,@,Dortmund,de Bundesliga,W 2-1,2,1,+1,32,1,0,0,0,217,303,71.6,3,15,7,2,27,3892,1829,111,124,89.5,80,109,73.4,24,55,43.6,Match Report
2640,Union Berlin,2025-01-19,217,,Mainz 05,de Bundesliga,W 2-1,2,1,+1,34,1,1,1,0,217,354,61.3,5,14,4,2,25,3753,1670,98,134,73.1,81,111,73.0,23,70,32.9,Match Report
2641,Parma,2024-08-17,217,,Fiorentina,it Serie A,D 1-1,1,1,0,39,1,0,0,0,217,298,72.8,11,20,4,1,24,3975,1925,98,125,78.4,87,101,86.1,27,59,45.8,Match Report
2642,Lecce,2024-10-26,217,@,Napoli,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,217,302,71.9,9,19,3,1,14,4007,1413,91,109,83.5,85,103,82.5,30,68,44.1,Match Report
2643,Hellas Verona,2024-11-29,216,@,Cagliari,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,216,323,66.9,10,18,9,3,34,3760,1535,104,126,82.5,77,93,82.8,26,79,32.9,Match Report
2644,Southampton,2025-03-08,216,@,Liverpool,eng Premier League,L 1-3,1,3,-2,29,1,0,0,0,216,286,75.5,5,9,0,0,12,3830,1424,107,124,86.3,79,91,86.8,25,60,41.7,Match Report
2645,Union Berlin,2025-03-09,216,@,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,34,2,0,0,0,216,329,65.7,9,21,3,1,25,4479,2273,86,106,81.1,85,117,72.6,39,81,48.1,Match Report
2646,Empoli,2025-04-06,216,,Cagliari,it Serie A,D 0-0,0,0,0,46,0,0,0,0,216,334,64.7,5,28,7,2,36,3862,2053,91,120,75.8,91,123,74.0,21,67,31.3,Match Report
2647,Valencia,2025-01-26,216,@,Barcelona,es La Liga,L 1-7,1,7,-6,29,1,0,0,0,216,304,71.1,5,28,4,1,33,3936,1585,96,122,78.7,93,112,83.0,22,49,44.9,Match Report
2648,Parma,2024-11-09,216,@,Venezia,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,216,313,69.0,4,20,1,1,19,3831,1616,110,130,84.6,78,103,75.7,23,65,35.4,Match Report
2649,Hellas Verona,2025-03-15,215,@,Udinese,it Serie A,W 1-0,1,0,+1,36,1,0,0,0,215,319,67.4,6,22,7,4,18,4696,1660,68,86,79.1,106,131,80.9,38,84,45.2,Match Report
2650,Arsenal,2024-08-31,215,,Brighton,eng Premier League,D 1-1,1,1,0,36,1,0,0,0,215,296,72.6,8,12,6,2,19,4044,1556,102,120,85.0,82,98,83.7,27,60,45.0,Match Report
2651,Heidenheim,2024-12-15,215,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,215,323,66.6,6,16,6,3,26,4019,1925,76,101,75.2,91,120,75.8,33,70,47.1,Match Report
2652,Auxerre,2024-10-20,215,,Reims,fr Ligue 1,W 2-1,2,1,+1,35,2,0,1,1,215,299,71.9,9,16,9,2,22,4024,1770,94,109,86.2,80,105,76.2,31,67,46.3,Match Report
2653,Le Havre,2024-11-24,215,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,30,1,0,0,0,215,302,71.2,3,15,1,0,19,3569,1495,97,111,87.4,85,112,75.9,19,55,34.5,Match Report
2654,Hellas Verona,2025-02-01,214,@,Monza,it Serie A,W 1-0,1,0,+1,34,0,0,0,0,214,299,71.6,9,22,2,0,23,3707,1509,95,125,76.0,91,105,86.7,19,53,35.8,Match Report
2655,Hellas Verona,2025-01-04,214,,Udinese,it Serie A,D 0-0,0,0,0,37,0,0,0,0,214,303,70.6,10,10,4,1,13,4093,1523,85,100,85.0,103,117,88.0,24,76,31.6,Match Report
2656,Bournemouth,2024-09-14,214,,Chelsea,eng Premier League,L 0-1,0,1,-1,34,0,0,1,1,214,317,67.5,13,26,10,3,36,4100,2046,88,113,77.9,96,121,79.3,26,61,42.6,Match Report
2657,Angers,2024-10-20,214,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,35,1,0,1,1,214,314,68.2,6,14,5,3,27,3962,1663,91,112,81.3,102,135,75.6,20,60,33.3,Match Report
2658,Getafe,2024-12-01,214,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,214,298,71.8,6,22,3,0,27,4109,1642,93,105,88.6,92,115,80.0,26,61,42.6,Match Report
2659,Wolves,2025-02-01,214,,Aston Villa,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,214,284,75.4,3,11,3,0,21,3512,1221,105,114,92.1,75,90,83.3,19,48,39.6,Match Report
2660,Alavés,2025-03-14,214,@,Las Palmas,es La Liga,D 2-2,2,2,0,39,2,0,0,0,214,321,66.7,8,16,6,1,23,3616,1783,123,141,87.2,58,90,64.4,22,65,33.8,Match Report
2661,Empoli,2024-08-31,214,@,Bologna,it Serie A,D 1-1,1,1,0,31,1,0,0,0,214,309,69.3,2,18,1,0,18,3805,1786,92,112,82.1,88,111,79.3,25,63,39.7,Match Report
2662,Lens,2024-09-01,214,@,Monaco,fr Ligue 1,D 1-1,1,1,0,38,0,1,1,0,214,301,71.1,8,17,6,0,33,3926,2127,93,111,83.8,84,112,75.0,28,52,53.8,Match Report
2663,Leganés,2024-08-17,213,@,Osasuna,es La Liga,D 1-1,1,1,0,39,1,0,0,0,213,340,62.6,6,9,3,0,16,3591,1643,99,124,79.8,82,121,67.8,17,66,25.8,Match Report
2664,Nott'ham Forest,2025-02-26,213,,Arsenal,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,213,303,70.3,4,14,2,1,20,4317,1768,81,100,81.0,100,127,78.7,30,66,45.5,Match Report
2665,Hellas Verona,2024-11-10,212,@,Fiorentina,it Serie A,L 1-3,1,3,-2,39,1,0,0,0,212,300,70.7,6,12,6,3,20,3556,1341,116,127,91.3,74,95,77.9,17,62,27.4,Match Report
2666,St. Pauli,2024-10-18,212,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,26,1,0,0,0,212,284,74.6,7,10,3,1,11,3450,1346,99,111,89.2,80,94,85.1,19,54,35.2,Match Report
2667,Getafe,2025-03-02,212,@,Leganés,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,212,350,60.6,5,20,2,1,23,3758,1742,105,136,77.2,72,113,63.7,30,87,34.5,Match Report
2668,Saint-Étienne,2024-11-23,212,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,33,1,0,0,0,212,287,73.9,9,15,3,1,26,3572,1462,101,117,86.3,87,118,73.7,19,41,46.3,Match Report
2669,Valencia,2025-01-19,212,,Real Sociedad,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,212,318,66.7,6,22,4,1,15,3934,1668,93,109,85.3,87,111,78.4,28,73,38.4,Match Report
2670,Lens,2025-03-08,212,@,Marseille,fr Ligue 1,W 1-0,1,0,+1,25,1,0,0,0,212,299,70.9,2,10,1,0,9,3505,1491,106,131,80.9,70,88,79.5,24,50,48.0,Match Report
2671,St. Pauli,2024-11-09,211,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,25,0,0,0,0,211,295,71.5,1,15,1,0,10,4268,1938,73,86,84.9,103,126,81.7,32,66,48.5,Match Report
2672,Rayo Vallecano,2024-09-25,211,@,Girona,es La Liga,D 0-0,0,0,0,29,0,0,0,0,211,288,73.3,2,15,3,1,22,3955,1750,100,113,88.5,83,109,76.1,26,55,47.3,Match Report
2673,Ipswich Town,2024-08-24,211,@,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,211,266,79.3,1,11,1,1,9,3269,1169,129,139,92.8,68,77,88.3,13,40,32.5,Match Report
2674,Everton,2024-08-24,211,@,Tottenham,eng Premier League,L 0-4,0,4,-4,30,0,0,0,0,211,287,73.5,8,16,5,2,22,4422,1978,84,99,84.8,90,108,83.3,36,63,57.1,Match Report
2675,Bologna,2024-11-24,210,@,Lazio,it Serie A,L 0-3,0,3,-3,30,0,0,0,0,210,284,73.9,3,13,3,1,15,3938,1546,91,104,87.5,101,126,80.2,16,49,32.7,Match Report
2676,Montpellier,2024-09-28,210,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,35,1,0,0,0,210,310,67.7,5,22,3,1,31,4009,2012,92,113,81.4,79,104,76.0,30,70,42.9,Match Report
2677,Mallorca,2024-12-21,210,@,Getafe,es La Liga,W 1-0,1,0,+1,46,0,1,1,0,210,329,63.8,5,10,3,0,24,3948,1957,96,115,83.5,73,103,70.9,32,81,39.5,Match Report
