Rk,Team,Date,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Match Report
2499,Nice,2024-10-06,247,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,29,1,0,0,0,247,28,251,1251,692,17,7,3,16,11,Match Report
2500,Mallorca,2024-11-01,247,@,Alavés,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,247,23,245,1243,599,9,7,0,21,15,Match Report
2501,St. Pauli,2024-09-22,247,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,31,0,0,0,0,247,43,241,1258,547,12,11,10,16,13,Match Report
2502,Venezia,2025-03-16,247,,Napoli,it Serie A,D 0-0,0,0,0,43,0,0,0,0,247,31,231,1105,618,14,9,4,13,8,Match Report
2503,Hellas Verona,2024-12-20,246,,Milan,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,246,18,213,1329,590,13,7,4,12,4,Match Report
2504,Le Havre,2024-09-22,246,@,Monaco,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,246,24,224,1151,644,17,4,6,13,14,Match Report
2505,Nott'ham Forest,2024-10-06,246,@,Chelsea,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,246,20,196,1073,610,14,10,3,14,7,Match Report
2506,Auxerre,2025-02-14,245,@,Brest,fr Ligue 1,D 2-2,2,2,0,36,2,0,0,0,245,26,207,986,577,12,8,2,18,13,Match Report
2507,Alavés,2024-08-28,245,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,47,1,1,1,0,245,33,239,1578,912,23,9,2,15,7,Match Report
2508,Roma,2025-02-09,245,@,Venezia,it Serie A,W 1-0,1,0,+1,38,0,1,1,0,245,35,240,931,413,8,8,3,19,2,Match Report
2509,Brest,2025-01-11,245,,Lyon,fr Ligue 1,W 2-1,2,1,+1,33,2,0,0,0,245,29,219,1093,520,12,4,4,13,5,Match Report
2510,Fiorentina,2025-02-02,244,,Genoa,it Serie A,W 2-1,2,1,+1,41,2,0,0,0,244,16,248,1158,421,5,4,1,18,8,Match Report
2511,Everton,2024-10-05,244,,Newcastle Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,244,25,232,1196,592,10,5,2,10,16,Match Report
2512,Nott'ham Forest,2024-12-21,244,@,Brentford,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,244,29,221,1261,686,22,7,6,12,7,Match Report
2513,Valladolid,2024-12-20,243,@,Girona,es La Liga,L 0-3,0,3,-3,30,0,0,0,0,243,11,183,947,381,8,3,1,10,8,Match Report
2514,Crystal Palace,2024-12-15,243,@,Brighton,eng Premier League,W 3-1,3,1,+2,36,3,0,0,0,243,19,219,1080,471,10,6,4,9,13,Match Report
2515,Mainz 05,2024-08-31,243,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,37,2,1,1,0,243,27,143,586,252,3,4,0,9,10,Match Report
2516,RB Leipzig,2024-12-20,243,@,Bayern Munich,de Bundesliga,L 1-5,1,5,-4,29,1,0,0,0,243,16,163,929,479,11,3,3,14,11,Match Report
2517,Eint Frankfurt,2024-10-06,243,,Bayern Munich,de Bundesliga,D 3-3,3,3,0,26,3,0,0,0,243,14,225,873,411,6,3,3,18,8,Match Report
2518,Mallorca,2024-11-23,242,@,Las Palmas,es La Liga,W 3-2,3,2,+1,39,3,0,0,0,242,24,218,1248,594,18,13,7,19,6,Match Report
2519,Union Berlin,2024-08-24,242,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,242,28,183,837,341,3,7,1,17,6,Match Report
2520,Empoli,2025-02-02,242,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,242,16,211,1045,468,10,9,1,12,14,Match Report
2521,Venezia,2024-08-18,242,@,Lazio,it Serie A,L 1-3,1,3,-2,33,1,0,0,0,242,15,259,1259,675,14,7,3,16,10,Match Report
2522,Rennes,2024-09-21,242,,Lens,fr Ligue 1,D 1-1,1,1,0,40,0,1,1,0,242,23,243,1052,511,12,11,4,19,6,Match Report
2523,Saint-Étienne,2025-02-01,242,@,Lille,fr Ligue 1,L 1-4,1,4,-3,33,0,1,1,0,242,14,249,1160,616,12,7,3,18,15,Match Report
2524,Nott'ham Forest,2024-12-04,242,@,Manchester City,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,242,22,221,1303,710,17,16,1,12,11,Match Report
2525,Bochum,2024-11-02,241,@,Eint Frankfurt,de Bundesliga,L 2-7,2,7,-5,36,2,0,0,0,241,24,223,949,376,8,8,2,12,8,Match Report
2526,Werder Bremen,2025-01-31,240,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,38,1,0,1,1,240,13,208,919,391,8,4,3,22,8,Match Report
2527,Hellas Verona,2024-09-20,239,,Torino,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,239,23,226,1109,588,15,6,4,5,8,Match Report
2528,Holstein Kiel,2025-04-05,239,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,239,25,178,859,422,14,8,5,20,7,Match Report
2529,Holstein Kiel,2025-01-24,239,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,31,2,0,0,0,239,16,201,783,348,4,5,1,11,10,Match Report
2530,Venezia,2025-04-06,239,@,Lecce,it Serie A,D 1-1,1,1,0,50,0,0,0,0,239,38,229,1178,544,13,8,7,18,13,Match Report
2531,Bochum,2025-02-15,239,,Dortmund,de Bundesliga,W 2-0,2,0,+2,31,2,0,0,0,239,31,198,945,530,13,10,6,13,4,Match Report
2532,Nantes,2024-08-25,239,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,239,27,173,1067,535,15,14,7,12,13,Match Report
2533,Nott'ham Forest,2025-04-01,239,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,239,24,163,1170,602,13,5,4,18,9,Match Report
2534,Lecce,2025-02-09,239,,Bologna,it Serie A,D 0-0,0,0,0,42,0,0,0,0,239,19,166,965,389,9,8,2,18,3,Match Report
2535,Las Palmas,2025-02-28,238,@,Valladolid,es La Liga,D 1-1,1,1,0,36,1,0,0,0,238,25,192,989,454,6,3,0,17,12,Match Report
2536,Torino,2025-02-22,238,,Milan,it Serie A,W 2-1,2,1,+1,36,1,0,0,0,238,16,229,1321,555,12,11,4,12,6,Match Report
2537,Heidenheim,2024-09-01,238,,Augsburg,de Bundesliga,W 4-0,4,0,+4,36,3,1,1,0,238,20,219,1652,957,28,14,5,11,5,Match Report
2538,Nott'ham Forest,2024-10-25,238,@,Leicester City,eng Premier League,W 3-1,3,1,+2,35,3,0,0,0,238,31,200,1160,626,19,11,11,12,9,Match Report
2539,Lecce,2025-04-06,238,,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,238,29,226,1230,742,22,8,6,18,5,Match Report
2540,Rayo Vallecano,2024-12-07,237,@,Valencia,es La Liga,W 1-0,1,0,+1,40,1,0,0,0,237,13,215,1041,464,10,6,2,14,4,Match Report
2541,Dortmund,2024-11-30,237,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,237,17,218,1128,478,11,4,3,9,14,Match Report
2542,Leverkusen,2025-01-10,237,@,Dortmund,de Bundesliga,W 3-2,3,2,+1,30,3,0,0,0,237,17,215,1066,545,10,3,3,17,5,Match Report
2543,Everton,2025-01-04,237,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,237,20,193,1030,438,6,10,2,19,10,Match Report
2544,Nantes,2024-11-03,237,,Marseille,fr Ligue 1,L 1-2,1,2,-1,27,1,0,0,0,237,25,210,1049,478,11,8,4,17,4,Match Report
2545,Augsburg,2025-04-04,236,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,31,1,0,0,0,236,28,235,950,388,8,6,5,15,9,Match Report
2546,Crystal Palace,2024-09-21,236,,Manchester Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,236,17,196,1101,447,10,6,2,8,8,Match Report
2547,Getafe,2025-03-16,236,@,Osasuna,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,236,26,169,832,412,9,5,1,28,8,Match Report
2548,Alavés,2024-08-16,236,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,236,28,218,1008,475,15,7,6,14,8,Match Report
2549,Nantes,2025-01-04,236,@,Lille,fr Ligue 1,D 1-1,1,1,0,29,0,1,1,0,236,15,250,1243,640,12,9,3,16,6,Match Report
2550,Leicester City,2024-08-19,235,,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,235,23,212,1128,483,12,5,2,14,14,Match Report
2551,Empoli,2025-01-19,235,@,Inter,it Serie A,L 1-3,1,3,-2,32,1,0,0,0,235,21,202,889,382,5,5,0,13,12,Match Report
2552,Brentford,2024-11-04,235,@,Fulham,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,235,35,212,1225,579,8,4,3,17,9,Match Report
2553,Crystal Palace,2025-01-26,234,,Brentford,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,234,26,218,1134,564,7,5,1,12,8,Match Report
2554,Genoa,2024-11-07,234,,Como,it Serie A,D 1-1,1,1,0,42,1,0,0,0,234,30,226,987,532,8,6,2,17,4,Match Report
2555,Angers,2025-02-16,234,@,Reims,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,234,23,227,1257,665,15,8,2,8,4,Match Report
2556,Leganés,2024-12-22,234,,Villarreal,es La Liga,L 2-5,2,5,-3,36,1,1,1,0,234,14,164,879,404,7,7,1,12,9,Match Report
2557,Saint-Étienne,2024-08-17,234,@,Monaco,fr Ligue 1,L 0-1,0,1,-1,39,0,0,0,0,234,20,262,1342,694,14,15,6,17,10,Match Report
2558,Everton,2025-01-25,234,@,Brighton,eng Premier League,W 1-0,1,0,+1,31,0,1,1,0,234,16,196,968,457,4,5,1,15,13,Match Report
2559,Arsenal,2024-09-15,233,@,Tottenham,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,233,16,160,958,500,12,4,7,7,12,Match Report
2560,St. Pauli,2024-11-02,233,@,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,33,2,0,0,0,233,22,233,1178,514,10,10,2,25,9,Match Report
2561,Auxerre,2024-09-27,233,,Brest,fr Ligue 1,W 3-0,3,0,+3,39,2,1,1,0,233,40,211,1148,524,14,11,0,8,8,Match Report
2562,Union Berlin,2025-03-02,233,,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,233,40,215,1050,453,10,8,4,21,10,Match Report
2563,Freiburg,2025-02-01,233,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,233,34,212,1044,490,8,7,6,21,9,Match Report
2564,Napoli,2025-04-07,233,@,Bologna,it Serie A,D 1-1,1,1,0,39,1,0,0,0,233,16,204,912,326,4,3,2,12,10,Match Report
2565,Fulham,2024-12-08,233,,Arsenal,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,233,11,198,1331,577,11,8,2,9,6,Match Report
2566,Bologna,2024-09-28,232,,Atalanta,it Serie A,D 1-1,1,1,0,36,1,0,0,0,232,17,172,911,426,10,0,1,15,9,Match Report
2567,Alavés,2025-04-05,232,@,Girona,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,232,20,182,838,459,14,8,7,6,5,Match Report
2568,Las Palmas,2024-11-08,231,@,Rayo Vallecano,es La Liga,W 3-1,3,1,+2,36,2,0,0,0,231,21,196,1099,504,14,9,5,13,6,Match Report
2569,Leganés,2025-02-15,231,,Alavés,es La Liga,D 3-3,3,3,0,43,1,2,2,0,231,22,217,1046,541,10,6,2,14,6,Match Report
2570,Bochum,2024-08-24,231,@,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,231,24,220,940,453,7,7,1,16,5,Match Report
2571,Sevilla,2025-03-01,230,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,36,1,0,0,0,230,19,217,1402,648,13,11,3,23,7,Match Report
2572,Cagliari,2025-03-02,230,@,Bologna,it Serie A,L 1-2,1,2,-1,39,1,0,0,0,230,20,225,851,346,5,2,2,18,6,Match Report
2573,Saint-Étienne,2024-09-13,230,,Lille,fr Ligue 1,W 1-0,1,0,+1,30,1,0,0,0,230,20,220,1022,465,13,8,2,17,9,Match Report
2574,Everton,2025-02-12,230,,Liverpool,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,230,24,229,998,451,6,5,2,20,8,Match Report
2575,Augsburg,2024-10-04,229,,Gladbach,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,229,30,210,1106,550,12,8,5,16,7,Match Report
2576,Nice,2025-01-26,229,,Marseille,fr Ligue 1,W 2-0,2,0,+2,29,2,0,0,0,229,18,235,1342,748,14,8,5,10,12,Match Report
2577,Alavés,2024-08-25,229,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,229,36,194,1188,673,16,14,2,12,5,Match Report
2578,Girona,2025-03-30,229,@,Barcelona,es La Liga,L 1-4,1,4,-3,31,1,0,0,0,229,14,252,1491,744,12,7,2,17,7,Match Report
2579,Empoli,2025-02-08,229,,Milan,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,229,26,211,1060,447,9,11,4,17,9,Match Report
2580,Nott'ham Forest,2025-03-08,229,,Manchester City,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,229,29,193,1147,566,14,6,4,19,13,Match Report
2581,Torino,2024-10-25,228,,Como,it Serie A,W 1-0,1,0,+1,32,1,0,0,0,228,20,179,865,409,13,7,1,15,10,Match Report
2582,Toulouse,2024-11-22,228,@,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,28,0,0,0,0,228,28,217,1097,480,11,15,1,20,9,Match Report
2583,Leicester City,2024-09-14,228,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,228,15,200,1256,563,9,8,2,13,18,Match Report
2584,Espanyol,2024-10-05,228,,Mallorca,es La Liga,W 2-1,2,1,+1,40,2,0,0,0,228,22,184,1021,593,15,13,4,10,7,Match Report
2585,Bochum,2024-11-09,228,,Leverkusen,de Bundesliga,D 1-1,1,1,0,30,1,0,0,0,228,21,223,1068,460,11,9,1,11,6,Match Report
2586,Cagliari,2024-12-28,228,,Inter,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,228,23,197,969,477,13,6,3,6,3,Match Report
2587,Roma,2025-01-05,228,,Lazio,it Serie A,W 2-0,2,0,+2,33,2,0,0,0,228,19,168,933,456,6,6,1,14,4,Match Report
2588,Nantes,2025-01-10,228,,Monaco,fr Ligue 1,D 2-2,2,2,0,32,2,0,0,0,228,27,212,1113,613,17,10,1,18,7,Match Report
2589,Osasuna,2024-11-09,227,@,Real Madrid,es La Liga,L 0-4,0,4,-4,32,0,0,0,0,227,20,224,1368,660,15,15,5,7,10,Match Report
2590,Monza,2024-09-01,227,@,Fiorentina,it Serie A,D 2-2,2,2,0,32,2,0,0,0,227,11,233,1017,337,4,5,0,12,11,Match Report
2591,Las Palmas,2025-03-09,226,@,Betis,es La Liga,L 0-1,0,1,-1,33,0,0,0,0,226,24,200,1006,443,10,11,1,11,9,Match Report
2592,Hellas Verona,2024-11-03,226,,Roma,it Serie A,W 3-2,3,2,+1,34,3,0,0,0,226,24,210,1073,440,10,8,1,14,8,Match Report
2593,Wolves,2024-11-09,226,,Southampton,eng Premier League,W 2-0,2,0,+2,29,2,0,0,0,226,19,211,1199,594,9,5,4,11,11,Match Report
2594,Espanyol,2025-02-22,226,@,Alavés,es La Liga,W 1-0,1,0,+1,38,1,0,0,0,226,23,253,1244,590,9,6,2,20,7,Match Report
2595,Venezia,2024-12-29,226,@,Napoli,it Serie A,L 0-1,0,1,-1,34,0,0,0,0,226,20,245,1468,798,16,10,2,16,5,Match Report
2596,Toulouse,2024-11-10,225,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,33,1,0,0,0,225,21,224,925,427,11,7,4,16,7,Match Report
2597,Lazio,2024-10-19,225,@,Juventus,it Serie A,L 0-1,0,1,-1,31,0,0,0,0,225,20,204,1209,553,8,6,1,8,9,Match Report
2598,Toulouse,2025-01-05,224,@,Lens,fr Ligue 1,W 1-0,1,0,+1,34,0,1,1,0,224,26,229,1045,534,13,8,7,12,4,Match Report
2599,Reims,2024-08-17,224,,Lille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,224,27,206,1498,673,11,9,2,14,7,Match Report
2600,Mainz 05,2024-12-14,224,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,224,22,224,1083,414,13,7,7,20,10,Match Report
2601,Hellas Verona,2025-04-06,223,@,Torino,it Serie A,D 1-1,1,1,0,39,1,0,0,0,223,27,196,1070,491,15,7,9,10,2,Match Report
2602,Alavés,2024-11-09,223,@,Villarreal,es La Liga,L 0-3,0,3,-3,38,0,0,0,0,223,29,237,1107,489,7,9,3,8,7,Match Report
2603,Espanyol,2024-09-14,223,,Alavés,es La Liga,W 3-2,3,2,+1,39,2,1,1,0,223,19,247,1553,786,11,4,4,18,9,Match Report
2604,Ipswich Town,2025-04-02,223,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,37,2,0,0,0,223,18,227,1232,568,14,6,4,17,9,Match Report
2605,Holstein Kiel,2024-12-21,222,,Augsburg,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,222,21,198,1006,465,8,8,1,13,4,Match Report
2606,Rayo Vallecano,2024-08-27,222,,Barcelona,es La Liga,L 1-2,1,2,-1,36,1,0,0,0,222,31,207,1038,453,9,8,3,22,2,Match Report
2607,Valencia,2024-09-21,222,,Girona,es La Liga,W 2-0,2,0,+2,33,2,0,0,0,222,23,209,1159,634,18,7,6,5,8,Match Report
2608,Real Sociedad,2024-09-01,222,@,Getafe,es La Liga,D 0-0,0,0,0,47,0,0,0,0,222,20,166,861,431,4,3,1,13,8,Match Report
2609,Genoa,2024-08-24,221,@,Monza,it Serie A,W 1-0,1,0,+1,31,1,0,0,0,221,19,178,1046,557,14,14,2,14,4,Match Report
2610,Lazio,2025-01-10,221,,Como,it Serie A,D 1-1,1,1,0,37,1,0,0,0,221,28,182,966,501,13,8,6,14,11,Match Report
2611,Leganés,2025-01-31,221,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,34,0,0,1,1,221,15,168,762,339,4,2,0,16,8,Match Report
2612,RB Leipzig,2025-03-15,221,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,221,24,154,864,465,6,6,3,20,9,Match Report
2613,Valladolid,2024-12-13,220,,Valencia,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,220,22,150,843,359,3,6,2,13,6,Match Report
2614,Valladolid,2024-09-21,220,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,220,24,139,959,471,13,6,4,8,12,Match Report
2615,Wolfsburg,2025-01-18,220,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,29,2,0,0,0,220,10,181,756,245,3,2,2,12,4,Match Report
2616,Le Havre,2025-02-08,220,@,Lille,fr Ligue 1,W 2-1,2,1,+1,34,2,0,0,0,220,15,197,919,442,8,7,2,8,12,Match Report
2617,Espanyol,2025-02-16,220,,Athletic Club,es La Liga,D 1-1,1,1,0,39,1,0,0,0,220,22,197,1030,504,10,12,0,11,10,Match Report
2618,Crystal Palace,2024-10-05,219,,Liverpool,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,219,24,195,1239,560,7,8,2,11,6,Match Report
2619,Getafe,2024-10-20,219,@,Villarreal,es La Liga,D 1-1,1,1,0,44,0,1,1,0,219,23,152,936,408,8,12,4,14,8,Match Report
2620,West Ham,2025-02-03,219,@,Chelsea,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,219,18,177,842,362,6,5,2,11,10,Match Report
2621,Augsburg,2024-12-07,218,@,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,34,2,0,0,0,218,22,201,982,482,13,3,3,13,12,Match Report
2622,Manchester Utd,2025-03-09,218,,Arsenal,eng Premier League,D 1-1,1,1,0,32,1,0,0,0,218,16,236,1337,733,17,7,2,11,9,Match Report
2623,Wolfsburg,2024-10-05,218,@,Bochum,de Bundesliga,W 3-1,3,1,+2,42,3,0,1,1,218,27,163,1001,438,12,12,4,9,10,Match Report
2624,Le Havre,2025-03-01,218,@,Lens,fr Ligue 1,W 4-3,4,3,+1,31,3,1,1,0,218,21,174,1295,772,16,9,4,9,9,Match Report
2625,Espanyol,2025-03-15,218,@,Mallorca,es La Liga,L 1-2,1,2,-1,38,0,0,0,0,218,13,198,1029,468,8,7,1,16,5,Match Report
2626,Udinese,2024-12-09,217,@,Monza,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,217,19,178,1301,733,16,5,6,10,8,Match Report
2627,Valladolid,2024-11-10,217,,Athletic Club,es La Liga,D 1-1,1,1,0,34,1,0,0,0,217,15,176,1014,508,10,7,0,12,0,Match Report
2628,Rayo Vallecano,2024-08-24,217,@,Getafe,es La Liga,D 0-0,0,0,0,52,0,0,0,0,217,21,183,988,493,11,3,2,17,11,Match Report
2629,Empoli,2024-09-20,217,@,Cagliari,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,217,25,183,1008,429,9,3,2,14,11,Match Report
2630,Bochum,2024-09-27,217,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,217,17,142,820,431,8,8,5,11,8,Match Report
2631,Ipswich Town,2024-10-26,217,@,Brentford,eng Premier League,L 3-4,3,4,-1,35,3,0,0,0,217,23,191,1089,530,12,6,4,19,5,Match Report
2632,Strasbourg,2025-01-19,216,@,Marseille,fr Ligue 1,D 1-1,1,1,0,31,1,0,0,0,216,20,209,1040,543,9,4,4,12,6,Match Report
2633,Parma,2025-02-16,216,,Roma,it Serie A,L 0-1,0,1,-1,29,0,0,0,0,216,23,244,1389,623,11,11,2,12,7,Match Report
2634,Hellas Verona,2025-03-15,215,@,Udinese,it Serie A,W 1-0,1,0,+1,36,1,0,0,0,215,18,180,1006,499,10,5,0,14,7,Match Report
2635,Hellas Verona,2024-11-29,215,@,Cagliari,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,215,34,162,1290,545,15,10,2,13,13,Match Report
2636,Holstein Kiel,2024-10-05,215,@,Leverkusen,de Bundesliga,D 2-2,2,2,0,26,1,1,1,0,215,8,201,873,352,8,7,3,7,6,Match Report
2637,Toulouse,2024-08-31,215,,Marseille,fr Ligue 1,L 1-3,1,3,-2,24,1,0,0,0,215,17,214,915,402,8,5,3,11,7,Match Report
2638,Newcastle Utd,2024-11-02,215,,Arsenal,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,215,24,208,1108,512,10,6,5,9,14,Match Report
2639,Saint-Étienne,2024-11-30,215,@,Rennes,fr Ligue 1,L 0-5,0,5,-5,29,0,0,0,0,215,7,203,882,389,6,4,2,17,7,Match Report
2640,Parma,2024-11-09,215,@,Venezia,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,215,19,217,1230,604,13,9,4,12,7,Match Report
2641,Parma,2024-08-17,215,,Fiorentina,it Serie A,D 1-1,1,1,0,39,1,0,0,0,215,23,163,872,524,17,5,8,17,5,Match Report
2642,Lecce,2024-10-26,215,@,Napoli,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,215,14,198,1109,523,14,6,1,7,5,Match Report
2643,Southampton,2025-03-08,214,@,Liverpool,eng Premier League,L 1-3,1,3,-2,29,1,0,0,0,214,12,183,1377,774,12,7,2,10,9,Match Report
2644,Auxerre,2024-10-20,214,,Reims,fr Ligue 1,W 2-1,2,1,+1,35,2,0,1,1,214,22,207,1113,569,14,10,2,13,7,Match Report
2645,Union Berlin,2025-03-09,214,@,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,34,2,0,0,0,214,24,194,823,302,5,5,1,16,6,Match Report
2646,Union Berlin,2025-01-19,214,,Mainz 05,de Bundesliga,W 2-1,2,1,+1,34,1,1,1,0,214,23,174,779,329,7,6,0,10,7,Match Report
2647,Alavés,2025-03-14,214,@,Las Palmas,es La Liga,D 2-2,2,2,0,39,2,0,0,0,214,23,150,808,332,6,9,2,18,2,Match Report
2648,Alavés,2024-12-22,214,@,Valencia,es La Liga,D 2-2,2,2,0,38,1,1,1,0,214,24,143,671,268,4,5,1,19,11,Match Report
2649,Stuttgart,2025-02-08,213,@,Dortmund,de Bundesliga,W 2-1,2,1,+1,32,1,0,0,0,213,26,188,736,311,5,5,2,16,7,Match Report
2650,Le Havre,2024-11-24,213,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,30,1,0,0,0,213,19,188,952,434,7,2,1,18,12,Match Report
2651,Angers,2024-10-20,213,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,35,1,0,1,1,213,27,182,1125,631,17,14,4,19,5,Match Report
2652,Empoli,2024-08-31,213,@,Bologna,it Serie A,D 1-1,1,1,0,31,1,0,0,0,213,18,221,1120,472,11,8,2,14,11,Match Report
2653,Hellas Verona,2025-02-01,212,@,Monza,it Serie A,W 1-0,1,0,+1,34,0,0,0,0,212,23,224,1469,747,16,11,6,18,5,Match Report
2654,Bournemouth,2024-09-14,212,,Chelsea,eng Premier League,L 0-1,0,1,-1,34,0,0,1,1,212,36,213,1297,588,12,8,6,14,6,Match Report
2655,Getafe,2025-03-02,212,@,Leganés,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,212,23,206,768,244,2,6,1,23,9,Match Report
2656,Wolves,2025-02-01,212,,Aston Villa,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,212,20,214,1137,538,13,8,1,12,5,Match Report
2657,Empoli,2025-04-06,212,,Cagliari,it Serie A,D 0-0,0,0,0,46,0,0,0,0,212,36,196,1129,460,11,8,2,24,11,Match Report
2658,Valencia,2025-01-26,212,@,Barcelona,es La Liga,L 1-7,1,7,-6,29,1,0,0,0,212,33,148,594,280,3,3,2,17,7,Match Report
2659,Nott'ham Forest,2025-02-26,212,,Arsenal,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,212,20,161,965,465,7,7,2,11,10,Match Report
2660,Arsenal,2024-08-31,211,,Brighton,eng Premier League,D 1-1,1,1,0,36,1,0,0,0,211,18,233,1135,562,13,6,7,7,11,Match Report
2661,Getafe,2024-12-01,211,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,211,26,225,1355,722,18,14,2,16,9,Match Report
2662,Leganés,2024-08-17,211,@,Osasuna,es La Liga,D 1-1,1,1,0,39,1,0,0,0,211,16,206,968,382,9,8,1,24,10,Match Report
2663,Rayo Vallecano,2024-09-25,211,@,Girona,es La Liga,D 0-0,0,0,0,29,0,0,0,0,211,22,190,800,354,5,6,2,16,8,Match Report
2664,Hellas Verona,2025-01-04,210,,Udinese,it Serie A,D 0-0,0,0,0,37,0,0,0,0,210,13,168,867,297,3,4,1,15,6,Match Report
2665,Hellas Verona,2024-11-10,210,@,Fiorentina,it Serie A,L 1-3,1,3,-2,39,1,0,0,0,210,20,199,1213,573,11,7,1,8,12,Match Report
2666,Heidenheim,2024-12-15,210,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,210,26,192,1208,647,17,11,1,11,5,Match Report
2667,St. Pauli,2024-10-18,210,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,26,1,0,0,0,210,11,200,929,461,6,7,4,16,10,Match Report
2668,Ipswich Town,2024-08-24,210,@,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,210,9,210,852,304,3,5,0,14,8,Match Report
2669,Saint-Étienne,2024-11-23,210,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,33,1,0,0,0,210,26,195,1140,713,11,7,4,11,12,Match Report
