Rk,Team,Date,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Match Report
1639,Mainz 05,2025-04-05,357,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,357,53,328,1196,551,14,11,3,19,7,Match Report
1640,Rennes,2025-02-02,357,,Strasbourg,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,357,28,269,1716,684,17,11,5,15,7,Match Report
1641,Ipswich Town,2024-08-31,357,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,357,26,273,1545,675,13,9,1,12,9,Match Report
1642,Lyon,2024-08-30,357,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,357,46,364,1555,737,17,8,5,16,9,Match Report
1643,Parma,2025-01-31,357,,Lecce,it Serie A,L 1-3,1,3,-2,47,0,1,1,0,357,44,284,1504,696,14,10,5,13,7,Match Report
1644,Lecce,2025-01-19,357,@,Cagliari,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,357,31,281,1444,665,12,6,3,17,10,Match Report
1645,Nice,2025-03-01,356,@,Saint-Étienne,fr Ligue 1,W 3-1,3,1,+2,38,2,0,0,0,356,37,267,1641,945,28,11,8,21,8,Match Report
1646,Nice,2025-01-17,356,@,Lille,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,356,27,263,1209,597,16,9,5,21,9,Match Report
1647,Villarreal,2024-09-26,356,@,Espanyol,es La Liga,W 2-1,2,1,+1,44,2,0,0,0,356,31,325,2063,1199,25,22,6,19,7,Match Report
1648,Toulouse,2025-02-23,356,@,Le Havre,fr Ligue 1,W 4-1,4,1,+3,46,3,1,1,0,356,29,262,1258,566,12,8,4,21,8,Match Report
1649,Genoa,2024-12-15,356,@,Milan,it Serie A,D 0-0,0,0,0,43,0,0,0,0,356,25,278,1684,831,16,7,2,16,6,Match Report
1650,Union Berlin,2024-10-27,356,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,356,41,280,1607,812,16,8,1,14,6,Match Report
1651,Leganés,2025-04-07,356,,Osasuna,es La Liga,D 1-1,1,1,0,56,0,1,1,0,356,52,290,1541,872,11,15,2,14,10,Match Report
1652,Sevilla,2024-12-14,356,,Celta Vigo,es La Liga,W 1-0,1,0,+1,45,1,0,0,0,356,17,235,1086,506,15,10,3,15,3,Match Report
1653,Venezia,2024-10-27,356,@,Monza,it Serie A,D 2-2,2,2,0,54,2,0,0,0,356,40,281,1325,683,12,10,1,13,10,Match Report
1654,Ipswich Town,2024-09-29,356,,Aston Villa,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,356,30,312,1854,824,16,8,6,12,10,Match Report
1655,Juventus,2025-03-29,356,,Genoa,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,356,32,331,1591,753,13,11,4,17,14,Match Report
1656,Nott'ham Forest,2025-02-15,356,@,Fulham,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,356,35,281,1515,790,15,10,5,18,3,Match Report
1657,Nice,2024-12-07,355,,Le Havre,fr Ligue 1,W 2-1,2,1,+1,51,1,1,1,0,355,43,289,1918,1247,33,15,6,15,13,Match Report
1658,Valladolid,2024-09-15,355,@,Celta Vigo,es La Liga,L 1-3,1,3,-2,46,1,0,0,0,355,23,264,1404,706,9,6,4,14,6,Match Report
1659,Villarreal,2025-01-25,355,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,41,0,1,1,0,355,28,285,1496,752,16,10,2,11,8,Match Report
1660,Auxerre,2025-03-14,355,@,Nice,fr Ligue 1,D 1-1,1,1,0,49,1,0,0,0,355,23,310,1895,787,15,15,2,9,6,Match Report
1661,West Ham,2025-01-14,355,,Fulham,eng Premier League,W 3-2,3,2,+1,44,3,0,0,0,355,20,238,1034,368,6,5,0,11,10,Match Report
1662,Espanyol,2024-12-09,355,@,Getafe,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,355,35,286,1470,867,12,10,2,16,7,Match Report
1663,Bochum,2024-10-19,355,@,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,50,1,0,1,1,355,45,288,1367,577,11,10,2,19,7,Match Report
1664,Ipswich Town,2025-01-16,355,,Brighton,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,355,16,205,1067,425,8,7,4,11,6,Match Report
1665,Milan,2024-09-22,355,@,Inter,it Serie A,W 2-1,2,1,+1,43,2,0,0,0,355,33,318,1722,895,19,10,5,10,5,Match Report
1666,Arsenal,2025-02-02,354,,Manchester City,eng Premier League,W 5-1,5,1,+4,46,5,0,0,0,354,35,336,1672,774,17,12,5,9,12,Match Report
1667,St. Pauli,2024-11-29,354,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,354,30,273,1267,604,14,13,3,14,8,Match Report
1668,Brighton,2024-11-23,354,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,354,25,348,2073,1084,16,12,3,15,12,Match Report
1669,Hoffenheim,2025-01-15,353,@,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,35,0,0,0,0,353,22,310,1165,570,11,4,2,10,8,Match Report
1670,Hellas Verona,2024-08-26,353,,Juventus,it Serie A,L 0-3,0,3,-3,40,0,0,0,0,353,36,350,2062,1002,20,20,6,12,12,Match Report
1671,Atalanta,2025-01-25,353,@,Como,it Serie A,W 2-1,2,1,+1,46,2,0,0,0,353,32,352,1516,724,10,10,0,13,11,Match Report
1672,Lens,2025-03-15,353,,Rennes,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,353,23,340,1403,647,11,7,2,17,10,Match Report
1673,Lecce,2024-09-27,353,@,Milan,it Serie A,L 0-3,0,3,-3,43,0,0,0,0,353,37,282,1751,1061,22,13,4,10,12,Match Report
1674,Osasuna,2024-12-21,352,,Athletic Club,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,352,35,314,1535,714,11,14,1,20,5,Match Report
1675,Arsenal,2025-01-25,352,@,Wolves,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,352,29,285,1617,845,21,12,5,9,10,Match Report
1676,Athletic Club,2024-08-28,352,,Valencia,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,352,34,252,1372,724,17,10,4,16,15,Match Report
1677,Toulouse,2025-03-07,352,,Monaco,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,352,33,295,1287,639,11,8,2,28,11,Match Report
1678,Le Havre,2024-11-10,352,,Reims,fr Ligue 1,L 0-3,0,3,-3,55,0,0,0,0,352,34,258,1466,729,16,7,1,10,7,Match Report
1679,Mainz 05,2024-12-01,352,,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,352,39,289,1126,456,12,7,3,24,19,Match Report
1680,Inter,2025-01-15,352,,Bologna,it Serie A,D 2-2,2,2,0,48,2,0,0,0,352,33,309,1754,813,21,10,5,16,6,Match Report
1681,Valencia,2025-03-15,352,@,Girona,es La Liga,D 1-1,1,1,0,43,1,0,0,0,352,41,287,1471,760,12,7,5,14,6,Match Report
1682,Valladolid,2024-09-27,351,,Mallorca,es La Liga,L 1-2,1,2,-1,51,1,0,0,0,351,38,280,1587,726,13,9,3,11,11,Match Report
1683,Villarreal,2025-01-20,351,,Mallorca,es La Liga,W 4-0,4,0,+4,43,4,0,0,0,351,45,305,1593,906,20,14,6,9,8,Match Report
1684,Fiorentina,2025-01-04,351,,Napoli,it Serie A,L 0-3,0,3,-3,48,0,0,0,0,351,31,347,1681,837,21,19,2,24,5,Match Report
1685,Genoa,2025-03-07,351,@,Cagliari,it Serie A,D 1-1,1,1,0,53,1,0,0,0,351,35,294,1663,772,12,14,4,24,3,Match Report
1686,Reims,2024-09-01,351,,Rennes,fr Ligue 1,W 2-1,2,1,+1,53,2,0,0,0,351,33,241,1438,657,15,12,0,13,9,Match Report
1687,Alavés,2025-03-02,351,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,351,41,328,1447,620,12,15,3,23,8,Match Report
1688,Alavés,2025-02-09,351,,Getafe,es La Liga,L 0-1,0,1,-1,65,0,0,0,0,351,43,305,1438,784,16,7,1,17,5,Match Report
1689,Alavés,2024-12-15,351,,Athletic Club,es La Liga,D 1-1,1,1,0,52,1,0,0,0,351,26,313,1358,631,14,3,1,15,10,Match Report
1690,Dortmund,2025-04-05,351,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,46,4,0,0,0,351,37,327,1103,501,10,8,7,17,12,Match Report
1691,Nantes,2024-10-20,351,,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,351,32,350,1759,812,16,15,3,13,6,Match Report
1692,Parma,2024-08-31,351,@,Napoli,it Serie A,L 1-2,1,2,-1,45,0,1,1,0,351,21,239,1424,920,19,11,5,16,10,Match Report
1693,Como,2024-08-19,350,@,Juventus,it Serie A,L 0-3,0,3,-3,43,0,0,0,0,350,34,335,1676,841,9,15,0,12,9,Match Report
1694,Wolfsburg,2025-03-01,350,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,44,2,0,0,0,350,23,310,1692,829,18,11,5,10,11,Match Report
1695,Newcastle Utd,2025-04-07,350,@,Leicester City,eng Premier League,W 3-0,3,0,+3,42,3,0,0,0,350,33,339,1677,939,18,13,4,13,6,Match Report
1696,Udinese,2025-01-20,349,@,Como,it Serie A,L 1-4,1,4,-3,49,1,0,0,0,349,36,326,1732,903,18,13,3,13,5,Match Report
1697,Udinese,2024-12-01,349,,Genoa,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,349,29,357,1758,713,9,10,2,11,16,Match Report
1698,Heidenheim,2025-03-01,349,,Gladbach,de Bundesliga,L 0-3,0,3,-3,45,0,0,0,0,349,38,301,1701,839,18,13,7,11,5,Match Report
1699,Heidenheim,2024-12-01,349,,Eint Frankfurt,de Bundesliga,L 0-4,0,4,-4,46,0,0,0,0,349,23,352,1766,842,17,10,4,17,8,Match Report
1700,Montpellier,2024-12-15,349,,Nice,fr Ligue 1,D 2-2,2,2,0,52,2,0,0,0,349,44,321,1739,915,24,12,10,13,12,Match Report
1701,Athletic Club,2025-02-08,349,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,349,33,268,1380,679,16,13,7,9,7,Match Report
1702,Southampton,2024-12-22,349,@,Fulham,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,349,12,211,1177,607,11,9,3,10,4,Match Report
1703,Leganés,2024-12-08,349,,Real Sociedad,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,349,30,198,950,459,9,5,0,16,14,Match Report
1704,Aston Villa,2024-10-06,349,,Manchester Utd,eng Premier League,D 0-0,0,0,0,53,0,0,0,0,349,38,363,1863,982,21,14,5,12,12,Match Report
1705,Leicester City,2025-01-04,349,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,349,24,315,1506,692,10,11,3,15,9,Match Report
1706,Empoli,2024-10-20,349,,Napoli,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,349,39,290,1574,829,21,12,5,12,9,Match Report
1707,Saint-Étienne,2024-12-08,349,,Marseille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,349,18,264,1266,570,13,8,2,12,4,Match Report
1708,Napoli,2024-09-15,349,@,Cagliari,it Serie A,W 4-0,4,0,+4,49,4,0,0,0,349,42,273,1292,566,18,16,7,17,8,Match Report
1709,Milan,2024-11-23,349,,Juventus,it Serie A,D 0-0,0,0,0,44,0,0,0,0,349,37,346,2062,1064,11,14,2,15,7,Match Report
1710,Valencia,2024-11-23,349,,Betis,es La Liga,W 4-2,4,2,+2,48,4,0,0,0,349,22,295,1419,647,13,8,3,13,5,Match Report
1711,Lens,2025-02-08,349,@,Nice,fr Ligue 1,L 0-2,0,2,-2,40,0,0,0,0,349,26,295,1579,887,14,16,5,13,9,Match Report
1712,Fulham,2024-09-14,349,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,349,37,335,1562,886,22,13,4,12,9,Match Report
1713,Las Palmas,2025-01-24,348,,Osasuna,es La Liga,D 1-1,1,1,0,51,1,0,0,0,348,33,270,1336,668,14,8,5,20,5,Match Report
1714,Osasuna,2025-02-10,348,@,Mallorca,es La Liga,D 1-1,1,1,0,54,1,0,0,0,348,45,301,1621,773,16,14,2,16,8,Match Report
1715,Nice,2025-01-03,348,,Rennes,fr Ligue 1,W 3-2,3,2,+1,47,3,0,0,0,348,29,246,1293,747,19,8,4,13,8,Match Report
1716,Montpellier,2025-02-09,348,@,Strasbourg,fr Ligue 1,L 0-2,0,2,-2,41,0,0,0,0,348,41,228,1381,678,14,14,6,17,12,Match Report
1717,Bochum,2025-03-16,348,,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,51,1,0,0,0,348,33,299,1278,613,10,7,1,17,10,Match Report
1718,Cagliari,2024-11-04,348,@,Lazio,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,348,24,316,1377,550,12,6,2,8,14,Match Report
1719,Roma,2025-01-12,348,@,Bologna,it Serie A,D 2-2,2,2,0,46,1,1,1,0,348,23,240,1088,529,9,9,0,17,7,Match Report
1720,Monaco,2025-03-07,348,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,348,35,243,957,407,8,7,2,18,13,Match Report
1721,Monza,2025-02-24,347,@,Roma,it Serie A,L 0-4,0,4,-4,35,0,0,0,0,347,18,273,1418,763,10,8,0,10,9,Match Report
1722,Montpellier,2025-03-30,347,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,47,0,0,0,0,347,32,240,1469,703,14,6,3,14,10,Match Report
1723,Como,2025-02-01,347,@,Bologna,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,347,16,285,1396,647,14,10,6,18,16,Match Report
1724,Tottenham,2024-12-29,347,,Wolves,eng Premier League,D 2-2,2,2,0,48,2,0,1,1,347,40,312,1632,845,22,12,10,14,11,Match Report
1725,Crystal Palace,2024-11-30,347,,Newcastle Utd,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,347,38,313,1623,756,14,11,4,18,9,Match Report
1726,Werder Bremen,2024-11-30,347,,Stuttgart,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,347,50,361,1786,701,10,6,4,9,1,Match Report
1727,Eint Frankfurt,2025-03-01,347,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,41,1,0,0,0,347,37,314,1394,643,13,9,4,9,10,Match Report
1728,Brest,2025-02-23,347,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,43,0,0,0,0,347,32,332,1321,542,9,9,3,17,4,Match Report
1729,Torino,2025-01-19,346,@,Fiorentina,it Serie A,D 1-1,1,1,0,47,1,0,0,0,346,28,297,1416,713,9,9,5,13,9,Match Report
1730,Villarreal,2025-02-22,346,@,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,346,35,242,1515,935,18,13,2,17,4,Match Report
1731,Stuttgart,2025-04-05,346,@,Bochum,de Bundesliga,W 4-0,4,0,+4,46,4,0,0,0,346,27,263,1323,705,15,10,9,11,6,Match Report
1732,Leganés,2024-11-02,346,@,Girona,es La Liga,L 3-4,3,4,-1,46,3,0,0,0,346,33,281,1704,829,11,10,2,10,4,Match Report
1733,Alavés,2025-01-18,346,@,Betis,es La Liga,W 3-1,3,1,+2,50,2,1,1,0,346,43,290,1399,684,16,13,5,21,9,Match Report
1734,Alavés,2024-10-18,346,,Valladolid,es La Liga,L 2-3,2,3,-1,62,2,0,0,0,346,47,245,1521,808,12,4,2,17,8,Match Report
1735,Newcastle Utd,2025-01-18,346,,Bournemouth,eng Premier League,L 1-4,1,4,-3,56,1,0,0,0,346,37,315,1691,885,26,12,8,19,13,Match Report
1736,Brentford,2025-01-14,346,,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,346,42,270,1593,895,18,8,9,11,7,Match Report
1737,Inter,2024-10-20,346,@,Roma,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,346,31,273,1645,848,17,13,4,18,8,Match Report
1738,Lens,2024-10-26,346,,Lille,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,346,42,319,1494,689,14,14,5,21,5,Match Report
1739,Valladolid,2024-08-19,345,,Espanyol,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,345,41,292,1501,758,16,13,4,14,7,Match Report
1740,Manchester Utd,2025-04-06,345,,Manchester City,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,345,30,364,1661,804,19,14,10,12,18,Match Report
1741,Monza,2024-11-24,345,@,Torino,it Serie A,D 1-1,1,1,0,46,1,0,0,0,345,20,353,1867,895,17,10,4,7,8,Match Report
1742,Monza,2024-09-15,345,,Inter,it Serie A,D 1-1,1,1,0,40,1,0,0,0,345,15,285,1723,830,20,14,1,12,10,Match Report
1743,Le Havre,2025-01-05,345,@,Marseille,fr Ligue 1,L 1-5,1,5,-4,30,1,0,0,0,345,14,285,1249,467,4,9,1,8,11,Match Report
1744,Getafe,2024-10-27,345,,Valencia,es La Liga,D 1-1,1,1,0,64,0,1,1,0,345,47,349,2096,1207,25,10,3,23,11,Match Report
1745,Getafe,2024-09-22,345,,Leganés,es La Liga,D 1-1,1,1,0,59,0,1,1,0,345,46,320,1507,811,20,8,3,21,20,Match Report
1746,Aston Villa,2024-12-04,345,,Brentford,eng Premier League,W 3-1,3,1,+2,49,2,1,1,0,345,32,260,1712,851,22,10,10,15,6,Match Report
1747,Rayo Vallecano,2024-08-31,345,@,Espanyol,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,345,40,283,1434,759,14,8,7,11,11,Match Report
1748,Saint-Étienne,2024-11-02,345,,Strasbourg,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,345,30,273,1300,634,11,6,1,16,10,Match Report
1749,Udinese,2025-01-11,344,,Atalanta,it Serie A,D 0-0,0,0,0,46,0,0,0,0,344,26,295,1505,618,11,11,2,15,11,Match Report
1750,Udinese,2024-09-28,344,,Inter,it Serie A,L 2-3,2,3,-1,40,2,0,0,0,344,34,342,1863,795,11,13,6,16,6,Match Report
1751,Nice,2024-09-14,344,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,344,34,310,1671,926,23,11,9,12,11,Match Report
1752,Villarreal,2024-09-14,344,@,Mallorca,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,344,33,343,1855,1016,24,16,6,15,9,Match Report
1753,Mallorca,2024-09-27,344,@,Valladolid,es La Liga,W 2-1,2,1,+1,49,2,0,0,0,344,33,303,1604,808,14,15,1,17,7,Match Report
1754,Gladbach,2024-09-14,344,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,44,1,0,0,0,344,28,283,1098,509,11,8,3,8,9,Match Report
1755,Fiorentina,2025-02-28,344,,Lecce,it Serie A,W 1-0,1,0,+1,48,1,0,1,1,344,26,240,1368,614,15,7,1,13,6,Match Report
1756,St. Pauli,2025-03-01,344,,Dortmund,de Bundesliga,L 0-2,0,2,-2,43,0,0,0,0,344,32,222,1204,516,10,8,4,15,12,Match Report
1757,Leganés,2025-03-02,344,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,344,35,317,1395,860,12,11,1,12,14,Match Report
1758,Aston Villa,2024-08-17,344,@,West Ham,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,344,25,310,1892,1152,23,12,4,15,7,Match Report
1759,Wolves,2024-11-23,344,@,Fulham,eng Premier League,W 4-1,4,1,+3,41,4,0,0,0,344,29,280,1453,781,14,10,6,13,12,Match Report
1760,Lille,2024-11-01,344,,Lyon,fr Ligue 1,D 1-1,1,1,0,47,1,0,0,0,344,38,303,1550,751,16,9,7,12,12,Match Report
1761,Valencia,2024-10-21,344,,Las Palmas,es La Liga,L 2-3,2,3,-1,48,1,1,1,0,344,50,291,1861,1057,26,11,7,11,8,Match Report
1762,Hoffenheim,2024-09-21,343,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,343,40,316,1525,744,8,9,2,11,7,Match Report
1763,Torino,2024-11-09,343,@,Juventus,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,343,28,320,1556,824,3,6,0,6,10,Match Report
1764,Southampton,2024-10-05,343,@,Arsenal,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,343,14,281,1420,795,15,10,2,14,9,Match Report
1765,Bournemouth,2024-10-19,343,,Arsenal,eng Premier League,W 2-0,2,0,+2,49,1,1,1,0,343,37,324,1965,1066,28,17,7,14,6,Match Report
1766,Le Havre,2025-01-19,343,@,Reims,fr Ligue 1,D 1-1,1,1,0,45,1,0,0,0,343,23,339,1601,797,10,16,3,15,7,Match Report
1767,Genoa,2024-09-15,343,,Roma,it Serie A,D 1-1,1,1,0,48,1,0,0,0,343,38,312,1604,890,17,8,2,10,15,Match Report
1768,Alavés,2025-03-29,343,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,343,35,368,1758,955,19,12,7,23,8,Match Report
1769,Strasbourg,2025-03-28,343,,Lyon,fr Ligue 1,W 4-2,4,2,+2,40,4,0,0,0,343,19,299,1420,758,13,8,6,15,7,Match Report
1770,Cagliari,2024-11-24,343,@,Genoa,it Serie A,D 2-2,2,2,0,48,0,2,2,0,343,34,323,1592,823,13,9,3,8,15,Match Report
1771,Roma,2024-11-10,343,,Bologna,it Serie A,L 2-3,2,3,-1,54,2,0,0,0,343,22,340,1452,543,10,10,5,15,3,Match Report
1772,Real Sociedad,2024-11-03,343,@,Sevilla,es La Liga,W 2-0,2,0,+2,45,1,1,1,0,343,31,270,1312,708,14,6,7,16,7,Match Report
1773,Fulham,2025-02-25,343,@,Wolves,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,343,36,283,1586,807,10,7,3,17,4,Match Report
1774,Nice,2024-12-15,342,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,48,2,0,0,0,342,38,203,1326,832,17,15,6,13,12,Match Report
1775,Heidenheim,2024-11-02,342,@,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,342,37,327,1849,972,16,15,1,19,5,Match Report
1776,Como,2024-08-26,342,@,Cagliari,it Serie A,D 1-1,1,1,0,53,1,0,0,0,342,26,244,1228,619,12,11,1,10,9,Match Report
1777,Mallorca,2024-08-27,342,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,342,33,327,1470,605,10,11,4,14,10,Match Report
1778,Athletic Club,2024-12-21,342,@,Osasuna,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,342,36,296,1610,843,17,11,5,27,9,Match Report
1779,Bournemouth,2025-02-01,342,,Liverpool,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,342,39,298,1879,1122,26,13,4,20,6,Match Report
1780,Leganés,2024-09-28,342,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,342,34,307,1746,1038,16,12,4,8,9,Match Report
1781,Empoli,2024-11-30,342,@,Milan,it Serie A,L 0-3,0,3,-3,45,0,0,0,0,342,28,252,1349,733,14,9,4,13,10,Match Report
1782,Espanyol,2024-12-18,342,,Valencia,es La Liga,D 1-1,1,1,0,46,1,0,0,0,342,27,273,1653,949,18,8,2,15,2,Match Report
1783,Parma,2024-12-06,342,@,Inter,it Serie A,L 1-3,1,3,-2,43,0,0,0,0,342,24,302,1551,809,15,13,3,7,8,Match Report
1784,Mallorca,2025-04-05,341,,Celta Vigo,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,341,17,300,1563,604,4,5,1,18,12,Match Report
1785,Tottenham,2025-01-15,341,@,Arsenal,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,341,22,244,1325,723,21,9,7,20,15,Match Report
1786,Fiorentina,2025-04-05,341,@,Milan,it Serie A,D 2-2,2,2,0,48,1,0,0,0,341,28,315,1832,898,17,12,11,16,5,Match Report
1787,Wolfsburg,2024-12-13,341,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,47,2,0,0,0,341,29,336,1496,652,15,15,3,15,8,Match Report
1788,St. Pauli,2025-02-01,341,,Augsburg,de Bundesliga,D 1-1,1,1,0,45,0,0,0,0,341,31,343,1455,589,14,11,2,16,4,Match Report
1789,RB Leipzig,2024-11-02,341,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,43,1,0,0,0,341,28,268,1297,629,8,13,3,15,9,Match Report
1790,Inter,2024-10-27,341,,Juventus,it Serie A,D 4-4,4,4,0,47,2,2,2,0,341,34,334,1933,968,10,13,6,8,4,Match Report
1791,Nantes,2024-12-08,341,,Rennes,fr Ligue 1,W 1-0,1,0,+1,47,1,0,0,0,341,40,319,1442,727,17,7,11,14,10,Match Report
1792,Nott'ham Forest,2025-04-05,341,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,341,39,245,1586,984,26,13,10,9,8,Match Report
1793,Osasuna,2024-08-29,340,@,Girona,es La Liga,L 0-4,0,4,-4,40,0,0,0,0,340,18,294,1315,515,10,10,0,9,7,Match Report
1794,Holstein Kiel,2024-12-14,340,@,Gladbach,de Bundesliga,L 1-4,1,4,-3,44,1,0,0,0,340,31,280,1420,731,14,11,2,14,7,Match Report
1795,Athletic Club,2025-04-06,340,@,Villarreal,es La Liga,D 0-0,0,0,0,44,0,0,0,0,340,41,333,1591,812,9,12,3,19,12,Match Report
1796,Angers,2024-10-26,340,,Saint-Étienne,fr Ligue 1,W 4-2,4,2,+2,42,3,1,1,0,340,25,304,1877,1131,17,15,3,18,4,Match Report
1797,Lazio,2024-08-31,340,,Milan,it Serie A,D 2-2,2,2,0,43,2,0,0,0,340,33,304,1417,674,13,6,4,17,8,Match Report
1798,West Ham,2024-12-26,340,@,Southampton,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,340,19,302,1692,886,15,10,7,10,9,Match Report
1799,Espanyol,2025-03-29,340,,Atlético Madrid,es La Liga,D 1-1,1,1,0,39,0,1,1,0,340,38,297,1569,809,12,8,3,11,8,Match Report
1800,Juventus,2025-02-02,340,,Empoli,it Serie A,W 4-1,4,1,+3,55,4,0,0,0,340,39,231,1431,706,13,11,5,18,11,Match Report
1801,Nice,2025-03-09,339,,Lyon,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,339,24,213,1143,669,21,7,6,14,8,Match Report
1802,Manchester Utd,2024-11-03,339,,Chelsea,eng Premier League,D 1-1,1,1,0,46,0,1,1,0,339,29,306,1718,813,17,9,5,5,9,Match Report
1803,Mallorca,2024-08-31,339,@,Leganés,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,339,36,268,1619,781,19,15,4,11,9,Match Report
1804,Genoa,2024-09-21,339,@,Venezia,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,339,24,296,1596,852,15,13,4,12,6,Match Report
1805,Liverpool,2024-10-20,339,,Chelsea,eng Premier League,W 2-1,2,1,+1,43,1,1,1,0,339,28,284,1218,555,10,6,4,9,8,Match Report
1806,Girona,2025-01-26,339,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,43,1,0,0,0,339,41,303,1599,857,16,10,2,20,9,Match Report
1807,Brentford,2025-04-02,339,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,339,29,294,1217,551,12,6,8,23,6,Match Report
1808,Lyon,2024-09-15,339,@,Lens,fr Ligue 1,D 0-0,0,0,0,46,0,0,0,0,339,38,268,1241,597,17,12,6,20,5,Match Report
1809,Parma,2024-12-22,339,@,Roma,it Serie A,L 0-5,0,5,-5,41,0,0,0,0,339,26,309,1950,1057,21,21,7,15,3,Match Report
