Rk,Team,Date,Won,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Won,Lost,Won%,Match Report
2305,Tottenham,2025-01-15,8,@,Arsenal,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,8,14,36.4,Match Report
2306,Tottenham,2024-12-08,8,,Chelsea,eng Premier League,L 3-4,3,4,-1,39,3,0,0,0,8,8,50.0,Match Report
2307,Tottenham,2024-10-06,8,@,Brighton,eng Premier League,L 2-3,2,3,-1,59,2,0,0,0,8,7,53.3,Match Report
2308,Tottenham,2024-09-29,8,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,61,3,0,0,0,8,6,57.1,Match Report
2309,Toulouse,2025-03-07,8,,Monaco,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,8,15,34.8,Match Report
2310,Fiorentina,2025-03-09,8,@,Napoli,it Serie A,L 1-2,1,2,-1,51,1,0,0,0,8,12,40.0,Match Report
2311,Bournemouth,2024-11-23,8,,Brighton,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,8,18,30.8,Match Report
2312,Real Madrid,2025-02-15,8,@,Osasuna,es La Liga,D 1-1,1,1,0,55,1,0,0,0,8,23,25.8,Match Report
2313,Real Madrid,2025-02-08,8,,Atlético Madrid,es La Liga,D 1-1,1,1,0,60,1,0,0,0,8,2,80.0,Match Report
2314,Real Madrid,2024-12-01,8,,Getafe,es La Liga,W 2-0,2,0,+2,69,1,1,1,0,8,9,47.1,Match Report
2315,Real Madrid,2024-10-19,8,@,Celta Vigo,es La Liga,W 2-1,2,1,+1,53,2,0,0,0,8,7,53.3,Match Report
2316,Real Madrid,2024-09-24,8,,Alavés,es La Liga,W 3-2,3,2,+1,68,3,0,0,0,8,10,44.4,Match Report
2317,Real Madrid,2024-09-14,8,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,52,0,2,2,0,8,8,50.0,Match Report
2318,Real Madrid,2024-08-25,8,,Valladolid,es La Liga,W 3-0,3,0,+3,63,3,0,0,0,8,13,38.1,Match Report
2319,St. Pauli,2024-12-07,8,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,8,13,38.1,Match Report
2320,St. Pauli,2024-11-24,8,@,Gladbach,de Bundesliga,L 0-2,0,2,-2,52,0,0,0,0,8,15,34.8,Match Report
2321,St. Pauli,2024-11-09,8,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,25,0,0,0,0,8,10,44.4,Match Report
2322,Marseille,2025-01-11,8,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,64,2,0,0,0,8,8,50.0,Match Report
2323,Marseille,2024-11-03,8,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,73,2,0,0,0,8,10,44.4,Match Report
2324,Stuttgart,2025-02-28,8,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,8,19,29.6,Match Report
2325,Auxerre,2025-02-01,8,@,Monaco,fr Ligue 1,L 2-4,2,4,-2,43,1,1,1,0,8,10,44.4,Match Report
2326,Auxerre,2025-01-19,8,@,Angers,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,8,14,36.4,Match Report
2327,Auxerre,2024-09-01,8,@,Le Havre,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,8,17,32.0,Match Report
2328,Le Havre,2024-10-20,8,,Lyon,fr Ligue 1,L 0-4,0,4,-4,39,0,0,0,0,8,11,42.1,Match Report
2329,Werder Bremen,2024-11-03,8,@,Gladbach,de Bundesliga,L 1-4,1,4,-3,53,1,0,0,0,8,13,38.1,Match Report
2330,Angers,2025-03-30,8,,Rennes,fr Ligue 1,L 0-3,0,3,-3,43,0,0,0,0,8,16,33.3,Match Report
2331,Angers,2025-02-22,8,@,Saint-Étienne,fr Ligue 1,D 3-3,3,3,0,39,1,2,2,0,8,17,32.0,Match Report
2332,Angers,2024-12-07,8,,Lyon,fr Ligue 1,L 0-3,0,3,-3,37,0,0,0,0,8,14,36.4,Match Report
2333,Angers,2024-08-24,8,@,Lille,fr Ligue 1,L 0-2,0,2,-2,36,0,0,0,0,8,9,47.1,Match Report
2334,Lazio,2025-01-05,8,@,Roma,it Serie A,L 0-2,0,2,-2,67,0,0,0,0,8,8,50.0,Match Report
2335,Lazio,2024-12-28,8,,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,8,12,40.0,Match Report
2336,Getafe,2024-09-25,8,@,Barcelona,es La Liga,L 0-1,0,1,-1,24,0,0,0,0,8,15,34.8,Match Report
2337,Leganés,2024-12-22,8,,Villarreal,es La Liga,L 2-5,2,5,-3,36,1,1,1,0,8,16,33.3,Match Report
2338,Leganés,2024-10-20,8,@,Atlético Madrid,es La Liga,L 1-3,1,3,-2,37,1,0,0,0,8,13,38.1,Match Report
2339,Reims,2025-03-09,8,,Auxerre,fr Ligue 1,L 0-2,0,2,-2,57,0,0,0,0,8,17,32.0,Match Report
2340,Reims,2025-02-16,8,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,1,1,8,10,44.4,Match Report
2341,Reims,2024-09-15,8,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,8,9,47.1,Match Report
2342,Liverpool,2025-02-16,8,,Wolves,eng Premier League,W 2-1,2,1,+1,50,1,1,1,0,8,10,44.4,Match Report
2343,Liverpool,2024-12-22,8,@,Tottenham,eng Premier League,W 6-3,6,3,+3,48,6,0,0,0,8,5,61.5,Match Report
2344,Aston Villa,2024-12-26,8,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,38,0,0,0,0,8,14,36.4,Match Report
2345,Aston Villa,2024-12-14,8,@,Nott'ham Forest,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,8,10,44.4,Match Report
2346,Aston Villa,2024-10-06,8,,Manchester Utd,eng Premier League,D 0-0,0,0,0,53,0,0,0,0,8,14,36.4,Match Report
2347,Aston Villa,2024-09-14,8,,Everton,eng Premier League,W 3-2,3,2,+1,72,3,0,0,0,8,11,42.1,Match Report
2348,Wolves,2025-02-01,8,,Aston Villa,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,8,11,42.1,Match Report
2349,Wolves,2024-12-29,8,@,Tottenham,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,8,14,36.4,Match Report
2350,Wolves,2024-12-22,8,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,8,11,42.1,Match Report
2351,Wolves,2024-09-15,8,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,8,13,38.1,Match Report
2352,Wolves,2024-08-25,8,,Chelsea,eng Premier League,L 2-6,2,6,-4,40,2,0,0,0,8,5,61.5,Match Report
2353,Girona,2024-12-01,8,@,Villarreal,es La Liga,D 2-2,2,2,0,64,2,0,0,0,8,12,40.0,Match Report
2354,Girona,2024-10-19,8,,Real Sociedad,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,8,8,50.0,Match Report
2355,Atalanta,2024-08-30,8,@,Inter,it Serie A,L 0-4,0,4,-4,45,0,0,0,0,8,8,50.0,Match Report
2356,Rayo Vallecano,2024-12-14,8,,Real Madrid,es La Liga,D 3-3,3,3,0,34,3,0,0,0,8,7,53.3,Match Report
2357,Mainz 05,2024-11-24,8,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,8,14,36.4,Match Report
2358,Leicester City,2024-08-19,8,,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,8,9,47.1,Match Report
2359,Freiburg,2024-09-01,8,@,Bayern Munich,de Bundesliga,L 0-2,0,2,-2,34,0,0,1,1,8,19,29.6,Match Report
2360,Espanyol,2025-04-04,8,@,Rayo Vallecano,es La Liga,W 4-0,4,0,+4,31,3,1,1,0,8,13,38.1,Match Report
2361,Espanyol,2024-12-22,8,@,Las Palmas,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,8,11,42.1,Match Report
2362,Espanyol,2024-11-03,8,@,Barcelona,es La Liga,L 1-3,1,3,-2,24,1,0,0,0,8,10,44.4,Match Report
2363,Espanyol,2024-09-29,8,@,Betis,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,8,13,38.1,Match Report
2364,Espanyol,2024-09-26,8,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,8,17,32.0,Match Report
2365,RB Leipzig,2025-02-14,8,@,Augsburg,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,8,8,50.0,Match Report
2366,RB Leipzig,2024-11-23,8,@,Hoffenheim,de Bundesliga,L 3-4,3,4,-1,41,2,0,0,0,8,15,34.8,Match Report
2367,RB Leipzig,2024-11-09,8,,Gladbach,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,8,8,50.0,Match Report
2368,Dortmund,2025-02-08,8,,Stuttgart,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,8,11,42.1,Match Report
2369,Venezia,2024-12-29,8,@,Napoli,it Serie A,L 0-1,0,1,-1,34,0,0,0,0,8,17,32.0,Match Report
2370,Rennes,2025-02-16,8,,Lille,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,8,15,34.8,Match Report
2371,Rennes,2025-02-08,8,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,47,2,0,0,0,8,15,34.8,Match Report
2372,Rennes,2025-01-11,8,,Marseille,fr Ligue 1,L 1-2,1,2,-1,36,1,0,1,1,8,8,50.0,Match Report
2373,Ipswich Town,2024-12-21,8,,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,42,0,0,0,0,8,7,53.3,Match Report
2374,Ipswich Town,2024-09-29,8,,Aston Villa,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,8,7,53.3,Match Report
2375,Manchester City,2025-02-15,8,,Newcastle Utd,eng Premier League,W 4-0,4,0,+4,61,4,0,0,0,8,5,61.5,Match Report
2376,Cagliari,2025-03-16,8,@,Roma,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,8,17,32.0,Match Report
2377,Cagliari,2025-01-24,8,@,Torino,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,8,14,36.4,Match Report
2378,Cagliari,2024-09-30,8,@,Parma,it Serie A,W 3-2,3,2,+1,40,3,0,0,0,8,12,40.0,Match Report
2379,Leverkusen,2025-01-18,8,,Gladbach,de Bundesliga,W 3-1,3,1,+2,55,2,1,1,0,8,12,40.0,Match Report
2380,Leverkusen,2024-08-31,8,,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,62,2,0,0,0,8,3,72.7,Match Report
2381,Lille,2025-03-15,8,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,68,0,0,0,0,8,9,47.1,Match Report
2382,Lille,2025-02-08,8,,Le Havre,fr Ligue 1,L 1-2,1,2,-1,66,1,0,0,0,8,13,38.1,Match Report
2383,Lille,2024-12-14,8,@,Marseille,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,8,4,66.7,Match Report
2384,Lille,2024-09-21,8,,Strasbourg,fr Ligue 1,D 3-3,3,3,0,63,2,1,1,0,8,9,47.1,Match Report
2385,Brentford,2025-04-06,8,,Chelsea,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,8,15,34.8,Match Report
2386,Brentford,2024-08-25,8,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,8,6,57.1,Match Report
2387,Roma,2025-01-05,8,,Lazio,it Serie A,W 2-0,2,0,+2,33,2,0,0,0,8,8,50.0,Match Report
2388,Roma,2024-09-22,8,,Udinese,it Serie A,W 3-0,3,0,+3,62,2,1,1,0,8,15,34.8,Match Report
2389,Chelsea,2025-03-16,8,@,Arsenal,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,8,13,38.1,Match Report
2390,Chelsea,2025-01-25,8,@,Manchester City,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,8,7,53.3,Match Report
2391,Chelsea,2025-01-04,8,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,8,15,34.8,Match Report
2392,Chelsea,2024-12-08,8,@,Tottenham,eng Premier League,W 4-3,4,3,+1,61,2,2,2,0,8,8,50.0,Match Report
2393,Chelsea,2024-11-23,8,@,Leicester City,eng Premier League,W 2-1,2,1,+1,63,2,0,0,0,8,7,53.3,Match Report
2394,Brighton,2025-02-01,8,@,Nott'ham Forest,eng Premier League,L 0-7,0,7,-7,62,0,0,0,0,8,15,34.8,Match Report
2395,Brighton,2024-11-02,8,@,Liverpool,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,8,10,44.4,Match Report
2396,Brighton,2024-08-24,8,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,8,6,57.1,Match Report
2397,Saint-Étienne,2025-03-29,8,,Paris S-G,fr Ligue 1,L 1-6,1,6,-5,47,1,0,0,0,8,3,72.7,Match Report
2398,Saint-Étienne,2024-11-02,8,,Strasbourg,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,8,6,57.1,Match Report
2399,Everton,2024-12-04,8,,Wolves,eng Premier League,W 4-0,4,0,+4,44,2,0,0,0,8,10,44.4,Match Report
2400,Napoli,2024-11-03,8,,Atalanta,it Serie A,L 0-3,0,3,-3,50,0,0,0,0,8,7,53.3,Match Report
2401,Lyon,2025-01-26,8,@,Nantes,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,8,4,66.7,Match Report
2402,Lyon,2025-01-18,8,,Toulouse,fr Ligue 1,D 0-0,0,0,0,62,0,0,0,0,8,10,44.4,Match Report
2403,Lyon,2024-08-18,8,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,53,0,0,1,1,8,12,40.0,Match Report
2404,Inter,2025-01-26,8,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,8,6,57.1,Match Report
2405,Inter,2024-08-30,8,,Atalanta,it Serie A,W 4-0,4,0,+4,55,3,0,0,0,8,8,50.0,Match Report
2406,Nantes,2025-02-02,8,@,Reims,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,8,14,36.4,Match Report
2407,Atlético Madrid,2025-01-25,8,,Villarreal,es La Liga,D 1-1,1,1,0,59,1,0,0,0,8,11,42.1,Match Report
2408,Atlético Madrid,2024-08-25,8,,Girona,es La Liga,W 3-0,3,0,+3,43,3,0,0,0,8,6,57.1,Match Report
2409,Atlético Madrid,2024-08-19,8,@,Villarreal,es La Liga,D 2-2,2,2,0,56,2,0,0,0,8,5,61.5,Match Report
2410,Milan,2024-11-09,8,@,Cagliari,it Serie A,D 3-3,3,3,0,55,3,0,0,0,8,17,32.0,Match Report
2411,Milan,2024-10-29,8,,Napoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,8,12,40.0,Match Report
2412,Valencia,2025-01-11,8,@,Sevilla,es La Liga,D 1-1,1,1,0,46,1,0,0,0,8,19,29.6,Match Report
2413,Valencia,2024-09-15,8,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,47,0,0,0,0,8,12,40.0,Match Report
2414,Valencia,2024-08-31,8,,Villarreal,es La Liga,D 1-1,1,1,0,58,1,0,0,0,8,22,26.7,Match Report
2415,Juventus,2025-03-16,8,@,Fiorentina,it Serie A,L 0-3,0,3,-3,62,0,0,0,0,8,13,38.1,Match Report
2416,Juventus,2025-01-25,8,@,Napoli,it Serie A,L 1-2,1,2,-1,51,1,0,0,0,8,17,32.0,Match Report
2417,Juventus,2024-12-01,8,@,Lecce,it Serie A,D 1-1,1,1,0,61,1,0,0,0,8,10,44.4,Match Report
2418,Juventus,2024-11-09,8,,Torino,it Serie A,W 2-0,2,0,+2,54,2,0,0,0,8,16,33.3,Match Report
2419,Juventus,2024-10-27,8,@,Inter,it Serie A,D 4-4,4,4,0,53,4,0,0,0,8,16,33.3,Match Report
2420,Juventus,2024-09-28,8,@,Genoa,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,8,13,38.1,Match Report
2421,Paris S-G,2024-11-22,8,,Toulouse,fr Ligue 1,W 3-0,3,0,+3,72,3,0,0,0,8,3,72.7,Match Report
2422,Paris S-G,2024-11-09,8,@,Angers,fr Ligue 1,W 4-2,4,2,+2,70,4,0,0,0,8,10,44.4,Match Report
2423,Paris S-G,2024-09-01,8,@,Lille,fr Ligue 1,W 3-1,3,1,+2,58,2,1,1,0,8,4,66.7,Match Report
2424,Real Sociedad,2024-10-19,8,@,Girona,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,8,8,50.0,Match Report
2425,Real Sociedad,2024-09-14,8,,Real Madrid,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,8,8,50.0,Match Report
2426,Parma,2025-03-15,8,@,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,8,8,50.0,Match Report
2427,Parma,2025-03-01,8,@,Udinese,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,8,12,40.0,Match Report
2428,Parma,2024-11-23,8,,Atalanta,it Serie A,L 1-3,1,3,-2,45,1,0,0,0,8,14,36.4,Match Report
2429,Parma,2024-08-17,8,,Fiorentina,it Serie A,D 1-1,1,1,0,39,1,0,0,0,8,11,42.1,Match Report
2430,Eint Frankfurt,2025-02-23,8,@,Bayern Munich,de Bundesliga,L 0-4,0,4,-4,37,0,0,0,0,8,14,36.4,Match Report
2431,Eint Frankfurt,2024-10-19,8,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,46,0,1,1,0,8,11,42.1,Match Report
2432,Celta Vigo,2025-03-15,8,@,Valladolid,es La Liga,W 1-0,1,0,+1,61,0,1,1,0,8,10,44.4,Match Report
2433,Betis,2025-04-05,8,@,Barcelona,es La Liga,D 1-1,1,1,0,27,1,0,0,0,8,14,36.4,Match Report
2434,Betis,2024-08-15,8,,Girona,es La Liga,D 1-1,1,1,0,39,1,0,0,0,8,1,88.9,Match Report
2435,Fulham,2024-10-26,8,@,Everton,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,8,18,30.8,Match Report
2436,Lecce,2024-10-20,8,,Fiorentina,it Serie A,L 0-6,0,6,-6,39,0,0,0,0,8,12,40.0,Match Report
2437,Las Palmas,2024-09-26,7,,Betis,es La Liga,D 1-1,1,1,0,55,1,0,0,0,7,13,35.0,Match Report
2438,Hoffenheim,2025-02-02,7,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,7,17,29.2,Match Report
2439,Udinese,2025-02-09,7,@,Napoli,it Serie A,D 1-1,1,1,0,38,1,0,0,0,7,11,38.9,Match Report
2440,Udinese,2024-12-29,7,,Torino,it Serie A,D 2-2,2,2,0,44,2,0,0,0,7,4,63.6,Match Report
2441,Bayern Munich,2024-11-30,7,@,Dortmund,de Bundesliga,D 1-1,1,1,0,67,1,0,0,0,7,11,38.9,Match Report
2442,Hellas Verona,2024-11-23,7,,Inter,it Serie A,L 0-5,0,5,-5,31,0,0,0,0,7,12,36.8,Match Report
2443,Torino,2025-03-02,7,@,Monza,it Serie A,W 2-0,2,0,+2,47,2,0,0,0,7,14,33.3,Match Report
2444,Nice,2025-03-09,7,,Lyon,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,7,5,58.3,Match Report
2445,Nice,2025-01-26,7,,Marseille,fr Ligue 1,W 2-0,2,0,+2,29,2,0,0,0,7,11,38.9,Match Report
2446,Nice,2024-10-20,7,@,Nantes,fr Ligue 1,D 1-1,1,1,0,57,1,0,0,0,7,11,38.9,Match Report
2447,Nice,2024-09-28,7,@,Lens,fr Ligue 1,D 0-0,0,0,0,44,0,0,0,0,7,16,30.4,Match Report
2448,Valladolid,2024-08-31,7,@,Barcelona,es La Liga,L 0-7,0,7,-7,30,0,0,0,0,7,7,50.0,Match Report
2449,Arsenal,2025-01-25,7,@,Wolves,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,7,13,35.0,Match Report
2450,Arsenal,2024-08-24,7,@,Aston Villa,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,7,9,43.8,Match Report
2451,Heidenheim,2025-01-25,7,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,7,18,28.0,Match Report
2452,Manchester Utd,2025-04-06,7,,Manchester City,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,7,7,50.0,Match Report
2453,Manchester Utd,2024-09-14,7,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,7,4,63.6,Match Report
2454,Bologna,2025-02-01,7,,Como,it Serie A,W 2-0,2,0,+2,50,2,0,0,0,7,7,50.0,Match Report
2455,Barcelona,2024-10-06,7,@,Alavés,es La Liga,W 3-0,3,0,+3,71,3,0,0,0,7,10,41.2,Match Report
2456,Barcelona,2024-09-28,7,@,Osasuna,es La Liga,L 2-4,2,4,-2,73,2,0,0,0,7,15,31.8,Match Report
2457,Barcelona,2024-08-31,7,,Valladolid,es La Liga,W 7-0,7,0,+7,70,7,0,0,0,7,7,50.0,Match Report
2458,Monza,2024-09-29,7,@,Napoli,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,7,7,50.0,Match Report
2459,Montpellier,2024-10-06,7,@,Reims,fr Ligue 1,L 2-4,2,4,-2,52,2,0,0,0,7,10,41.2,Match Report
2460,Montpellier,2024-08-18,7,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,42,0,1,1,0,7,17,29.2,Match Report
2461,Como,2025-02-01,7,@,Bologna,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,7,7,50.0,Match Report
2462,Como,2024-09-14,7,,Bologna,it Serie A,D 2-2,2,2,0,44,1,0,0,0,7,11,38.9,Match Report
2463,Mallorca,2025-03-30,7,@,Valencia,es La Liga,L 0-1,0,1,-1,56,0,0,0,0,7,28,20.0,Match Report
2464,Mallorca,2024-12-03,7,,Barcelona,es La Liga,L 1-5,1,5,-4,41,1,0,0,0,7,11,38.9,Match Report
2465,Athletic Club,2025-02-23,7,,Valladolid,es La Liga,W 7-1,7,1,+6,57,7,0,0,0,7,12,36.8,Match Report
2466,Athletic Club,2024-08-31,7,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,53,0,0,0,0,7,11,38.9,Match Report
2467,Southampton,2024-12-04,7,,Chelsea,eng Premier League,L 1-5,1,5,-4,45,1,0,0,0,7,6,53.8,Match Report
2468,Southampton,2024-11-02,7,,Everton,eng Premier League,W 1-0,1,0,+1,65,1,0,0,0,7,5,58.3,Match Report
2469,Tottenham,2025-02-22,7,@,Ipswich Town,eng Premier League,W 4-1,4,1,+3,58,4,0,0,0,7,4,63.6,Match Report
2470,Tottenham,2024-12-05,7,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,7,12,36.8,Match Report
2471,Toulouse,2024-08-31,7,,Marseille,fr Ligue 1,L 1-3,1,3,-2,24,1,0,0,0,7,7,50.0,Match Report
2472,Fiorentina,2025-03-30,7,,Atalanta,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,7,9,43.8,Match Report
2473,Fiorentina,2024-12-08,7,,Cagliari,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,7,17,29.2,Match Report
2474,Crystal Palace,2024-10-05,7,,Liverpool,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,7,27,20.6,Match Report
2475,Crystal Palace,2024-09-01,7,@,Chelsea,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,7,10,41.2,Match Report
2476,Wolfsburg,2025-01-14,7,,Gladbach,de Bundesliga,W 5-1,5,1,+4,35,4,1,1,0,7,12,36.8,Match Report
2477,Wolfsburg,2024-11-30,7,@,RB Leipzig,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,7,5,58.3,Match Report
2478,Real Madrid,2025-03-09,7,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,7,1,87.5,Match Report
2479,Real Madrid,2025-02-01,7,@,Espanyol,es La Liga,L 0-1,0,1,-1,76,0,0,0,0,7,6,53.8,Match Report
2480,Real Madrid,2025-01-19,7,,Las Palmas,es La Liga,W 4-1,4,1,+3,61,3,1,1,0,7,3,70.0,Match Report
2481,Real Madrid,2024-12-14,7,@,Rayo Vallecano,es La Liga,D 3-3,3,3,0,66,3,0,0,0,7,8,46.7,Match Report
2482,Marseille,2024-12-01,7,,Monaco,fr Ligue 1,W 2-1,2,1,+1,63,1,1,1,0,7,6,53.8,Match Report
2483,Marseille,2024-09-29,7,@,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,59,0,0,0,0,7,11,38.9,Match Report
2484,Marseille,2024-08-31,7,@,Toulouse,fr Ligue 1,W 3-1,3,1,+2,76,2,0,0,0,7,7,50.0,Match Report
2485,Marseille,2024-08-17,7,@,Brest,fr Ligue 1,W 5-1,5,1,+4,50,3,2,2,0,7,6,53.8,Match Report
2486,Stuttgart,2025-03-29,7,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,7,15,31.8,Match Report
2487,Auxerre,2025-01-05,7,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,40,1,0,0,0,7,7,50.0,Match Report
2488,Le Havre,2025-01-05,7,@,Marseille,fr Ligue 1,L 1-5,1,5,-4,30,1,0,0,0,7,9,43.8,Match Report
2489,Angers,2025-02-09,7,,Marseille,fr Ligue 1,L 0-2,0,2,-2,22,0,0,0,0,7,11,38.9,Match Report
2490,Lazio,2025-03-02,7,@,Milan,it Serie A,W 2-1,2,1,+1,39,1,1,1,0,7,10,41.2,Match Report
2491,Lazio,2025-01-10,7,,Como,it Serie A,D 1-1,1,1,0,37,1,0,0,0,7,24,22.6,Match Report
2492,Lazio,2024-12-16,7,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,7,12,36.8,Match Report
2493,Lazio,2024-12-08,7,@,Napoli,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,7,11,38.9,Match Report
2494,Lazio,2024-08-31,7,,Milan,it Serie A,D 2-2,2,2,0,43,2,0,0,0,7,5,58.3,Match Report
2495,West Ham,2024-10-19,7,@,Tottenham,eng Premier League,L 1-4,1,4,-3,43,1,0,0,0,7,9,43.8,Match Report
2496,Leganés,2025-03-29,7,@,Real Madrid,es La Liga,L 2-3,2,3,-1,30,2,0,0,0,7,19,26.9,Match Report
2497,Reims,2025-03-29,7,,Marseille,fr Ligue 1,W 3-1,3,1,+2,20,3,0,0,0,7,21,25.0,Match Report
2498,Reims,2024-11-29,7,,Lens,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,7,6,53.8,Match Report
2499,Liverpool,2025-02-01,7,@,Bournemouth,eng Premier League,W 2-0,2,0,+2,51,1,1,1,0,7,6,53.8,Match Report
2500,Liverpool,2024-12-29,7,@,West Ham,eng Premier League,W 5-0,5,0,+5,54,5,0,0,0,7,6,53.8,Match Report
2501,Liverpool,2024-12-01,7,,Manchester City,eng Premier League,W 2-0,2,0,+2,44,1,1,1,0,7,5,58.3,Match Report
2502,Aston Villa,2025-04-05,7,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,7,12,36.8,Match Report
2503,Aston Villa,2025-04-02,7,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,7,16,30.4,Match Report
2504,Aston Villa,2024-09-29,7,@,Ipswich Town,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,7,8,46.7,Match Report
2505,Aston Villa,2024-09-21,7,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,7,10,41.2,Match Report
2506,Wolves,2024-11-23,7,@,Fulham,eng Premier League,W 4-1,4,1,+3,41,4,0,0,0,7,6,53.8,Match Report
2507,Girona,2024-12-20,7,,Valladolid,es La Liga,W 3-0,3,0,+3,70,3,0,0,0,7,13,35.0,Match Report
2508,Girona,2024-11-23,7,,Espanyol,es La Liga,W 4-1,4,1,+3,75,4,0,0,0,7,2,77.8,Match Report
