Rk,Team,Date,Opp,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Opp,Stp,Stp%,Match Report
1287,Las Palmas,2025-01-12,13,,Getafe,es La Liga,L 1-2,1,2,-1,63,1,0,1,1,13,0,0.0,Match Report
1288,Las Palmas,2024-09-01,13,@,Alavés,es La Liga,L 0-2,0,2,-2,70,0,0,0,0,13,2,15.4,Match Report
1289,Las Palmas,2024-08-16,13,,Sevilla,es La Liga,D 2-2,2,2,0,48,1,0,0,0,13,0,0.0,Match Report
1290,Hoffenheim,2025-03-29,13,,Augsburg,de Bundesliga,D 1-1,1,1,0,56,0,1,1,0,13,2,15.4,Match Report
1291,Hoffenheim,2025-01-18,13,@,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,13,2,15.4,Match Report
1292,Osasuna,2025-01-19,13,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,52,1,0,0,0,13,3,23.1,Match Report
1293,Osasuna,2024-10-05,13,@,Getafe,es La Liga,D 1-1,1,1,0,59,1,0,0,0,13,1,7.7,Match Report
1294,Udinese,2025-03-10,13,@,Lazio,it Serie A,D 1-1,1,1,0,51,1,0,0,0,13,0,0.0,Match Report
1295,Udinese,2025-01-26,13,,Roma,it Serie A,L 1-2,1,2,-1,49,1,0,0,0,13,1,7.7,Match Report
1296,Udinese,2025-01-11,13,,Atalanta,it Serie A,D 0-0,0,0,0,46,0,0,0,0,13,0,0.0,Match Report
1297,Udinese,2024-12-01,13,,Genoa,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,13,2,15.4,Match Report
1298,Augsburg,2024-10-19,13,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,43,1,0,0,0,13,1,7.7,Match Report
1299,Hellas Verona,2025-04-06,13,@,Torino,it Serie A,D 1-1,1,1,0,39,1,0,0,0,13,2,15.4,Match Report
1300,Torino,2024-12-01,13,,Napoli,it Serie A,L 0-1,0,1,-1,48,0,0,0,0,13,0,0.0,Match Report
1301,Torino,2024-09-20,13,@,Hellas Verona,it Serie A,W 3-2,3,2,+1,70,3,0,1,1,13,0,0.0,Match Report
1302,Nice,2025-02-23,13,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,56,2,0,0,0,13,2,15.4,Match Report
1303,Nice,2024-12-01,13,@,Lyon,fr Ligue 1,L 1-4,1,4,-3,47,1,0,0,0,13,0,0.0,Match Report
1304,Nice,2024-10-27,13,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,13,0,0.0,Match Report
1305,Nice,2024-10-20,13,@,Nantes,fr Ligue 1,D 1-1,1,1,0,57,1,0,0,0,13,0,0.0,Match Report
1306,Valladolid,2025-04-06,13,,Getafe,es La Liga,L 0-4,0,4,-4,51,0,0,0,0,13,1,7.7,Match Report
1307,Valladolid,2024-08-19,13,,Espanyol,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,13,1,7.7,Match Report
1308,Heidenheim,2025-03-01,13,,Gladbach,de Bundesliga,L 0-3,0,3,-3,45,0,0,0,0,13,0,0.0,Match Report
1309,Heidenheim,2025-02-08,13,@,Freiburg,de Bundesliga,L 0-1,0,1,-1,47,0,0,0,0,13,2,15.4,Match Report
1310,Heidenheim,2025-02-01,13,,Dortmund,de Bundesliga,L 1-2,1,2,-1,37,1,0,0,0,13,1,7.7,Match Report
1311,Heidenheim,2024-11-23,13,@,Leverkusen,de Bundesliga,L 2-5,2,5,-3,22,2,0,0,0,13,0,0.0,Match Report
1312,Heidenheim,2024-09-21,13,,Freiburg,de Bundesliga,L 0-3,0,3,-3,42,0,0,0,0,13,0,0.0,Match Report
1313,Manchester Utd,2025-01-05,13,@,Liverpool,eng Premier League,D 2-2,2,2,0,47,2,0,0,0,13,1,7.7,Match Report
1314,Manchester Utd,2024-12-15,13,@,Manchester City,eng Premier League,W 2-1,2,1,+1,48,1,1,1,0,13,0,0.0,Match Report
1315,Manchester Utd,2024-11-24,13,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,13,1,7.7,Match Report
1316,Bologna,2025-02-09,13,@,Lecce,it Serie A,D 0-0,0,0,0,58,0,0,0,0,13,1,7.7,Match Report
1317,Bologna,2024-10-29,13,@,Cagliari,it Serie A,W 2-0,2,0,+2,58,2,0,0,0,13,1,7.7,Match Report
1318,Barcelona,2025-02-17,13,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,59,0,1,1,0,13,0,0.0,Match Report
1319,Barcelona,2025-01-26,13,,Valencia,es La Liga,W 7-1,7,1,+6,71,6,0,0,0,13,1,7.7,Match Report
1320,Barcelona,2024-10-26,13,@,Real Madrid,es La Liga,W 4-0,4,0,+4,57,4,0,0,0,13,0,0.0,Match Report
1321,Barcelona,2024-10-06,13,@,Alavés,es La Liga,W 3-0,3,0,+3,71,3,0,0,0,13,0,0.0,Match Report
1322,Barcelona,2024-09-22,13,@,Villarreal,es La Liga,W 5-1,5,1,+4,63,5,0,1,1,13,0,0.0,Match Report
1323,Monza,2025-03-30,13,@,Cagliari,it Serie A,L 0-3,0,3,-3,58,0,0,0,0,13,0,0.0,Match Report
1324,Monza,2025-03-15,13,,Parma,it Serie A,D 1-1,1,1,0,45,1,0,0,0,13,1,7.7,Match Report
1325,Monza,2025-01-05,13,,Cagliari,it Serie A,L 1-2,1,2,-1,53,0,1,1,0,13,0,0.0,Match Report
1326,Monza,2024-10-27,13,,Venezia,it Serie A,D 2-2,2,2,0,46,2,0,0,0,13,0,0.0,Match Report
1327,Monza,2024-08-17,13,@,Empoli,it Serie A,D 0-0,0,0,0,61,0,0,0,0,13,0,0.0,Match Report
1328,Montpellier,2025-03-30,13,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,47,0,0,0,0,13,0,0.0,Match Report
1329,Montpellier,2024-10-06,13,@,Reims,fr Ligue 1,L 2-4,2,4,-2,52,2,0,0,0,13,1,7.7,Match Report
1330,Como,2025-01-20,13,,Udinese,it Serie A,W 4-1,4,1,+3,51,3,0,0,0,13,1,7.7,Match Report
1331,Como,2024-12-23,13,@,Inter,it Serie A,L 0-2,0,2,-2,38,0,0,0,0,13,0,0.0,Match Report
1332,Villarreal,2025-04-06,13,,Athletic Club,es La Liga,D 0-0,0,0,0,56,0,0,0,0,13,2,15.4,Match Report
1333,Mallorca,2024-09-17,13,,Real Sociedad,es La Liga,W 1-0,1,0,+1,40,0,1,1,0,13,0,0.0,Match Report
1334,Holstein Kiel,2025-01-18,13,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,13,1,7.7,Match Report
1335,Holstein Kiel,2025-01-11,13,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,49,2,0,0,0,13,1,7.7,Match Report
1336,Athletic Club,2025-03-09,13,,Mallorca,es La Liga,D 1-1,1,1,0,55,1,0,0,0,13,2,15.4,Match Report
1337,Athletic Club,2024-08-15,13,,Getafe,es La Liga,D 1-1,1,1,0,68,1,0,0,0,13,1,7.7,Match Report
1338,Gladbach,2025-01-25,13,,Bochum,de Bundesliga,W 3-0,3,0,+3,57,3,0,1,1,13,1,7.7,Match Report
1339,Gladbach,2024-10-25,13,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,13,0,0.0,Match Report
1340,Gladbach,2024-10-19,13,,Heidenheim,de Bundesliga,W 3-2,3,2,+1,66,2,1,1,0,13,1,7.7,Match Report
1341,Southampton,2025-04-02,13,,Crystal Palace,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,13,2,15.4,Match Report
1342,Southampton,2025-02-01,13,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,13,2,15.4,Match Report
1343,Southampton,2025-01-19,13,@,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,13,1,7.7,Match Report
1344,Southampton,2024-11-02,13,,Everton,eng Premier League,W 1-0,1,0,+1,65,1,0,0,0,13,2,15.4,Match Report
1345,Tottenham,2025-04-06,13,,Southampton,eng Premier League,W 3-1,3,1,+2,51,2,1,1,0,13,4,30.8,Match Report
1346,Toulouse,2025-04-06,13,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,33,2,0,0,0,13,0,0.0,Match Report
1347,Toulouse,2024-11-22,13,@,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,28,0,0,0,0,13,0,0.0,Match Report
1348,Fiorentina,2025-02-23,13,@,Hellas Verona,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,13,0,0.0,Match Report
1349,Fiorentina,2024-12-29,13,@,Juventus,it Serie A,D 2-2,2,2,0,38,2,0,0,0,13,0,0.0,Match Report
1350,Crystal Palace,2025-01-04,13,,Chelsea,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,13,1,7.7,Match Report
1351,Crystal Palace,2024-12-03,13,@,Ipswich Town,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,13,2,15.4,Match Report
1352,Bournemouth,2025-02-22,13,,Wolves,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,13,0,0.0,Match Report
1353,Bournemouth,2024-11-30,13,@,Wolves,eng Premier League,W 4-2,4,2,+2,40,1,3,3,0,13,1,7.7,Match Report
1354,Bournemouth,2024-10-19,13,,Arsenal,eng Premier League,W 2-0,2,0,+2,49,1,1,1,0,13,2,15.4,Match Report
1355,Wolfsburg,2025-01-14,13,,Gladbach,de Bundesliga,W 5-1,5,1,+4,35,4,1,1,0,13,0,0.0,Match Report
1356,Wolfsburg,2024-12-13,13,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,47,2,0,0,0,13,1,7.7,Match Report
1357,Wolfsburg,2024-08-25,13,,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,30,1,1,1,0,13,0,0.0,Match Report
1358,Real Madrid,2025-03-09,13,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,13,1,7.7,Match Report
1359,Real Madrid,2024-12-07,13,@,Girona,es La Liga,W 3-0,3,0,+3,58,3,0,0,0,13,0,0.0,Match Report
1360,St. Pauli,2025-01-18,13,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,40,1,1,1,0,13,0,0.0,Match Report
1361,St. Pauli,2024-11-24,13,@,Gladbach,de Bundesliga,L 0-2,0,2,-2,52,0,0,0,0,13,1,7.7,Match Report
1362,Marseille,2024-11-23,13,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,13,0,0.0,Match Report
1363,Stuttgart,2025-02-23,13,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,13,2,15.4,Match Report
1364,Stuttgart,2025-01-12,13,@,Augsburg,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,13,0,0.0,Match Report
1365,Auxerre,2025-02-09,13,,Toulouse,fr Ligue 1,D 2-2,2,2,0,53,2,0,0,0,13,0,0.0,Match Report
1366,Werder Bremen,2025-03-29,13,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,45,3,0,0,0,13,2,15.4,Match Report
1367,Werder Bremen,2024-10-05,13,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,13,1,7.7,Match Report
1368,Angers,2025-04-05,13,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,19,0,0,0,0,13,1,7.7,Match Report
1369,Angers,2024-11-01,13,@,Monaco,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,13,3,23.1,Match Report
1370,Angers,2024-08-18,13,,Lens,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,13,2,15.4,Match Report
1371,Lazio,2024-12-21,13,@,Lecce,it Serie A,W 2-1,2,1,+1,59,1,1,1,0,13,0,0.0,Match Report
1372,Lazio,2024-09-16,13,,Hellas Verona,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,13,7,53.8,Match Report
1373,Getafe,2025-01-12,13,@,Las Palmas,es La Liga,W 2-1,2,1,+1,37,2,0,0,0,13,0,0.0,Match Report
1374,Getafe,2024-11-22,13,,Valladolid,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,13,1,7.7,Match Report
1375,Getafe,2024-09-28,13,,Alavés,es La Liga,W 2-0,2,0,+2,46,1,1,1,0,13,0,0.0,Match Report
1376,Getafe,2024-08-15,13,@,Athletic Club,es La Liga,D 1-1,1,1,0,32,1,0,0,0,13,2,15.4,Match Report
1377,Union Berlin,2025-01-26,13,@,St. Pauli,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,13,0,0.0,Match Report
1378,Union Berlin,2024-08-30,13,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,39,1,0,0,0,13,1,7.7,Match Report
1379,West Ham,2025-01-18,13,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,13,1,7.7,Match Report
1380,West Ham,2024-10-05,13,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,52,4,0,0,0,13,2,15.4,Match Report
1381,Leganés,2024-12-08,13,,Real Sociedad,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,13,1,7.7,Match Report
1382,Leganés,2024-10-04,13,,Valencia,es La Liga,D 0-0,0,0,0,59,0,0,0,0,13,1,7.7,Match Report
1383,Leganés,2024-09-28,13,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,13,0,0.0,Match Report
1384,Reims,2024-10-20,13,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,65,1,0,0,0,13,0,0.0,Match Report
1385,Reims,2024-08-17,13,,Lille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,13,1,7.7,Match Report
1386,Liverpool,2025-02-26,13,,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,13,0,0.0,Match Report
1387,Liverpool,2025-02-01,13,@,Bournemouth,eng Premier League,W 2-0,2,0,+2,51,1,1,1,0,13,1,7.7,Match Report
1388,Liverpool,2024-12-04,13,@,Newcastle Utd,eng Premier League,D 3-3,3,3,0,58,3,0,0,0,13,1,7.7,Match Report
1389,Liverpool,2024-09-28,13,@,Wolves,eng Premier League,W 2-1,2,1,+1,55,1,1,1,0,13,1,7.7,Match Report
1390,Aston Villa,2024-08-31,13,@,Leicester City,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,13,2,15.4,Match Report
1391,Wolves,2024-11-30,13,,Bournemouth,eng Premier League,L 2-4,2,4,-2,60,2,0,0,0,13,1,7.7,Match Report
1392,Alavés,2025-02-09,13,,Getafe,es La Liga,L 0-1,0,1,-1,65,0,0,0,0,13,1,7.7,Match Report
1393,Alavés,2025-01-27,13,,Celta Vigo,es La Liga,D 1-1,1,1,0,49,0,1,1,0,13,0,0.0,Match Report
1394,Atalanta,2025-03-16,13,,Inter,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,13,1,7.7,Match Report
1395,Atalanta,2025-02-23,13,@,Empoli,it Serie A,W 5-0,5,0,+5,54,4,0,0,0,13,0,0.0,Match Report
1396,Mainz 05,2025-03-30,13,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,56,1,0,0,0,13,0,0.0,Match Report
1397,Mainz 05,2025-01-11,13,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,13,1,7.7,Match Report
1398,Mainz 05,2024-12-08,13,@,Wolfsburg,de Bundesliga,L 3-4,3,4,-1,56,3,0,0,0,13,1,7.7,Match Report
1399,Mainz 05,2024-11-09,13,,Dortmund,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,13,1,7.7,Match Report
1400,Mainz 05,2024-09-15,13,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,13,1,7.7,Match Report
1401,Leicester City,2025-02-27,13,@,West Ham,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,13,0,0.0,Match Report
1402,Leicester City,2025-02-15,13,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,13,0,0.0,Match Report
1403,Leicester City,2025-01-04,13,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,13,1,7.7,Match Report
1404,Empoli,2024-11-30,13,@,Milan,it Serie A,L 0-3,0,3,-3,45,0,0,0,0,13,1,7.7,Match Report
1405,Freiburg,2025-01-25,13,,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,35,1,0,0,0,13,1,7.7,Match Report
1406,Freiburg,2024-10-26,13,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,57,1,0,0,0,13,2,15.4,Match Report
1407,Espanyol,2025-01-17,13,,Valladolid,es La Liga,W 2-1,2,1,+1,36,2,0,0,0,13,0,0.0,Match Report
1408,Espanyol,2024-11-03,13,@,Barcelona,es La Liga,L 1-3,1,3,-2,24,1,0,0,0,13,3,23.1,Match Report
1409,Espanyol,2024-09-29,13,@,Betis,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,13,2,15.4,Match Report
1410,Espanyol,2024-09-21,13,@,Real Madrid,es La Liga,L 1-4,1,4,-3,27,0,0,0,0,13,1,7.7,Match Report
1411,RB Leipzig,2025-01-15,13,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,1,0,0,0,13,0,0.0,Match Report
1412,Sevilla,2025-02-09,13,,Barcelona,es La Liga,L 1-4,1,4,-3,40,1,0,0,0,13,0,0.0,Match Report
1413,Sevilla,2024-10-20,13,@,Barcelona,es La Liga,L 1-5,1,5,-4,33,1,0,0,0,13,1,7.7,Match Report
1414,Sevilla,2024-09-29,13,@,Athletic Club,es La Liga,D 1-1,1,1,0,61,0,0,0,0,13,0,0.0,Match Report
1415,Sevilla,2024-09-24,13,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,13,2,15.4,Match Report
1416,Dortmund,2024-11-30,13,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,13,0,0.0,Match Report
1417,Dortmund,2024-09-13,13,,Heidenheim,de Bundesliga,W 4-2,4,2,+2,60,3,1,1,0,13,0,0.0,Match Report
1418,Venezia,2025-01-12,13,,Inter,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,13,0,0.0,Match Report
1419,Venezia,2024-10-30,13,,Udinese,it Serie A,W 3-2,3,2,+1,57,1,2,2,0,13,0,0.0,Match Report
1420,Venezia,2024-08-25,13,@,Fiorentina,it Serie A,D 0-0,0,0,0,46,0,0,0,0,13,2,15.4,Match Report
1421,Newcastle Utd,2024-12-26,13,,Aston Villa,eng Premier League,W 3-0,3,0,+3,62,3,0,0,0,13,2,15.4,Match Report
1422,Newcastle Utd,2024-12-04,13,,Liverpool,eng Premier League,D 3-3,3,3,0,42,3,0,0,0,13,3,23.1,Match Report
1423,Newcastle Utd,2024-09-21,13,@,Fulham,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,13,0,0.0,Match Report
1424,Newcastle Utd,2024-09-15,13,@,Wolves,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,13,1,7.7,Match Report
1425,Rennes,2024-10-19,13,@,Brest,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,13,0,0.0,Match Report
1426,Bochum,2024-11-23,13,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,13,0,0.0,Match Report
1427,Ipswich Town,2025-02-26,13,@,Manchester Utd,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,13,2,15.4,Match Report
1428,Ipswich Town,2024-12-27,13,@,Arsenal,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,13,1,7.7,Match Report
1429,Manchester City,2025-04-06,13,@,Manchester Utd,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,13,1,7.7,Match Report
1430,Manchester City,2024-12-29,13,@,Leicester City,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,13,0,0.0,Match Report
1431,Manchester City,2024-09-28,13,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,13,0,0.0,Match Report
1432,Strasbourg,2024-08-25,13,,Rennes,fr Ligue 1,W 3-1,3,1,+2,59,2,0,0,0,13,0,0.0,Match Report
1433,Cagliari,2025-01-05,13,@,Monza,it Serie A,W 2-1,2,1,+1,47,2,0,0,0,13,1,7.7,Match Report
1434,Cagliari,2024-12-14,13,,Atalanta,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,13,0,0.0,Match Report
1435,Cagliari,2024-11-24,13,@,Genoa,it Serie A,D 2-2,2,2,0,48,0,2,2,0,13,2,15.4,Match Report
1436,Cagliari,2024-09-20,13,,Empoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,13,0,0.0,Match Report
1437,Cagliari,2024-08-31,13,@,Lecce,it Serie A,L 0-1,0,1,-1,65,0,0,0,0,13,0,0.0,Match Report
1438,Leverkusen,2024-09-28,13,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,13,1,7.7,Match Report
1439,Lille,2025-01-25,13,@,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,58,1,0,0,0,13,1,7.7,Match Report
1440,Lille,2025-01-17,13,,Nice,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,13,0,0.0,Match Report
1441,Lille,2025-01-10,13,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,70,0,0,1,1,13,0,0.0,Match Report
1442,Lille,2024-12-01,13,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,58,0,2,2,0,13,0,0.0,Match Report
1443,Lille,2024-10-18,13,@,Monaco,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,13,0,0.0,Match Report
1444,Brentford,2025-04-06,13,,Chelsea,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,13,2,15.4,Match Report
1445,Brentford,2025-01-01,13,,Arsenal,eng Premier League,L 1-3,1,3,-2,50,1,0,0,0,13,1,7.7,Match Report
1446,Roma,2024-12-29,13,@,Milan,it Serie A,D 1-1,1,1,0,54,1,0,0,0,13,0,0.0,Match Report
1447,Roma,2024-09-29,13,,Venezia,it Serie A,W 2-1,2,1,+1,69,2,0,0,0,13,0,0.0,Match Report
1448,Roma,2024-08-18,13,@,Cagliari,it Serie A,D 0-0,0,0,0,57,0,0,0,0,13,0,0.0,Match Report
1449,Chelsea,2025-01-04,13,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,13,1,7.7,Match Report
1450,Chelsea,2024-12-04,13,@,Southampton,eng Premier League,W 5-1,5,1,+4,55,5,0,0,0,13,1,7.7,Match Report
1451,Brighton,2024-08-17,13,@,Everton,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,13,0,0.0,Match Report
1452,Saint-Étienne,2025-04-06,13,@,Lens,fr Ligue 1,L 0-1,0,1,-1,40,0,0,1,1,13,0,0.0,Match Report
1453,Saint-Étienne,2025-02-08,13,,Rennes,fr Ligue 1,L 0-2,0,2,-2,53,0,0,0,0,13,0,0.0,Match Report
1454,Saint-Étienne,2024-11-30,13,@,Rennes,fr Ligue 1,L 0-5,0,5,-5,29,0,0,0,0,13,1,7.7,Match Report
1455,Everton,2025-01-19,13,,Tottenham,eng Premier League,W 3-2,3,2,+1,36,2,0,0,0,13,1,7.7,Match Report
1456,Everton,2024-11-02,13,@,Southampton,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,13,0,0.0,Match Report
1457,Napoli,2024-09-21,13,@,Juventus,it Serie A,D 0-0,0,0,0,36,0,0,0,0,13,2,15.4,Match Report
1458,Lyon,2025-03-02,13,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,13,1,7.7,Match Report
1459,Lyon,2025-02-02,13,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,37,1,1,1,0,13,0,0.0,Match Report
1460,Inter,2024-10-20,13,@,Roma,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,13,1,7.7,Match Report
1461,Inter,2024-08-30,13,,Atalanta,it Serie A,W 4-0,4,0,+4,55,3,0,0,0,13,1,7.7,Match Report
1462,Nantes,2025-01-26,13,,Lyon,fr Ligue 1,D 1-1,1,1,0,38,1,0,0,0,13,0,0.0,Match Report
1463,Nantes,2024-10-20,13,,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,13,3,23.1,Match Report
1464,Atlético Madrid,2024-10-27,13,@,Betis,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,13,1,7.7,Match Report
1465,Milan,2025-01-18,13,@,Juventus,it Serie A,L 0-2,0,2,-2,40,0,0,0,0,13,1,7.7,Match Report
1466,Milan,2025-01-14,13,@,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,13,0,0.0,Match Report
1467,Paris S-G,2025-02-23,13,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,65,3,0,0,0,13,0,0.0,Match Report
1468,Real Sociedad,2025-02-16,13,@,Betis,es La Liga,L 0-3,0,3,-3,32,0,0,0,0,13,2,15.4,Match Report
1469,Nott'ham Forest,2024-11-30,13,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,45,0,1,1,0,13,1,7.7,Match Report
1470,Eint Frankfurt,2024-09-21,13,,Gladbach,de Bundesliga,W 2-0,2,0,+2,37,2,0,0,0,13,1,7.7,Match Report
1471,Celta Vigo,2025-03-01,13,@,Girona,es La Liga,D 2-2,2,2,0,49,1,1,1,0,13,0,0.0,Match Report
1472,Celta Vigo,2024-09-29,13,,Girona,es La Liga,D 1-1,1,1,0,48,1,0,0,0,13,2,15.4,Match Report
1473,Celta Vigo,2024-08-16,13,,Alavés,es La Liga,W 2-1,2,1,+1,63,2,0,0,0,13,0,0.0,Match Report
1474,Brest,2025-01-11,13,,Lyon,fr Ligue 1,W 2-1,2,1,+1,33,2,0,0,0,13,3,23.1,Match Report
1475,Betis,2024-12-22,13,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,13,2,15.4,Match Report
1476,Betis,2024-10-06,13,@,Sevilla,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,13,1,7.7,Match Report
1477,Lens,2024-12-08,13,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,55,1,0,0,0,13,2,15.4,Match Report
1478,Lens,2024-08-25,13,,Brest,fr Ligue 1,W 2-0,2,0,+2,52,1,0,0,0,13,3,23.1,Match Report
1479,Monaco,2025-03-29,13,,Nice,fr Ligue 1,W 2-1,2,1,+1,58,2,0,1,1,13,0,0.0,Match Report
1480,Monaco,2025-03-15,13,@,Angers,fr Ligue 1,W 2-0,2,0,+2,56,1,1,1,0,13,1,7.7,Match Report
1481,Fulham,2024-10-26,13,@,Everton,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,13,1,7.7,Match Report
1482,Lecce,2024-12-07,13,@,Roma,it Serie A,L 1-4,1,4,-3,41,0,1,1,0,13,0,0.0,Match Report
1483,Las Palmas,2025-01-19,12,@,Real Madrid,es La Liga,L 1-4,1,4,-3,39,1,0,0,0,12,0,0.0,Match Report
1484,Hoffenheim,2025-03-09,12,,Heidenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,12,0,0.0,Match Report
1485,Hoffenheim,2024-08-31,12,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,12,1,8.3,Match Report
1486,Osasuna,2024-09-28,12,,Barcelona,es La Liga,W 4-2,4,2,+2,27,3,1,1,0,12,0,0.0,Match Report
1487,Osasuna,2024-08-17,12,,Leganés,es La Liga,D 1-1,1,1,0,61,0,0,0,0,12,0,0.0,Match Report
1488,Udinese,2025-02-01,12,,Venezia,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,12,0,0.0,Match Report
1489,Udinese,2025-01-04,12,@,Hellas Verona,it Serie A,D 0-0,0,0,0,63,0,0,0,0,12,0,0.0,Match Report
