Rk,Team,Date,Opp,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Opp,Stp,Stp%,Match Report
201,Newcastle Utd,2024-08-17,24,,Southampton,eng Premier League,W 1-0,1,0,+1,23,1,0,0,0,24,1,4.2,Match Report
202,Strasbourg,2025-02-16,24,@,Lens,fr Ligue 1,W 2-0,2,0,+2,44,2,0,0,0,24,1,4.2,Match Report
203,Brentford,2025-02-15,24,@,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,24,3,12.5,Match Report
204,Saint-Étienne,2024-10-05,24,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,24,3,12.5,Match Report
205,Everton,2024-09-21,24,@,Leicester City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,24,2,8.3,Match Report
206,Inter,2025-01-26,24,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,24,1,4.2,Match Report
207,Nantes,2025-03-09,24,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,40,0,0,0,0,24,2,8.3,Match Report
208,Nantes,2025-01-10,24,,Monaco,fr Ligue 1,D 2-2,2,2,0,32,2,0,0,0,24,1,4.2,Match Report
209,Valencia,2025-03-15,24,@,Girona,es La Liga,D 1-1,1,1,0,43,1,0,0,0,24,2,8.3,Match Report
210,Eint Frankfurt,2025-01-11,24,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,24,2,8.3,Match Report
211,Lecce,2024-10-26,24,@,Napoli,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,24,2,8.3,Match Report
212,Hoffenheim,2025-01-15,23,@,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,35,0,0,0,0,23,0,0.0,Match Report
213,Udinese,2024-12-23,23,@,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,23,0,0.0,Match Report
214,Augsburg,2025-01-15,23,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,45,2,0,0,0,23,1,4.3,Match Report
215,Torino,2025-02-22,23,,Milan,it Serie A,W 2-1,2,1,+1,36,1,0,0,0,23,4,17.4,Match Report
216,Torino,2025-01-19,23,@,Fiorentina,it Serie A,D 1-1,1,1,0,47,1,0,0,0,23,1,4.3,Match Report
217,Nice,2025-01-26,23,,Marseille,fr Ligue 1,W 2-0,2,0,+2,29,2,0,0,0,23,2,8.7,Match Report
218,Valladolid,2024-11-10,23,,Athletic Club,es La Liga,D 1-1,1,1,0,34,1,0,0,0,23,0,0.0,Match Report
219,Manchester Utd,2025-03-09,23,,Arsenal,eng Premier League,D 1-1,1,1,0,32,1,0,0,0,23,1,4.3,Match Report
220,Manchester Utd,2025-02-16,23,@,Tottenham,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,23,0,0.0,Match Report
221,Montpellier,2025-02-09,23,@,Strasbourg,fr Ligue 1,L 0-2,0,2,-2,41,0,0,0,0,23,1,4.3,Match Report
222,Villarreal,2025-02-08,23,@,Las Palmas,es La Liga,W 2-1,2,1,+1,44,2,0,0,0,23,1,4.3,Match Report
223,Mallorca,2024-11-23,23,@,Las Palmas,es La Liga,W 3-2,3,2,+1,39,3,0,0,0,23,1,4.3,Match Report
224,Holstein Kiel,2024-09-29,23,,Eint Frankfurt,de Bundesliga,L 2-4,2,4,-2,47,1,1,1,0,23,0,0.0,Match Report
225,Gladbach,2025-03-15,23,@,Werder Bremen,de Bundesliga,W 4-2,4,2,+2,47,3,1,1,0,23,0,0.0,Match Report
226,Fiorentina,2025-02-10,23,@,Inter,it Serie A,L 1-2,1,2,-1,38,0,1,1,0,23,0,0.0,Match Report
227,St. Pauli,2024-09-28,23,@,Freiburg,de Bundesliga,W 3-0,3,0,+3,27,3,0,0,0,23,1,4.3,Match Report
228,Le Havre,2024-11-03,23,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,48,0,1,1,0,23,2,8.7,Match Report
229,Union Berlin,2024-11-30,23,,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,23,3,13.0,Match Report
230,West Ham,2025-02-22,23,@,Arsenal,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,23,0,0.0,Match Report
231,West Ham,2024-12-16,23,@,Bournemouth,eng Premier League,D 1-1,1,1,0,48,0,1,1,0,23,1,4.3,Match Report
232,Leganés,2024-09-13,23,@,Betis,es La Liga,L 0-2,0,2,-2,36,0,0,0,0,23,2,8.7,Match Report
233,Leganés,2024-08-28,23,@,Valladolid,es La Liga,D 0-0,0,0,0,42,0,0,0,0,23,3,13.0,Match Report
234,Reims,2025-02-21,23,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,23,1,4.3,Match Report
235,Aston Villa,2025-03-08,23,@,Brentford,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,23,3,13.0,Match Report
236,Alavés,2024-11-23,23,@,Atlético Madrid,es La Liga,L 1-2,1,2,-1,30,0,1,1,0,23,2,8.7,Match Report
237,Girona,2025-01-26,23,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,43,1,0,0,0,23,3,13.0,Match Report
238,Leicester City,2024-12-03,23,,West Ham,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,23,4,17.4,Match Report
239,Leicester City,2024-08-19,23,,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,23,0,0.0,Match Report
240,Freiburg,2024-11-30,23,,Gladbach,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,23,3,13.0,Match Report
241,Espanyol,2025-02-16,23,,Athletic Club,es La Liga,D 1-1,1,1,0,39,1,0,0,0,23,2,8.7,Match Report
242,Sevilla,2024-12-08,23,@,Atlético Madrid,es La Liga,L 3-4,3,4,-1,43,3,0,0,0,23,0,0.0,Match Report
243,Bochum,2024-09-27,23,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,23,3,13.0,Match Report
244,Ipswich Town,2024-10-26,23,@,Brentford,eng Premier League,L 3-4,3,4,-1,35,3,0,0,0,23,2,8.7,Match Report
245,Cagliari,2024-10-20,23,,Torino,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,23,0,0.0,Match Report
246,Saint-Étienne,2025-02-15,23,@,Marseille,fr Ligue 1,L 1-5,1,5,-4,30,1,0,0,0,23,1,4.3,Match Report
247,Saint-Étienne,2025-01-04,23,,Reims,fr Ligue 1,W 3-1,3,1,+2,53,3,0,0,0,23,1,4.3,Match Report
248,Everton,2025-04-02,23,@,Liverpool,eng Premier League,L 0-1,0,1,-1,27,0,0,0,0,23,2,8.7,Match Report
249,Everton,2024-12-14,23,@,Arsenal,eng Premier League,D 0-0,0,0,0,24,0,0,0,0,23,3,13.0,Match Report
250,Juventus,2025-01-11,23,@,Torino,it Serie A,D 1-1,1,1,0,59,1,0,0,0,23,2,8.7,Match Report
251,Nott'ham Forest,2025-01-06,23,@,Wolves,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,23,0,0.0,Match Report
252,Nott'ham Forest,2024-11-10,23,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,23,1,4.3,Match Report
253,Nott'ham Forest,2024-10-06,23,@,Chelsea,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,23,0,0.0,Match Report
254,Betis,2025-04-05,23,@,Barcelona,es La Liga,D 1-1,1,1,0,27,1,0,0,0,23,2,8.7,Match Report
255,Betis,2024-10-19,23,@,Osasuna,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,23,3,13.0,Match Report
256,Monaco,2024-11-22,23,,Brest,fr Ligue 1,W 3-2,3,2,+1,51,3,0,0,0,23,3,13.0,Match Report
257,Fulham,2024-12-08,23,,Arsenal,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,23,4,17.4,Match Report
258,Augsburg,2025-02-14,22,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,22,0,0.0,Match Report
259,Augsburg,2024-11-22,22,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,20,0,0,0,0,22,3,13.6,Match Report
260,Hellas Verona,2025-03-03,22,@,Juventus,it Serie A,L 0-2,0,2,-2,25,0,0,0,0,22,2,9.1,Match Report
261,Hellas Verona,2025-02-01,22,@,Monza,it Serie A,W 1-0,1,0,+1,34,0,0,0,0,22,1,4.5,Match Report
262,Hellas Verona,2025-01-12,22,@,Napoli,it Serie A,L 0-2,0,2,-2,31,0,0,0,0,22,2,9.1,Match Report
263,Hellas Verona,2024-12-30,22,@,Bologna,it Serie A,W 3-2,3,2,+1,33,2,0,0,0,22,0,0.0,Match Report
264,Hellas Verona,2024-11-29,22,@,Cagliari,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,22,1,4.5,Match Report
265,Nice,2025-02-16,22,@,Le Havre,fr Ligue 1,W 3-1,3,1,+2,51,2,0,0,0,22,2,9.1,Match Report
266,Valladolid,2024-10-05,22,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,40,1,0,0,0,22,1,4.5,Match Report
267,Heidenheim,2025-03-09,22,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,22,0,0.0,Match Report
268,Manchester Utd,2025-03-16,22,@,Leicester City,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,22,1,4.5,Match Report
269,Monza,2024-09-01,22,@,Fiorentina,it Serie A,D 2-2,2,2,0,32,2,0,0,0,22,0,0.0,Match Report
270,Holstein Kiel,2024-11-24,22,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,38,0,0,0,0,22,1,4.5,Match Report
271,Athletic Club,2024-09-15,22,@,Las Palmas,es La Liga,W 3-2,3,2,+1,36,3,0,0,0,22,2,9.1,Match Report
272,Gladbach,2025-03-29,22,,RB Leipzig,de Bundesliga,W 1-0,1,0,+1,40,1,0,0,0,22,2,9.1,Match Report
273,Gladbach,2024-11-09,22,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,22,0,0.0,Match Report
274,Tottenham,2024-10-27,22,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,66,0,0,0,0,22,2,9.1,Match Report
275,Fiorentina,2024-10-06,22,,Milan,it Serie A,W 2-1,2,1,+1,41,2,0,1,1,22,1,4.5,Match Report
276,Fiorentina,2024-09-22,22,,Lazio,it Serie A,W 2-1,2,1,+1,46,0,2,2,0,22,0,0.0,Match Report
277,Crystal Palace,2025-02-02,22,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,22,2,9.1,Match Report
278,Auxerre,2024-11-08,22,@,Marseille,fr Ligue 1,W 3-1,3,1,+2,26,3,0,0,0,22,2,9.1,Match Report
279,Le Havre,2025-04-06,22,@,Montpellier,fr Ligue 1,W 2-0,2,0,+2,45,2,0,0,0,22,2,9.1,Match Report
280,Getafe,2025-02-14,22,@,Girona,es La Liga,W 2-1,2,1,+1,29,2,0,0,0,22,0,0.0,Match Report
281,Getafe,2024-12-15,22,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,22,1,4.5,Match Report
282,West Ham,2025-03-15,22,@,Everton,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,22,1,4.5,Match Report
283,West Ham,2024-11-09,22,,Everton,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,22,2,9.1,Match Report
284,West Ham,2024-09-28,22,@,Brentford,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,22,0,0.0,Match Report
285,Leganés,2024-10-20,22,@,Atlético Madrid,es La Liga,L 1-3,1,3,-2,37,1,0,0,0,22,2,9.1,Match Report
286,Wolves,2025-02-22,22,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,22,3,13.6,Match Report
287,Wolves,2024-11-09,22,,Southampton,eng Premier League,W 2-0,2,0,+2,29,2,0,0,0,22,1,4.5,Match Report
288,Girona,2025-01-11,22,@,Alavés,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,22,5,22.7,Match Report
289,Rayo Vallecano,2024-09-28,22,,Leganés,es La Liga,D 1-1,1,1,0,54,1,0,0,0,22,3,13.6,Match Report
290,Mainz 05,2024-10-05,22,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,22,0,0.0,Match Report
291,Leicester City,2025-03-09,22,@,Chelsea,eng Premier League,L 0-1,0,1,-1,44,0,0,0,0,22,0,0.0,Match Report
292,Espanyol,2025-02-22,22,@,Alavés,es La Liga,W 1-0,1,0,+1,38,1,0,0,0,22,2,9.1,Match Report
293,RB Leipzig,2024-10-19,22,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,47,2,0,0,0,22,1,4.5,Match Report
294,Sevilla,2024-08-16,22,@,Las Palmas,es La Liga,D 2-2,2,2,0,52,1,0,0,0,22,0,0.0,Match Report
295,Dortmund,2025-01-25,22,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,1,0,0,0,22,2,9.1,Match Report
296,Venezia,2025-01-04,22,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,22,3,13.6,Match Report
297,Venezia,2024-12-08,22,,Como,it Serie A,D 2-2,2,2,0,35,2,0,0,0,22,1,4.5,Match Report
298,Newcastle Utd,2024-09-01,22,,Tottenham,eng Premier League,W 2-1,2,1,+1,35,2,0,0,0,22,1,4.5,Match Report
299,Rennes,2024-12-08,22,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,53,0,0,0,0,22,0,0.0,Match Report
300,Strasbourg,2025-04-06,22,@,Reims,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,22,0,0.0,Match Report
301,Strasbourg,2024-09-21,22,@,Lille,fr Ligue 1,D 3-3,3,3,0,37,3,0,0,0,22,3,13.6,Match Report
302,Cagliari,2025-01-11,22,@,Milan,it Serie A,D 1-1,1,1,0,32,1,0,0,0,22,1,4.5,Match Report
303,Saint-Étienne,2025-03-09,22,@,Le Havre,fr Ligue 1,D 1-1,1,1,0,54,1,0,0,0,22,1,4.5,Match Report
304,Everton,2025-01-04,22,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,22,0,0.0,Match Report
305,Lyon,2024-08-24,22,,Monaco,fr Ligue 1,L 0-2,0,2,-2,40,0,0,0,0,22,2,9.1,Match Report
306,Nantes,2025-02-15,22,@,Monaco,fr Ligue 1,L 1-7,1,7,-6,35,1,0,0,0,22,0,0.0,Match Report
307,Real Sociedad,2025-01-13,22,,Villarreal,es La Liga,W 1-0,1,0,+1,56,1,0,0,0,22,2,9.1,Match Report
308,Real Sociedad,2024-09-21,22,@,Valladolid,es La Liga,D 0-0,0,0,0,64,0,0,0,0,22,0,0.0,Match Report
309,Nott'ham Forest,2025-01-19,22,,Southampton,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,22,1,4.5,Match Report
310,Parma,2024-08-31,22,@,Napoli,it Serie A,L 1-2,1,2,-1,45,0,1,1,0,22,3,13.6,Match Report
311,Parma,2024-08-24,22,,Milan,it Serie A,W 2-1,2,1,+1,39,2,0,0,0,22,1,4.5,Match Report
312,Celta Vigo,2025-02-21,22,,Osasuna,es La Liga,W 1-0,1,0,+1,46,0,1,1,0,22,0,0.0,Match Report
313,Brest,2024-12-15,22,,Nantes,fr Ligue 1,W 4-1,4,1,+3,51,4,0,0,0,22,1,4.5,Match Report
314,Fulham,2025-02-25,22,@,Wolves,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,22,0,0.0,Match Report
315,Lecce,2024-12-21,22,,Lazio,it Serie A,L 1-2,1,2,-1,41,1,0,0,0,22,3,13.6,Match Report
316,Lecce,2024-10-05,22,@,Udinese,it Serie A,L 0-1,0,1,-1,45,0,0,0,0,22,0,0.0,Match Report
317,Las Palmas,2025-02-16,21,@,Mallorca,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,21,0,0.0,Match Report
318,Hoffenheim,2025-04-05,21,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,21,2,9.5,Match Report
319,Osasuna,2024-09-24,21,@,Valencia,es La Liga,D 0-0,0,0,0,48,0,0,0,0,21,2,9.5,Match Report
320,Bayern Munich,2025-02-15,21,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,43,0,0,0,0,21,0,0.0,Match Report
321,Augsburg,2025-01-12,21,,Stuttgart,de Bundesliga,L 0-1,0,1,-1,43,0,0,0,0,21,0,0.0,Match Report
322,Augsburg,2024-12-14,21,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,35,0,0,0,0,21,1,4.8,Match Report
323,Augsburg,2024-12-07,21,@,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,34,2,0,0,0,21,0,0.0,Match Report
324,Valladolid,2025-02-07,21,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,31,0,0,0,0,21,1,4.8,Match Report
325,Arsenal,2024-10-27,21,,Liverpool,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,21,1,4.8,Match Report
326,Heidenheim,2024-09-28,21,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,50,2,0,0,0,21,1,4.8,Match Report
327,Bologna,2024-09-28,21,,Atalanta,it Serie A,D 1-1,1,1,0,36,1,0,0,0,21,2,9.5,Match Report
328,Monza,2024-09-15,21,,Inter,it Serie A,D 1-1,1,1,0,40,1,0,0,0,21,0,0.0,Match Report
329,Villarreal,2025-02-22,21,@,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,21,1,4.8,Match Report
330,Villarreal,2024-12-01,21,,Girona,es La Liga,D 2-2,2,2,0,36,2,0,0,0,21,1,4.8,Match Report
331,Mallorca,2024-09-27,21,@,Valladolid,es La Liga,W 2-1,2,1,+1,49,2,0,0,0,21,0,0.0,Match Report
332,Holstein Kiel,2024-11-02,21,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,21,0,0.0,Match Report
333,Athletic Club,2025-04-06,21,@,Villarreal,es La Liga,D 0-0,0,0,0,44,0,0,0,0,21,3,14.3,Match Report
334,Athletic Club,2024-10-06,21,@,Girona,es La Liga,L 1-2,1,2,-1,34,1,0,2,2,21,0,0.0,Match Report
335,Gladbach,2025-02-15,21,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,21,0,0.0,Match Report
336,Gladbach,2024-11-03,21,,Werder Bremen,de Bundesliga,W 4-1,4,1,+3,47,3,0,0,0,21,1,4.8,Match Report
337,Southampton,2024-10-19,21,,Leicester City,eng Premier League,L 2-3,2,3,-1,42,2,0,0,0,21,0,0.0,Match Report
338,Tottenham,2025-03-16,21,@,Fulham,eng Premier League,L 0-2,0,2,-2,43,0,0,0,0,21,0,0.0,Match Report
339,Toulouse,2025-01-18,21,@,Lyon,fr Ligue 1,D 0-0,0,0,0,38,0,0,0,0,21,1,4.8,Match Report
340,Crystal Palace,2024-10-27,21,,Tottenham,eng Premier League,W 1-0,1,0,+1,34,1,0,0,0,21,2,9.5,Match Report
341,Bournemouth,2025-01-18,21,@,Newcastle Utd,eng Premier League,W 4-1,4,1,+3,44,4,0,0,0,21,1,4.8,Match Report
342,Wolfsburg,2024-10-05,21,@,Bochum,de Bundesliga,W 3-1,3,1,+2,42,3,0,1,1,21,1,4.8,Match Report
343,Real Madrid,2024-08-18,21,@,Mallorca,es La Liga,D 1-1,1,1,0,66,1,0,0,0,21,1,4.8,Match Report
344,Genoa,2024-12-28,21,@,Empoli,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,21,1,4.8,Match Report
345,Lazio,2024-12-28,21,,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,21,2,9.5,Match Report
346,Union Berlin,2025-01-19,21,,Mainz 05,de Bundesliga,W 2-1,2,1,+1,34,1,1,1,0,21,0,0.0,Match Report
347,Leganés,2025-01-31,21,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,34,0,0,1,1,21,0,0.0,Match Report
348,Aston Villa,2024-10-19,21,@,Fulham,eng Premier League,W 3-1,3,1,+2,48,2,0,0,0,21,2,9.5,Match Report
349,Wolves,2024-12-22,21,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,21,3,14.3,Match Report
350,Wolves,2024-11-23,21,@,Fulham,eng Premier League,W 4-1,4,1,+3,41,4,0,0,0,21,1,4.8,Match Report
351,Alavés,2025-03-14,21,@,Las Palmas,es La Liga,D 2-2,2,2,0,39,2,0,0,0,21,0,0.0,Match Report
352,Alavés,2024-10-26,21,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,21,2,9.5,Match Report
353,Rayo Vallecano,2024-10-20,21,@,Mallorca,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,21,2,9.5,Match Report
354,Rayo Vallecano,2024-08-18,21,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,34,2,0,0,0,21,0,0.0,Match Report
355,Mainz 05,2024-08-24,21,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,21,2,9.5,Match Report
356,Leicester City,2024-09-14,21,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,21,1,4.8,Match Report
357,Empoli,2024-12-08,21,@,Hellas Verona,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,21,1,4.8,Match Report
358,Empoli,2024-11-08,21,@,Lecce,it Serie A,D 1-1,1,1,0,42,1,0,0,0,21,1,4.8,Match Report
359,Empoli,2024-08-31,21,@,Bologna,it Serie A,D 1-1,1,1,0,31,1,0,0,0,21,1,4.8,Match Report
360,Freiburg,2025-02-21,21,,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,37,5,0,0,0,21,3,14.3,Match Report
361,Espanyol,2025-03-15,21,@,Mallorca,es La Liga,L 1-2,1,2,-1,38,0,0,0,0,21,3,14.3,Match Report
362,Espanyol,2025-02-09,21,@,Real Sociedad,es La Liga,L 1-2,1,2,-1,32,0,1,1,0,21,1,4.8,Match Report
363,Espanyol,2024-08-31,21,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,21,1,4.8,Match Report
364,RB Leipzig,2025-01-18,21,@,Bochum,de Bundesliga,D 3-3,3,3,0,55,3,0,0,0,21,2,9.5,Match Report
365,Sevilla,2024-09-14,21,,Getafe,es La Liga,W 1-0,1,0,+1,60,1,0,0,0,21,1,4.8,Match Report
366,Dortmund,2024-12-15,21,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,21,1,4.8,Match Report
367,Dortmund,2024-08-31,21,@,Werder Bremen,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,21,0,0.0,Match Report
368,Venezia,2025-03-01,21,@,Atalanta,it Serie A,D 0-0,0,0,0,40,0,0,0,0,21,4,19.0,Match Report
369,Venezia,2024-12-22,21,,Cagliari,it Serie A,W 2-1,2,1,+1,32,2,0,0,0,21,1,4.8,Match Report
370,Venezia,2024-11-03,21,@,Inter,it Serie A,L 0-1,0,1,-1,43,0,0,0,0,21,2,9.5,Match Report
371,Venezia,2024-09-29,21,@,Roma,it Serie A,L 1-2,1,2,-1,31,1,0,0,0,21,1,4.8,Match Report
372,Venezia,2024-08-18,21,@,Lazio,it Serie A,L 1-3,1,3,-2,33,1,0,0,0,21,0,0.0,Match Report
373,Newcastle Utd,2025-04-07,21,@,Leicester City,eng Premier League,W 3-0,3,0,+3,42,3,0,0,0,21,1,4.8,Match Report
374,Newcastle Utd,2025-02-01,21,,Fulham,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,21,1,4.8,Match Report
375,Newcastle Utd,2025-01-04,21,@,Tottenham,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,21,2,9.5,Match Report
376,Newcastle Utd,2024-11-02,21,,Arsenal,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,21,2,9.5,Match Report
377,Ipswich Town,2024-09-14,21,@,Brighton,eng Premier League,D 0-0,0,0,0,32,0,0,0,0,21,4,19.0,Match Report
378,Ipswich Town,2024-08-31,21,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,21,1,4.8,Match Report
379,Strasbourg,2024-10-06,21,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,21,1,4.8,Match Report
380,Lille,2024-10-26,21,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,21,3,14.3,Match Report
381,Brentford,2025-03-15,21,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,21,1,4.8,Match Report
382,Brentford,2024-12-15,21,@,Chelsea,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,21,1,4.8,Match Report
383,Roma,2024-12-02,21,,Atalanta,it Serie A,L 0-2,0,2,-2,48,0,0,0,0,21,1,4.8,Match Report
384,Chelsea,2024-09-21,21,@,West Ham,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,21,3,14.3,Match Report
385,Brighton,2024-11-29,21,,Southampton,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,21,4,19.0,Match Report
386,Saint-Étienne,2024-09-13,21,,Lille,fr Ligue 1,W 1-0,1,0,+1,30,1,0,0,0,21,1,4.8,Match Report
387,Napoli,2024-09-15,21,@,Cagliari,it Serie A,W 4-0,4,0,+4,49,4,0,0,0,21,0,0.0,Match Report
388,Lyon,2025-01-26,21,@,Nantes,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,21,2,9.5,Match Report
389,Nantes,2024-11-09,21,@,Lens,fr Ligue 1,L 2-3,2,3,-1,33,1,1,1,0,21,3,14.3,Match Report
390,Atlético Madrid,2024-08-25,21,,Girona,es La Liga,W 3-0,3,0,+3,43,3,0,0,0,21,0,0.0,Match Report
391,Valencia,2025-04-05,21,@,Real Madrid,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,21,0,0.0,Match Report
392,Valencia,2025-03-30,21,,Mallorca,es La Liga,W 1-0,1,0,+1,44,1,0,0,0,21,2,9.5,Match Report
393,Juventus,2025-02-07,21,@,Como,it Serie A,W 2-1,2,1,+1,48,1,1,1,0,21,1,4.8,Match Report
394,Juventus,2025-01-14,21,@,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,21,1,4.8,Match Report
395,Juventus,2024-11-02,21,@,Udinese,it Serie A,W 2-0,2,0,+2,61,1,0,0,0,21,3,14.3,Match Report
396,Nott'ham Forest,2025-02-01,21,,Brighton,eng Premier League,W 7-0,7,0,+7,38,5,1,1,0,21,0,0.0,Match Report
397,Parma,2025-03-01,21,@,Udinese,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,21,2,9.5,Match Report
398,Parma,2025-02-22,21,,Bologna,it Serie A,W 2-0,2,0,+2,26,1,1,1,0,21,3,14.3,Match Report
399,Parma,2024-10-30,21,@,Juventus,it Serie A,D 2-2,2,2,0,39,2,0,0,0,21,1,4.8,Match Report
400,Parma,2024-10-06,21,@,Bologna,it Serie A,D 0-0,0,0,0,29,0,0,0,0,21,3,14.3,Match Report
401,Parma,2024-09-16,21,,Udinese,it Serie A,L 2-3,2,3,-1,47,2,0,0,0,21,2,9.5,Match Report
402,Eint Frankfurt,2025-03-29,21,,Stuttgart,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,21,3,14.3,Match Report
403,Eint Frankfurt,2024-10-19,21,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,46,0,1,1,0,21,0,0.0,Match Report
404,Eint Frankfurt,2024-09-29,21,@,Holstein Kiel,de Bundesliga,W 4-2,4,2,+2,53,4,0,0,0,21,2,9.5,Match Report
405,Celta Vigo,2024-08-23,21,,Valencia,es La Liga,W 3-1,3,1,+2,49,3,0,1,1,21,1,4.8,Match Report
