Rk,Team,Date,PSxG,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PSxG,PSxG/SoT,PSxG+/-,Match Report
1720,Nantes,2025-03-15,1.0,,Lille,fr Ligue 1,W 1-0,1,0,+1,32,1,0,0,0,1.0,0.34,+1.0,Match Report
1721,Nantes,2025-01-26,1.0,,Lyon,fr Ligue 1,D 1-1,1,1,0,38,1,0,0,0,1.0,0.24,0.0,Match Report
1722,Atlético Madrid,2025-03-29,1.0,@,Espanyol,es La Liga,D 1-1,1,1,0,61,1,0,0,0,1.0,0.00,0.0,Match Report
1723,Atlético Madrid,2025-02-15,1.0,,Celta Vigo,es La Liga,D 1-1,1,1,0,34,1,0,0,0,1.0,0.07,0.0,Match Report
1724,Atlético Madrid,2024-10-06,1.0,@,Real Sociedad,es La Liga,D 1-1,1,1,0,34,1,0,0,0,1.0,0.15,0.0,Match Report
1725,Milan,2024-12-29,1.0,,Roma,it Serie A,D 1-1,1,1,0,46,1,0,0,0,1.0,0.19,0.0,Match Report
1726,Milan,2024-09-22,1.0,@,Inter,it Serie A,W 2-1,2,1,+1,43,2,0,0,0,1.0,0.26,0.0,Match Report
1727,Valencia,2024-11-23,1.0,,Betis,es La Liga,W 4-2,4,2,+2,48,4,0,0,0,1.0,0.35,0.0,Match Report
1728,Juventus,2025-02-16,1.0,,Inter,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,1.0,0.49,+1.0,Match Report
1729,Juventus,2024-10-06,1.0,,Cagliari,it Serie A,D 1-1,1,1,0,73,0,1,1,0,1.0,0.00,0.0,Match Report
1730,Paris S-G,2025-03-16,1.0,,Marseille,fr Ligue 1,W 3-1,3,1,+2,60,2,0,0,0,1.0,0.52,0.0,Match Report
1731,Real Sociedad,2025-03-29,1.0,,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,1.0,0.21,0.0,Match Report
1732,Real Sociedad,2024-08-18,1.0,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,66,1,0,0,0,1.0,0.25,-1.0,Match Report
1733,Nott'ham Forest,2025-01-06,1.0,@,Wolves,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,1.0,0.20,+1.0,Match Report
1734,Nott'ham Forest,2024-12-21,1.0,@,Brentford,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,1.0,0.33,+1.0,Match Report
1735,Nott'ham Forest,2024-10-25,1.0,@,Leicester City,eng Premier League,W 3-1,3,1,+2,35,3,0,0,0,1.0,0.97,0.0,Match Report
1736,Parma,2025-03-15,1.0,@,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,1.0,0.25,0.0,Match Report
1737,Parma,2024-10-19,1.0,@,Como,it Serie A,D 1-1,1,1,0,39,1,0,0,0,1.0,0.34,0.0,Match Report
1738,Eint Frankfurt,2024-12-21,1.0,,Mainz 05,de Bundesliga,L 1-3,1,3,-2,70,1,0,0,0,1.0,0.35,-1.0,Match Report
1739,Eint Frankfurt,2024-08-31,1.0,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,1.0,0.34,0.0,Match Report
1740,Celta Vigo,2024-11-23,1.0,,Barcelona,es La Liga,D 2-2,2,2,0,41,2,0,0,0,1.0,0.25,-1.0,Match Report
1741,Celta Vigo,2024-09-26,1.0,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,1.0,0.51,0.0,Match Report
1742,Celta Vigo,2024-08-16,1.0,,Alavés,es La Liga,W 2-1,2,1,+1,63,2,0,0,0,1.0,0.49,0.0,Match Report
1743,Betis,2025-03-01,1.0,,Real Madrid,es La Liga,W 2-1,2,1,+1,42,1,1,1,0,1.0,0.50,0.0,Match Report
1744,Betis,2024-09-26,1.0,@,Las Palmas,es La Liga,D 1-1,1,1,0,45,1,0,0,0,1.0,0.52,0.0,Match Report
1745,Betis,2024-08-15,1.0,,Girona,es La Liga,D 1-1,1,1,0,39,1,0,0,0,1.0,0.49,0.0,Match Report
1746,Fulham,2024-09-21,1.0,,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,1.0,0.21,0.0,Match Report
1747,Las Palmas,2024-12-07,0.9,,Valladolid,es La Liga,W 2-1,2,1,+1,58,2,0,0,0,0.9,0.47,-0.1,Match Report
1748,Hoffenheim,2025-01-11,0.9,,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,0.9,0.32,-0.1,Match Report
1749,Bayern Munich,2024-12-20,0.9,,RB Leipzig,de Bundesliga,W 5-1,5,1,+4,71,5,0,0,0,0.9,0.89,-0.1,Match Report
1750,Hellas Verona,2024-10-04,0.9,,Venezia,it Serie A,W 2-1,2,1,+1,51,1,0,0,0,0.9,0.47,-0.1,Match Report
1751,Nice,2024-11-24,0.9,,Strasbourg,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,0.9,0.31,-0.1,Match Report
1752,Valladolid,2024-11-10,0.9,,Athletic Club,es La Liga,D 1-1,1,1,0,34,1,0,0,0,0.9,0.85,-0.1,Match Report
1753,Arsenal,2025-01-15,0.9,,Tottenham,eng Premier League,W 2-1,2,1,+1,53,1,0,0,0,0.9,0.44,-0.1,Match Report
1754,Manchester Utd,2024-12-15,0.9,@,Manchester City,eng Premier League,W 2-1,2,1,+1,48,1,1,1,0,0.9,0.29,-0.1,Match Report
1755,Manchester Utd,2024-08-16,0.9,,Fulham,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,0.9,0.46,+0.9,Match Report
1756,Bologna,2024-08-18,0.9,,Udinese,it Serie A,D 1-1,1,1,0,73,0,1,1,0,0.9,0.00,-0.1,Match Report
1757,Barcelona,2025-03-30,0.9,,Girona,es La Liga,W 4-1,4,1,+3,69,3,0,0,0,0.9,0.45,-0.1,Match Report
1758,Barcelona,2024-11-30,0.9,,Las Palmas,es La Liga,L 1-2,1,2,-1,69,1,0,0,0,0.9,0.30,-1.1,Match Report
1759,Barcelona,2024-08-17,0.9,@,Valencia,es La Liga,W 2-1,2,1,+1,63,1,1,1,0,0.9,0.91,-0.1,Match Report
1760,Monza,2024-09-15,0.9,,Inter,it Serie A,D 1-1,1,1,0,40,1,0,0,0,0.9,0.44,-0.1,Match Report
1761,Como,2025-01-10,0.9,@,Lazio,it Serie A,D 1-1,1,1,0,63,1,0,0,0,0.9,0.23,-0.1,Match Report
1762,Como,2024-11-24,0.9,,Fiorentina,it Serie A,L 0-2,0,2,-2,57,0,0,0,0,0.9,0.21,-1.1,Match Report
1763,Villarreal,2025-02-08,0.9,@,Las Palmas,es La Liga,W 2-1,2,1,+1,44,2,0,0,0,0.9,0.24,-0.1,Match Report
1764,Villarreal,2024-10-26,0.9,@,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,0.9,0.08,-0.1,Match Report
1765,Mallorca,2025-02-16,0.9,,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,0.9,0.23,-0.1,Match Report
1766,Mallorca,2024-12-14,0.9,,Girona,es La Liga,W 2-1,2,1,+1,32,2,0,0,0,0.9,0.87,-0.1,Match Report
1767,Mallorca,2024-09-27,0.9,@,Valladolid,es La Liga,W 2-1,2,1,+1,49,2,0,0,0,0.9,0.88,-0.1,Match Report
1768,Holstein Kiel,2025-04-05,0.9,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,0.9,0.30,-0.1,Match Report
1769,Holstein Kiel,2024-11-29,0.9,@,St. Pauli,de Bundesliga,L 1-3,1,3,-2,51,1,0,1,1,0.9,0.29,-2.1,Match Report
1770,Holstein Kiel,2024-11-02,0.9,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,0.9,0.22,+0.9,Match Report
1771,Athletic Club,2025-01-19,0.9,@,Celta Vigo,es La Liga,W 2-1,2,1,+1,41,2,0,0,0,0.9,0.86,-0.1,Match Report
1772,Gladbach,2024-12-07,0.9,,Dortmund,de Bundesliga,D 1-1,1,1,0,40,0,1,1,0,0.9,0.31,-0.1,Match Report
1773,Gladbach,2024-09-28,0.9,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,0.9,0.46,+0.9,Match Report
1774,Southampton,2025-03-15,0.9,,Wolves,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,0.9,0.31,-1.1,Match Report
1775,Southampton,2024-11-02,0.9,,Everton,eng Premier League,W 1-0,1,0,+1,65,1,0,0,0,0.9,0.17,+0.9,Match Report
1776,Tottenham,2024-10-19,0.9,,West Ham,eng Premier League,W 4-1,4,1,+3,57,3,0,0,0,0.9,0.29,-0.1,Match Report
1777,Toulouse,2025-02-23,0.9,@,Le Havre,fr Ligue 1,W 4-1,4,1,+3,46,3,1,1,0,0.9,0.30,-0.1,Match Report
1778,Crystal Palace,2024-08-24,0.9,,West Ham,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,0.9,0.30,-1.1,Match Report
1779,Wolfsburg,2025-04-06,0.9,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,0.9,0.29,-0.1,Match Report
1780,Wolfsburg,2024-11-02,0.9,,Augsburg,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,0.9,0.90,-0.1,Match Report
1781,Real Madrid,2025-04-05,0.9,,Valencia,es La Liga,L 1-2,1,2,-1,65,1,0,1,1,0.9,0.43,-1.1,Match Report
1782,Real Madrid,2024-09-14,0.9,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,52,0,2,2,0,0.9,0.45,+0.9,Match Report
1783,St. Pauli,2025-04-06,0.9,,Gladbach,de Bundesliga,D 1-1,1,1,0,63,1,0,0,0,0.9,0.29,-0.1,Match Report
1784,St. Pauli,2024-12-07,0.9,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,0.9,0.43,-1.1,Match Report
1785,St. Pauli,2024-10-05,0.9,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,0.9,0.22,-2.1,Match Report
1786,Marseille,2025-01-05,0.9,,Le Havre,fr Ligue 1,W 5-1,5,1,+4,70,5,0,0,0,0.9,0.92,-0.1,Match Report
1787,Marseille,2024-08-25,0.9,,Reims,fr Ligue 1,D 2-2,2,2,0,66,2,0,0,0,0.9,0.38,-1.1,Match Report
1788,Auxerre,2025-04-06,0.9,@,Rennes,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,0.9,0.18,+0.9,Match Report
1789,Auxerre,2025-01-10,0.9,,Lille,fr Ligue 1,D 0-0,0,0,0,30,0,0,0,0,0.9,0.05,+0.9,Match Report
1790,Le Havre,2025-01-19,0.9,@,Reims,fr Ligue 1,D 1-1,1,1,0,45,1,0,0,0,0.9,0.31,-0.1,Match Report
1791,Genoa,2025-01-05,0.9,@,Lecce,it Serie A,D 0-0,0,0,0,37,0,0,0,0,0.9,0.29,+0.9,Match Report
1792,Genoa,2024-12-15,0.9,@,Milan,it Serie A,D 0-0,0,0,0,43,0,0,0,0,0.9,0.24,+0.9,Match Report
1793,Genoa,2024-10-31,0.9,,Fiorentina,it Serie A,L 0-1,0,1,-1,33,0,0,0,0,0.9,0.22,-0.1,Match Report
1794,Angers,2025-01-19,0.9,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,48,1,0,0,0,0.9,0.22,+0.9,Match Report
1795,Angers,2024-12-01,0.9,@,Le Havre,fr Ligue 1,W 1-0,1,0,+1,45,1,0,0,0,0.9,0.89,+0.9,Match Report
1796,Getafe,2025-03-09,0.9,,Atlético Madrid,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,0.9,0.24,-0.1,Match Report
1797,Getafe,2025-01-26,0.9,@,Real Sociedad,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,0.9,0.22,+0.9,Match Report
1798,West Ham,2025-01-14,0.9,,Fulham,eng Premier League,W 3-2,3,2,+1,44,3,0,0,0,0.9,0.22,-1.1,Match Report
1799,Leganés,2025-02-23,0.9,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,45,0,0,0,0,0.9,0.17,-2.1,Match Report
1800,Reims,2024-10-06,0.9,,Montpellier,fr Ligue 1,W 4-2,4,2,+2,48,3,1,1,0,0.9,0.29,-1.1,Match Report
1801,Reims,2024-09-21,0.9,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,0.9,0.23,-0.1,Match Report
1802,Liverpool,2025-01-25,0.9,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,70,4,0,0,0,0.9,0.32,-0.1,Match Report
1803,Liverpool,2025-01-14,0.9,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,0.9,0.31,-0.1,Match Report
1804,Liverpool,2024-12-26,0.9,,Leicester City,eng Premier League,W 3-1,3,1,+2,68,3,0,0,0,0.9,0.90,-0.1,Match Report
1805,Liverpool,2024-12-01,0.9,,Manchester City,eng Premier League,W 2-0,2,0,+2,44,1,1,1,0,0.9,0.47,+0.9,Match Report
1806,Liverpool,2024-10-20,0.9,,Chelsea,eng Premier League,W 2-1,2,1,+1,43,1,1,1,0,0.9,0.43,-0.1,Match Report
1807,Aston Villa,2025-01-15,0.9,@,Everton,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,0.9,0.46,+0.9,Match Report
1808,Aston Villa,2024-08-24,0.9,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,0.9,0.22,-1.1,Match Report
1809,Alavés,2025-03-02,0.9,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,0.9,0.22,-0.1,Match Report
1810,Alavés,2024-12-15,0.9,,Athletic Club,es La Liga,D 1-1,1,1,0,52,1,0,0,0,0.9,0.47,-0.1,Match Report
1811,Alavés,2024-10-26,0.9,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,0.9,0.23,+0.9,Match Report
1812,Atalanta,2025-03-09,0.9,@,Juventus,it Serie A,W 4-0,4,0,+4,37,3,1,1,0,0.9,0.43,+0.9,Match Report
1813,Atalanta,2025-01-25,0.9,@,Como,it Serie A,W 2-1,2,1,+1,46,2,0,0,0,0.9,0.19,-0.1,Match Report
1814,Atalanta,2025-01-11,0.9,@,Udinese,it Serie A,D 0-0,0,0,0,54,0,0,0,0,0.9,0.31,+0.9,Match Report
1815,Mainz 05,2025-03-07,0.9,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,0.9,0.23,-0.1,Match Report
1816,Mainz 05,2024-08-24,0.9,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,0.9,0.19,-0.1,Match Report
1817,Empoli,2024-09-14,0.9,,Juventus,it Serie A,D 0-0,0,0,0,35,0,0,0,0,0.9,0.29,+0.9,Match Report
1818,Freiburg,2024-12-08,0.9,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,50,1,0,0,0,0.9,0.18,-0.1,Match Report
1819,Freiburg,2024-08-24,0.9,,Stuttgart,de Bundesliga,W 3-1,3,1,+2,33,3,0,0,0,0.9,0.46,-0.1,Match Report
1820,Espanyol,2025-02-01,0.9,,Real Madrid,es La Liga,W 1-0,1,0,+1,24,1,0,0,0,0.9,0.13,+0.9,Match Report
1821,Espanyol,2025-01-17,0.9,,Valladolid,es La Liga,W 2-1,2,1,+1,36,2,0,0,0,0.9,0.23,-0.1,Match Report
1822,Espanyol,2024-12-09,0.9,@,Getafe,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,0.9,0.15,-0.1,Match Report
1823,RB Leipzig,2024-09-28,0.9,,Augsburg,de Bundesliga,W 4-0,4,0,+4,59,4,0,0,0,0.9,0.00,+0.9,Match Report
1824,RB Leipzig,2024-08-24,0.9,,Bochum,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,0.9,0.29,+0.9,Match Report
1825,Sevilla,2025-03-09,0.9,@,Real Sociedad,es La Liga,W 1-0,1,0,+1,39,1,0,0,0,0.9,0.44,+0.9,Match Report
1826,Sevilla,2024-09-24,0.9,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,0.9,0.46,-0.1,Match Report
1827,Sevilla,2024-08-27,0.9,@,Mallorca,es La Liga,D 0-0,0,0,0,55,0,0,0,0,0.9,0.22,+0.9,Match Report
1828,Sevilla,2024-08-23,0.9,,Villarreal,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,0.9,0.15,-1.1,Match Report
1829,Newcastle Utd,2024-11-30,0.9,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,51,0,0,0,0,0.9,0.31,-0.1,Match Report
1830,Newcastle Utd,2024-11-10,0.9,@,Nott'ham Forest,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,0.9,0.30,-0.1,Match Report
1831,Rennes,2025-04-06,0.9,,Auxerre,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,0.9,0.31,-0.1,Match Report
1832,Ipswich Town,2025-04-02,0.9,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,37,2,0,0,0,0.9,0.17,-0.1,Match Report
1833,Manchester City,2025-03-08,0.9,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,0.9,0.21,-0.1,Match Report
1834,Manchester City,2024-12-26,0.9,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,1,1,0.9,0.29,-0.1,Match Report
1835,Cagliari,2024-12-14,0.9,,Atalanta,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,0.9,0.47,-0.1,Match Report
1836,Cagliari,2024-12-08,0.9,@,Fiorentina,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,0.9,0.29,-0.1,Match Report
1837,Leverkusen,2024-10-19,0.9,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,54,2,0,1,1,0.9,0.00,-0.1,Match Report
1838,Lille,2025-01-10,0.9,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,70,0,0,1,1,0.9,0.29,+0.9,Match Report
1839,Lille,2024-10-18,0.9,@,Monaco,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,0.9,0.22,+0.9,Match Report
1840,Roma,2025-01-26,0.9,@,Udinese,it Serie A,W 2-1,2,1,+1,51,0,2,2,0,0.9,0.29,-0.1,Match Report
1841,Roma,2024-11-24,0.9,@,Napoli,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,0.9,0.46,-0.1,Match Report
1842,Roma,2024-09-22,0.9,,Udinese,it Serie A,W 3-0,3,0,+3,62,2,1,1,0,0.9,0.44,+0.9,Match Report
1843,Chelsea,2024-11-03,0.9,@,Manchester Utd,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,0.9,0.03,-0.1,Match Report
1844,Brighton,2025-04-05,0.9,@,Crystal Palace,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,0.9,0.31,-1.1,Match Report
1845,Brighton,2025-01-25,0.9,,Everton,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,0.9,0.00,-0.1,Match Report
1846,Brighton,2024-12-27,0.9,,Brentford,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,0.9,0.31,+0.9,Match Report
1847,Brighton,2024-10-19,0.9,@,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,40,1,0,0,0,0.9,0.15,+0.9,Match Report
1848,Saint-Étienne,2024-10-05,0.9,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,0.9,0.88,-0.1,Match Report
1849,Everton,2025-02-26,0.9,@,Brentford,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,0.9,0.30,-0.1,Match Report
1850,Everton,2024-10-05,0.9,,Newcastle Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,0.9,0.04,+0.9,Match Report
1851,Napoli,2024-10-20,0.9,@,Empoli,it Serie A,W 1-0,1,0,+1,50,0,1,1,0,0.9,0.23,+0.9,Match Report
1852,Lyon,2024-09-29,0.9,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,0.9,0.23,-0.1,Match Report
1853,Lyon,2024-09-15,0.9,@,Lens,fr Ligue 1,D 0-0,0,0,0,46,0,0,0,0,0.9,0.24,+0.9,Match Report
1854,Nantes,2024-09-15,0.9,,Reims,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,0.9,0.23,-1.1,Match Report
1855,Valencia,2025-01-03,0.9,,Real Madrid,es La Liga,L 1-2,1,2,-1,38,1,0,0,0,0.9,0.19,-1.1,Match Report
1856,Juventus,2025-04-06,0.9,@,Roma,it Serie A,D 1-1,1,1,0,59,1,0,0,0,0.9,0.25,-0.1,Match Report
1857,Juventus,2025-01-14,0.9,@,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,0.9,0.19,-0.1,Match Report
1858,Paris S-G,2024-12-15,0.9,,Lyon,fr Ligue 1,W 3-1,3,1,+2,68,2,1,1,0,0.9,0.30,-0.1,Match Report
1859,Real Sociedad,2025-02-02,0.9,@,Osasuna,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,0.9,0.23,-1.1,Match Report
1860,Real Sociedad,2025-01-19,0.9,@,Valencia,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,0.9,0.47,-0.1,Match Report
1861,Real Sociedad,2024-12-15,0.9,,Las Palmas,es La Liga,D 0-0,0,0,0,61,0,0,0,0,0.9,0.30,+0.9,Match Report
1862,Real Sociedad,2024-09-17,0.9,@,Mallorca,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,0.9,0.08,-0.1,Match Report
1863,Nott'ham Forest,2024-12-26,0.9,,Tottenham,eng Premier League,W 1-0,1,0,+1,30,1,0,0,0,0.9,0.23,+0.9,Match Report
1864,Nott'ham Forest,2024-10-21,0.9,,Crystal Palace,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,0.9,0.12,+0.9,Match Report
1865,Parma,2025-03-08,0.9,,Torino,it Serie A,D 2-2,2,2,0,53,2,0,0,0,0.9,0.43,-1.1,Match Report
1866,Celta Vigo,2025-01-27,0.9,@,Alavés,es La Liga,D 1-1,1,1,0,51,1,0,0,0,0.9,0.00,-0.1,Match Report
1867,Celta Vigo,2024-10-05,0.9,@,Las Palmas,es La Liga,W 1-0,1,0,+1,40,1,0,0,0,0.9,0.18,+0.9,Match Report
1868,Brest,2024-12-15,0.9,,Nantes,fr Ligue 1,W 4-1,4,1,+3,51,4,0,0,0,0.9,0.13,-0.1,Match Report
1869,Brest,2024-11-02,0.9,,Nice,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,0.9,0.31,-0.1,Match Report
1870,Betis,2025-01-11,0.9,@,Valladolid,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,0.9,0.93,-0.1,Match Report
1871,Lens,2024-09-28,0.9,,Nice,fr Ligue 1,D 0-0,0,0,0,56,0,0,0,0,0.9,0.22,+0.9,Match Report
1872,Monaco,2024-09-28,0.9,,Montpellier,fr Ligue 1,W 2-1,2,1,+1,65,2,0,0,0,0.9,0.30,-0.1,Match Report
1873,Monaco,2024-09-22,0.9,,Le Havre,fr Ligue 1,W 3-1,3,1,+2,61,3,0,0,0,0.9,0.91,-0.1,Match Report
1874,Fulham,2024-09-14,0.9,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,0.9,0.29,-0.1,Match Report
1875,Lecce,2024-10-05,0.9,@,Udinese,it Serie A,L 0-1,0,1,-1,45,0,0,0,0,0.9,0.23,-0.1,Match Report
1876,Las Palmas,2024-10-05,0.8,,Celta Vigo,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,0.8,0.85,-0.2,Match Report
1877,Osasuna,2025-02-10,0.8,@,Mallorca,es La Liga,D 1-1,1,1,0,54,1,0,0,0,0.8,0.02,-0.2,Match Report
1878,Udinese,2025-03-01,0.8,,Parma,it Serie A,W 1-0,1,0,+1,43,0,1,1,0,0.8,0.26,+0.8,Match Report
1879,Udinese,2025-02-09,0.8,@,Napoli,it Serie A,D 1-1,1,1,0,38,1,0,0,0,0.8,0.21,-0.2,Match Report
1880,Augsburg,2025-02-14,0.8,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,0.8,0.21,+0.8,Match Report
1881,Augsburg,2024-10-04,0.8,,Gladbach,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,0.8,0.20,-0.2,Match Report
1882,Augsburg,2024-09-15,0.8,,St. Pauli,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,0.8,0.27,-0.2,Match Report
1883,Augsburg,2024-08-24,0.8,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,2,0,0,0,0.8,0.17,-1.2,Match Report
1884,Torino,2024-08-30,0.8,@,Venezia,it Serie A,W 1-0,1,0,+1,58,1,0,0,0,0.8,0.21,+0.8,Match Report
1885,Torino,2024-08-17,0.8,@,Milan,it Serie A,D 2-2,2,2,0,44,1,0,0,0,0.8,0.17,-1.2,Match Report
1886,Valladolid,2025-03-15,0.8,,Celta Vigo,es La Liga,L 0-1,0,1,-1,39,0,0,0,0,0.8,0.00,-0.2,Match Report
1887,Valladolid,2024-11-22,0.8,@,Getafe,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,0.8,0.16,-1.2,Match Report
1888,Valladolid,2024-08-19,0.8,,Espanyol,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,0.8,0.41,+0.8,Match Report
1889,Heidenheim,2024-10-27,0.8,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0.8,0.21,+0.8,Match Report
1890,Manchester Utd,2025-02-02,0.8,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,0.8,0.27,-1.2,Match Report
1891,Bologna,2024-10-19,0.8,@,Genoa,it Serie A,D 2-2,2,2,0,61,2,0,0,0,0.8,0.19,-1.2,Match Report
1892,Barcelona,2025-02-17,0.8,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,59,0,1,1,0,0.8,0.24,+0.8,Match Report
1893,Barcelona,2025-01-26,0.8,,Valencia,es La Liga,W 7-1,7,1,+6,71,6,0,0,0,0.8,0.47,-0.2,Match Report
1894,Barcelona,2025-01-18,0.8,@,Getafe,es La Liga,D 1-1,1,1,0,77,1,0,0,0,0.8,0.26,-0.2,Match Report
1895,Barcelona,2024-12-21,0.8,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,0.8,0.21,-1.2,Match Report
1896,Barcelona,2024-10-20,0.8,,Sevilla,es La Liga,W 5-1,5,1,+4,67,4,1,1,0,0.8,0.82,-0.2,Match Report
1897,Barcelona,2024-08-24,0.8,,Athletic Club,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,0.8,0.01,-0.2,Match Report
1898,Montpellier,2025-01-26,0.8,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,34,2,0,0,0,0.8,0.16,-0.2,Match Report
1899,Villarreal,2025-03-30,0.8,@,Getafe,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,0.8,0.20,-0.2,Match Report
1900,Villarreal,2025-02-22,0.8,@,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,0.8,0.16,+0.8,Match Report
1901,Villarreal,2024-08-23,0.8,@,Sevilla,es La Liga,W 2-1,2,1,+1,41,2,0,0,0,0.8,0.11,-0.2,Match Report
1902,Holstein Kiel,2025-03-02,0.8,@,Union Berlin,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,0.8,0.28,+0.8,Match Report
1903,Athletic Club,2025-01-26,0.8,,Leganés,es La Liga,D 0-0,0,0,0,68,0,0,0,0,0.8,0.39,+0.8,Match Report
1904,Athletic Club,2024-12-15,0.8,@,Alavés,es La Liga,D 1-1,1,1,0,48,1,0,0,0,0.8,0.27,-0.2,Match Report
