Rk,Team,Date,PSxG,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PSxG,PSxG/SoT,PSxG+/-,Match Report
1534,Wolfsburg,2025-01-24,1.1,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,69,2,0,0,0,1.1,0.55,-0.9,Match Report
1535,Wolfsburg,2024-11-23,1.1,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,1.1,0.26,+1.1,Match Report
1536,Auxerre,2025-01-19,1.1,@,Angers,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,1.1,0.26,+0.1,Match Report
1537,Le Havre,2025-03-09,1.1,,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,46,1,0,1,1,1.1,0.55,+0.1,Match Report
1538,Werder Bremen,2024-09-15,1.1,@,Mainz 05,de Bundesliga,W 2-1,2,1,+1,42,1,1,1,0,1.1,0.22,+0.1,Match Report
1539,Angers,2025-01-12,1.1,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,1.1,0.08,+0.1,Match Report
1540,Angers,2024-12-15,1.1,@,Rennes,fr Ligue 1,L 0-2,0,2,-2,56,0,0,0,0,1.1,0.27,-0.9,Match Report
1541,Getafe,2025-03-16,1.1,@,Osasuna,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,1.1,0.09,+0.1,Match Report
1542,Getafe,2024-09-22,1.1,,Leganés,es La Liga,D 1-1,1,1,0,59,0,1,1,0,1.1,0.56,+0.1,Match Report
1543,Getafe,2024-09-14,1.1,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,1.1,0.28,+0.1,Match Report
1544,Union Berlin,2024-09-14,1.1,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,33,0,0,0,0,1.1,0.05,+1.1,Match Report
1545,Reims,2024-09-01,1.1,,Rennes,fr Ligue 1,W 2-1,2,1,+1,53,2,0,0,0,1.1,0.22,+0.1,Match Report
1546,Liverpool,2024-09-28,1.1,@,Wolves,eng Premier League,W 2-1,2,1,+1,55,1,1,1,0,1.1,0.37,+0.1,Match Report
1547,Aston Villa,2024-10-26,1.1,,Bournemouth,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,1.1,0.35,+0.1,Match Report
1548,Aston Villa,2024-09-21,1.1,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,1.1,0.28,+0.1,Match Report
1549,Aston Villa,2024-09-14,1.1,,Everton,eng Premier League,W 3-2,3,2,+1,72,3,0,0,0,1.1,0.57,-0.9,Match Report
1550,Wolves,2024-12-26,1.1,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,1.1,0.26,+1.1,Match Report
1551,Alavés,2024-09-01,1.1,,Las Palmas,es La Liga,W 2-0,2,0,+2,30,2,0,1,1,1.1,0.18,+1.1,Match Report
1552,Rayo Vallecano,2025-02-22,1.1,,Villarreal,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,1.1,0.21,+0.1,Match Report
1553,Rayo Vallecano,2024-11-24,1.1,@,Sevilla,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,1.1,0.35,+0.1,Match Report
1554,Rayo Vallecano,2024-11-08,1.1,,Las Palmas,es La Liga,L 1-3,1,3,-2,64,0,0,0,0,1.1,0.36,-0.9,Match Report
1555,Rayo Vallecano,2024-09-28,1.1,,Leganés,es La Liga,D 1-1,1,1,0,54,1,0,0,0,1.1,0.36,+0.1,Match Report
1556,Empoli,2024-11-08,1.1,@,Lecce,it Serie A,D 1-1,1,1,0,42,1,0,0,0,1.1,0.36,+0.1,Match Report
1557,Freiburg,2025-03-30,1.1,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,72,1,0,0,0,1.1,0.18,-0.9,Match Report
1558,Freiburg,2025-03-08,1.1,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,1.1,0.35,+1.1,Match Report
1559,Freiburg,2025-02-21,1.1,,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,37,5,0,0,0,1.1,0.13,+1.1,Match Report
1560,Espanyol,2024-11-30,1.1,,Celta Vigo,es La Liga,W 3-1,3,1,+2,22,3,0,0,0,1.1,0.11,+0.1,Match Report
1561,RB Leipzig,2025-02-23,1.1,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,1.1,0.18,-0.9,Match Report
1562,RB Leipzig,2024-12-07,1.1,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,1.1,0.22,+1.1,Match Report
1563,Sevilla,2024-12-14,1.1,,Celta Vigo,es La Liga,W 1-0,1,0,+1,45,1,0,0,0,1.1,0.54,+1.1,Match Report
1564,Sevilla,2024-11-03,1.1,,Real Sociedad,es La Liga,L 0-2,0,2,-2,55,0,0,0,0,1.1,0.08,-0.9,Match Report
1565,Sevilla,2024-08-16,1.1,@,Las Palmas,es La Liga,D 2-2,2,2,0,52,1,0,0,0,1.1,0.23,+0.1,Match Report
1566,Venezia,2025-03-29,1.1,,Bologna,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,1.1,0.27,+0.1,Match Report
1567,Venezia,2024-12-08,1.1,,Como,it Serie A,D 2-2,2,2,0,35,2,0,0,0,1.1,0.27,+0.1,Match Report
1568,Venezia,2024-11-09,1.1,,Parma,it Serie A,L 1-2,1,2,-1,67,1,0,0,0,1.1,0.42,-0.9,Match Report
1569,Venezia,2024-10-30,1.1,,Udinese,it Serie A,W 3-2,3,2,+1,57,1,2,2,0,1.1,0.21,-0.9,Match Report
1570,Newcastle Utd,2025-02-26,1.1,@,Liverpool,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,1.1,0.36,-0.9,Match Report
1571,Newcastle Utd,2025-01-25,1.1,@,Southampton,eng Premier League,W 3-1,3,1,+2,47,2,1,1,0,1.1,0.23,+0.1,Match Report
1572,Newcastle Utd,2024-08-25,1.1,@,Bournemouth,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,1.1,0.28,+0.1,Match Report
1573,Rennes,2025-01-18,1.1,,Brest,fr Ligue 1,L 1-2,1,2,-1,68,1,0,0,0,1.1,0.38,-0.9,Match Report
1574,Rennes,2024-11-24,1.1,@,Lille,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,1.1,0.54,+0.1,Match Report
1575,Rennes,2024-10-19,1.1,@,Brest,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,1.1,0.06,+0.1,Match Report
1576,Ipswich Town,2024-11-24,1.1,,Manchester Utd,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,1.1,0.27,+0.1,Match Report
1577,Ipswich Town,2024-11-02,1.1,,Leicester City,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,1.1,0.22,+0.1,Match Report
1578,Ipswich Town,2024-08-31,1.1,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,1.1,0.28,+0.1,Match Report
1579,Manchester City,2024-09-28,1.1,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,1.1,0.11,+0.1,Match Report
1580,Cagliari,2024-08-31,1.1,@,Lecce,it Serie A,L 0-1,0,1,-1,65,0,0,0,0,1.1,0.35,+0.1,Match Report
1581,Cagliari,2024-08-26,1.1,,Como,it Serie A,D 1-1,1,1,0,47,1,0,0,0,1.1,0.27,+0.1,Match Report
1582,Lille,2025-01-04,1.1,,Nantes,fr Ligue 1,D 1-1,1,1,0,71,1,0,0,0,1.1,0.09,+0.1,Match Report
1583,Lille,2024-10-05,1.1,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,1.1,0.54,+0.1,Match Report
1584,Lille,2024-09-13,1.1,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,70,0,0,0,0,1.1,0.22,+0.1,Match Report
1585,Brentford,2025-04-06,1.1,,Chelsea,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,1.1,0.22,+1.1,Match Report
1586,Brentford,2024-11-30,1.1,,Leicester City,eng Premier League,W 4-1,4,1,+3,60,4,0,0,0,1.1,0.38,+0.1,Match Report
1587,Roma,2025-03-16,1.1,,Cagliari,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,1.1,0.22,+1.1,Match Report
1588,Chelsea,2025-01-14,1.1,,Bournemouth,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,1.1,0.07,-0.9,Match Report
1589,Chelsea,2024-09-01,1.1,,Crystal Palace,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,1.1,0.36,+0.1,Match Report
1590,Brighton,2025-02-25,1.1,,Bournemouth,eng Premier League,W 2-1,2,1,+1,44,1,1,1,0,1.1,0.23,+0.1,Match Report
1591,Everton,2025-03-08,1.1,@,Wolves,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,1.1,0.37,+0.1,Match Report
1592,Napoli,2025-01-25,1.1,,Juventus,it Serie A,W 2-1,2,1,+1,49,1,1,1,0,1.1,0.56,+0.1,Match Report
1593,Napoli,2024-09-15,1.1,@,Cagliari,it Serie A,W 4-0,4,0,+4,49,4,0,0,0,1.1,0.22,+1.1,Match Report
1594,Napoli,2024-08-31,1.1,,Parma,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,1.1,0.25,+0.1,Match Report
1595,Lyon,2025-04-05,1.1,,Lille,fr Ligue 1,W 2-1,2,1,+1,56,1,1,1,0,1.1,0.28,+0.1,Match Report
1596,Lyon,2025-01-11,1.1,@,Brest,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,1.1,0.20,-0.9,Match Report
1597,Inter,2025-04-05,1.1,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,1.1,0.28,-0.9,Match Report
1598,Inter,2025-02-22,1.1,,Genoa,it Serie A,W 1-0,1,0,+1,62,1,0,0,0,1.1,0.53,+1.1,Match Report
1599,Inter,2025-02-16,1.1,@,Juventus,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,1.1,0.15,+0.1,Match Report
1600,Inter,2025-01-15,1.1,,Bologna,it Serie A,D 2-2,2,2,0,48,2,0,0,0,1.1,0.19,-0.9,Match Report
1601,Inter,2024-11-10,1.1,,Napoli,it Serie A,D 1-1,1,1,0,53,1,0,1,1,1.1,0.57,+0.1,Match Report
1602,Nantes,2024-09-29,1.1,,Saint-Étienne,fr Ligue 1,D 2-2,2,2,0,61,2,0,0,0,1.1,0.13,-0.9,Match Report
1603,Atlético Madrid,2025-04-06,1.1,@,Sevilla,es La Liga,W 2-1,2,1,+1,56,1,1,1,0,1.1,0.22,+0.1,Match Report
1604,Atlético Madrid,2024-09-26,1.1,@,Celta Vigo,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,1.1,0.27,+1.1,Match Report
1605,Milan,2025-02-22,1.1,@,Torino,it Serie A,L 1-2,1,2,-1,64,1,0,1,1,1.1,0.36,+0.1,Match Report
1606,Valencia,2025-03-15,1.1,@,Girona,es La Liga,D 1-1,1,1,0,43,1,0,0,0,1.1,0.28,+0.1,Match Report
1607,Valencia,2025-03-08,1.1,,Valladolid,es La Liga,W 2-1,2,1,+1,62,2,0,0,0,1.1,0.27,+0.1,Match Report
1608,Valencia,2024-08-31,1.1,,Villarreal,es La Liga,D 1-1,1,1,0,58,1,0,0,0,1.1,0.53,+0.1,Match Report
1609,Juventus,2024-12-22,1.1,@,Monza,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,1.1,0.21,+0.1,Match Report
1610,Paris S-G,2025-03-29,1.1,@,Saint-Étienne,fr Ligue 1,W 6-1,6,1,+5,53,5,1,1,0,1.1,0.57,+0.1,Match Report
1611,Paris S-G,2025-03-08,1.1,@,Rennes,fr Ligue 1,W 4-1,4,1,+3,68,4,0,0,0,1.1,0.62,+0.1,Match Report
1612,Paris S-G,2025-02-01,1.1,@,Brest,fr Ligue 1,W 5-2,5,2,+3,65,5,0,0,0,1.1,0.16,-0.9,Match Report
1613,Paris S-G,2024-10-06,1.1,@,Nice,fr Ligue 1,D 1-1,1,1,0,71,0,0,0,0,1.1,0.38,+0.1,Match Report
1614,Paris S-G,2024-09-27,1.1,,Rennes,fr Ligue 1,W 3-1,3,1,+2,61,3,0,0,0,1.1,0.08,+0.1,Match Report
1615,Paris S-G,2024-09-14,1.1,,Brest,fr Ligue 1,W 3-1,3,1,+2,67,3,0,0,0,1.1,0.10,+0.1,Match Report
1616,Real Sociedad,2025-03-09,1.1,,Sevilla,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,1.1,0.28,+0.1,Match Report
1617,Nott'ham Forest,2024-09-22,1.1,@,Brighton,eng Premier League,D 2-2,2,2,0,30,1,1,1,0,1.1,0.36,-0.9,Match Report
1618,Eint Frankfurt,2025-02-16,1.1,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,51,3,0,1,1,1.1,0.54,+0.1,Match Report
1619,Eint Frankfurt,2025-01-11,1.1,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,1.1,0.27,+1.1,Match Report
1620,Brest,2025-04-05,1.1,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,1.1,0.07,+0.1,Match Report
1621,Lens,2024-12-14,1.1,@,Auxerre,fr Ligue 1,D 2-2,2,2,0,60,2,0,0,0,1.1,0.37,-0.9,Match Report
1622,Lens,2024-11-09,1.1,,Nantes,fr Ligue 1,W 3-2,3,2,+1,67,2,1,1,0,1.1,0.05,-0.9,Match Report
1623,Monaco,2024-11-22,1.1,,Brest,fr Ligue 1,W 3-2,3,2,+1,51,3,0,0,0,1.1,0.28,-0.9,Match Report
1624,Monaco,2024-09-01,1.1,,Lens,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,1.1,0.06,+0.1,Match Report
1625,Fulham,2025-02-15,1.1,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,1.1,0.53,+0.1,Match Report
1626,Fulham,2024-12-01,1.1,@,Tottenham,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,1.1,0.35,+0.1,Match Report
1627,Fulham,2024-11-09,1.1,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,1.1,0.28,+1.1,Match Report
1628,Lecce,2024-11-02,1.1,@,Bologna,it Serie A,L 0-1,0,1,-1,28,0,0,0,0,1.1,0.28,+0.1,Match Report
1629,Udinese,2025-02-16,1.0,,Empoli,it Serie A,W 3-0,3,0,+3,56,3,0,0,0,1.0,0.27,+1.0,Match Report
1630,Udinese,2025-02-01,1.0,,Venezia,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,1.0,0.34,-1.0,Match Report
1631,Bayern Munich,2025-01-25,1.0,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,65,2,0,0,0,1.0,0.48,0.0,Match Report
1632,Hellas Verona,2025-03-09,1.0,,Bologna,it Serie A,L 1-2,1,2,-1,33,1,0,0,0,1.0,0.17,-1.0,Match Report
1633,Torino,2025-01-11,1.0,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,1.0,0.11,0.0,Match Report
1634,Valladolid,2024-11-02,1.0,@,Osasuna,es La Liga,L 0-1,0,1,-1,51,0,0,0,0,1.0,0.09,0.0,Match Report
1635,Arsenal,2025-04-05,1.0,@,Everton,eng Premier League,D 1-1,1,1,0,69,1,0,0,0,1.0,0.10,0.0,Match Report
1636,Arsenal,2025-04-01,1.0,,Fulham,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,1.0,0.34,0.0,Match Report
1637,Arsenal,2025-02-22,1.0,,West Ham,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,1.0,0.51,0.0,Match Report
1638,Arsenal,2025-02-02,1.0,,Manchester City,eng Premier League,W 5-1,5,1,+4,46,5,0,0,0,1.0,0.26,0.0,Match Report
1639,Arsenal,2024-08-24,1.0,@,Aston Villa,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,1.0,0.35,+1.0,Match Report
1640,Manchester Utd,2025-04-01,1.0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,1.0,0.48,0.0,Match Report
1641,Manchester Utd,2024-09-14,1.0,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,1.0,0.09,+1.0,Match Report
1642,Bologna,2025-03-09,1.0,@,Hellas Verona,it Serie A,W 2-1,2,1,+1,67,2,0,0,0,1.0,0.64,0.0,Match Report
1643,Bologna,2024-09-14,1.0,@,Como,it Serie A,D 2-2,2,2,0,56,2,0,0,0,1.0,0.24,0.0,Match Report
1644,Barcelona,2024-12-03,1.0,@,Mallorca,es La Liga,W 5-1,5,1,+4,59,4,1,1,0,1.0,0.99,0.0,Match Report
1645,Monza,2025-02-01,1.0,,Hellas Verona,it Serie A,L 0-1,0,1,-1,66,0,0,0,0,1.0,0.26,+1.0,Match Report
1646,Monza,2025-01-13,1.0,,Fiorentina,it Serie A,W 2-1,2,1,+1,35,2,0,0,0,1.0,0.00,0.0,Match Report
1647,Monza,2024-11-24,1.0,@,Torino,it Serie A,D 1-1,1,1,0,46,1,0,0,0,1.0,0.26,0.0,Match Report
1648,Monza,2024-10-27,1.0,,Venezia,it Serie A,D 2-2,2,2,0,46,2,0,0,0,1.0,0.49,-1.0,Match Report
1649,Montpellier,2025-04-06,1.0,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,55,0,0,0,0,1.0,0.25,-1.0,Match Report
1650,Montpellier,2024-11-23,1.0,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,67,0,0,0,0,1.0,0.24,0.0,Match Report
1651,Como,2025-03-15,1.0,@,Milan,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,1.0,0.33,-1.0,Match Report
1652,Como,2024-12-08,1.0,@,Venezia,it Serie A,D 2-2,2,2,0,65,1,0,0,0,1.0,0.25,-1.0,Match Report
1653,Como,2024-10-19,1.0,,Parma,it Serie A,D 1-1,1,1,0,61,1,0,0,0,1.0,0.34,0.0,Match Report
1654,Villarreal,2024-12-18,1.0,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,45,1,0,0,0,1.0,0.50,0.0,Match Report
1655,Mallorca,2025-02-24,1.0,@,Sevilla,es La Liga,D 1-1,1,1,0,47,1,0,0,0,1.0,0.33,0.0,Match Report
1656,Mallorca,2025-02-10,1.0,,Osasuna,es La Liga,D 1-1,1,1,0,46,0,1,1,0,1.0,0.32,0.0,Match Report
1657,Mallorca,2024-11-23,1.0,@,Las Palmas,es La Liga,W 3-2,3,2,+1,39,3,0,0,0,1.0,0.10,-1.0,Match Report
1658,Mallorca,2024-09-23,1.0,@,Betis,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,1.0,0.17,0.0,Match Report
1659,Mallorca,2024-08-27,1.0,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,1.0,0.14,+1.0,Match Report
1660,Holstein Kiel,2025-03-08,1.0,,Stuttgart,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,1.0,0.50,-1.0,Match Report
1661,Athletic Club,2024-08-15,1.0,,Getafe,es La Liga,D 1-1,1,1,0,68,1,0,0,0,1.0,0.49,0.0,Match Report
1662,Southampton,2025-04-02,1.0,,Crystal Palace,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,1.0,0.33,0.0,Match Report
1663,Tottenham,2024-11-03,1.0,,Aston Villa,eng Premier League,W 4-1,4,1,+3,51,4,0,0,0,1.0,0.98,0.0,Match Report
1664,Fiorentina,2025-02-23,1.0,@,Hellas Verona,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,1.0,0.33,0.0,Match Report
1665,Fiorentina,2025-01-26,1.0,@,Lazio,it Serie A,W 2-1,2,1,+1,30,2,0,0,0,1.0,0.34,0.0,Match Report
1666,Crystal Palace,2025-02-25,1.0,,Aston Villa,eng Premier League,W 4-1,4,1,+3,36,4,0,0,0,1.0,0.51,0.0,Match Report
1667,Crystal Palace,2024-12-29,1.0,,Southampton,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,1.0,0.33,0.0,Match Report
1668,Bournemouth,2025-02-15,1.0,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,1.0,0.26,0.0,Match Report
1669,Bournemouth,2025-01-25,1.0,,Nott'ham Forest,eng Premier League,W 5-0,5,0,+5,50,5,0,0,0,1.0,0.25,+1.0,Match Report
1670,Wolfsburg,2024-11-30,1.0,@,RB Leipzig,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,1.0,0.32,0.0,Match Report
1671,Real Madrid,2025-02-15,1.0,@,Osasuna,es La Liga,D 1-1,1,1,0,55,1,0,0,0,1.0,0.20,0.0,Match Report
1672,Real Madrid,2025-01-19,1.0,,Las Palmas,es La Liga,W 4-1,4,1,+3,61,3,1,1,0,1.0,0.51,0.0,Match Report
1673,Marseille,2025-01-19,1.0,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,69,0,1,1,0,1.0,0.34,0.0,Match Report
1674,Marseille,2024-08-31,1.0,@,Toulouse,fr Ligue 1,W 3-1,3,1,+2,76,2,0,0,0,1.0,1.00,0.0,Match Report
1675,Auxerre,2025-01-24,1.0,,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,37,1,0,0,0,1.0,0.43,0.0,Match Report
1676,Lazio,2024-10-06,1.0,,Empoli,it Serie A,W 2-1,2,1,+1,58,2,0,1,1,1.0,0.48,0.0,Match Report
1677,Getafe,2024-10-27,1.0,,Valencia,es La Liga,D 1-1,1,1,0,64,0,1,1,0,1.0,0.99,0.0,Match Report
1678,Reims,2024-12-14,1.0,,Monaco,fr Ligue 1,D 0-0,0,0,0,36,0,0,0,0,1.0,0.32,+1.0,Match Report
1679,Liverpool,2024-10-05,1.0,@,Crystal Palace,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,1.0,0.23,+1.0,Match Report
1680,Aston Villa,2024-10-06,1.0,,Manchester Utd,eng Premier League,D 0-0,0,0,0,53,0,0,0,0,1.0,0.24,+1.0,Match Report
1681,Wolves,2024-12-14,1.0,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,54,1,0,0,0,1.0,0.32,0.0,Match Report
1682,Alavés,2024-11-30,1.0,,Leganés,es La Liga,D 1-1,1,1,0,60,1,0,0,0,1.0,0.35,0.0,Match Report
1683,Atalanta,2024-12-06,1.0,,Milan,it Serie A,W 2-1,2,1,+1,52,2,0,0,0,1.0,0.50,0.0,Match Report
1684,Rayo Vallecano,2025-03-16,1.0,,Real Sociedad,es La Liga,D 2-2,2,2,0,55,2,0,0,0,1.0,0.24,-1.0,Match Report
1685,Mainz 05,2024-12-14,1.0,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,1.0,0.98,0.0,Match Report
1686,Mainz 05,2024-10-05,1.0,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,1.0,0.26,+1.0,Match Report
1687,Empoli,2024-10-27,1.0,@,Parma,it Serie A,D 1-1,1,1,0,40,0,0,0,0,1.0,0.24,0.0,Match Report
1688,Freiburg,2024-11-30,1.0,,Gladbach,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,1.0,0.32,0.0,Match Report
1689,Freiburg,2024-10-19,1.0,,Augsburg,de Bundesliga,W 3-1,3,1,+2,57,3,0,0,0,1.0,0.33,0.0,Match Report
1690,Espanyol,2025-04-04,1.0,@,Rayo Vallecano,es La Liga,W 4-0,4,0,+4,31,3,1,1,0,1.0,0.19,+1.0,Match Report
1691,Espanyol,2025-03-10,1.0,,Girona,es La Liga,D 1-1,1,1,0,33,1,0,0,0,1.0,0.06,0.0,Match Report
1692,Sevilla,2025-02-24,1.0,,Mallorca,es La Liga,D 1-1,1,1,0,53,1,0,0,0,1.0,0.48,0.0,Match Report
1693,Dortmund,2024-11-23,1.0,,Freiburg,de Bundesliga,W 4-0,4,0,+4,59,4,0,0,0,1.0,0.49,+1.0,Match Report
1694,Venezia,2025-04-06,1.0,@,Lecce,it Serie A,D 1-1,1,1,0,50,0,0,0,0,1.0,0.24,0.0,Match Report
1695,Venezia,2024-09-29,1.0,@,Roma,it Serie A,L 1-2,1,2,-1,31,1,0,0,0,1.0,0.20,-1.0,Match Report
1696,Bochum,2025-01-18,1.0,,RB Leipzig,de Bundesliga,D 3-3,3,3,0,45,2,1,1,0,1.0,0.33,-2.0,Match Report
1697,Bochum,2024-12-14,1.0,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,31,1,0,0,0,1.0,0.26,0.0,Match Report
1698,Strasbourg,2024-09-15,1.0,,Angers,fr Ligue 1,D 1-1,1,1,0,52,1,0,0,0,1.0,0.50,0.0,Match Report
1699,Strasbourg,2024-08-25,1.0,,Rennes,fr Ligue 1,W 3-1,3,1,+2,59,2,0,0,0,1.0,0.21,0.0,Match Report
1700,Cagliari,2025-01-19,1.0,,Lecce,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,1.0,0.51,0.0,Match Report
1701,Leverkusen,2025-02-08,1.0,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,59,0,0,0,0,1.0,0.13,+1.0,Match Report
1702,Leverkusen,2025-01-14,1.0,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,1.0,0.25,+1.0,Match Report
1703,Leverkusen,2024-12-21,1.0,,Freiburg,de Bundesliga,W 5-1,5,1,+4,67,5,0,1,1,1.0,0.51,0.0,Match Report
1704,Leverkusen,2024-11-30,1.0,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,1.0,0.51,0.0,Match Report
1705,Lille,2025-03-15,1.0,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,68,0,0,0,0,1.0,0.48,0.0,Match Report
1706,Brentford,2025-03-15,1.0,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,1.0,0.20,+1.0,Match Report
1707,Brentford,2024-08-18,1.0,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,46,2,0,0,0,1.0,0.17,+1.0,Match Report
1708,Roma,2024-12-22,1.0,,Parma,it Serie A,W 5-0,5,0,+5,59,3,2,2,0,1.0,0.32,+1.0,Match Report
1709,Roma,2024-12-07,1.0,,Lecce,it Serie A,W 4-1,4,1,+3,59,4,0,0,0,1.0,0.00,0.0,Match Report
1710,Chelsea,2025-01-20,1.0,,Wolves,eng Premier League,W 3-1,3,1,+2,63,3,0,0,0,1.0,0.25,0.0,Match Report
1711,Chelsea,2025-01-04,1.0,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,1.0,0.17,0.0,Match Report
1712,Everton,2024-09-21,1.0,@,Leicester City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,1.0,0.48,0.0,Match Report
1713,Napoli,2024-12-21,1.0,@,Genoa,it Serie A,W 2-1,2,1,+1,62,2,0,0,0,1.0,0.34,0.0,Match Report
1714,Napoli,2024-12-14,1.0,@,Udinese,it Serie A,W 3-1,3,1,+2,70,2,0,0,0,1.0,0.01,0.0,Match Report
1715,Napoli,2024-11-03,1.0,,Atalanta,it Serie A,L 0-3,0,3,-3,50,0,0,0,0,1.0,0.32,-2.0,Match Report
1716,Lyon,2024-10-06,1.0,,Nantes,fr Ligue 1,W 2-0,2,0,+2,61,1,0,0,0,1.0,0.17,+1.0,Match Report
1717,Inter,2025-02-10,1.0,,Fiorentina,it Serie A,W 2-1,2,1,+1,62,1,0,0,0,1.0,0.02,0.0,Match Report
1718,Inter,2025-02-02,1.0,@,Milan,it Serie A,D 1-1,1,1,0,63,1,0,0,0,1.0,0.25,0.0,Match Report
1719,Inter,2024-11-03,1.0,,Venezia,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,1.0,0.48,+1.0,Match Report
