Rk,Team,Date,Att (GK),,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att (GK),Thr,Launch%,AvgLen,Match Report
1597,Napoli,2024-11-24,26,,Roma,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,26,4,11.5,23.6,Match Report
1598,Napoli,2024-08-18,26,@,Hellas Verona,it Serie A,L 0-3,0,3,-3,67,0,0,0,0,26,8,3.8,21.2,Match Report
1599,Lyon,2025-03-16,26,,Le Havre,fr Ligue 1,W 4-2,4,2,+2,67,3,1,1,0,26,7,15.4,28.3,Match Report
1600,Lyon,2024-11-23,26,@,Reims,fr Ligue 1,D 1-1,1,1,0,59,1,0,0,0,26,3,26.9,29.3,Match Report
1601,Lyon,2024-10-20,26,@,Le Havre,fr Ligue 1,W 4-0,4,0,+4,61,4,0,0,0,26,5,34.6,33.4,Match Report
1602,Milan,2024-12-15,26,,Genoa,it Serie A,D 0-0,0,0,0,57,0,0,0,0,26,2,11.5,24.1,Match Report
1603,Valencia,2025-02-02,26,,Celta Vigo,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,26,0,53.8,41.2,Match Report
1604,Juventus,2025-03-16,26,@,Fiorentina,it Serie A,L 0-3,0,3,-3,62,0,0,0,0,26,4,7.7,24.7,Match Report
1605,Real Sociedad,2025-02-09,26,,Espanyol,es La Liga,W 2-1,2,1,+1,68,2,0,0,0,26,1,26.9,27.7,Match Report
1606,Real Sociedad,2024-12-08,26,@,Leganés,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,26,5,50.0,37.9,Match Report
1607,Parma,2025-04-05,26,,Inter,it Serie A,D 2-2,2,2,0,37,2,0,0,0,26,2,50.0,44.9,Match Report
1608,Parma,2025-03-15,26,@,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,26,5,23.1,32.8,Match Report
1609,Parma,2024-09-21,26,@,Lecce,it Serie A,D 2-2,2,2,0,61,2,0,0,0,26,6,23.1,28.6,Match Report
1610,Celta Vigo,2025-01-27,26,@,Alavés,es La Liga,D 1-1,1,1,0,51,1,0,0,0,26,4,34.6,33.1,Match Report
1611,Brest,2024-12-06,26,@,Lille,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,26,3,61.5,43.0,Match Report
1612,Betis,2025-01-25,26,@,Mallorca,es La Liga,W 1-0,1,0,+1,52,1,0,0,0,26,3,15.4,28.7,Match Report
1613,Betis,2024-12-15,26,@,Villarreal,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,26,2,57.7,46.3,Match Report
1614,Betis,2024-11-10,26,,Celta Vigo,es La Liga,D 2-2,2,2,0,56,2,0,0,0,26,4,19.2,25.9,Match Report
1615,Lens,2025-03-08,26,@,Marseille,fr Ligue 1,W 1-0,1,0,+1,25,1,0,0,0,26,5,57.7,41.5,Match Report
1616,Lens,2025-02-16,26,,Strasbourg,fr Ligue 1,L 0-2,0,2,-2,56,0,0,0,0,26,4,19.2,28.7,Match Report
1617,Fulham,2025-01-18,26,@,Leicester City,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,26,5,19.2,29.5,Match Report
1618,Lecce,2024-12-07,26,@,Roma,it Serie A,L 1-4,1,4,-3,41,0,1,1,0,26,1,73.1,45.8,Match Report
1619,Lecce,2024-12-01,26,,Juventus,it Serie A,D 1-1,1,1,0,39,1,0,0,0,26,2,46.2,36.0,Match Report
1620,Las Palmas,2025-03-14,25,,Alavés,es La Liga,D 2-2,2,2,0,61,1,1,1,0,25,7,32.0,30.2,Match Report
1621,Las Palmas,2025-03-09,25,@,Betis,es La Liga,L 0-1,0,1,-1,33,0,0,0,0,25,3,80.0,53.0,Match Report
1622,Hoffenheim,2025-03-29,25,,Augsburg,de Bundesliga,D 1-1,1,1,0,56,0,1,1,0,25,1,40.0,35.1,Match Report
1623,Hoffenheim,2025-03-09,25,,Heidenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,25,6,40.0,34.6,Match Report
1624,Hoffenheim,2025-01-18,25,@,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,25,4,60.0,43.6,Match Report
1625,Osasuna,2025-01-24,25,@,Las Palmas,es La Liga,D 1-1,1,1,0,49,1,0,0,0,25,4,36.0,36.7,Match Report
1626,Osasuna,2024-09-01,25,,Celta Vigo,es La Liga,W 3-2,3,2,+1,50,2,0,0,0,25,3,48.0,40.6,Match Report
1627,Udinese,2024-12-29,25,,Torino,it Serie A,D 2-2,2,2,0,44,2,0,0,0,25,2,16.0,24.2,Match Report
1628,Augsburg,2024-11-10,25,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,44,0,0,0,0,25,5,32.0,33.3,Match Report
1629,Hellas Verona,2025-04-06,25,@,Torino,it Serie A,D 1-1,1,1,0,39,1,0,0,0,25,1,84.0,54.6,Match Report
1630,Hellas Verona,2025-02-23,25,,Fiorentina,it Serie A,W 1-0,1,0,+1,43,1,0,0,0,25,5,48.0,38.3,Match Report
1631,Hellas Verona,2025-01-27,25,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,25,5,52.0,42.7,Match Report
1632,Hellas Verona,2024-09-01,25,@,Genoa,it Serie A,W 2-0,2,0,+2,42,1,1,1,0,25,3,68.0,44.8,Match Report
1633,Torino,2024-10-25,25,,Como,it Serie A,W 1-0,1,0,+1,32,1,0,0,0,25,1,64.0,46.7,Match Report
1634,Torino,2024-10-20,25,@,Cagliari,it Serie A,L 2-3,2,3,-1,59,2,0,0,0,25,3,36.0,37.2,Match Report
1635,Torino,2024-09-15,25,,Lecce,it Serie A,D 0-0,0,0,0,53,0,0,0,0,25,7,36.0,36.3,Match Report
1636,Nice,2025-02-16,25,@,Le Havre,fr Ligue 1,W 3-1,3,1,+2,51,2,0,0,0,25,6,28.0,31.8,Match Report
1637,Nice,2024-09-14,25,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,25,4,24.0,28.2,Match Report
1638,Valladolid,2024-12-20,25,@,Girona,es La Liga,L 0-3,0,3,-3,30,0,0,0,0,25,3,44.0,41.2,Match Report
1639,Arsenal,2025-02-26,25,@,Nott'ham Forest,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,25,4,4.0,21.5,Match Report
1640,Arsenal,2024-10-05,25,,Southampton,eng Premier League,W 3-1,3,1,+2,59,3,0,0,0,25,3,20.0,26.2,Match Report
1641,Heidenheim,2024-09-01,25,,Augsburg,de Bundesliga,W 4-0,4,0,+4,36,3,1,1,0,25,5,40.0,37.4,Match Report
1642,Heidenheim,2024-08-25,25,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,40,2,0,0,0,25,2,56.0,44.6,Match Report
1643,Manchester Utd,2025-01-19,25,,Brighton,eng Premier League,L 1-3,1,3,-2,51,0,1,1,0,25,2,44.0,34.1,Match Report
1644,Manchester Utd,2024-10-06,25,@,Aston Villa,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,25,3,40.0,39.8,Match Report
1645,Manchester Utd,2024-09-29,25,,Tottenham,eng Premier League,L 0-3,0,3,-3,39,0,0,0,0,25,9,36.0,32.6,Match Report
1646,Bologna,2024-10-06,25,,Parma,it Serie A,D 0-0,0,0,0,71,0,0,0,0,25,4,12.0,25.2,Match Report
1647,Barcelona,2024-12-15,25,,Leganés,es La Liga,L 0-1,0,1,-1,79,0,0,0,0,25,5,4.0,21.2,Match Report
1648,Monza,2025-03-02,25,,Torino,it Serie A,L 0-2,0,2,-2,53,0,0,0,0,25,6,36.0,33.5,Match Report
1649,Monza,2024-09-22,25,,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,25,3,68.0,44.9,Match Report
1650,Villarreal,2024-10-20,25,,Getafe,es La Liga,D 1-1,1,1,0,56,1,0,0,0,25,2,52.0,42.8,Match Report
1651,Mallorca,2025-02-01,25,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,47,0,0,0,0,25,5,52.0,42.3,Match Report
1652,Mallorca,2024-09-27,25,@,Valladolid,es La Liga,W 2-1,2,1,+1,49,2,0,0,0,25,1,56.0,41.4,Match Report
1653,Athletic Club,2024-11-03,25,,Betis,es La Liga,D 1-1,1,1,0,50,1,0,0,0,25,3,48.0,36.3,Match Report
1654,Gladbach,2025-03-29,25,,RB Leipzig,de Bundesliga,W 1-0,1,0,+1,40,1,0,0,0,25,5,52.0,38.4,Match Report
1655,Gladbach,2024-12-14,25,,Holstein Kiel,de Bundesliga,W 4-1,4,1,+3,56,4,0,0,0,25,4,24.0,29.1,Match Report
1656,Toulouse,2024-10-05,25,@,Lille,fr Ligue 1,L 1-2,1,2,-1,43,1,0,0,0,25,2,36.0,36.0,Match Report
1657,Toulouse,2024-09-29,25,,Lyon,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,25,2,36.0,30.1,Match Report
1658,Fiorentina,2025-02-06,25,,Inter,it Serie A,W 3-0,3,0,+3,29,3,0,0,0,25,1,52.0,42.8,Match Report
1659,Fiorentina,2024-10-06,25,,Milan,it Serie A,W 2-1,2,1,+1,41,2,0,1,1,25,3,56.0,42.4,Match Report
1660,Fiorentina,2024-09-15,25,@,Atalanta,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,25,3,56.0,38.0,Match Report
1661,Crystal Palace,2025-01-15,25,@,Leicester City,eng Premier League,W 2-0,2,0,+2,43,2,0,0,0,25,6,40.0,34.3,Match Report
1662,Crystal Palace,2024-11-09,25,,Fulham,eng Premier League,L 0-2,0,2,-2,36,0,0,0,0,25,2,60.0,48.1,Match Report
1663,Bournemouth,2024-12-29,25,@,Fulham,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,25,3,36.0,35.8,Match Report
1664,Bournemouth,2024-11-30,25,@,Wolves,eng Premier League,W 4-2,4,2,+2,40,1,3,3,0,25,2,28.0,31.2,Match Report
1665,Wolfsburg,2024-09-22,25,@,Leverkusen,de Bundesliga,L 3-4,3,4,-1,22,2,0,0,0,25,3,84.0,52.0,Match Report
1666,Real Madrid,2024-12-14,25,@,Rayo Vallecano,es La Liga,D 3-3,3,3,0,66,3,0,0,0,25,5,12.0,27.0,Match Report
1667,Marseille,2025-03-29,25,@,Reims,fr Ligue 1,L 1-3,1,3,-2,80,1,0,0,0,25,7,4.0,18.6,Match Report
1668,Marseille,2025-02-15,25,,Saint-Étienne,fr Ligue 1,W 5-1,5,1,+4,70,4,1,1,0,25,0,4.0,20.6,Match Report
1669,Stuttgart,2025-03-29,25,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,25,4,40.0,32.9,Match Report
1670,Auxerre,2025-02-22,25,,Marseille,fr Ligue 1,W 3-0,3,0,+3,21,2,1,1,0,25,4,72.0,51.6,Match Report
1671,Auxerre,2025-01-10,25,,Lille,fr Ligue 1,D 0-0,0,0,0,30,0,0,0,0,25,1,64.0,47.9,Match Report
1672,Auxerre,2024-09-01,25,@,Le Havre,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,25,7,48.0,40.6,Match Report
1673,Le Havre,2025-03-09,25,,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,46,1,0,1,1,25,4,48.0,37.3,Match Report
1674,Le Havre,2025-01-12,25,,Lens,fr Ligue 1,L 1-2,1,2,-1,31,1,0,0,0,25,2,68.0,41.5,Match Report
1675,Werder Bremen,2025-03-15,25,,Gladbach,de Bundesliga,L 2-4,2,4,-2,53,1,1,1,0,25,7,40.0,35.9,Match Report
1676,Genoa,2024-12-01,25,@,Udinese,it Serie A,W 2-0,2,0,+2,54,1,0,0,0,25,3,20.0,28.1,Match Report
1677,Genoa,2024-11-24,25,,Cagliari,it Serie A,D 2-2,2,2,0,52,2,0,0,0,25,9,8.0,24.5,Match Report
1678,Genoa,2024-08-17,25,,Inter,it Serie A,D 2-2,2,2,0,32,2,0,1,1,25,3,52.0,41.3,Match Report
1679,Lazio,2024-12-16,25,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,25,2,48.0,41.5,Match Report
1680,Union Berlin,2024-10-20,25,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,25,9,16.0,31.6,Match Report
1681,West Ham,2025-03-15,25,@,Everton,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,25,7,44.0,35.3,Match Report
1682,Leganés,2024-11-02,25,@,Girona,es La Liga,L 3-4,3,4,-1,46,3,0,0,0,25,2,52.0,40.2,Match Report
1683,Leganés,2024-09-13,25,@,Betis,es La Liga,L 0-2,0,2,-2,36,0,0,0,0,25,5,68.0,49.4,Match Report
1684,Reims,2025-02-21,25,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,25,6,44.0,39.9,Match Report
1685,Liverpool,2025-02-16,25,,Wolves,eng Premier League,W 2-1,2,1,+1,50,1,1,1,0,25,7,44.0,38.5,Match Report
1686,Liverpool,2025-02-01,25,@,Bournemouth,eng Premier League,W 2-0,2,0,+2,51,1,1,1,0,25,3,36.0,32.2,Match Report
1687,Aston Villa,2024-12-07,25,,Southampton,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,25,6,16.0,30.7,Match Report
1688,Wolves,2024-11-30,25,,Bournemouth,eng Premier League,L 2-4,2,4,-2,60,2,0,0,0,25,3,16.0,28.1,Match Report
1689,Wolves,2024-08-31,25,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,25,0,76.0,49.8,Match Report
1690,Alavés,2025-01-27,25,,Celta Vigo,es La Liga,D 1-1,1,1,0,49,0,1,1,0,25,0,60.0,41.1,Match Report
1691,Alavés,2024-09-28,25,@,Getafe,es La Liga,L 0-2,0,2,-2,54,0,0,0,0,25,3,72.0,47.8,Match Report
1692,Girona,2025-02-03,25,,Las Palmas,es La Liga,W 2-1,2,1,+1,47,2,0,1,1,25,1,36.0,35.1,Match Report
1693,Atalanta,2024-10-30,25,,Monza,it Serie A,W 2-0,2,0,+2,53,2,0,0,0,25,2,44.0,37.2,Match Report
1694,Rayo Vallecano,2025-04-04,25,,Espanyol,es La Liga,L 0-4,0,4,-4,69,0,0,0,0,25,5,12.0,29.6,Match Report
1695,Rayo Vallecano,2024-12-22,25,@,Betis,es La Liga,D 1-1,1,1,0,45,1,0,0,0,25,2,72.0,46.5,Match Report
1696,Mainz 05,2024-11-24,25,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,25,5,24.0,30.4,Match Report
1697,Mainz 05,2024-09-15,25,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,25,6,44.0,37.0,Match Report
1698,Mainz 05,2024-08-24,25,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,25,8,40.0,36.0,Match Report
1699,Leicester City,2024-11-10,25,@,Manchester Utd,eng Premier League,L 0-3,0,3,-3,49,0,0,0,0,25,6,32.0,28.6,Match Report
1700,Leicester City,2024-09-21,25,,Everton,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,25,6,28.0,30.5,Match Report
1701,Empoli,2025-02-16,25,@,Udinese,it Serie A,L 0-3,0,3,-3,44,0,0,0,0,25,4,52.0,41.7,Match Report
1702,Empoli,2025-01-04,25,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,25,1,84.0,48.2,Match Report
1703,Empoli,2024-08-25,25,@,Roma,it Serie A,W 2-1,2,1,+1,27,1,1,1,0,25,4,76.0,53.4,Match Report
1704,Freiburg,2025-02-15,25,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,46,0,0,1,1,25,6,32.0,29.5,Match Report
1705,Espanyol,2025-03-29,25,,Atlético Madrid,es La Liga,D 1-1,1,1,0,39,0,1,1,0,25,2,44.0,35.0,Match Report
1706,RB Leipzig,2025-03-15,25,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,25,6,52.0,43.0,Match Report
1707,Venezia,2025-04-06,25,@,Lecce,it Serie A,D 1-1,1,1,0,50,0,0,0,0,25,6,64.0,47.8,Match Report
1708,Venezia,2024-09-29,25,@,Roma,it Serie A,L 1-2,1,2,-1,31,1,0,0,0,25,3,44.0,39.1,Match Report
1709,Newcastle Utd,2024-10-05,25,@,Everton,eng Premier League,D 0-0,0,0,0,67,0,0,1,1,25,6,12.0,24.4,Match Report
1710,Rennes,2025-03-15,25,@,Lens,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,25,1,44.0,36.3,Match Report
1711,Rennes,2024-08-25,25,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,41,1,0,0,0,25,5,40.0,34.3,Match Report
1712,Ipswich Town,2025-01-25,25,@,Liverpool,eng Premier League,L 1-4,1,4,-3,30,1,0,0,0,25,4,60.0,40.2,Match Report
1713,Manchester City,2025-02-02,25,@,Arsenal,eng Premier League,L 1-5,1,5,-4,54,1,0,0,0,25,2,32.0,32.8,Match Report
1714,Strasbourg,2024-08-30,25,@,Lyon,fr Ligue 1,L 3-4,3,4,-1,52,3,0,0,0,25,6,16.0,26.0,Match Report
1715,Cagliari,2025-01-19,25,,Lecce,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,25,6,24.0,30.5,Match Report
1716,Cagliari,2024-09-30,25,@,Parma,it Serie A,W 3-2,3,2,+1,40,3,0,0,0,25,5,32.0,33.4,Match Report
1717,Lille,2025-03-15,25,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,68,0,0,0,0,25,6,4.0,18.6,Match Report
1718,Lille,2025-02-01,25,,Saint-Étienne,fr Ligue 1,W 4-1,4,1,+3,67,3,1,1,0,25,4,8.0,25.1,Match Report
1719,Lille,2024-10-18,25,@,Monaco,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,25,3,52.0,38.2,Match Report
1720,Brighton,2025-02-25,25,,Bournemouth,eng Premier League,W 2-1,2,1,+1,44,1,1,1,0,25,1,76.0,53.6,Match Report
1721,Saint-Étienne,2025-01-04,25,,Reims,fr Ligue 1,W 3-1,3,1,+2,53,3,0,0,0,25,2,72.0,45.2,Match Report
1722,Saint-Étienne,2024-08-31,25,@,Brest,fr Ligue 1,L 0-4,0,4,-4,53,0,0,0,0,25,5,32.0,33.6,Match Report
1723,Everton,2025-02-01,25,,Leicester City,eng Premier League,W 4-0,4,0,+4,48,4,0,0,0,25,3,44.0,39.0,Match Report
1724,Everton,2024-09-14,25,@,Aston Villa,eng Premier League,L 2-3,2,3,-1,28,2,0,0,0,25,4,60.0,45.5,Match Report
1725,Napoli,2025-03-16,25,@,Venezia,it Serie A,D 0-0,0,0,0,57,0,0,0,0,25,6,36.0,35.4,Match Report
1726,Napoli,2025-03-09,25,,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,25,5,8.0,27.5,Match Report
1727,Napoli,2025-02-02,25,@,Roma,it Serie A,D 1-1,1,1,0,49,1,0,0,0,25,2,32.0,32.6,Match Report
1728,Napoli,2024-11-10,25,@,Inter,it Serie A,D 1-1,1,1,0,47,1,0,0,0,25,4,32.0,31.9,Match Report
1729,Napoli,2024-10-04,25,,Como,it Serie A,W 3-1,3,1,+2,41,2,1,1,0,25,4,20.0,29.3,Match Report
1730,Lyon,2024-11-01,25,@,Lille,fr Ligue 1,D 1-1,1,1,0,53,1,0,0,0,25,5,32.0,29.4,Match Report
1731,Inter,2024-10-05,25,,Torino,it Serie A,W 3-2,3,2,+1,80,3,0,0,0,25,4,12.0,25.6,Match Report
1732,Inter,2024-08-24,25,,Lecce,it Serie A,W 2-0,2,0,+2,61,1,1,1,0,25,9,0.0,23.2,Match Report
1733,Inter,2024-08-17,25,@,Genoa,it Serie A,D 2-2,2,2,0,68,2,0,0,0,25,4,0.0,20.3,Match Report
1734,Nantes,2025-04-04,25,@,Nice,fr Ligue 1,W 2-1,2,1,+1,24,2,0,0,0,25,2,88.0,49.1,Match Report
1735,Nantes,2025-01-10,25,,Monaco,fr Ligue 1,D 2-2,2,2,0,32,2,0,0,0,25,6,64.0,44.7,Match Report
1736,Nantes,2024-08-18,25,@,Toulouse,fr Ligue 1,D 0-0,0,0,0,46,0,0,0,0,25,6,56.0,43.2,Match Report
1737,Milan,2025-02-22,25,@,Torino,it Serie A,L 1-2,1,2,-1,64,1,0,1,1,25,3,12.0,25.8,Match Report
1738,Valencia,2025-04-05,25,@,Real Madrid,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,25,6,64.0,48.5,Match Report
1739,Valencia,2025-02-15,25,@,Villarreal,es La Liga,D 1-1,1,1,0,50,1,0,0,0,25,2,40.0,37.9,Match Report
1740,Valencia,2025-01-03,25,,Real Madrid,es La Liga,L 1-2,1,2,-1,38,1,0,0,0,25,7,52.0,44.1,Match Report
1741,Valencia,2024-12-07,25,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,25,1,32.0,30.7,Match Report
1742,Valencia,2024-10-27,25,@,Getafe,es La Liga,D 1-1,1,1,0,36,1,0,0,0,25,2,84.0,53.1,Match Report
1743,Valencia,2024-08-23,25,@,Celta Vigo,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,25,6,28.0,32.3,Match Report
1744,Parma,2025-02-22,25,,Bologna,it Serie A,W 2-0,2,0,+2,26,1,1,1,0,25,1,64.0,49.0,Match Report
1745,Parma,2025-01-19,25,,Venezia,it Serie A,D 1-1,1,1,0,59,0,1,1,0,25,1,32.0,33.1,Match Report
1746,Parma,2024-08-24,25,,Milan,it Serie A,W 2-1,2,1,+1,39,2,0,0,0,25,3,56.0,44.4,Match Report
1747,Celta Vigo,2025-04-05,25,@,Mallorca,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,25,4,8.0,26.4,Match Report
1748,Celta Vigo,2025-03-01,25,@,Girona,es La Liga,D 2-2,2,2,0,49,1,1,1,0,25,8,20.0,27.4,Match Report
1749,Celta Vigo,2025-02-15,25,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,66,0,1,1,0,25,6,12.0,26.8,Match Report
1750,Celta Vigo,2024-12-06,25,,Mallorca,es La Liga,W 2-0,2,0,+2,50,2,0,0,0,25,6,20.0,28.3,Match Report
1751,Brest,2025-03-02,25,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,34,0,1,1,0,25,8,52.0,39.8,Match Report
1752,Betis,2025-03-30,25,,Sevilla,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,25,5,28.0,30.3,Match Report
1753,Betis,2024-09-26,25,@,Las Palmas,es La Liga,D 1-1,1,1,0,45,1,0,0,0,25,2,8.0,23.3,Match Report
1754,Lens,2025-01-18,25,,Paris S-G,fr Ligue 1,L 1-2,1,2,-1,34,1,0,0,0,25,6,48.0,42.1,Match Report
1755,Lens,2024-10-26,25,,Lille,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,25,1,48.0,39.3,Match Report
1756,Monaco,2024-09-22,25,,Le Havre,fr Ligue 1,W 3-1,3,1,+2,61,3,0,0,0,25,4,24.0,31.6,Match Report
1757,Fulham,2025-02-01,25,@,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,25,5,64.0,44.3,Match Report
1758,Lecce,2025-01-05,25,,Genoa,it Serie A,D 0-0,0,0,0,63,0,0,0,0,25,1,52.0,38.1,Match Report
1759,Lecce,2024-10-26,25,@,Napoli,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,25,3,80.0,50.6,Match Report
1760,Las Palmas,2024-11-23,24,,Mallorca,es La Liga,L 2-3,2,3,-1,61,1,1,1,0,24,7,29.2,35.8,Match Report
1761,Las Palmas,2024-10-26,24,,Girona,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,24,2,62.5,47.0,Match Report
1762,Osasuna,2025-02-15,24,,Real Madrid,es La Liga,D 1-1,1,1,0,45,0,1,1,0,24,7,37.5,35.0,Match Report
1763,Osasuna,2025-02-10,24,@,Mallorca,es La Liga,D 1-1,1,1,0,54,1,0,0,0,24,6,50.0,37.3,Match Report
1764,Osasuna,2024-12-08,24,,Alavés,es La Liga,D 2-2,2,2,0,60,2,0,0,0,24,6,33.3,32.0,Match Report
1765,Udinese,2025-02-16,24,,Empoli,it Serie A,W 3-0,3,0,+3,56,3,0,0,0,24,1,37.5,36.3,Match Report
1766,Udinese,2024-12-09,24,@,Monza,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,24,4,58.3,42.2,Match Report
1767,Bayern Munich,2024-12-07,24,,Heidenheim,de Bundesliga,W 4-2,4,2,+2,82,4,0,0,0,24,1,20.8,24.9,Match Report
1768,Bayern Munich,2024-11-02,24,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,77,2,1,1,0,24,2,8.3,23.6,Match Report
1769,Augsburg,2024-12-21,24,@,Holstein Kiel,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,24,3,16.7,29.7,Match Report
1770,Augsburg,2024-08-24,24,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,2,0,0,0,24,7,37.5,39.8,Match Report
1771,Nice,2025-03-29,24,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,42,1,0,0,0,24,9,25.0,29.5,Match Report
1772,Nice,2025-03-01,24,@,Saint-Étienne,fr Ligue 1,W 3-1,3,1,+2,38,2,0,0,0,24,6,25.0,32.7,Match Report
1773,Nice,2025-02-08,24,,Lens,fr Ligue 1,W 2-0,2,0,+2,60,1,1,1,0,24,3,29.2,32.2,Match Report
1774,Valladolid,2025-02-07,24,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,31,0,0,0,0,24,4,45.8,41.7,Match Report
1775,Heidenheim,2025-03-16,24,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,39,3,0,0,0,24,5,41.7,38.5,Match Report
1776,Heidenheim,2024-12-15,24,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,24,4,41.7,38.1,Match Report
1777,Manchester Utd,2025-02-22,24,@,Everton,eng Premier League,D 2-2,2,2,0,62,2,0,0,0,24,5,12.5,28.9,Match Report
1778,Monza,2024-12-15,24,@,Lecce,it Serie A,L 1-2,1,2,-1,55,0,0,0,0,24,2,37.5,35.0,Match Report
1779,Monza,2024-09-01,24,@,Fiorentina,it Serie A,D 2-2,2,2,0,32,2,0,0,0,24,4,45.8,36.6,Match Report
1780,Montpellier,2024-11-03,24,@,Le Havre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,24,1,33.3,35.0,Match Report
1781,Montpellier,2024-10-20,24,,Marseille,fr Ligue 1,L 0-5,0,5,-5,35,0,0,0,0,24,7,37.5,36.3,Match Report
1782,Como,2025-03-15,24,@,Milan,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,24,6,12.5,25.7,Match Report
1783,Como,2024-12-15,24,,Roma,it Serie A,W 2-0,2,0,+2,38,2,0,0,0,24,2,41.7,36.4,Match Report
1784,Como,2024-12-08,24,@,Venezia,it Serie A,D 2-2,2,2,0,65,1,0,0,0,24,4,37.5,33.6,Match Report
1785,Como,2024-11-24,24,,Fiorentina,it Serie A,L 0-2,0,2,-2,57,0,0,0,0,24,6,4.2,20.5,Match Report
1786,Villarreal,2025-04-06,24,,Athletic Club,es La Liga,D 0-0,0,0,0,56,0,0,0,0,24,6,33.3,27.0,Match Report
1787,Villarreal,2025-02-22,24,@,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,24,10,29.2,32.3,Match Report
1788,Mallorca,2024-10-05,24,@,Espanyol,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,24,5,16.7,25.5,Match Report
1789,Holstein Kiel,2024-12-21,24,,Augsburg,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,24,3,58.3,41.5,Match Report
