Rk,Team,Date,PKA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,PKA,FK,CK,OG,Match Report
910,Gladbach,2024-12-07,0,,Dortmund,de Bundesliga,D 1-1,1,1,0,40,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
911,Gladbach,2024-11-30,0,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
912,Gladbach,2024-11-24,0,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,48,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
913,Gladbach,2024-11-09,0,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
914,Gladbach,2024-11-03,0,,Werder Bremen,de Bundesliga,W 4-1,4,1,+3,47,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
915,Gladbach,2024-10-25,0,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
916,Gladbach,2024-10-04,0,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,65,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
917,Gladbach,2024-09-28,0,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
918,Gladbach,2024-09-21,0,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,63,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
919,Gladbach,2024-09-14,0,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,44,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
920,Gladbach,2024-08-31,0,@,Bochum,de Bundesliga,W 2-0,2,0,+2,61,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
921,Gladbach,2024-08-23,0,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,43,2,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
922,Southampton,2025-04-02,0,,Crystal Palace,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
923,Southampton,2025-03-15,0,,Wolves,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
924,Southampton,2025-02-25,0,@,Chelsea,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
925,Southampton,2025-02-22,0,,Brighton,eng Premier League,L 0-4,0,4,-4,50,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
926,Southampton,2025-02-15,0,,Bournemouth,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
927,Southampton,2025-02-01,0,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
928,Southampton,2025-01-19,0,@,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
929,Southampton,2025-01-16,0,@,Manchester Utd,eng Premier League,L 1-3,1,3,-2,40,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
930,Southampton,2024-12-29,0,@,Crystal Palace,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,0,0,0,0,,0,0,2,0,Match Report
931,Southampton,2024-12-26,0,,West Ham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
932,Southampton,2024-12-22,0,@,Fulham,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
933,Southampton,2024-12-15,0,,Tottenham,eng Premier League,L 0-5,0,5,-5,42,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
934,Southampton,2024-12-07,0,@,Aston Villa,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
935,Southampton,2024-12-04,0,,Chelsea,eng Premier League,L 1-5,1,5,-4,45,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
936,Southampton,2024-11-29,0,@,Brighton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
937,Southampton,2024-11-09,0,@,Wolves,eng Premier League,L 0-2,0,2,-2,71,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
938,Southampton,2024-11-02,0,,Everton,eng Premier League,W 1-0,1,0,+1,65,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
939,Southampton,2024-10-26,0,@,Manchester City,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
940,Southampton,2024-10-05,0,@,Arsenal,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
941,Southampton,2024-09-30,0,@,Bournemouth,eng Premier League,L 1-3,1,3,-2,60,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
942,Southampton,2024-09-21,0,,Ipswich Town,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
943,Southampton,2024-09-14,0,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,44,0,0,1,1,0,0,0,0,,0,0,2,0,Match Report
944,Southampton,2024-08-31,0,@,Brentford,eng Premier League,L 1-3,1,3,-2,63,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
945,Southampton,2024-08-24,0,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
946,Southampton,2024-08-17,0,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,77,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
947,Tottenham,2025-04-06,0,,Southampton,eng Premier League,W 3-1,3,1,+2,51,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
948,Tottenham,2025-04-03,0,@,Chelsea,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
949,Tottenham,2025-03-16,0,@,Fulham,eng Premier League,L 0-2,0,2,-2,43,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
950,Tottenham,2025-03-09,0,,Bournemouth,eng Premier League,D 2-2,2,2,0,61,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
951,Tottenham,2025-02-26,0,,Manchester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
952,Tottenham,2025-02-22,0,@,Ipswich Town,eng Premier League,W 4-1,4,1,+3,58,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
953,Tottenham,2025-02-16,0,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
954,Tottenham,2025-02-02,0,@,Brentford,eng Premier League,W 2-0,2,0,+2,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
955,Tottenham,2025-01-26,0,,Leicester City,eng Premier League,L 1-2,1,2,-1,61,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
956,Tottenham,2025-01-19,0,@,Everton,eng Premier League,L 2-3,2,3,-1,64,2,0,0,0,0,0,0,0,,0,0,0,1,Match Report
957,Tottenham,2025-01-15,0,@,Arsenal,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
958,Tottenham,2025-01-04,0,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
959,Tottenham,2024-12-29,0,,Wolves,eng Premier League,D 2-2,2,2,0,48,2,0,1,1,0,0,0,0,,0,0,0,0,Match Report
960,Tottenham,2024-12-26,0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,70,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
961,Tottenham,2024-12-22,0,,Liverpool,eng Premier League,L 3-6,3,6,-3,52,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
962,Tottenham,2024-12-15,0,@,Southampton,eng Premier League,W 5-0,5,0,+5,58,5,0,0,0,0,0,0,0,,0,0,0,0,Match Report
963,Tottenham,2024-12-05,0,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
964,Tottenham,2024-12-01,0,,Fulham,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
965,Tottenham,2024-11-23,0,@,Manchester City,eng Premier League,W 4-0,4,0,+4,42,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
966,Tottenham,2024-11-10,0,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,66,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
967,Tottenham,2024-11-03,0,,Aston Villa,eng Premier League,W 4-1,4,1,+3,51,4,0,0,0,0,0,0,0,,0,0,1,0,Match Report
968,Tottenham,2024-10-27,0,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,66,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
969,Tottenham,2024-10-19,0,,West Ham,eng Premier League,W 4-1,4,1,+3,57,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
970,Tottenham,2024-10-06,0,@,Brighton,eng Premier League,L 2-3,2,3,-1,59,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
971,Tottenham,2024-09-29,0,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,61,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
972,Tottenham,2024-09-21,0,,Brentford,eng Premier League,W 3-1,3,1,+2,48,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
973,Tottenham,2024-09-15,0,,Arsenal,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
974,Tottenham,2024-09-01,0,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,65,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
975,Tottenham,2024-08-24,0,,Everton,eng Premier League,W 4-0,4,0,+4,70,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
976,Tottenham,2024-08-19,0,@,Leicester City,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
977,Toulouse,2025-04-06,0,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,33,2,0,0,0,0,0,0,0,,0,0,0,1,Match Report
978,Toulouse,2025-03-30,0,,Brest,fr Ligue 1,L 2-4,2,4,-2,53,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
979,Toulouse,2025-03-16,0,@,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
980,Toulouse,2025-03-07,0,,Monaco,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
981,Toulouse,2025-03-02,0,@,Angers,fr Ligue 1,W 4-0,4,0,+4,54,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
982,Toulouse,2025-02-23,0,@,Le Havre,fr Ligue 1,W 4-1,4,1,+3,46,3,1,1,0,0,0,0,0,,0,0,0,0,Match Report
983,Toulouse,2025-02-15,0,,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,24,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
984,Toulouse,2025-02-09,0,@,Auxerre,fr Ligue 1,D 2-2,2,2,0,47,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
985,Toulouse,2025-01-26,0,,Montpellier,fr Ligue 1,L 1-2,1,2,-1,66,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
986,Toulouse,2025-01-18,0,@,Lyon,fr Ligue 1,D 0-0,0,0,0,38,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
987,Toulouse,2025-01-12,0,,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,53,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
988,Toulouse,2025-01-05,0,@,Lens,fr Ligue 1,W 1-0,1,0,+1,34,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
989,Toulouse,2024-12-13,0,,Saint-Étienne,fr Ligue 1,W 2-1,2,1,+1,39,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
990,Toulouse,2024-12-07,0,@,Monaco,fr Ligue 1,L 0-2,0,2,-2,42,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
991,Toulouse,2024-12-01,0,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,52,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
992,Toulouse,2024-11-22,0,@,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,28,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
993,Toulouse,2024-11-10,0,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,33,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
994,Toulouse,2024-11-03,0,,Reims,fr Ligue 1,W 1-0,1,0,+1,51,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
995,Toulouse,2024-10-27,0,@,Montpellier,fr Ligue 1,W 3-0,3,0,+3,49,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
996,Toulouse,2024-10-20,0,,Angers,fr Ligue 1,D 1-1,1,1,0,65,1,0,0,0,1,0,1,0,100.0,0,0,1,0,Match Report
997,Toulouse,2024-10-05,0,@,Lille,fr Ligue 1,L 1-2,1,2,-1,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
998,Toulouse,2024-09-29,0,,Lyon,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
999,Toulouse,2024-09-22,0,@,Brest,fr Ligue 1,L 0-2,0,2,-2,57,0,0,1,1,0,0,0,0,,0,0,0,0,Match Report
1000,Toulouse,2024-09-15,0,,Le Havre,fr Ligue 1,W 2-0,2,0,+2,54,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1001,Toulouse,2024-08-31,0,,Marseille,fr Ligue 1,L 1-3,1,3,-2,24,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1002,Toulouse,2024-08-25,0,@,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1003,Toulouse,2024-08-18,0,,Nantes,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1004,Fiorentina,2025-04-05,0,@,Milan,it Serie A,D 2-2,2,2,0,48,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1005,Fiorentina,2025-03-30,0,,Atalanta,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1006,Fiorentina,2025-03-16,0,,Juventus,it Serie A,W 3-0,3,0,+3,38,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1007,Fiorentina,2025-03-09,0,@,Napoli,it Serie A,L 1-2,1,2,-1,51,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1008,Fiorentina,2025-02-28,0,,Lecce,it Serie A,W 1-0,1,0,+1,48,1,0,1,1,0,0,0,0,,0,0,0,0,Match Report
1009,Fiorentina,2025-02-23,0,@,Hellas Verona,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1010,Fiorentina,2025-02-16,0,,Como,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1011,Fiorentina,2025-02-10,0,@,Inter,it Serie A,L 1-2,1,2,-1,38,0,1,1,0,0,0,0,0,,0,0,0,1,Match Report
1012,Fiorentina,2025-02-06,0,,Inter,it Serie A,W 3-0,3,0,+3,29,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1013,Fiorentina,2025-02-02,0,,Genoa,it Serie A,W 2-1,2,1,+1,41,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1014,Fiorentina,2025-01-26,0,@,Lazio,it Serie A,W 2-1,2,1,+1,30,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1015,Fiorentina,2025-01-19,0,,Torino,it Serie A,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1016,Fiorentina,2025-01-13,0,@,Monza,it Serie A,L 1-2,1,2,-1,65,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1017,Fiorentina,2024-12-29,0,@,Juventus,it Serie A,D 2-2,2,2,0,38,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1018,Fiorentina,2024-12-23,0,,Udinese,it Serie A,L 1-2,1,2,-1,51,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1019,Fiorentina,2024-12-15,0,@,Bologna,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1020,Fiorentina,2024-12-08,0,,Cagliari,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1021,Fiorentina,2024-11-24,0,@,Como,it Serie A,W 2-0,2,0,+2,43,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1022,Fiorentina,2024-11-10,0,,Hellas Verona,it Serie A,W 3-1,3,1,+2,61,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1023,Fiorentina,2024-11-03,0,@,Torino,it Serie A,W 1-0,1,0,+1,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1024,Fiorentina,2024-10-31,0,@,Genoa,it Serie A,W 1-0,1,0,+1,67,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1025,Fiorentina,2024-10-27,0,,Roma,it Serie A,W 5-1,5,1,+4,39,3,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1026,Fiorentina,2024-10-20,0,@,Lecce,it Serie A,W 6-0,6,0,+6,61,6,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1027,Fiorentina,2024-10-06,0,,Milan,it Serie A,W 2-1,2,1,+1,41,2,0,1,1,2,0,2,0,100.0,0,0,0,0,Match Report
1028,Fiorentina,2024-09-29,0,@,Empoli,it Serie A,D 0-0,0,0,0,62,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1029,Fiorentina,2024-09-22,0,,Lazio,it Serie A,W 2-1,2,1,+1,46,0,2,2,0,0,0,0,0,,0,0,0,0,Match Report
1030,Fiorentina,2024-09-15,0,@,Atalanta,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1031,Fiorentina,2024-09-01,0,,Monza,it Serie A,D 2-2,2,2,0,68,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1032,Fiorentina,2024-08-25,0,,Venezia,it Serie A,D 0-0,0,0,0,54,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1033,Fiorentina,2024-08-17,0,@,Parma,it Serie A,D 1-1,1,1,0,61,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1034,Crystal Palace,2025-04-05,0,,Brighton,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1035,Crystal Palace,2025-04-02,0,@,Southampton,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1036,Crystal Palace,2025-03-08,0,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1037,Crystal Palace,2025-02-25,0,,Aston Villa,eng Premier League,W 4-1,4,1,+3,36,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1038,Crystal Palace,2025-02-22,0,@,Fulham,eng Premier League,W 2-0,2,0,+2,38,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1039,Crystal Palace,2025-02-15,0,,Everton,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1040,Crystal Palace,2025-02-02,0,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1041,Crystal Palace,2025-01-18,0,@,West Ham,eng Premier League,W 2-0,2,0,+2,47,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1042,Crystal Palace,2025-01-15,0,@,Leicester City,eng Premier League,W 2-0,2,0,+2,43,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1043,Crystal Palace,2025-01-04,0,,Chelsea,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1044,Crystal Palace,2024-12-29,0,,Southampton,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1045,Crystal Palace,2024-12-26,0,@,Bournemouth,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1046,Crystal Palace,2024-12-21,0,,Arsenal,eng Premier League,L 1-5,1,5,-4,42,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1047,Crystal Palace,2024-12-15,0,@,Brighton,eng Premier League,W 3-1,3,1,+2,36,3,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1048,Crystal Palace,2024-12-07,0,,Manchester City,eng Premier League,D 2-2,2,2,0,32,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1049,Crystal Palace,2024-12-03,0,@,Ipswich Town,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1050,Crystal Palace,2024-11-30,0,,Newcastle Utd,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1051,Crystal Palace,2024-11-23,0,@,Aston Villa,eng Premier League,D 2-2,2,2,0,31,2,0,0,0,1,0,1,0,100.0,0,0,1,0,Match Report
1052,Crystal Palace,2024-11-09,0,,Fulham,eng Premier League,L 0-2,0,2,-2,36,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1053,Crystal Palace,2024-11-02,0,@,Wolves,eng Premier League,D 2-2,2,2,0,43,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1054,Crystal Palace,2024-10-27,0,,Tottenham,eng Premier League,W 1-0,1,0,+1,34,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1055,Crystal Palace,2024-10-21,0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1056,Crystal Palace,2024-10-05,0,,Liverpool,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1057,Crystal Palace,2024-09-28,0,@,Everton,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1058,Crystal Palace,2024-09-21,0,,Manchester Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1059,Crystal Palace,2024-09-14,0,,Leicester City,eng Premier League,D 2-2,2,2,0,66,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1060,Crystal Palace,2024-09-01,0,@,Chelsea,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1061,Crystal Palace,2024-08-24,0,,West Ham,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1062,Crystal Palace,2024-08-18,0,@,Brentford,eng Premier League,L 1-2,1,2,-1,54,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1063,Bournemouth,2025-04-05,0,@,West Ham,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1064,Bournemouth,2025-04-02,0,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,63,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1065,Bournemouth,2025-03-15,0,,Brentford,eng Premier League,L 1-2,1,2,-1,58,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1066,Bournemouth,2025-02-22,0,,Wolves,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1067,Bournemouth,2025-02-15,0,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1068,Bournemouth,2025-01-25,0,,Nott'ham Forest,eng Premier League,W 5-0,5,0,+5,50,5,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1069,Bournemouth,2025-01-18,0,@,Newcastle Utd,eng Premier League,W 4-1,4,1,+3,44,4,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1070,Bournemouth,2025-01-14,0,@,Chelsea,eng Premier League,D 2-2,2,2,0,43,1,1,1,0,0,0,0,0,,0,1,0,0,Match Report
1071,Bournemouth,2025-01-04,0,,Everton,eng Premier League,W 1-0,1,0,+1,58,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1072,Bournemouth,2024-12-29,0,@,Fulham,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1073,Bournemouth,2024-12-26,0,,Crystal Palace,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1074,Bournemouth,2024-12-22,0,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,40,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1075,Bournemouth,2024-12-08,0,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,56,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1076,Bournemouth,2024-12-05,0,,Tottenham,eng Premier League,W 1-0,1,0,+1,35,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1077,Bournemouth,2024-11-30,0,@,Wolves,eng Premier League,W 4-2,4,2,+2,40,1,3,3,0,0,0,0,0,,0,0,0,0,Match Report
1078,Bournemouth,2024-11-23,0,,Brighton,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1079,Bournemouth,2024-11-09,0,@,Brentford,eng Premier League,L 2-3,2,3,-1,49,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1080,Bournemouth,2024-11-02,0,,Manchester City,eng Premier League,W 2-1,2,1,+1,36,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1081,Bournemouth,2024-10-26,0,@,Aston Villa,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1082,Bournemouth,2024-10-19,0,,Arsenal,eng Premier League,W 2-0,2,0,+2,49,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1083,Bournemouth,2024-10-05,0,@,Leicester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1084,Bournemouth,2024-09-30,0,,Southampton,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1085,Bournemouth,2024-09-21,0,@,Liverpool,eng Premier League,L 0-3,0,3,-3,42,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1086,Bournemouth,2024-09-14,0,,Chelsea,eng Premier League,L 0-1,0,1,-1,34,0,0,1,1,0,0,0,0,,0,0,0,0,Match Report
1087,Bournemouth,2024-08-31,0,@,Everton,eng Premier League,W 3-2,3,2,+1,53,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1088,Bournemouth,2024-08-25,0,,Newcastle Utd,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
