Rk,Team,Date,Att,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att,Launch%,AvgLen,Match Report
1688,Bournemouth,2024-08-17,6,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,6,0.0,13.0,Match Report
1689,Wolfsburg,2025-01-11,6,@,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,6,33.3,26.0,Match Report
1690,Wolfsburg,2024-12-13,6,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,47,2,0,0,0,6,66.7,48.2,Match Report
1691,Wolfsburg,2024-11-23,6,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,6,66.7,47.7,Match Report
1692,Wolfsburg,2024-10-20,6,,Werder Bremen,de Bundesliga,L 2-4,2,4,-2,43,2,0,0,0,6,66.7,46.0,Match Report
1693,Real Madrid,2025-02-01,6,@,Espanyol,es La Liga,L 0-1,0,1,-1,76,0,0,0,0,6,16.7,18.7,Match Report
1694,Real Madrid,2025-01-25,6,@,Valladolid,es La Liga,W 3-0,3,0,+3,68,2,1,1,0,6,0.0,20.5,Match Report
1695,Real Madrid,2024-08-25,6,,Valladolid,es La Liga,W 3-0,3,0,+3,63,3,0,0,0,6,0.0,9.7,Match Report
1696,St. Pauli,2025-03-01,6,,Dortmund,de Bundesliga,L 0-2,0,2,-2,43,0,0,0,0,6,0.0,9.0,Match Report
1697,St. Pauli,2024-11-29,6,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,6,16.7,26.0,Match Report
1698,St. Pauli,2024-09-22,6,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,31,0,0,0,0,6,66.7,52.3,Match Report
1699,Marseille,2025-01-26,6,@,Nice,fr Ligue 1,L 0-2,0,2,-2,71,0,0,0,0,6,16.7,22.8,Match Report
1700,Marseille,2024-12-14,6,,Lille,fr Ligue 1,D 1-1,1,1,0,56,1,0,0,0,6,0.0,8.5,Match Report
1701,Stuttgart,2025-04-05,6,@,Bochum,de Bundesliga,W 4-0,4,0,+4,46,4,0,0,0,6,0.0,17.5,Match Report
1702,Stuttgart,2024-11-23,6,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,6,0.0,15.7,Match Report
1703,Stuttgart,2024-08-24,6,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,67,1,0,0,0,6,16.7,25.5,Match Report
1704,Auxerre,2025-02-01,6,@,Monaco,fr Ligue 1,L 2-4,2,4,-2,43,1,1,1,0,6,66.7,43.0,Match Report
1705,Auxerre,2025-01-10,6,,Lille,fr Ligue 1,D 0-0,0,0,0,30,0,0,0,0,6,100.0,60.7,Match Report
1706,Auxerre,2025-01-05,6,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,40,1,0,0,0,6,66.7,50.0,Match Report
1707,Auxerre,2024-11-24,6,,Angers,fr Ligue 1,W 1-0,1,0,+1,48,1,0,0,0,6,50.0,42.3,Match Report
1708,Auxerre,2024-10-20,6,,Reims,fr Ligue 1,W 2-1,2,1,+1,35,2,0,1,1,6,100.0,71.7,Match Report
1709,Auxerre,2024-09-14,6,,Monaco,fr Ligue 1,L 0-3,0,3,-3,41,0,0,0,0,6,50.0,43.3,Match Report
1710,Le Havre,2025-03-16,6,@,Lyon,fr Ligue 1,L 2-4,2,4,-2,33,1,1,1,0,6,50.0,36.0,Match Report
1711,Le Havre,2025-03-01,6,@,Lens,fr Ligue 1,W 4-3,4,3,+1,31,3,1,1,0,6,50.0,33.2,Match Report
1712,Le Havre,2025-01-19,6,@,Reims,fr Ligue 1,D 1-1,1,1,0,45,1,0,0,0,6,50.0,37.3,Match Report
1713,Le Havre,2024-12-01,6,,Angers,fr Ligue 1,L 0-1,0,1,-1,55,0,0,0,0,6,0.0,18.5,Match Report
1714,Le Havre,2024-11-10,6,,Reims,fr Ligue 1,L 0-3,0,3,-3,55,0,0,0,0,6,0.0,12.3,Match Report
1715,Le Havre,2024-10-20,6,,Lyon,fr Ligue 1,L 0-4,0,4,-4,39,0,0,0,0,6,50.0,38.8,Match Report
1716,Le Havre,2024-09-22,6,@,Monaco,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,6,33.3,34.7,Match Report
1717,Le Havre,2024-09-01,6,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,50,1,1,1,0,6,16.7,32.5,Match Report
1718,Le Havre,2024-08-16,6,,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,24,1,0,0,0,6,66.7,50.5,Match Report
1719,Werder Bremen,2024-11-23,6,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,50,0,0,0,0,6,33.3,26.5,Match Report
1720,Werder Bremen,2024-08-31,6,,Dortmund,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,6,16.7,30.2,Match Report
1721,Genoa,2025-02-08,6,@,Torino,it Serie A,D 1-1,1,1,0,43,1,0,0,0,6,83.3,51.5,Match Report
1722,Genoa,2025-01-17,6,@,Roma,it Serie A,L 1-3,1,3,-2,48,1,0,0,0,6,16.7,29.7,Match Report
1723,Genoa,2024-12-28,6,@,Empoli,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,6,66.7,43.5,Match Report
1724,Genoa,2024-12-07,6,,Torino,it Serie A,D 0-0,0,0,0,52,0,0,0,0,6,33.3,33.3,Match Report
1725,Angers,2025-03-09,6,@,Brest,fr Ligue 1,L 0-2,0,2,-2,50,0,0,0,0,6,0.0,20.5,Match Report
1726,Angers,2025-03-02,6,,Toulouse,fr Ligue 1,L 0-4,0,4,-4,46,0,0,0,0,6,66.7,46.7,Match Report
1727,Angers,2025-02-02,6,,Le Havre,fr Ligue 1,D 1-1,1,1,0,59,1,0,0,0,6,33.3,34.2,Match Report
1728,Angers,2024-12-15,6,@,Rennes,fr Ligue 1,L 0-2,0,2,-2,56,0,0,0,0,6,33.3,33.5,Match Report
1729,Angers,2024-09-22,6,,Nantes,fr Ligue 1,D 1-1,1,1,0,50,0,1,1,0,6,33.3,34.0,Match Report
1730,Lazio,2025-02-15,6,,Napoli,it Serie A,D 2-2,2,2,0,53,2,0,0,0,6,50.0,37.0,Match Report
1731,Lazio,2025-02-03,6,@,Cagliari,it Serie A,W 2-1,2,1,+1,60,2,0,0,0,6,16.7,21.8,Match Report
1732,Lazio,2024-09-16,6,,Hellas Verona,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,6,0.0,10.7,Match Report
1733,Getafe,2025-03-16,6,@,Osasuna,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,6,100.0,64.5,Match Report
1734,Getafe,2025-03-09,6,,Atlético Madrid,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,6,83.3,58.8,Match Report
1735,Getafe,2025-02-23,6,,Betis,es La Liga,L 1-2,1,2,-1,49,1,0,0,0,6,83.3,57.7,Match Report
1736,Getafe,2024-09-22,6,,Leganés,es La Liga,D 1-1,1,1,0,59,0,1,1,0,6,50.0,42.8,Match Report
1737,Getafe,2024-09-14,6,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,6,50.0,45.0,Match Report
1738,Union Berlin,2025-02-08,6,@,Hoffenheim,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,6,100.0,66.0,Match Report
1739,Union Berlin,2024-12-14,6,,Bochum,de Bundesliga,L 0-2,0,2,-2,69,1,0,0,0,6,0.0,18.2,Match Report
1740,Union Berlin,2024-11-23,6,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,6,33.3,32.5,Match Report
1741,Union Berlin,2024-11-08,6,,Freiburg,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,6,83.3,52.0,Match Report
1742,Union Berlin,2024-09-21,6,,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,6,50.0,41.8,Match Report
1743,Union Berlin,2024-09-14,6,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,33,0,0,0,0,6,66.7,51.2,Match Report
1744,West Ham,2025-04-05,6,,Bournemouth,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,6,83.3,55.8,Match Report
1745,West Ham,2024-09-28,6,@,Brentford,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,6,100.0,65.0,Match Report
1746,Leganés,2024-12-08,6,,Real Sociedad,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,6,66.7,51.5,Match Report
1747,Leganés,2024-09-28,6,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,6,100.0,76.8,Match Report
1748,Leganés,2024-09-19,6,,Athletic Club,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,6,50.0,43.7,Match Report
1749,Reims,2025-02-16,6,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,1,1,6,0.0,22.3,Match Report
1750,Reims,2025-01-04,6,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,47,1,0,0,0,6,33.3,28.7,Match Report
1751,Reims,2024-11-29,6,,Lens,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,6,0.0,16.2,Match Report
1752,Liverpool,2025-02-19,6,@,Aston Villa,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,6,33.3,29.3,Match Report
1753,Liverpool,2024-12-01,6,,Manchester City,eng Premier League,W 2-0,2,0,+2,44,1,1,1,0,6,0.0,12.0,Match Report
1754,Liverpool,2024-11-24,6,@,Southampton,eng Premier League,W 3-2,3,2,+1,62,2,1,1,0,6,33.3,32.2,Match Report
1755,Aston Villa,2024-12-30,6,,Brighton,eng Premier League,D 2-2,2,2,0,59,1,1,1,0,6,66.7,49.7,Match Report
1756,Aston Villa,2024-12-21,6,,Manchester City,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,6,33.3,28.3,Match Report
1757,Aston Villa,2024-12-14,6,@,Nott'ham Forest,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,6,0.0,13.5,Match Report
1758,Aston Villa,2024-08-17,6,@,West Ham,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,6,33.3,33.3,Match Report
1759,Wolves,2024-12-26,6,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,6,50.0,40.3,Match Report
1760,Alavés,2025-03-02,6,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,6,100.0,63.0,Match Report
1761,Alavés,2024-11-01,6,,Mallorca,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,6,66.7,48.7,Match Report
1762,Alavés,2024-09-14,6,@,Espanyol,es La Liga,L 2-3,2,3,-1,61,2,0,0,0,6,50.0,35.2,Match Report
1763,Alavés,2024-08-28,6,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,47,1,1,1,0,6,50.0,40.2,Match Report
1764,Girona,2025-04-05,6,,Alavés,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,6,0.0,16.2,Match Report
1765,Girona,2025-02-03,6,,Las Palmas,es La Liga,W 2-1,2,1,+1,47,2,0,1,1,6,50.0,41.2,Match Report
1766,Girona,2024-12-01,6,@,Villarreal,es La Liga,D 2-2,2,2,0,64,2,0,0,0,6,16.7,27.7,Match Report
1767,Girona,2024-11-10,6,@,Getafe,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,6,66.7,54.8,Match Report
1768,Girona,2024-11-02,6,,Leganés,es La Liga,W 4-3,4,3,+1,54,2,1,1,0,6,66.7,53.8,Match Report
1769,Girona,2024-09-01,6,@,Sevilla,es La Liga,W 2-0,2,0,+2,50,1,1,1,0,6,50.0,47.3,Match Report
1770,Atalanta,2025-03-16,6,,Inter,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,6,100.0,58.3,Match Report
1771,Atalanta,2024-11-10,6,,Udinese,it Serie A,W 2-1,2,1,+1,54,1,0,0,0,6,33.3,37.3,Match Report
1772,Atalanta,2024-09-15,6,,Fiorentina,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,6,100.0,63.7,Match Report
1773,Rayo Vallecano,2025-03-09,6,@,Real Madrid,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,6,0.0,13.7,Match Report
1774,Rayo Vallecano,2024-12-14,6,,Real Madrid,es La Liga,D 3-3,3,3,0,34,3,0,0,0,6,66.7,47.8,Match Report
1775,Rayo Vallecano,2024-11-08,6,,Las Palmas,es La Liga,L 1-3,1,3,-2,64,0,0,0,0,6,16.7,21.7,Match Report
1776,Mainz 05,2025-04-05,6,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,6,50.0,49.0,Match Report
1777,Mainz 05,2025-01-25,6,,Stuttgart,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,6,66.7,55.8,Match Report
1778,Mainz 05,2024-12-14,6,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,6,0.0,10.0,Match Report
1779,Mainz 05,2024-11-09,6,,Dortmund,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,6,33.3,33.7,Match Report
1780,Mainz 05,2024-09-15,6,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,6,33.3,36.8,Match Report
1781,Leicester City,2025-03-09,6,@,Chelsea,eng Premier League,L 0-1,0,1,-1,44,0,0,0,0,6,83.3,55.7,Match Report
1782,Leicester City,2025-02-21,6,,Brentford,eng Premier League,L 0-4,0,4,-4,48,0,0,0,0,6,0.0,7.7,Match Report
1783,Leicester City,2025-01-15,6,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,6,50.0,33.2,Match Report
1784,Leicester City,2025-01-04,6,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,6,0.0,6.7,Match Report
1785,Leicester City,2024-12-22,6,,Wolves,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,6,0.0,14.2,Match Report
1786,Leicester City,2024-09-14,6,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,6,100.0,61.3,Match Report
1787,Leicester City,2024-08-19,6,,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,6,66.7,43.8,Match Report
1788,Empoli,2025-03-15,6,@,Torino,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,6,0.0,5.2,Match Report
1789,Empoli,2025-03-02,6,@,Genoa,it Serie A,D 1-1,1,1,0,40,1,0,0,0,6,33.3,27.0,Match Report
1790,Empoli,2025-02-16,6,@,Udinese,it Serie A,L 0-3,0,3,-3,44,0,0,0,0,6,0.0,11.5,Match Report
1791,Empoli,2025-01-11,6,,Lecce,it Serie A,L 1-3,1,3,-2,50,1,0,0,0,6,50.0,33.8,Match Report
1792,Freiburg,2024-12-08,6,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,50,1,0,0,0,6,66.7,47.0,Match Report
1793,Freiburg,2024-11-03,6,,Mainz 05,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,6,33.3,34.5,Match Report
1794,Freiburg,2024-10-05,6,@,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,6,16.7,28.7,Match Report
1795,Freiburg,2024-09-21,6,@,Heidenheim,de Bundesliga,W 3-0,3,0,+3,58,3,0,0,0,6,16.7,23.3,Match Report
1796,Espanyol,2025-03-10,6,,Girona,es La Liga,D 1-1,1,1,0,33,1,0,0,0,6,16.7,20.0,Match Report
1797,Espanyol,2025-02-16,6,,Athletic Club,es La Liga,D 1-1,1,1,0,39,1,0,0,0,6,66.7,46.5,Match Report
1798,Espanyol,2024-09-29,6,@,Betis,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,6,50.0,37.0,Match Report
1799,RB Leipzig,2025-01-25,6,,Leverkusen,de Bundesliga,D 2-2,2,2,0,65,1,0,0,0,6,16.7,27.2,Match Report
1800,Sevilla,2025-04-06,6,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,6,0.0,15.5,Match Report
1801,Sevilla,2025-02-16,6,@,Valladolid,es La Liga,W 4-0,4,0,+4,48,4,0,0,0,6,83.3,62.0,Match Report
1802,Sevilla,2024-11-09,6,@,Leganés,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,6,50.0,44.0,Match Report
1803,Sevilla,2024-09-24,6,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,6,33.3,35.3,Match Report
1804,Sevilla,2024-09-20,6,@,Alavés,es La Liga,L 1-2,1,2,-1,65,1,0,0,0,6,16.7,24.0,Match Report
1805,Sevilla,2024-09-01,6,,Girona,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,6,16.7,21.8,Match Report
1806,Sevilla,2024-08-16,6,@,Las Palmas,es La Liga,D 2-2,2,2,0,52,1,0,0,0,6,33.3,28.5,Match Report
1807,Dortmund,2025-04-05,6,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,46,4,0,0,0,6,83.3,55.5,Match Report
1808,Dortmund,2025-03-01,6,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,57,2,0,0,0,6,16.7,23.5,Match Report
1809,Dortmund,2025-02-22,6,,Union Berlin,de Bundesliga,W 6-0,6,0,+6,64,5,0,0,0,6,0.0,10.3,Match Report
1810,Dortmund,2024-12-22,6,@,Wolfsburg,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,6,50.0,35.8,Match Report
1811,Dortmund,2024-12-07,6,@,Gladbach,de Bundesliga,D 1-1,1,1,0,60,1,0,0,0,6,33.3,27.3,Match Report
1812,Dortmund,2024-09-13,6,,Heidenheim,de Bundesliga,W 4-2,4,2,+2,60,3,1,1,0,6,66.7,43.5,Match Report
1813,Venezia,2024-08-30,6,,Torino,it Serie A,L 0-1,0,1,-1,42,0,0,0,0,6,0.0,14.7,Match Report
1814,Newcastle Utd,2025-03-10,6,@,West Ham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,6,100.0,65.2,Match Report
1815,Newcastle Utd,2025-01-15,6,,Wolves,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,6,16.7,25.2,Match Report
1816,Newcastle Utd,2024-12-30,6,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,6,66.7,54.3,Match Report
1817,Newcastle Utd,2024-12-04,6,,Liverpool,eng Premier League,D 3-3,3,3,0,42,3,0,0,0,6,83.3,56.5,Match Report
1818,Newcastle Utd,2024-09-15,6,@,Wolves,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,6,0.0,19.2,Match Report
1819,Rennes,2025-02-02,6,,Strasbourg,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,6,50.0,32.0,Match Report
1820,Rennes,2025-01-03,6,@,Nice,fr Ligue 1,L 2-3,2,3,-1,53,2,0,0,0,6,50.0,35.3,Match Report
1821,Rennes,2024-12-15,6,,Angers,fr Ligue 1,W 2-0,2,0,+2,44,2,0,0,0,6,33.3,26.8,Match Report
1822,Bochum,2025-04-05,6,,Stuttgart,de Bundesliga,L 0-4,0,4,-4,54,0,0,0,0,6,50.0,42.8,Match Report
1823,Bochum,2024-12-07,6,,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,6,33.3,30.3,Match Report
1824,Bochum,2024-11-09,6,,Leverkusen,de Bundesliga,D 1-1,1,1,0,30,1,0,0,0,6,100.0,55.5,Match Report
1825,Bochum,2024-10-19,6,@,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,50,1,0,1,1,6,0.0,14.0,Match Report
1826,Ipswich Town,2025-02-22,6,,Tottenham,eng Premier League,L 1-4,1,4,-3,42,1,0,0,0,6,50.0,50.3,Match Report
1827,Ipswich Town,2024-12-27,6,@,Arsenal,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,6,83.3,53.8,Match Report
1828,Ipswich Town,2024-12-14,6,@,Wolves,eng Premier League,W 2-1,2,1,+1,46,1,0,0,0,6,33.3,26.7,Match Report
1829,Ipswich Town,2024-08-24,6,@,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,6,50.0,44.0,Match Report
1830,Ipswich Town,2024-08-17,6,,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,6,33.3,31.3,Match Report
1831,Manchester City,2025-03-08,6,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,6,0.0,23.5,Match Report
1832,Manchester City,2024-08-31,6,@,West Ham,eng Premier League,W 3-1,3,1,+2,67,3,0,0,0,6,16.7,21.2,Match Report
1833,Strasbourg,2025-02-23,6,,Brest,fr Ligue 1,D 0-0,0,0,0,57,0,0,0,0,6,0.0,14.8,Match Report
1834,Strasbourg,2025-02-09,6,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,59,2,0,0,0,6,16.7,26.2,Match Report
1835,Strasbourg,2025-01-12,6,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,47,2,0,0,0,6,33.3,33.0,Match Report
1836,Strasbourg,2024-11-24,6,@,Nice,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,6,33.3,31.5,Match Report
1837,Strasbourg,2024-08-25,6,,Rennes,fr Ligue 1,W 3-1,3,1,+2,59,2,0,0,0,6,16.7,18.8,Match Report
1838,Cagliari,2025-03-07,6,,Genoa,it Serie A,D 1-1,1,1,0,47,1,0,0,0,6,66.7,47.0,Match Report
1839,Cagliari,2025-03-02,6,@,Bologna,it Serie A,L 1-2,1,2,-1,39,1,0,0,0,6,83.3,61.0,Match Report
1840,Cagliari,2025-01-24,6,@,Torino,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,6,33.3,37.7,Match Report
1841,Cagliari,2024-10-29,6,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,6,83.3,52.3,Match Report
1842,Cagliari,2024-10-20,6,,Torino,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,6,33.3,33.2,Match Report
1843,Leverkusen,2025-03-16,6,@,Stuttgart,de Bundesliga,W 4-3,4,3,+1,57,3,0,0,0,6,16.7,15.7,Match Report
1844,Leverkusen,2025-03-08,6,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,72,0,0,0,0,6,33.3,26.3,Match Report
1845,Leverkusen,2024-12-21,6,,Freiburg,de Bundesliga,W 5-1,5,1,+4,67,5,0,1,1,6,0.0,16.0,Match Report
1846,Leverkusen,2024-11-01,6,,Stuttgart,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,6,16.7,25.8,Match Report
1847,Leverkusen,2024-09-14,6,@,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,60,3,1,1,0,6,16.7,23.2,Match Report
1848,Lille,2024-12-01,6,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,58,0,2,2,0,6,33.3,28.7,Match Report
1849,Lille,2024-10-26,6,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,6,16.7,21.5,Match Report
1850,Lille,2024-10-05,6,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,6,16.7,26.0,Match Report
1851,Lille,2024-08-24,6,,Angers,fr Ligue 1,W 2-0,2,0,+2,64,2,0,0,0,6,16.7,25.2,Match Report
1852,Brentford,2025-02-15,6,@,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,6,66.7,54.7,Match Report
1853,Brentford,2024-12-21,6,,Nott'ham Forest,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,6,0.0,19.7,Match Report
1854,Brentford,2024-09-14,6,@,Manchester City,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,6,0.0,13.5,Match Report
1855,Roma,2025-03-02,6,,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,6,0.0,11.5,Match Report
1856,Roma,2025-02-09,6,@,Venezia,it Serie A,W 1-0,1,0,+1,38,0,1,1,0,6,100.0,63.3,Match Report
1857,Roma,2025-02-02,6,,Napoli,it Serie A,D 1-1,1,1,0,51,1,0,0,0,6,16.7,21.0,Match Report
1858,Roma,2025-01-17,6,,Genoa,it Serie A,W 3-1,3,1,+2,52,2,0,0,0,6,16.7,21.5,Match Report
1859,Roma,2024-12-02,6,,Atalanta,it Serie A,L 0-2,0,2,-2,48,0,0,0,0,6,50.0,43.8,Match Report
1860,Roma,2024-11-03,6,@,Hellas Verona,it Serie A,L 2-3,2,3,-1,66,2,0,0,0,6,33.3,38.0,Match Report
1861,Chelsea,2025-04-03,6,,Tottenham,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,6,50.0,43.0,Match Report
1862,Chelsea,2025-02-22,6,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,6,0.0,6.8,Match Report
1863,Chelsea,2025-02-03,6,,West Ham,eng Premier League,W 2-1,2,1,+1,68,1,0,0,0,6,16.7,21.5,Match Report
1864,Chelsea,2025-01-20,6,,Wolves,eng Premier League,W 3-1,3,1,+2,63,3,0,0,0,6,0.0,8.7,Match Report
1865,Chelsea,2024-12-30,6,@,Ipswich Town,eng Premier League,L 0-2,0,2,-2,76,0,0,0,0,6,0.0,13.7,Match Report
1866,Chelsea,2024-12-08,6,@,Tottenham,eng Premier League,W 4-3,4,3,+1,61,2,2,2,0,6,50.0,41.5,Match Report
1867,Chelsea,2024-08-18,6,,Manchester City,eng Premier League,L 0-2,0,2,-2,48,0,0,0,0,6,0.0,14.3,Match Report
1868,Brighton,2025-04-02,6,,Aston Villa,eng Premier League,L 0-3,0,3,-3,56,0,0,0,0,6,0.0,12.8,Match Report
1869,Brighton,2025-03-08,6,,Fulham,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,6,0.0,16.2,Match Report
1870,Brighton,2025-02-22,6,@,Southampton,eng Premier League,W 4-0,4,0,+4,50,4,0,0,0,6,16.7,19.0,Match Report
1871,Brighton,2024-10-26,6,,Wolves,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,6,66.7,43.8,Match Report
1872,Saint-Étienne,2025-02-22,6,,Angers,fr Ligue 1,D 3-3,3,3,0,61,3,0,0,0,6,50.0,33.8,Match Report
1873,Saint-Étienne,2025-01-19,6,,Nantes,fr Ligue 1,D 1-1,1,1,0,75,1,0,0,0,6,0.0,23.0,Match Report
1874,Saint-Étienne,2024-12-13,6,@,Toulouse,fr Ligue 1,L 1-2,1,2,-1,61,1,0,0,0,6,16.7,19.5,Match Report
1875,Everton,2025-01-15,6,,Aston Villa,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,6,16.7,20.8,Match Report
1876,Everton,2024-12-14,6,@,Arsenal,eng Premier League,D 0-0,0,0,0,24,0,0,0,0,6,33.3,29.8,Match Report
1877,Everton,2024-08-24,6,@,Tottenham,eng Premier League,L 0-4,0,4,-4,30,0,0,0,0,6,50.0,48.2,Match Report
1878,Napoli,2025-02-09,6,,Udinese,it Serie A,D 1-1,1,1,0,62,1,0,0,0,6,0.0,23.0,Match Report
1879,Napoli,2025-01-25,6,,Juventus,it Serie A,W 2-1,2,1,+1,49,1,1,1,0,6,16.7,15.2,Match Report
1880,Napoli,2025-01-18,6,@,Atalanta,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,6,16.7,27.3,Match Report
1881,Napoli,2024-12-21,6,@,Genoa,it Serie A,W 2-1,2,1,+1,62,2,0,0,0,6,50.0,37.3,Match Report
1882,Lyon,2025-03-16,6,,Le Havre,fr Ligue 1,W 4-2,4,2,+2,67,3,1,1,0,6,16.7,17.3,Match Report
1883,Lyon,2025-02-09,6,,Reims,fr Ligue 1,W 4-0,4,0,+4,67,4,0,0,0,6,16.7,14.2,Match Report
1884,Lyon,2024-12-15,6,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,32,1,0,0,0,6,50.0,38.3,Match Report
