Rk,Team,Date,Gls,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Gls,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
809,Mainz 05,2025-03-01,2,@,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,2,15,0.13,0.67,3,20.0,15.9,0,Match Report
810,Mainz 05,2025-02-22,2,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,53,2,0,0,0,2,10,0.20,0.40,5,50.0,17.2,0,Match Report
811,Mainz 05,2025-02-16,2,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,2,6,0.33,0.40,5,83.3,13.4,0,Match Report
812,Mainz 05,2025-01-25,2,,Stuttgart,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,2,11,0.18,0.50,4,36.4,15.3,0,Match Report
813,Mainz 05,2025-01-11,2,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,2,10,0.20,0.40,5,50.0,12.1,0,Match Report
814,Mainz 05,2024-12-21,2,@,Eint Frankfurt,de Bundesliga,W 3-1,3,1,+2,30,2,0,0,0,2,9,0.22,0.67,3,33.3,18.2,0,Match Report
815,Mainz 05,2024-12-14,2,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,2,8,0.25,0.50,4,50.0,15.1,0,Match Report
816,Mainz 05,2024-12-01,2,,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,2,18,0.11,0.25,8,44.4,14.8,0,Match Report
817,Leicester City,2025-01-26,2,@,Tottenham,eng Premier League,W 2-1,2,1,+1,39,2,0,0,0,2,12,0.17,0.67,3,25.0,19.4,0,Match Report
818,Leicester City,2024-12-08,2,,Brighton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,2,10,0.20,0.67,3,30.0,14.5,1,Match Report
819,Leicester City,2024-09-28,2,@,Arsenal,eng Premier League,L 2-4,2,4,-2,26,2,0,0,0,2,5,0.40,0.67,3,60.0,14.5,0,Match Report
820,Leicester City,2024-09-14,2,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,2,9,0.22,0.50,4,44.4,19.2,0,Match Report
821,Empoli,2024-12-22,2,@,Atalanta,it Serie A,L 2-3,2,3,-1,35,1,1,1,0,2,6,0.17,0.50,2,33.3,23.1,0,Match Report
822,Empoli,2024-09-20,2,@,Cagliari,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,2,9,0.22,0.50,4,44.4,14.3,0,Match Report
823,Empoli,2024-08-25,2,@,Roma,it Serie A,W 2-1,2,1,+1,27,1,1,1,0,2,13,0.08,0.33,3,23.1,13.6,0,Match Report
824,Freiburg,2025-03-15,2,@,Mainz 05,de Bundesliga,D 2-2,2,2,0,56,2,0,0,0,2,24,0.08,0.25,8,33.3,13.4,1,Match Report
825,Freiburg,2025-01-11,2,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,51,2,0,0,0,2,14,0.14,0.40,5,35.7,18.0,1,Match Report
826,Freiburg,2024-09-14,2,,Bochum,de Bundesliga,W 2-1,2,1,+1,54,2,0,0,0,2,26,0.08,0.25,8,30.8,14.4,0,Match Report
827,Espanyol,2025-01-17,2,,Valladolid,es La Liga,W 2-1,2,1,+1,36,2,0,0,0,2,12,0.17,0.50,4,33.3,20.9,3,Match Report
828,Espanyol,2024-10-05,2,,Mallorca,es La Liga,W 2-1,2,1,+1,40,2,0,0,0,2,8,0.25,0.67,3,37.5,18.4,0,Match Report
829,Espanyol,2024-08-31,2,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,2,10,0.20,0.67,3,30.0,15.2,0,Match Report
830,RB Leipzig,2025-03-15,2,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,2,15,0.13,0.40,5,33.3,17.0,0,Match Report
831,RB Leipzig,2025-02-23,2,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,2,16,0.06,0.20,5,31.3,18.1,0,Match Report
832,RB Leipzig,2025-02-09,2,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,56,2,0,0,0,2,11,0.18,0.40,5,45.5,12.0,0,Match Report
833,RB Leipzig,2024-12-15,2,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,44,2,0,0,0,2,19,0.11,0.22,9,47.4,16.2,1,Match Report
834,RB Leipzig,2024-12-07,2,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,2,8,0.13,0.25,4,50.0,16.7,0,Match Report
835,RB Leipzig,2024-11-23,2,@,Hoffenheim,de Bundesliga,L 3-4,3,4,-1,41,2,0,0,0,2,14,0.14,0.33,6,42.9,15.5,1,Match Report
836,RB Leipzig,2024-10-19,2,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,47,2,0,0,0,2,11,0.18,0.40,5,45.5,16.1,0,Match Report
837,Sevilla,2025-01-18,2,@,Girona,es La Liga,W 2-1,2,1,+1,40,2,0,1,1,2,13,0.15,0.40,5,38.5,15.2,0,Match Report
838,Sevilla,2024-12-22,2,@,Real Madrid,es La Liga,L 2-4,2,4,-2,41,2,0,0,0,2,10,0.20,0.50,4,40.0,18.6,0,Match Report
839,Sevilla,2024-10-25,2,@,Espanyol,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,2,6,0.33,0.67,3,50.0,15.9,0,Match Report
840,Dortmund,2025-03-01,2,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,57,2,0,0,0,2,14,0.14,0.67,3,21.4,14.3,0,Match Report
841,Dortmund,2025-02-01,2,@,Heidenheim,de Bundesliga,W 2-1,2,1,+1,63,2,0,0,0,2,16,0.13,0.40,5,31.3,15.0,0,Match Report
842,Dortmund,2025-01-14,2,@,Holstein Kiel,de Bundesliga,L 2-4,2,4,-2,75,2,0,0,0,2,16,0.13,0.50,4,25.0,18.0,0,Match Report
843,Dortmund,2025-01-10,2,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,70,1,1,1,0,2,11,0.09,0.25,4,36.4,19.3,0,Match Report
844,Dortmund,2024-11-02,2,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,57,2,0,0,0,2,20,0.10,0.29,7,35.0,14.3,1,Match Report
845,Dortmund,2024-10-18,2,,St. Pauli,de Bundesliga,W 2-1,2,1,+1,74,2,0,0,0,2,20,0.10,0.29,7,35.0,13.4,0,Match Report
846,Dortmund,2024-08-24,2,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,69,2,0,0,0,2,20,0.10,0.40,5,25.0,17.2,0,Match Report
847,Venezia,2025-02-01,2,@,Udinese,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,2,14,0.14,0.67,3,21.4,17.8,1,Match Report
848,Venezia,2024-12-22,2,,Cagliari,it Serie A,W 2-1,2,1,+1,32,2,0,0,0,2,12,0.17,0.33,6,50.0,21.0,0,Match Report
849,Venezia,2024-12-14,2,@,Juventus,it Serie A,D 2-2,2,2,0,31,2,0,0,0,2,8,0.25,1.00,2,25.0,16.4,0,Match Report
850,Venezia,2024-12-08,2,,Como,it Serie A,D 2-2,2,2,0,35,2,0,0,0,2,8,0.25,0.50,4,50.0,27.3,3,Match Report
851,Venezia,2024-10-27,2,@,Monza,it Serie A,D 2-2,2,2,0,54,2,0,0,0,2,6,0.33,1.00,2,33.3,13.2,0,Match Report
852,Venezia,2024-09-21,2,,Genoa,it Serie A,W 2-0,2,0,+2,49,2,0,1,1,2,11,0.18,0.67,3,27.3,22.8,0,Match Report
853,Newcastle Utd,2025-04-02,2,,Brentford,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,2,21,0.10,0.50,4,19.0,17.5,0,Match Report
854,Newcastle Utd,2025-01-04,2,@,Tottenham,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,2,14,0.14,0.50,4,28.6,14.2,0,Match Report
855,Newcastle Utd,2024-12-30,2,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,2,12,0.17,0.50,4,33.3,15.2,0,Match Report
856,Newcastle Utd,2024-12-07,2,@,Brentford,eng Premier League,L 2-4,2,4,-2,57,2,0,0,0,2,16,0.13,0.67,3,18.8,16.2,0,Match Report
857,Newcastle Utd,2024-09-15,2,@,Wolves,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,2,14,0.14,0.33,6,42.9,17.9,0,Match Report
858,Newcastle Utd,2024-09-01,2,,Tottenham,eng Premier League,W 2-1,2,1,+1,35,2,0,0,0,2,9,0.22,0.67,3,33.3,14.0,0,Match Report
859,Rennes,2025-02-08,2,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,47,2,0,0,0,2,21,0.10,0.25,8,38.1,15.0,0,Match Report
860,Rennes,2025-01-25,2,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,2,14,0.14,0.40,5,35.7,16.8,0,Match Report
861,Rennes,2025-01-03,2,@,Nice,fr Ligue 1,L 2-3,2,3,-1,53,2,0,0,0,2,10,0.20,0.40,5,50.0,19.4,0,Match Report
862,Rennes,2024-12-15,2,,Angers,fr Ligue 1,W 2-0,2,0,+2,44,2,0,0,0,2,7,0.29,0.50,4,57.1,19.4,0,Match Report
863,Bochum,2025-02-15,2,,Dortmund,de Bundesliga,W 2-0,2,0,+2,31,2,0,0,0,2,18,0.11,0.22,9,50.0,15.2,0,Match Report
864,Bochum,2025-02-09,2,@,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,2,20,0.10,0.50,4,20.0,13.1,0,Match Report
865,Bochum,2024-12-22,2,,Heidenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,2,14,0.14,0.50,4,28.6,16.9,3,Match Report
866,Bochum,2024-11-02,2,@,Eint Frankfurt,de Bundesliga,L 2-7,2,7,-5,36,2,0,0,0,2,11,0.18,0.25,8,72.7,17.5,0,Match Report
867,Bochum,2024-09-27,2,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,2,10,0.20,0.40,5,50.0,20.0,0,Match Report
868,Bochum,2024-09-21,2,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,2,14,0.14,0.67,3,21.4,17.0,0,Match Report
869,Ipswich Town,2025-04-02,2,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,37,2,0,0,0,2,10,0.20,1.00,2,20.0,16.8,0,Match Report
870,Ipswich Town,2025-03-15,2,,Nott'ham Forest,eng Premier League,L 2-4,2,4,-2,55,2,0,0,0,2,11,0.18,0.67,3,27.3,21.6,1,Match Report
871,Ipswich Town,2025-02-26,2,@,Manchester Utd,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,2,12,0.17,0.67,3,25.0,18.9,0,Match Report
872,Ipswich Town,2025-01-05,2,@,Fulham,eng Premier League,D 2-2,2,2,0,27,1,1,1,0,2,6,0.17,0.50,2,33.3,18.0,0,Match Report
873,Ipswich Town,2024-12-30,2,,Chelsea,eng Premier League,W 2-0,2,0,+2,24,1,1,1,0,2,8,0.13,0.20,5,62.5,16.1,0,Match Report
874,Ipswich Town,2024-11-10,2,@,Tottenham,eng Premier League,W 2-1,2,1,+1,34,2,0,0,0,2,8,0.25,0.67,3,37.5,11.4,0,Match Report
875,Ipswich Town,2024-09-29,2,,Aston Villa,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,2,15,0.13,0.40,5,33.3,18.4,0,Match Report
876,Manchester City,2025-04-02,2,,Leicester City,eng Premier League,W 2-0,2,0,+2,72,2,0,0,0,2,18,0.11,0.40,5,27.8,16.6,2,Match Report
877,Manchester City,2025-03-15,2,,Brighton,eng Premier League,D 2-2,2,2,0,60,1,1,1,0,2,10,0.10,0.50,2,20.0,16.1,0,Match Report
878,Manchester City,2025-01-14,2,@,Brentford,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,2,21,0.10,0.25,8,38.1,15.1,0,Match Report
879,Manchester City,2024-12-29,2,@,Leicester City,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,2,14,0.14,0.40,5,35.7,18.3,1,Match Report
880,Manchester City,2024-12-07,2,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,68,2,0,0,0,2,12,0.17,0.50,4,33.3,15.1,0,Match Report
881,Manchester City,2024-10-20,2,@,Wolves,eng Premier League,W 2-1,2,1,+1,77,2,0,0,0,2,22,0.09,0.29,7,31.8,18.3,2,Match Report
882,Manchester City,2024-09-22,2,,Arsenal,eng Premier League,D 2-2,2,2,0,77,2,0,0,0,2,33,0.06,0.18,11,33.3,20.2,1,Match Report
883,Manchester City,2024-09-14,2,,Brentford,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,2,18,0.11,0.29,7,38.9,17.2,0,Match Report
884,Manchester City,2024-08-18,2,@,Chelsea,eng Premier League,W 2-0,2,0,+2,52,2,0,0,0,2,11,0.18,0.40,5,45.5,19.1,0,Match Report
885,Strasbourg,2025-03-16,2,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,2,10,0.20,0.67,3,30.0,13.9,0,Match Report
886,Strasbourg,2025-02-16,2,@,Lens,fr Ligue 1,W 2-0,2,0,+2,44,2,0,0,0,2,13,0.15,0.50,4,30.8,13.9,0,Match Report
887,Strasbourg,2025-02-09,2,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,59,2,0,0,0,2,22,0.09,0.40,5,22.7,15.6,1,Match Report
888,Strasbourg,2025-01-25,2,,Lille,fr Ligue 1,W 2-1,2,1,+1,42,2,0,0,0,2,11,0.18,0.29,7,63.6,16.5,0,Match Report
889,Strasbourg,2025-01-12,2,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,47,2,0,0,0,2,8,0.25,1.00,2,25.0,16.5,0,Match Report
890,Strasbourg,2024-10-19,2,@,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,45,2,0,0,0,2,16,0.13,0.29,7,43.8,15.3,0,Match Report
891,Strasbourg,2024-10-06,2,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,2,7,0.14,0.25,4,57.1,21.4,0,Match Report
892,Strasbourg,2024-08-25,2,,Rennes,fr Ligue 1,W 3-1,3,1,+2,59,2,0,0,0,2,11,0.18,0.40,5,45.5,13.9,0,Match Report
893,Cagliari,2025-01-05,2,@,Monza,it Serie A,W 2-1,2,1,+1,47,2,0,0,0,2,13,0.15,0.50,4,30.8,15.8,0,Match Report
894,Cagliari,2024-11-24,2,@,Genoa,it Serie A,D 2-2,2,2,0,48,0,2,2,0,2,15,0.00,0.00,4,26.7,17.2,0,Match Report
895,Cagliari,2024-10-20,2,,Torino,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,2,17,0.12,0.50,4,23.5,14.2,2,Match Report
896,Leverkusen,2025-02-22,2,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,62,2,0,0,0,2,18,0.11,0.29,7,38.9,13.9,1,Match Report
897,Leverkusen,2025-01-25,2,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,35,2,0,0,0,2,13,0.15,0.33,6,46.2,15.5,0,Match Report
898,Leverkusen,2024-12-14,2,@,Augsburg,de Bundesliga,W 2-0,2,0,+2,65,2,0,0,0,2,14,0.14,0.67,3,21.4,22.1,3,Match Report
899,Leverkusen,2024-12-07,2,,St. Pauli,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,2,6,0.33,1.00,2,33.3,18.6,1,Match Report
900,Leverkusen,2024-11-30,2,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,2,8,0.25,0.67,3,37.5,16.2,1,Match Report
901,Leverkusen,2024-10-19,2,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,54,2,0,1,1,2,26,0.08,0.25,8,30.8,17.4,0,Match Report
902,Leverkusen,2024-10-05,2,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,74,2,0,0,0,2,23,0.09,0.29,7,30.4,18.3,0,Match Report
903,Leverkusen,2024-08-31,2,,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,62,2,0,0,0,2,26,0.08,0.20,10,38.5,15.6,0,Match Report
904,Lille,2025-02-22,2,,Monaco,fr Ligue 1,W 2-1,2,1,+1,43,2,0,0,0,2,9,0.22,0.33,6,66.7,17.7,0,Match Report
905,Lille,2025-02-16,2,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,63,2,0,1,1,2,17,0.12,0.33,6,35.3,13.5,1,Match Report
906,Lille,2025-01-17,2,,Nice,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,2,11,0.18,0.50,4,36.4,15.5,1,Match Report
907,Lille,2024-12-01,2,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,58,0,2,2,0,2,11,0.00,0.00,2,18.2,20.7,0,Match Report
908,Lille,2024-11-10,2,@,Nice,fr Ligue 1,D 2-2,2,2,0,57,2,0,0,0,2,13,0.15,0.33,6,46.2,18.8,1,Match Report
909,Lille,2024-10-26,2,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,2,10,0.10,0.50,2,20.0,16.3,0,Match Report
910,Lille,2024-10-05,2,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,2,10,0.20,0.67,3,30.0,16.9,1,Match Report
911,Lille,2024-08-24,2,,Angers,fr Ligue 1,W 2-0,2,0,+2,64,2,0,0,0,2,11,0.18,0.33,6,54.5,18.8,1,Match Report
912,Lille,2024-08-17,2,@,Reims,fr Ligue 1,W 2-0,2,0,+2,68,2,0,0,0,2,22,0.09,0.33,6,27.3,15.8,1,Match Report
913,Brentford,2025-03-15,2,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,2,10,0.20,0.50,4,40.0,14.3,1,Match Report
914,Brentford,2025-01-26,2,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,2,11,0.09,0.20,5,45.5,20.4,1,Match Report
915,Brentford,2025-01-14,2,,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,2,18,0.11,0.40,5,27.8,14.2,0,Match Report
916,Brentford,2024-08-18,2,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,46,2,0,0,0,2,9,0.22,0.40,5,55.6,12.5,0,Match Report
917,Roma,2025-03-02,2,,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,2,11,0.18,0.50,4,36.4,17.5,0,Match Report
918,Roma,2025-01-26,2,@,Udinese,it Serie A,W 2-1,2,1,+1,51,0,2,2,0,2,14,0.00,0.00,7,50.0,17.8,0,Match Report
919,Roma,2025-01-17,2,,Genoa,it Serie A,W 3-1,3,1,+2,52,2,0,0,0,2,16,0.13,0.29,7,43.8,18.1,2,Match Report
920,Roma,2025-01-12,2,@,Bologna,it Serie A,D 2-2,2,2,0,46,1,1,1,0,2,10,0.10,0.33,3,30.0,19.9,0,Match Report
921,Roma,2025-01-05,2,,Lazio,it Serie A,W 2-0,2,0,+2,33,2,0,0,0,2,7,0.29,0.40,5,71.4,14.0,0,Match Report
922,Roma,2024-11-10,2,,Bologna,it Serie A,L 2-3,2,3,-1,54,2,0,0,0,2,15,0.13,0.40,5,33.3,16.9,1,Match Report
923,Roma,2024-11-03,2,@,Hellas Verona,it Serie A,L 2-3,2,3,-1,66,2,0,0,0,2,14,0.14,0.67,3,21.4,16.5,1,Match Report
924,Roma,2024-09-29,2,,Venezia,it Serie A,W 2-1,2,1,+1,69,2,0,0,0,2,22,0.09,0.40,5,22.7,18.7,1,Match Report
925,Chelsea,2025-01-14,2,,Bournemouth,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,2,26,0.08,0.20,10,38.5,16.6,2,Match Report
926,Chelsea,2024-12-15,2,,Brentford,eng Premier League,W 2-1,2,1,+1,62,2,0,0,0,2,26,0.08,0.25,8,30.8,16.2,0,Match Report
927,Chelsea,2024-11-23,2,@,Leicester City,eng Premier League,W 2-1,2,1,+1,63,2,0,0,0,2,16,0.13,0.33,6,37.5,14.2,0,Match Report
928,Chelsea,2024-10-27,2,,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,2,17,0.12,0.29,7,41.2,16.7,0,Match Report
929,Brighton,2025-03-08,2,,Fulham,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,2,8,0.13,0.33,3,37.5,16.2,0,Match Report
930,Brighton,2025-02-25,2,,Bournemouth,eng Premier League,W 2-1,2,1,+1,44,1,1,1,0,2,10,0.10,0.33,3,30.0,17.4,1,Match Report
931,Brighton,2025-01-16,2,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,2,11,0.18,0.40,5,45.5,14.1,0,Match Report
932,Brighton,2024-12-30,2,@,Aston Villa,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,2,13,0.15,0.50,4,30.8,19.1,0,Match Report
933,Brighton,2024-12-08,2,@,Leicester City,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,2,16,0.13,0.29,7,43.8,19.0,2,Match Report
934,Brighton,2024-11-23,2,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,2,6,0.33,0.50,4,66.7,13.9,0,Match Report
935,Brighton,2024-11-09,2,,Manchester City,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,2,10,0.20,0.50,4,40.0,13.5,1,Match Report
936,Brighton,2024-10-26,2,,Wolves,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,2,19,0.11,0.33,6,31.6,17.5,1,Match Report
937,Brighton,2024-09-28,2,@,Chelsea,eng Premier League,L 2-4,2,4,-2,59,2,0,0,0,2,15,0.13,0.40,5,33.3,20.1,2,Match Report
938,Brighton,2024-09-22,2,,Nott'ham Forest,eng Premier League,D 2-2,2,2,0,70,2,0,0,0,2,14,0.14,0.67,3,21.4,17.4,1,Match Report
939,Brighton,2024-08-24,2,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,2,14,0.14,0.50,4,28.6,14.2,1,Match Report
940,Saint-Étienne,2024-11-02,2,,Strasbourg,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,2,13,0.15,0.67,3,23.1,16.3,0,Match Report
941,Saint-Étienne,2024-10-26,2,@,Angers,fr Ligue 1,L 2-4,2,4,-2,58,1,1,1,0,2,18,0.06,0.17,6,33.3,24.6,1,Match Report
942,Saint-Étienne,2024-09-29,2,@,Nantes,fr Ligue 1,D 2-2,2,2,0,39,1,1,1,0,2,4,0.25,0.50,2,50.0,18.9,0,Match Report
943,Everton,2025-02-22,2,,Manchester Utd,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,2,9,0.22,0.25,8,88.9,12.5,0,Match Report
944,Everton,2025-02-15,2,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,2,11,0.18,0.33,6,54.5,17.6,0,Match Report
945,Everton,2025-02-12,2,,Liverpool,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,2,10,0.20,0.67,3,30.0,18.3,0,Match Report
946,Everton,2025-01-19,2,,Tottenham,eng Premier League,W 3-2,3,2,+1,36,2,0,0,0,2,12,0.17,0.33,6,50.0,14.2,0,Match Report
947,Everton,2024-12-04,2,,Wolves,eng Premier League,W 4-0,4,0,+4,44,2,0,0,0,2,13,0.15,0.50,4,30.8,18.7,1,Match Report
948,Everton,2024-10-19,2,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,2,11,0.18,0.25,8,72.7,16.4,1,Match Report
949,Everton,2024-09-28,2,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,2,8,0.25,1.00,2,25.0,15.3,0,Match Report
950,Everton,2024-09-14,2,@,Aston Villa,eng Premier League,L 2-3,2,3,-1,28,2,0,0,0,2,6,0.33,1.00,2,33.3,12.6,0,Match Report
951,Everton,2024-08-31,2,,Bournemouth,eng Premier League,L 2-3,2,3,-1,47,2,0,0,0,2,18,0.11,0.25,8,44.4,15.7,0,Match Report
952,Napoli,2025-03-30,2,,Milan,it Serie A,W 2-1,2,1,+1,51,2,0,0,0,2,8,0.25,0.67,3,37.5,18.2,0,Match Report
953,Napoli,2025-03-09,2,,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,2,19,0.11,0.18,11,57.9,15.3,1,Match Report
954,Napoli,2025-01-25,2,,Juventus,it Serie A,W 2-1,2,1,+1,49,1,1,1,0,2,13,0.08,0.50,2,15.4,15.9,1,Match Report
955,Napoli,2024-12-21,2,@,Genoa,it Serie A,W 2-1,2,1,+1,62,2,0,0,0,2,12,0.17,1.00,2,16.7,14.6,0,Match Report
956,Napoli,2024-12-14,2,@,Udinese,it Serie A,W 3-1,3,1,+2,70,2,0,0,0,2,17,0.12,0.50,4,23.5,13.3,0,Match Report
957,Napoli,2024-10-29,2,@,Milan,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,2,9,0.22,0.50,4,44.4,17.9,0,Match Report
958,Napoli,2024-09-29,2,,Monza,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,2,11,0.18,1.00,2,18.2,13.8,0,Match Report
959,Napoli,2024-08-31,2,,Parma,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,2,29,0.07,0.29,7,24.1,17.5,1,Match Report
960,Lyon,2025-04-05,2,,Lille,fr Ligue 1,W 2-1,2,1,+1,56,1,1,1,0,2,9,0.11,0.33,3,33.3,22.0,0,Match Report
961,Lyon,2025-03-28,2,@,Strasbourg,fr Ligue 1,L 2-4,2,4,-2,60,1,1,1,0,2,15,0.07,0.10,10,66.7,18.7,0,Match Report
962,Lyon,2025-03-09,2,@,Nice,fr Ligue 1,W 2-0,2,0,+2,63,2,0,0,0,2,8,0.25,0.40,5,62.5,20.8,0,Match Report
963,Lyon,2025-03-02,2,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,2,10,0.20,0.50,4,40.0,18.6,0,Match Report
964,Lyon,2025-02-23,2,,Paris S-G,fr Ligue 1,L 2-3,2,3,-1,35,2,0,0,0,2,14,0.14,0.29,7,50.0,15.8,0,Match Report
965,Lyon,2025-02-02,2,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,37,1,1,1,0,2,9,0.11,0.33,3,33.3,19.1,0,Match Report
966,Lyon,2024-10-27,2,,Auxerre,fr Ligue 1,D 2-2,2,2,0,62,1,1,1,0,2,11,0.09,0.14,7,63.6,14.4,0,Match Report
967,Lyon,2024-09-22,2,,Marseille,fr Ligue 1,L 2-3,2,3,-1,63,2,0,1,1,2,21,0.10,0.29,7,33.3,16.6,0,Match Report
968,Inter,2025-04-05,2,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,2,20,0.10,0.50,4,20.0,17.2,1,Match Report
969,Inter,2025-03-30,2,,Udinese,it Serie A,W 2-1,2,1,+1,60,2,0,0,0,2,13,0.15,1.00,2,15.4,12.7,0,Match Report
970,Inter,2025-03-16,2,@,Atalanta,it Serie A,W 2-0,2,0,+2,51,2,0,0,0,2,14,0.14,0.50,4,28.6,16.6,0,Match Report
971,Inter,2025-03-08,2,,Monza,it Serie A,W 3-2,3,2,+1,69,2,0,0,0,2,30,0.07,0.22,9,30.0,15.0,0,Match Report
972,Inter,2025-01-15,2,,Bologna,it Serie A,D 2-2,2,2,0,48,2,0,0,0,2,12,0.17,0.33,6,50.0,18.4,1,Match Report
973,Inter,2024-12-23,2,,Como,it Serie A,W 2-0,2,0,+2,62,2,0,0,0,2,17,0.12,0.40,5,29.4,14.5,0,Match Report
974,Inter,2024-08-24,2,,Lecce,it Serie A,W 2-0,2,0,+2,61,1,1,1,0,2,10,0.10,0.50,2,20.0,15.2,1,Match Report
