Rk,Team,Date,Att,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att,Succ,Succ%,Tkld,Tkld%,Match Report
484,Nice,2024-12-07,22,,Le Havre,fr Ligue 1,W 2-1,2,1,+1,51,1,1,1,0,22,9,40.9,10,45.5,Match Report
485,Nice,2024-09-28,22,@,Lens,fr Ligue 1,D 0-0,0,0,0,44,0,0,0,0,22,11,50.0,10,45.5,Match Report
486,Arsenal,2024-09-15,22,@,Tottenham,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,22,12,54.5,8,36.4,Match Report
487,Arsenal,2024-08-17,22,,Wolves,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,22,9,40.9,10,45.5,Match Report
488,Heidenheim,2024-12-15,22,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,22,11,50.0,11,50.0,Match Report
489,Heidenheim,2024-10-27,22,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,22,14,63.6,8,36.4,Match Report
490,Manchester Utd,2024-09-01,22,,Liverpool,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,22,8,36.4,13,59.1,Match Report
491,Manchester Utd,2024-08-24,22,@,Brighton,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,22,10,45.5,9,40.9,Match Report
492,Bologna,2024-08-25,22,@,Napoli,it Serie A,L 0-3,0,3,-3,61,0,0,0,0,22,3,13.6,16,72.7,Match Report
493,Barcelona,2025-02-09,22,@,Sevilla,es La Liga,W 4-1,4,1,+3,60,4,0,0,0,22,10,45.5,11,50.0,Match Report
494,Barcelona,2024-12-15,22,,Leganés,es La Liga,L 0-1,0,1,-1,79,0,0,0,0,22,15,68.2,6,27.3,Match Report
495,Montpellier,2025-01-31,22,,Lens,fr Ligue 1,L 0-2,0,2,-2,49,0,0,0,0,22,11,50.0,8,36.4,Match Report
496,Montpellier,2025-01-17,22,,Monaco,fr Ligue 1,W 2-1,2,1,+1,33,2,0,0,0,22,10,45.5,12,54.5,Match Report
497,Montpellier,2024-12-15,22,,Nice,fr Ligue 1,D 2-2,2,2,0,52,2,0,0,0,22,6,27.3,13,59.1,Match Report
498,Montpellier,2024-12-01,22,,Lille,fr Ligue 1,D 2-2,2,2,0,42,2,0,0,0,22,8,36.4,12,54.5,Match Report
499,Montpellier,2024-10-06,22,@,Reims,fr Ligue 1,L 2-4,2,4,-2,52,2,0,0,0,22,7,31.8,15,68.2,Match Report
500,Como,2025-02-23,22,,Napoli,it Serie A,W 2-1,2,1,+1,42,1,0,0,0,22,8,36.4,9,40.9,Match Report
501,Como,2024-11-04,22,@,Empoli,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,22,10,45.5,9,40.9,Match Report
502,Athletic Club,2024-12-15,22,@,Alavés,es La Liga,D 1-1,1,1,0,48,1,0,0,0,22,7,31.8,12,54.5,Match Report
503,Southampton,2025-02-22,22,,Brighton,eng Premier League,L 0-4,0,4,-4,50,0,0,0,0,22,7,31.8,11,50.0,Match Report
504,Southampton,2025-02-15,22,,Bournemouth,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,22,15,68.2,7,31.8,Match Report
505,Southampton,2024-08-24,22,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,22,7,31.8,12,54.5,Match Report
506,Tottenham,2025-03-09,22,,Bournemouth,eng Premier League,D 2-2,2,2,0,61,1,1,1,0,22,7,31.8,14,63.6,Match Report
507,Tottenham,2024-12-26,22,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,70,0,0,0,0,22,10,45.5,10,45.5,Match Report
508,Tottenham,2024-12-15,22,@,Southampton,eng Premier League,W 5-0,5,0,+5,58,5,0,0,0,22,13,59.1,9,40.9,Match Report
509,Tottenham,2024-11-10,22,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,66,1,0,0,0,22,11,50.0,10,45.5,Match Report
510,Tottenham,2024-09-21,22,,Brentford,eng Premier League,W 3-1,3,1,+2,48,3,0,0,0,22,11,50.0,11,50.0,Match Report
511,Toulouse,2024-09-29,22,,Lyon,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,22,11,50.0,10,45.5,Match Report
512,Crystal Palace,2025-01-15,22,@,Leicester City,eng Premier League,W 2-0,2,0,+2,43,2,0,0,0,22,12,54.5,8,36.4,Match Report
513,Wolfsburg,2025-02-22,22,,Bochum,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,22,10,45.5,12,54.5,Match Report
514,Real Madrid,2024-12-01,22,,Getafe,es La Liga,W 2-0,2,0,+2,69,1,1,1,0,22,8,36.4,11,50.0,Match Report
515,Marseille,2025-01-05,22,,Le Havre,fr Ligue 1,W 5-1,5,1,+4,70,5,0,0,0,22,9,40.9,11,50.0,Match Report
516,Marseille,2024-11-23,22,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,22,10,45.5,10,45.5,Match Report
517,Marseille,2024-11-03,22,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,73,2,0,0,0,22,13,59.1,7,31.8,Match Report
518,Auxerre,2024-12-06,22,,Paris S-G,fr Ligue 1,D 0-0,0,0,0,27,0,0,0,0,22,6,27.3,14,63.6,Match Report
519,Auxerre,2024-10-05,22,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,58,1,0,0,0,22,11,50.0,11,50.0,Match Report
520,Le Havre,2024-12-07,22,@,Nice,fr Ligue 1,L 1-2,1,2,-1,49,1,0,0,0,22,11,50.0,10,45.5,Match Report
521,Le Havre,2024-09-28,22,,Lille,fr Ligue 1,L 0-3,0,3,-3,38,0,0,0,0,22,10,45.5,9,40.9,Match Report
522,Genoa,2025-02-17,22,,Venezia,it Serie A,W 2-0,2,0,+2,51,2,0,0,0,22,9,40.9,12,54.5,Match Report
523,Angers,2025-01-19,22,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,48,1,0,0,0,22,10,45.5,11,50.0,Match Report
524,Angers,2024-12-07,22,,Lyon,fr Ligue 1,L 0-3,0,3,-3,37,0,0,0,0,22,11,50.0,10,45.5,Match Report
525,Angers,2024-10-04,22,@,Marseille,fr Ligue 1,D 1-1,1,1,0,24,1,0,0,0,22,7,31.8,14,63.6,Match Report
526,Lazio,2024-10-31,22,@,Como,it Serie A,W 5-1,5,1,+4,49,4,1,1,0,22,10,45.5,10,45.5,Match Report
527,Getafe,2025-03-30,22,,Villarreal,es La Liga,L 1-2,1,2,-1,55,1,0,0,0,22,7,31.8,15,68.2,Match Report
528,Getafe,2024-09-18,22,@,Betis,es La Liga,L 1-2,1,2,-1,35,1,0,0,0,22,8,36.4,14,63.6,Match Report
529,West Ham,2025-01-18,22,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,22,11,50.0,9,40.9,Match Report
530,West Ham,2024-12-21,22,,Brighton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,22,6,27.3,13,59.1,Match Report
531,West Ham,2024-11-25,22,@,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,22,8,36.4,11,50.0,Match Report
532,Leganés,2024-11-30,22,@,Alavés,es La Liga,D 1-1,1,1,0,40,1,0,0,0,22,14,63.6,7,31.8,Match Report
533,Reims,2025-03-16,22,@,Brest,fr Ligue 1,D 0-0,0,0,0,29,0,0,0,0,22,11,50.0,10,45.5,Match Report
534,Aston Villa,2025-02-19,22,,Liverpool,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,22,13,59.1,9,40.9,Match Report
535,Aston Villa,2024-08-31,22,@,Leicester City,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,22,13,59.1,7,31.8,Match Report
536,Wolves,2024-12-14,22,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,54,1,0,0,0,22,15,68.2,3,13.6,Match Report
537,Girona,2024-10-26,22,@,Las Palmas,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,22,9,40.9,13,59.1,Match Report
538,Atalanta,2025-01-25,22,@,Como,it Serie A,W 2-1,2,1,+1,46,2,0,0,0,22,8,36.4,11,50.0,Match Report
539,Atalanta,2024-10-26,22,,Hellas Verona,it Serie A,W 6-1,6,1,+5,69,6,0,0,0,22,8,36.4,11,50.0,Match Report
540,Rayo Vallecano,2024-10-05,22,@,Valladolid,es La Liga,W 2-1,2,1,+1,60,2,0,0,0,22,11,50.0,8,36.4,Match Report
541,Rayo Vallecano,2024-09-28,22,,Leganés,es La Liga,D 1-1,1,1,0,54,1,0,0,0,22,11,50.0,11,50.0,Match Report
542,Leicester City,2024-12-08,22,,Brighton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,22,12,54.5,9,40.9,Match Report
543,Empoli,2025-01-11,22,,Lecce,it Serie A,L 1-3,1,3,-2,50,1,0,0,0,22,9,40.9,13,59.1,Match Report
544,Espanyol,2025-02-22,22,@,Alavés,es La Liga,W 1-0,1,0,+1,38,1,0,0,0,22,10,45.5,9,40.9,Match Report
545,RB Leipzig,2024-10-06,22,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,22,8,36.4,12,54.5,Match Report
546,RB Leipzig,2024-08-24,22,,Bochum,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,22,10,45.5,6,27.3,Match Report
547,Sevilla,2025-02-09,22,,Barcelona,es La Liga,L 1-4,1,4,-3,40,1,0,0,0,22,11,50.0,8,36.4,Match Report
548,Sevilla,2025-02-01,22,@,Getafe,es La Liga,D 0-0,0,0,0,55,0,0,0,0,22,14,63.6,7,31.8,Match Report
549,Venezia,2025-03-08,22,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,22,9,40.9,12,54.5,Match Report
550,Venezia,2025-02-09,22,,Roma,it Serie A,L 0-1,0,1,-1,62,0,0,0,0,22,9,40.9,12,54.5,Match Report
551,Venezia,2025-01-04,22,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,22,5,22.7,15,68.2,Match Report
552,Newcastle Utd,2024-09-15,22,@,Wolves,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,22,12,54.5,8,36.4,Match Report
553,Rennes,2025-01-25,22,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,22,8,36.4,12,54.5,Match Report
554,Rennes,2024-11-03,22,@,Auxerre,fr Ligue 1,L 0-4,0,4,-4,61,0,0,0,0,22,12,54.5,10,45.5,Match Report
555,Rennes,2024-10-19,22,@,Brest,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,22,7,31.8,11,50.0,Match Report
556,Manchester City,2025-04-02,22,,Leicester City,eng Premier League,W 2-0,2,0,+2,72,2,0,0,0,22,12,54.5,9,40.9,Match Report
557,Manchester City,2024-12-15,22,,Manchester Utd,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,22,9,40.9,12,54.5,Match Report
558,Cagliari,2024-12-08,22,@,Fiorentina,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,22,12,54.5,5,22.7,Match Report
559,Leverkusen,2025-03-01,22,@,Eint Frankfurt,de Bundesliga,W 4-1,4,1,+3,59,4,0,0,0,22,12,54.5,10,45.5,Match Report
560,Leverkusen,2025-02-08,22,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,59,0,0,0,0,22,8,36.4,14,63.6,Match Report
561,Lille,2025-02-01,22,,Saint-Étienne,fr Ligue 1,W 4-1,4,1,+3,67,3,1,1,0,22,10,45.5,11,50.0,Match Report
562,Lille,2024-12-01,22,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,58,0,2,2,0,22,11,50.0,10,45.5,Match Report
563,Lille,2024-10-26,22,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,22,8,36.4,11,50.0,Match Report
564,Lille,2024-10-05,22,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,22,12,54.5,9,40.9,Match Report
565,Lille,2024-08-24,22,,Angers,fr Ligue 1,W 2-0,2,0,+2,64,2,0,0,0,22,13,59.1,9,40.9,Match Report
566,Brentford,2025-01-26,22,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,22,10,45.5,10,45.5,Match Report
567,Brentford,2024-08-25,22,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,22,6,27.3,13,59.1,Match Report
568,Roma,2024-12-15,22,@,Como,it Serie A,L 0-2,0,2,-2,62,0,0,0,0,22,7,31.8,6,27.3,Match Report
569,Chelsea,2025-04-06,22,@,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,22,5,22.7,11,50.0,Match Report
570,Chelsea,2025-02-14,22,@,Brighton,eng Premier League,L 0-3,0,3,-3,69,0,0,0,0,22,9,40.9,11,50.0,Match Report
571,Chelsea,2024-09-14,22,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,66,1,0,0,0,22,12,54.5,6,27.3,Match Report
572,Brighton,2024-12-21,22,@,West Ham,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,22,9,40.9,12,54.5,Match Report
573,Everton,2024-09-21,22,@,Leicester City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,22,7,31.8,13,59.1,Match Report
574,Everton,2024-09-14,22,@,Aston Villa,eng Premier League,L 2-3,2,3,-1,28,2,0,0,0,22,7,31.8,12,54.5,Match Report
575,Everton,2024-08-24,22,@,Tottenham,eng Premier League,L 0-4,0,4,-4,30,0,0,0,0,22,5,22.7,16,72.7,Match Report
576,Napoli,2024-10-26,22,,Lecce,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,22,8,36.4,13,59.1,Match Report
577,Nantes,2024-09-29,22,,Saint-Étienne,fr Ligue 1,D 2-2,2,2,0,61,2,0,0,0,22,13,59.1,9,40.9,Match Report
578,Atlético Madrid,2024-11-03,22,,Las Palmas,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,22,7,31.8,12,54.5,Match Report
579,Milan,2024-09-27,22,,Lecce,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,22,13,59.1,6,27.3,Match Report
580,Valencia,2025-03-08,22,,Valladolid,es La Liga,W 2-1,2,1,+1,62,2,0,0,0,22,6,27.3,15,68.2,Match Report
581,Paris S-G,2025-04-05,22,,Angers,fr Ligue 1,W 1-0,1,0,+1,81,1,0,0,0,22,13,59.1,6,27.3,Match Report
582,Paris S-G,2024-10-06,22,@,Nice,fr Ligue 1,D 1-1,1,1,0,71,0,0,0,0,22,9,40.9,11,50.0,Match Report
583,Paris S-G,2024-09-01,22,@,Lille,fr Ligue 1,W 3-1,3,1,+2,58,2,1,1,0,22,12,54.5,10,45.5,Match Report
584,Real Sociedad,2025-01-26,22,,Getafe,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,22,11,50.0,9,40.9,Match Report
585,Real Sociedad,2024-11-24,22,@,Athletic Club,es La Liga,L 0-1,0,1,-1,59,0,0,0,0,22,10,45.5,12,54.5,Match Report
586,Parma,2024-12-15,22,,Hellas Verona,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,22,8,36.4,11,50.0,Match Report
587,Eint Frankfurt,2025-02-02,22,,Wolfsburg,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,22,10,45.5,10,45.5,Match Report
588,Eint Frankfurt,2024-09-21,22,,Gladbach,de Bundesliga,W 2-0,2,0,+2,37,2,0,0,0,22,8,36.4,12,54.5,Match Report
589,Celta Vigo,2024-11-04,22,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,22,9,40.9,12,54.5,Match Report
590,Betis,2024-12-22,22,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,22,7,31.8,14,63.6,Match Report
591,Lens,2025-03-08,22,@,Marseille,fr Ligue 1,W 1-0,1,0,+1,25,1,0,0,0,22,7,31.8,11,50.0,Match Report
592,Lens,2025-02-23,22,@,Nantes,fr Ligue 1,L 1-3,1,3,-2,65,0,1,1,0,22,6,27.3,16,72.7,Match Report
593,Monaco,2024-09-28,22,,Montpellier,fr Ligue 1,W 2-1,2,1,+1,65,2,0,0,0,22,14,63.6,8,36.4,Match Report
594,Fulham,2025-03-08,22,@,Brighton,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,22,12,54.5,9,40.9,Match Report
595,Fulham,2024-12-05,22,,Brighton,eng Premier League,W 3-1,3,1,+2,43,2,0,0,0,22,11,50.0,7,31.8,Match Report
596,Fulham,2024-12-01,22,@,Tottenham,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,22,11,50.0,10,45.5,Match Report
597,Fulham,2024-08-16,22,@,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,22,8,36.4,12,54.5,Match Report
598,Lecce,2024-12-07,22,@,Roma,it Serie A,L 1-4,1,4,-3,41,0,1,1,0,22,8,36.4,12,54.5,Match Report
599,Lecce,2024-10-29,22,,Hellas Verona,it Serie A,W 1-0,1,0,+1,58,1,0,0,0,22,9,40.9,9,40.9,Match Report
600,Las Palmas,2025-03-14,21,,Alavés,es La Liga,D 2-2,2,2,0,61,1,1,1,0,21,11,52.4,7,33.3,Match Report
601,Las Palmas,2024-10-05,21,,Celta Vigo,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,21,15,71.4,6,28.6,Match Report
602,Las Palmas,2024-09-21,21,@,Osasuna,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,21,11,52.4,9,42.9,Match Report
603,Hoffenheim,2025-02-08,21,,Union Berlin,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,21,6,28.6,13,61.9,Match Report
604,Osasuna,2025-02-21,21,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,21,6,28.6,8,38.1,Match Report
605,Udinese,2025-02-16,21,,Empoli,it Serie A,W 3-0,3,0,+3,56,3,0,0,0,21,11,52.4,9,42.9,Match Report
606,Udinese,2025-01-20,21,@,Como,it Serie A,L 1-4,1,4,-3,49,1,0,0,0,21,10,47.6,10,47.6,Match Report
607,Bayern Munich,2025-02-23,21,,Eint Frankfurt,de Bundesliga,W 4-0,4,0,+4,63,4,0,0,0,21,11,52.4,9,42.9,Match Report
608,Bayern Munich,2024-11-09,21,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,75,1,0,0,0,21,5,23.8,12,57.1,Match Report
609,Augsburg,2025-03-15,21,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,21,13,61.9,8,38.1,Match Report
610,Hellas Verona,2025-02-01,21,@,Monza,it Serie A,W 1-0,1,0,+1,34,0,0,0,0,21,13,61.9,6,28.6,Match Report
611,Nice,2025-02-23,21,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,56,2,0,0,0,21,9,42.9,12,57.1,Match Report
612,Nice,2024-10-06,21,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,29,1,0,0,0,21,8,38.1,11,52.4,Match Report
613,Nice,2024-09-14,21,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,21,6,28.6,11,52.4,Match Report
614,Valladolid,2025-02-01,21,@,Villarreal,es La Liga,L 1-5,1,5,-4,47,1,0,0,0,21,12,57.1,6,28.6,Match Report
615,Arsenal,2025-01-15,21,,Tottenham,eng Premier League,W 2-1,2,1,+1,53,1,0,0,0,21,9,42.9,10,47.6,Match Report
616,Heidenheim,2024-10-06,21,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,21,9,42.9,11,52.4,Match Report
617,Manchester Utd,2025-02-26,21,,Ipswich Town,eng Premier League,W 3-2,3,2,+1,45,2,0,0,0,21,7,33.3,12,57.1,Match Report
618,Manchester Utd,2024-12-01,21,,Everton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,21,9,42.9,10,47.6,Match Report
619,Manchester Utd,2024-08-16,21,,Fulham,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,21,8,38.1,11,52.4,Match Report
620,Bologna,2024-09-14,21,@,Como,it Serie A,D 2-2,2,2,0,56,2,0,0,0,21,10,47.6,10,47.6,Match Report
621,Barcelona,2024-11-23,21,@,Celta Vigo,es La Liga,D 2-2,2,2,0,59,2,0,0,0,21,10,47.6,10,47.6,Match Report
622,Barcelona,2024-08-17,21,@,Valencia,es La Liga,W 2-1,2,1,+1,63,1,1,1,0,21,9,42.9,8,38.1,Match Report
623,Como,2025-01-20,21,,Udinese,it Serie A,W 4-1,4,1,+3,51,3,0,0,0,21,9,42.9,9,42.9,Match Report
624,Como,2024-12-08,21,@,Venezia,it Serie A,D 2-2,2,2,0,65,1,0,0,0,21,11,52.4,9,42.9,Match Report
625,Athletic Club,2025-04-06,21,@,Villarreal,es La Liga,D 0-0,0,0,0,44,0,0,0,0,21,8,38.1,11,52.4,Match Report
626,Athletic Club,2025-03-09,21,,Mallorca,es La Liga,D 1-1,1,1,0,55,1,0,0,0,21,10,47.6,10,47.6,Match Report
627,Athletic Club,2025-02-08,21,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,21,10,47.6,9,42.9,Match Report
628,Athletic Club,2024-08-15,21,,Getafe,es La Liga,D 1-1,1,1,0,68,1,0,0,0,21,9,42.9,9,42.9,Match Report
629,Gladbach,2024-10-19,21,,Heidenheim,de Bundesliga,W 3-2,3,2,+1,66,2,1,1,0,21,8,38.1,10,47.6,Match Report
630,Gladbach,2024-09-28,21,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,21,7,33.3,14,66.7,Match Report
631,Toulouse,2025-01-26,21,,Montpellier,fr Ligue 1,L 1-2,1,2,-1,66,1,0,0,0,21,13,61.9,7,33.3,Match Report
632,Toulouse,2025-01-12,21,,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,53,0,0,0,0,21,11,52.4,8,38.1,Match Report
633,Toulouse,2024-10-05,21,@,Lille,fr Ligue 1,L 1-2,1,2,-1,43,1,0,0,0,21,6,28.6,13,61.9,Match Report
634,Toulouse,2024-08-25,21,@,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,21,9,42.9,12,57.1,Match Report
635,Fiorentina,2024-10-31,21,@,Genoa,it Serie A,W 1-0,1,0,+1,67,1,0,0,0,21,8,38.1,12,57.1,Match Report
636,Fiorentina,2024-09-29,21,@,Empoli,it Serie A,D 0-0,0,0,0,62,0,0,0,0,21,9,42.9,11,52.4,Match Report
637,Crystal Palace,2024-12-26,21,@,Bournemouth,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,21,10,47.6,11,52.4,Match Report
638,Crystal Palace,2024-11-02,21,@,Wolves,eng Premier League,D 2-2,2,2,0,43,2,0,0,0,21,9,42.9,10,47.6,Match Report
639,Bournemouth,2024-12-08,21,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,56,2,0,0,0,21,11,52.4,9,42.9,Match Report
640,Wolfsburg,2024-11-23,21,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,21,8,38.1,10,47.6,Match Report
641,Real Madrid,2025-03-09,21,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,21,13,61.9,6,28.6,Match Report
642,Real Madrid,2024-10-05,21,,Villarreal,es La Liga,W 2-0,2,0,+2,55,2,0,0,0,21,9,42.9,10,47.6,Match Report
643,Real Madrid,2024-09-21,21,,Espanyol,es La Liga,W 4-1,4,1,+3,73,3,1,1,0,21,12,57.1,8,38.1,Match Report
644,St. Pauli,2024-10-05,21,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,21,9,42.9,9,42.9,Match Report
645,Marseille,2024-12-14,21,,Lille,fr Ligue 1,D 1-1,1,1,0,56,1,0,0,0,21,10,47.6,10,47.6,Match Report
646,Stuttgart,2024-12-15,21,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,66,2,1,1,0,21,8,38.1,12,57.1,Match Report
647,Stuttgart,2024-11-10,21,,Eint Frankfurt,de Bundesliga,L 2-3,2,3,-1,60,2,0,1,1,21,8,38.1,13,61.9,Match Report
648,Stuttgart,2024-10-06,21,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,67,1,0,1,1,21,13,61.9,8,38.1,Match Report
649,Stuttgart,2024-09-14,21,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,56,3,0,0,0,21,13,61.9,8,38.1,Match Report
650,Auxerre,2025-02-01,21,@,Monaco,fr Ligue 1,L 2-4,2,4,-2,43,1,1,1,0,21,3,14.3,14,66.7,Match Report
651,Auxerre,2024-12-14,21,,Lens,fr Ligue 1,D 2-2,2,2,0,40,2,0,0,0,21,9,42.9,11,52.4,Match Report
652,Auxerre,2024-09-22,21,@,Montpellier,fr Ligue 1,L 2-3,2,3,-1,46,2,0,0,0,21,7,33.3,13,61.9,Match Report
653,Le Havre,2024-08-24,21,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,41,1,1,1,0,21,11,52.4,6,28.6,Match Report
654,Werder Bremen,2025-02-16,21,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,63,0,0,0,0,21,12,57.1,9,42.9,Match Report
655,Genoa,2025-01-12,21,,Parma,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,21,9,42.9,9,42.9,Match Report
656,Angers,2024-11-24,21,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,21,4,19.0,14,66.7,Match Report
657,Lazio,2025-03-02,21,@,Milan,it Serie A,W 2-1,2,1,+1,39,1,1,1,0,21,11,52.4,10,47.6,Match Report
658,Lazio,2024-12-21,21,@,Lecce,it Serie A,W 2-1,2,1,+1,59,1,1,1,0,21,11,52.4,8,38.1,Match Report
659,Union Berlin,2024-11-23,21,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,21,11,52.4,8,38.1,Match Report
660,West Ham,2025-04-05,21,,Bournemouth,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,21,11,52.4,9,42.9,Match Report
661,West Ham,2024-12-16,21,@,Bournemouth,eng Premier League,D 1-1,1,1,0,48,0,1,1,0,21,10,47.6,10,47.6,Match Report
662,Leganés,2025-01-31,21,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,34,0,0,1,1,21,8,38.1,11,52.4,Match Report
663,Reims,2024-09-15,21,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,21,10,47.6,11,52.4,Match Report
664,Liverpool,2025-04-06,21,@,Fulham,eng Premier League,L 2-3,2,3,-1,63,2,0,0,0,21,4,19.0,13,61.9,Match Report
665,Liverpool,2025-02-19,21,@,Aston Villa,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,21,7,33.3,14,66.7,Match Report
666,Liverpool,2024-09-21,21,,Bournemouth,eng Premier League,W 3-0,3,0,+3,58,3,0,0,0,21,16,76.2,5,23.8,Match Report
667,Aston Villa,2024-12-07,21,,Southampton,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,21,5,23.8,9,42.9,Match Report
668,Aston Villa,2024-08-24,21,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,21,11,52.4,7,33.3,Match Report
669,Wolves,2025-04-01,21,,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,21,8,38.1,11,52.4,Match Report
670,Wolves,2025-01-25,21,,Arsenal,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,21,7,33.3,12,57.1,Match Report
671,Wolves,2025-01-15,21,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,21,9,42.9,8,38.1,Match Report
672,Atalanta,2025-04-06,21,,Lazio,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,21,6,28.6,14,66.7,Match Report
