Rk,Team,Date,PKatt,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,Match Report
700,Heidenheim,2024-12-07,0,@,Bayern Munich,de Bundesliga,L 2-4,2,4,-2,18,2,0,0,0,0,0,0,0,,Match Report
701,Heidenheim,2024-12-01,0,,Eint Frankfurt,de Bundesliga,L 0-4,0,4,-4,46,0,0,0,0,0,0,0,0,,Match Report
702,Heidenheim,2024-11-23,0,@,Leverkusen,de Bundesliga,L 2-5,2,5,-3,22,2,0,0,0,0,0,0,0,,Match Report
703,Heidenheim,2024-11-10,0,,Wolfsburg,de Bundesliga,L 1-3,1,3,-2,65,1,0,0,0,0,0,0,0,,Match Report
704,Heidenheim,2024-11-02,0,@,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,,Match Report
705,Heidenheim,2024-10-27,0,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,,Match Report
706,Heidenheim,2024-10-06,0,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0,0,0,0,,Match Report
707,Heidenheim,2024-09-28,0,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,50,2,0,0,0,0,0,0,0,,Match Report
708,Heidenheim,2024-09-21,0,,Freiburg,de Bundesliga,L 0-3,0,3,-3,42,0,0,0,0,0,0,0,0,,Match Report
709,Heidenheim,2024-09-01,0,,Augsburg,de Bundesliga,W 4-0,4,0,+4,36,3,1,1,0,0,0,0,0,,Match Report
710,Heidenheim,2024-08-25,0,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,40,2,0,0,0,0,0,0,0,,Match Report
711,Manchester Utd,2025-04-06,0,,Manchester City,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,0,0,0,0,,Match Report
712,Manchester Utd,2025-04-01,0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,0,0,0,0,,Match Report
713,Manchester Utd,2025-03-16,0,@,Leicester City,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,0,0,0,0,,Match Report
714,Manchester Utd,2025-03-09,0,,Arsenal,eng Premier League,D 1-1,1,1,0,32,1,0,0,0,0,0,0,0,,Match Report
715,Manchester Utd,2025-02-26,0,,Ipswich Town,eng Premier League,W 3-2,3,2,+1,45,2,0,0,0,0,0,0,0,,Match Report
716,Manchester Utd,2025-02-22,0,@,Everton,eng Premier League,D 2-2,2,2,0,62,2,0,0,0,0,0,0,0,,Match Report
717,Manchester Utd,2025-02-16,0,@,Tottenham,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,0,0,0,0,,Match Report
718,Manchester Utd,2025-02-02,0,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,0,0,0,0,,Match Report
719,Manchester Utd,2025-01-26,0,@,Fulham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,0,0,0,0,,Match Report
720,Manchester Utd,2025-01-19,0,,Brighton,eng Premier League,L 1-3,1,3,-2,51,0,1,1,0,0,0,0,0,,Match Report
721,Manchester Utd,2025-01-16,0,,Southampton,eng Premier League,W 3-1,3,1,+2,60,3,0,0,0,0,0,0,0,,Match Report
722,Manchester Utd,2024-12-30,0,,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,52,0,0,0,0,0,0,0,0,,Match Report
723,Manchester Utd,2024-12-26,0,@,Wolves,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,0,0,0,0,,Match Report
724,Manchester Utd,2024-12-15,0,@,Manchester City,eng Premier League,W 2-1,2,1,+1,48,1,1,1,0,0,0,0,0,,Match Report
725,Manchester Utd,2024-12-07,0,,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,71,2,0,0,0,0,0,0,0,,Match Report
726,Manchester Utd,2024-12-04,0,@,Arsenal,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,0,0,0,0,,Match Report
727,Manchester Utd,2024-12-01,0,,Everton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,0,0,0,0,,Match Report
728,Manchester Utd,2024-11-24,0,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,0,0,0,0,,Match Report
729,Manchester Utd,2024-11-10,0,,Leicester City,eng Premier League,W 3-0,3,0,+3,51,2,0,0,0,0,0,0,0,,Match Report
730,Manchester Utd,2024-11-03,0,,Chelsea,eng Premier League,D 1-1,1,1,0,46,0,1,1,0,0,0,0,0,,Match Report
731,Manchester Utd,2024-10-19,0,,Brentford,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,0,0,0,0,,Match Report
732,Manchester Utd,2024-10-06,0,@,Aston Villa,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,,Match Report
733,Manchester Utd,2024-09-29,0,,Tottenham,eng Premier League,L 0-3,0,3,-3,39,0,0,0,0,0,0,0,0,,Match Report
734,Manchester Utd,2024-09-21,0,@,Crystal Palace,eng Premier League,D 0-0,0,0,0,67,0,0,0,0,0,0,0,0,,Match Report
735,Manchester Utd,2024-09-01,0,,Liverpool,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,0,0,0,0,,Match Report
736,Manchester Utd,2024-08-24,0,@,Brighton,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,0,0,0,0,,Match Report
737,Manchester Utd,2024-08-16,0,,Fulham,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,0,0,0,0,,Match Report
738,Bologna,2025-04-07,0,,Napoli,it Serie A,D 1-1,1,1,0,61,1,0,0,0,0,0,0,0,,Match Report
739,Bologna,2025-03-29,0,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,0,0,0,0,,Match Report
740,Bologna,2025-03-16,0,,Lazio,it Serie A,W 5-0,5,0,+5,51,5,0,0,0,0,0,0,0,,Match Report
741,Bologna,2025-03-09,0,@,Hellas Verona,it Serie A,W 2-1,2,1,+1,67,2,0,0,0,0,0,0,0,,Match Report
742,Bologna,2025-03-02,0,,Cagliari,it Serie A,W 2-1,2,1,+1,61,1,1,1,0,0,0,0,0,,Match Report
743,Bologna,2025-02-27,0,,Milan,it Serie A,W 2-1,2,1,+1,57,2,0,0,0,0,0,0,0,,Match Report
744,Bologna,2025-02-14,0,,Torino,it Serie A,W 3-2,3,2,+1,65,1,1,1,0,0,0,0,0,,Match Report
745,Bologna,2025-02-09,0,@,Lecce,it Serie A,D 0-0,0,0,0,58,0,0,0,0,0,0,0,0,,Match Report
746,Bologna,2025-02-01,0,,Como,it Serie A,W 2-0,2,0,+2,50,2,0,0,0,0,0,0,0,,Match Report
747,Bologna,2025-01-25,0,@,Empoli,it Serie A,D 1-1,1,1,0,63,1,0,0,0,0,0,0,0,,Match Report
748,Bologna,2025-01-18,0,,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,0,0,0,0,,Match Report
749,Bologna,2025-01-15,0,@,Inter,it Serie A,D 2-2,2,2,0,52,2,0,0,0,0,0,0,0,,Match Report
750,Bologna,2024-12-30,0,,Hellas Verona,it Serie A,L 2-3,2,3,-1,67,2,0,0,0,0,0,0,0,,Match Report
751,Bologna,2024-12-21,0,@,Torino,it Serie A,W 2-0,2,0,+2,58,2,0,1,1,0,0,0,0,,Match Report
752,Bologna,2024-12-15,0,,Fiorentina,it Serie A,W 1-0,1,0,+1,50,1,0,0,0,0,0,0,0,,Match Report
753,Bologna,2024-12-07,0,@,Juventus,it Serie A,D 2-2,2,2,0,46,2,0,0,0,0,0,0,0,,Match Report
754,Bologna,2024-11-30,0,,Venezia,it Serie A,W 3-0,3,0,+3,60,1,2,2,0,0,0,0,0,,Match Report
755,Bologna,2024-11-24,0,@,Lazio,it Serie A,L 0-3,0,3,-3,30,0,0,0,0,0,0,0,0,,Match Report
756,Bologna,2024-11-10,0,@,Roma,it Serie A,W 3-2,3,2,+1,46,3,0,0,0,0,0,0,0,,Match Report
757,Bologna,2024-11-02,0,,Lecce,it Serie A,W 1-0,1,0,+1,72,1,0,0,0,0,0,0,0,,Match Report
758,Bologna,2024-10-29,0,@,Cagliari,it Serie A,W 2-0,2,0,+2,58,2,0,0,0,0,0,0,0,,Match Report
759,Bologna,2024-10-19,0,@,Genoa,it Serie A,D 2-2,2,2,0,61,2,0,0,0,0,0,0,0,,Match Report
760,Bologna,2024-10-06,0,,Parma,it Serie A,D 0-0,0,0,0,71,0,0,0,0,0,0,0,0,,Match Report
761,Bologna,2024-09-28,0,,Atalanta,it Serie A,D 1-1,1,1,0,36,1,0,0,0,0,0,0,0,,Match Report
762,Bologna,2024-09-22,0,@,Monza,it Serie A,W 2-1,2,1,+1,57,2,0,0,0,0,0,0,0,,Match Report
763,Bologna,2024-09-14,0,@,Como,it Serie A,D 2-2,2,2,0,56,2,0,0,0,0,0,0,0,,Match Report
764,Bologna,2024-08-31,0,,Empoli,it Serie A,D 1-1,1,1,0,69,1,0,0,0,0,0,0,0,,Match Report
765,Bologna,2024-08-25,0,@,Napoli,it Serie A,L 0-3,0,3,-3,61,0,0,0,0,0,0,0,0,,Match Report
766,Barcelona,2025-04-05,0,,Betis,es La Liga,D 1-1,1,1,0,73,1,0,0,0,0,0,0,0,,Match Report
767,Barcelona,2025-03-30,0,,Girona,es La Liga,W 4-1,4,1,+3,69,3,0,0,0,0,0,0,0,,Match Report
768,Barcelona,2025-03-27,0,,Osasuna,es La Liga,W 3-0,3,0,+3,74,2,1,1,0,0,0,0,0,,Match Report
769,Barcelona,2025-03-16,0,@,Atlético Madrid,es La Liga,W 4-2,4,2,+2,65,4,0,0,0,0,0,0,0,,Match Report
770,Barcelona,2025-03-02,0,,Real Sociedad,es La Liga,W 4-0,4,0,+4,76,4,0,0,0,0,0,0,0,,Match Report
771,Barcelona,2025-02-22,0,@,Las Palmas,es La Liga,W 2-0,2,0,+2,69,2,0,0,0,0,0,0,0,,Match Report
772,Barcelona,2025-02-17,0,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,59,0,1,1,0,0,0,0,0,,Match Report
773,Barcelona,2025-02-09,0,@,Sevilla,es La Liga,W 4-1,4,1,+3,60,4,0,0,0,0,0,0,0,,Match Report
774,Barcelona,2025-02-02,0,,Alavés,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,0,0,0,0,,Match Report
775,Barcelona,2025-01-26,0,,Valencia,es La Liga,W 7-1,7,1,+6,71,6,0,0,0,0,0,0,0,,Match Report
776,Barcelona,2025-01-18,0,@,Getafe,es La Liga,D 1-1,1,1,0,77,1,0,0,0,0,0,0,0,,Match Report
777,Barcelona,2024-12-21,0,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,0,0,0,0,,Match Report
778,Barcelona,2024-12-15,0,,Leganés,es La Liga,L 0-1,0,1,-1,79,0,0,0,0,0,0,0,0,,Match Report
779,Barcelona,2024-12-03,0,@,Mallorca,es La Liga,W 5-1,5,1,+4,59,4,1,1,0,0,0,0,0,,Match Report
780,Barcelona,2024-11-30,0,,Las Palmas,es La Liga,L 1-2,1,2,-1,69,1,0,0,0,0,0,0,0,,Match Report
781,Barcelona,2024-11-23,0,@,Celta Vigo,es La Liga,D 2-2,2,2,0,59,2,0,0,0,0,0,0,0,,Match Report
782,Barcelona,2024-11-10,0,@,Real Sociedad,es La Liga,L 0-1,0,1,-1,69,0,0,0,0,0,0,0,0,,Match Report
783,Barcelona,2024-11-03,0,,Espanyol,es La Liga,W 3-1,3,1,+2,76,3,0,0,0,0,0,0,0,,Match Report
784,Barcelona,2024-10-26,0,@,Real Madrid,es La Liga,W 4-0,4,0,+4,57,4,0,0,0,0,0,0,0,,Match Report
785,Barcelona,2024-10-20,0,,Sevilla,es La Liga,W 5-1,5,1,+4,67,4,1,1,0,0,0,0,0,,Match Report
786,Barcelona,2024-10-06,0,@,Alavés,es La Liga,W 3-0,3,0,+3,71,3,0,0,0,0,0,0,0,,Match Report
787,Barcelona,2024-09-25,0,,Getafe,es La Liga,W 1-0,1,0,+1,76,1,0,0,0,0,0,0,0,,Match Report
788,Barcelona,2024-09-22,0,@,Villarreal,es La Liga,W 5-1,5,1,+4,63,5,0,1,1,0,0,0,0,,Match Report
789,Barcelona,2024-09-15,0,@,Girona,es La Liga,W 4-1,4,1,+3,55,4,0,0,0,0,0,0,0,,Match Report
790,Barcelona,2024-08-31,0,,Valladolid,es La Liga,W 7-0,7,0,+7,70,7,0,0,0,0,0,0,0,,Match Report
791,Barcelona,2024-08-27,0,@,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,0,0,0,0,,Match Report
792,Barcelona,2024-08-17,0,@,Valencia,es La Liga,W 2-1,2,1,+1,63,1,1,1,0,0,0,0,0,,Match Report
793,Monza,2025-04-05,0,,Como,it Serie A,L 1-3,1,3,-2,42,1,0,0,0,0,0,0,0,,Match Report
794,Monza,2025-03-30,0,@,Cagliari,it Serie A,L 0-3,0,3,-3,58,0,0,0,0,0,0,0,0,,Match Report
795,Monza,2025-03-15,0,,Parma,it Serie A,D 1-1,1,1,0,45,1,0,0,0,0,0,0,0,,Match Report
796,Monza,2025-03-08,0,@,Inter,it Serie A,L 2-3,2,3,-1,31,2,0,0,0,0,0,0,0,,Match Report
797,Monza,2025-03-02,0,,Torino,it Serie A,L 0-2,0,2,-2,53,0,0,0,0,0,0,0,0,,Match Report
798,Monza,2025-02-24,0,@,Roma,it Serie A,L 0-4,0,4,-4,35,0,0,0,0,0,0,0,0,,Match Report
799,Monza,2025-02-16,0,,Lecce,it Serie A,D 0-0,0,0,0,56,0,0,0,0,0,0,0,0,,Match Report
800,Monza,2025-02-09,0,@,Lazio,it Serie A,L 1-5,1,5,-4,39,0,1,1,0,0,0,0,0,,Match Report
801,Monza,2025-02-01,0,,Hellas Verona,it Serie A,L 0-1,0,1,-1,66,0,0,0,0,0,0,0,0,,Match Report
802,Monza,2025-01-18,0,@,Bologna,it Serie A,L 1-3,1,3,-2,42,1,0,0,0,0,0,0,0,,Match Report
803,Monza,2025-01-05,0,,Cagliari,it Serie A,L 1-2,1,2,-1,53,0,1,1,0,0,0,0,0,,Match Report
804,Monza,2024-12-22,0,,Juventus,it Serie A,L 1-2,1,2,-1,45,1,0,0,0,0,0,0,0,,Match Report
805,Monza,2024-12-09,0,,Udinese,it Serie A,L 1-2,1,2,-1,67,1,0,0,0,0,0,0,0,,Match Report
806,Monza,2024-11-30,0,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,0,0,0,0,,Match Report
807,Monza,2024-11-24,0,@,Torino,it Serie A,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,,Match Report
808,Monza,2024-11-10,0,,Lazio,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,0,0,0,0,,Match Report
809,Monza,2024-11-02,0,,Milan,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,0,0,0,0,,Match Report
810,Monza,2024-10-30,0,@,Atalanta,it Serie A,L 0-2,0,2,-2,47,0,0,0,0,0,0,0,0,,Match Report
811,Monza,2024-10-27,0,,Venezia,it Serie A,D 2-2,2,2,0,46,2,0,0,0,0,0,0,0,,Match Report
812,Monza,2024-10-21,0,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,41,3,0,0,0,0,0,0,0,,Match Report
813,Monza,2024-10-06,0,,Roma,it Serie A,D 1-1,1,1,0,35,1,0,0,0,0,0,0,0,,Match Report
814,Monza,2024-09-29,0,@,Napoli,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,0,0,0,0,,Match Report
815,Monza,2024-09-22,0,,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,0,0,0,0,,Match Report
816,Monza,2024-09-15,0,,Inter,it Serie A,D 1-1,1,1,0,40,1,0,0,0,0,0,0,0,,Match Report
817,Monza,2024-09-01,0,@,Fiorentina,it Serie A,D 2-2,2,2,0,32,2,0,0,0,0,0,0,0,,Match Report
818,Monza,2024-08-24,0,,Genoa,it Serie A,L 0-1,0,1,-1,69,0,0,0,0,0,0,0,0,,Match Report
819,Monza,2024-08-17,0,@,Empoli,it Serie A,D 0-0,0,0,0,61,0,0,0,0,0,0,0,0,,Match Report
820,Montpellier,2025-04-06,0,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,55,0,0,0,0,0,0,0,0,,Match Report
821,Montpellier,2025-03-30,0,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,47,0,0,0,0,0,0,0,0,,Match Report
822,Montpellier,2025-03-08,0,@,Lille,fr Ligue 1,L 0-1,0,1,-1,24,0,0,0,0,0,0,0,0,,Match Report
823,Montpellier,2025-02-23,0,@,Nice,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,0,0,0,0,,Match Report
824,Montpellier,2025-02-16,0,,Lyon,fr Ligue 1,L 1-4,1,4,-3,38,1,0,0,0,0,0,0,0,,Match Report
825,Montpellier,2025-02-09,0,@,Strasbourg,fr Ligue 1,L 0-2,0,2,-2,41,0,0,0,0,0,0,0,0,,Match Report
826,Montpellier,2025-01-31,0,,Lens,fr Ligue 1,L 0-2,0,2,-2,49,0,0,0,0,0,0,0,0,,Match Report
827,Montpellier,2025-01-26,0,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,34,2,0,0,0,0,0,0,0,,Match Report
828,Montpellier,2025-01-17,0,,Monaco,fr Ligue 1,W 2-1,2,1,+1,33,2,0,0,0,0,0,0,0,,Match Report
829,Montpellier,2025-01-12,0,,Angers,fr Ligue 1,L 1-3,1,3,-2,58,0,1,1,0,0,0,0,0,,Match Report
830,Montpellier,2025-01-04,0,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,,Match Report
831,Montpellier,2024-12-15,0,,Nice,fr Ligue 1,D 2-2,2,2,0,52,2,0,0,0,0,0,0,0,,Match Report
832,Montpellier,2024-12-08,0,@,Lens,fr Ligue 1,L 0-2,0,2,-2,45,0,0,0,0,0,0,0,0,,Match Report
833,Montpellier,2024-11-23,0,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,67,0,0,0,0,0,0,0,0,,Match Report
834,Montpellier,2024-11-10,0,,Brest,fr Ligue 1,W 3-1,3,1,+2,33,2,1,2,1,0,0,0,0,,Match Report
835,Montpellier,2024-10-27,0,,Toulouse,fr Ligue 1,L 0-3,0,3,-3,51,0,0,0,0,0,0,0,0,,Match Report
836,Montpellier,2024-10-20,0,,Marseille,fr Ligue 1,L 0-5,0,5,-5,35,0,0,0,0,0,0,0,0,,Match Report
837,Montpellier,2024-09-28,0,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,35,1,0,0,0,0,0,0,0,,Match Report
838,Montpellier,2024-09-22,0,,Auxerre,fr Ligue 1,W 3-2,3,2,+1,54,3,0,0,0,0,0,0,0,,Match Report
839,Montpellier,2024-09-15,0,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,49,0,0,0,0,0,0,0,0,,Match Report
840,Montpellier,2024-08-23,0,@,Paris S-G,fr Ligue 1,L 0-6,0,6,-6,32,0,0,0,0,0,0,0,0,,Match Report
841,Montpellier,2024-08-18,0,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,42,0,1,1,0,0,0,0,0,,Match Report
842,Como,2025-04-05,0,@,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,0,0,0,0,,Match Report
843,Como,2025-03-29,0,,Empoli,it Serie A,D 1-1,1,1,0,71,1,0,0,0,0,0,0,0,,Match Report
844,Como,2025-03-15,0,@,Milan,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,0,0,0,0,,Match Report
845,Como,2025-03-02,0,@,Roma,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,0,0,0,0,,Match Report
846,Como,2025-02-23,0,,Napoli,it Serie A,W 2-1,2,1,+1,42,1,0,0,0,0,0,0,0,,Match Report
847,Como,2025-02-16,0,@,Fiorentina,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,0,0,0,0,,Match Report
848,Como,2025-02-01,0,@,Bologna,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,0,0,0,0,,Match Report
849,Como,2025-01-25,0,,Atalanta,it Serie A,L 1-2,1,2,-1,54,1,0,0,0,0,0,0,0,,Match Report
850,Como,2025-01-20,0,,Udinese,it Serie A,W 4-1,4,1,+3,51,3,0,0,0,0,0,0,0,,Match Report
851,Como,2025-01-14,0,,Milan,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,0,0,0,0,,Match Report
852,Como,2025-01-10,0,@,Lazio,it Serie A,D 1-1,1,1,0,63,1,0,0,0,0,0,0,0,,Match Report
853,Como,2024-12-30,0,,Lecce,it Serie A,W 2-0,2,0,+2,56,2,0,1,1,0,0,0,0,,Match Report
854,Como,2024-12-23,0,@,Inter,it Serie A,L 0-2,0,2,-2,38,0,0,0,0,0,0,0,0,,Match Report
855,Como,2024-12-15,0,,Roma,it Serie A,W 2-0,2,0,+2,38,2,0,0,0,0,0,0,0,,Match Report
856,Como,2024-12-08,0,@,Venezia,it Serie A,D 2-2,2,2,0,65,1,0,0,0,0,0,0,0,,Match Report
857,Como,2024-11-24,0,,Fiorentina,it Serie A,L 0-2,0,2,-2,57,0,0,0,0,0,0,0,0,,Match Report
858,Como,2024-11-07,0,@,Genoa,it Serie A,D 1-1,1,1,0,58,1,0,0,0,0,0,0,0,,Match Report
859,Como,2024-11-04,0,@,Empoli,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,,Match Report
860,Como,2024-10-25,0,@,Torino,it Serie A,L 0-1,0,1,-1,68,0,0,0,0,0,0,0,0,,Match Report
861,Como,2024-10-19,0,,Parma,it Serie A,D 1-1,1,1,0,61,1,0,0,0,0,0,0,0,,Match Report
862,Como,2024-09-14,0,,Bologna,it Serie A,D 2-2,2,2,0,44,1,0,0,0,0,0,0,0,,Match Report
863,Como,2024-09-01,0,@,Udinese,it Serie A,L 0-1,0,1,-1,56,0,0,1,1,0,0,0,0,,Match Report
864,Como,2024-08-26,0,@,Cagliari,it Serie A,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,,Match Report
865,Como,2024-08-19,0,@,Juventus,it Serie A,L 0-3,0,3,-3,43,0,0,0,0,0,0,0,0,,Match Report
866,Villarreal,2025-04-06,0,,Athletic Club,es La Liga,D 0-0,0,0,0,56,0,0,0,0,0,0,0,0,,Match Report
867,Villarreal,2025-03-30,0,@,Getafe,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,0,0,0,0,,Match Report
868,Villarreal,2025-03-15,0,,Real Madrid,es La Liga,L 1-2,1,2,-1,46,1,0,0,0,0,0,0,0,,Match Report
869,Villarreal,2025-03-08,0,@,Alavés,es La Liga,L 0-1,0,1,-1,68,0,0,0,0,0,0,0,0,,Match Report
870,Villarreal,2025-02-22,0,@,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,0,0,0,0,,Match Report
871,Villarreal,2025-02-15,0,,Valencia,es La Liga,D 1-1,1,1,0,50,1,0,0,0,0,0,0,0,,Match Report
872,Villarreal,2025-02-08,0,@,Las Palmas,es La Liga,W 2-1,2,1,+1,44,2,0,0,0,0,0,0,0,,Match Report
873,Villarreal,2025-02-01,0,,Valladolid,es La Liga,W 5-1,5,1,+4,53,5,0,0,0,0,0,0,0,,Match Report
874,Villarreal,2025-01-25,0,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,41,0,1,1,0,0,0,0,0,,Match Report
875,Villarreal,2025-01-20,0,,Mallorca,es La Liga,W 4-0,4,0,+4,43,4,0,0,0,0,0,0,0,,Match Report
876,Villarreal,2025-01-13,0,@,Real Sociedad,es La Liga,L 0-1,0,1,-1,44,0,0,0,0,0,0,0,0,,Match Report
877,Villarreal,2024-12-18,0,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,45,1,0,0,0,0,0,0,0,,Match Report
878,Villarreal,2024-12-15,0,,Betis,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,0,0,0,0,,Match Report
879,Villarreal,2024-12-08,0,@,Athletic Club,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,0,0,0,0,,Match Report
880,Villarreal,2024-12-01,0,,Girona,es La Liga,D 2-2,2,2,0,36,2,0,0,0,0,0,0,0,,Match Report
881,Villarreal,2024-11-09,0,,Alavés,es La Liga,W 3-0,3,0,+3,63,2,1,1,0,0,0,0,0,,Match Report
882,Villarreal,2024-10-05,0,@,Real Madrid,es La Liga,L 0-2,0,2,-2,45,0,0,0,0,0,0,0,0,,Match Report
883,Villarreal,2024-09-30,0,,Las Palmas,es La Liga,W 3-1,3,1,+2,43,3,0,1,1,0,0,0,0,,Match Report
884,Villarreal,2024-09-26,0,@,Espanyol,es La Liga,W 2-1,2,1,+1,44,2,0,0,0,0,0,0,0,,Match Report
885,Villarreal,2024-09-14,0,@,Mallorca,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,0,0,0,0,,Match Report
886,Villarreal,2024-08-31,0,@,Valencia,es La Liga,D 1-1,1,1,0,42,1,0,0,0,0,0,0,0,,Match Report
887,Villarreal,2024-08-26,0,,Celta Vigo,es La Liga,W 4-3,4,3,+1,45,3,0,1,1,0,0,0,0,,Match Report
888,Villarreal,2024-08-23,0,@,Sevilla,es La Liga,W 2-1,2,1,+1,41,2,0,0,0,0,0,0,0,,Match Report
889,Villarreal,2024-08-19,0,,Atlético Madrid,es La Liga,D 2-2,2,2,0,44,1,0,0,0,0,0,0,0,,Match Report
890,Mallorca,2025-04-05,0,,Celta Vigo,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,0,0,0,0,,Match Report
891,Mallorca,2025-03-30,0,@,Valencia,es La Liga,L 0-1,0,1,-1,56,0,0,0,0,0,0,0,0,,Match Report
892,Mallorca,2025-03-15,0,,Espanyol,es La Liga,W 2-1,2,1,+1,62,1,1,2,1,0,0,0,0,,Match Report
893,Mallorca,2025-03-09,0,@,Athletic Club,es La Liga,D 1-1,1,1,0,45,1,0,0,0,0,0,0,0,,Match Report
894,Mallorca,2025-03-02,0,,Alavés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,0,0,0,0,,Match Report
895,Mallorca,2025-02-24,0,@,Sevilla,es La Liga,D 1-1,1,1,0,47,1,0,0,0,0,0,0,0,,Match Report
896,Mallorca,2025-02-16,0,,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,0,0,0,0,,Match Report
897,Mallorca,2025-02-10,0,,Osasuna,es La Liga,D 1-1,1,1,0,46,0,1,1,0,0,0,0,0,,Match Report
898,Mallorca,2025-02-01,0,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,47,0,0,0,0,0,0,0,0,,Match Report
899,Mallorca,2025-01-25,0,,Betis,es La Liga,L 0-1,0,1,-1,48,0,0,0,0,0,0,0,0,,Match Report
900,Mallorca,2025-01-20,0,@,Villarreal,es La Liga,L 0-4,0,4,-4,57,0,0,0,0,0,0,0,0,,Match Report
901,Mallorca,2024-12-21,0,@,Getafe,es La Liga,W 1-0,1,0,+1,46,0,1,1,0,0,0,0,0,,Match Report
902,Mallorca,2024-12-14,0,,Girona,es La Liga,W 2-1,2,1,+1,32,2,0,0,0,0,0,0,0,,Match Report
903,Mallorca,2024-12-06,0,@,Celta Vigo,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,0,0,0,0,,Match Report
904,Mallorca,2024-11-10,0,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,53,0,0,0,0,0,0,0,0,,Match Report
905,Mallorca,2024-11-01,0,@,Alavés,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,,Match Report
906,Mallorca,2024-10-28,0,,Athletic Club,es La Liga,D 0-0,0,0,0,33,0,0,0,0,0,0,0,0,,Match Report
