Team,Opp,Date,Result,H/A,GF,GA,GD,PK,PKm,G-PK,Poss,PKatt,Comp,Att (GK),Thr,Pa Launch%,Pa AvgLen,Won,Lost,Won%,Att To,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Last3rd Car,OppCr,Stp,Stp%,CrdY,CrdR,2CrdY,Fls,Fld,GCA,PassLive Gc,PassDead Gc,TO Gc,Sh-Gc,Fld Gc,Def-Gc,GK Att,Launch%,AvgLen,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Off,PKwon,PKcon,OG,Recov,#OPA,AvgDist,Cmp,Pas Att,Cmp%,KP,Last3rd PA,PPA,CrsPA,PrgP,TotDist Pas,PrgDist Pas,Cmp 5-15,Att 5-15,Cmp% 5-15,Cmp 15-30,Att 15-30,Cmp% 15-30,Cmp 30+,Att 30+,Cmp% 30+,PKdef,PKA,PKms,Missed PK%,PKAg,PKsv,PK Save%,FK Ag,CKG,OGK,Live Pas,Dead,Pas FK,TB,Sw,Crs,TI,CK,In,Out,Str,Ps Off,PTo,Rec,Last3rd Rec,CPA,Mis,Dis,SCA,PassLive Sc,PassDead Sc,TO Sc,Sh-Sh,Fld Sc,Def-Sc,SoTA,Saves,Save%,Touches,Def Pen,Tch Def 3rd,Tch Mid 3rd,Tch Att 3rd,Att Pen,Live Tch,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Tkl.2,Tkl Att,Tkl%,Lost Tkl,Ints,BlcSh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,FKAtt,PSxG,PSxG/SoT,PSxG+/-
Brighton,Crystal Palace,2024-12-15,L,H,1,3,-2,0,0,0,64,0,eng Premier League,31,6,19.4,23.7,13,15,46.4,30,16,53.3,13,43.3,435,2698,1477,29,17,10,1,10.0,1,0,0,11,13,0,0,0,0,0,0,0,4,0.0,17.8,17,0.0,0.0,5,29.4,20.6,1,1,0,0,0,43,2,12.2,528,613,86.1,13,52,4,2,43,8964,2835,237,262,90.5,242,261,92.7,34,64,53.1,0,0,0,,0,0,,0,1,0,568,44,15,4,1,23,13,8,6,0,0,1,7,521,17,7,15,12,30,22,3,3,1,1,0,5,2,40.0,715,48,172,337,216,32,715,22,16,5,10,7,9,14,64.3,5,9,3,6,5,27,10,1,1.0,1.0,-1.2,-1.2,0.9,1.2,-1.0,-1.0,-0.9,0.06,1,2.0,0.43,-1.0
Chelsea,Brentford,2024-12-15,W,H,2,1,1,0,0,2,62,0,eng Premier League,43,11,44.2,40.6,20,19,51.3,17,5,29.4,11,64.7,431,2161,1241,32,15,16,6,37.5,2,1,1,11,7,4,4,0,0,0,0,0,3,0.0,7.0,26,0.08,0.25,8,30.8,16.2,0,1,0,0,0,50,4,15.9,483,585,82.6,19,51,19,5,47,8411,2672,213,238,89.5,201,225,89.3,50,87,57.5,0,0,0,,0,0,,0,0,0,541,43,9,0,3,34,21,8,5,0,0,1,11,481,15,14,17,6,45,35,2,1,4,1,2,4,3,75.0,697,63,194,254,254,48,697,15,8,9,4,2,7,11,63.6,4,8,2,6,8,23,22,0,2.2,2.2,0.6,0.6,1.8,1.5,-0.2,-0.2,0.2,0.09,0,1.8,0.44,0.8
Southampton,Tottenham,2024-12-15,L,H,0,5,-5,0,0,0,42,0,eng Premier League,21,2,52.4,37.3,9,4,69.2,10,2,20.0,3,30.0,309,1589,795,16,11,12,0,0.0,1,0,0,8,15,0,0,0,0,0,0,0,6,33.3,28.5,9,0.0,0.0,3,33.3,18.1,0,2,0,0,0,39,0,5.0,392,458,85.6,6,22,4,2,18,6739,1850,187,201,93.0,172,193,89.1,27,50,54.0,0,0,0,,0,0,,0,0,0,415,41,15,2,2,13,13,2,1,1,0,2,6,388,11,3,13,11,14,12,0,0,1,0,1,9,4,44.4,533,60,195,245,97,17,533,15,10,6,7,2,9,22,40.9,13,9,4,5,11,26,15,1,0.8,0.8,-1.5,-1.5,0.8,0.9,-0.8,-0.8,-0.8,0.09,0,3.6,0.4,-1.4
Bournemouth,West Ham,2024-12-16,D,H,1,1,0,0,0,1,52,0,eng Premier League,34,4,55.9,39.8,21,23,47.7,11,3,27.3,6,54.5,299,1795,1050,22,13,16,1,6.3,0,0,0,6,11,2,1,0,0,0,1,0,5,40.0,30.4,29,0.03,0.11,9,31.0,18.3,1,1,0,1,0,51,3,18.6,362,491,73.7,19,32,13,1,50,6941,2716,137,167,82.0,170,206,82.5,47,99,47.5,1,1,0,0.0,1,0,0.0,0,0,0,440,50,11,2,0,30,20,12,9,2,0,1,4,359,13,5,19,6,50,40,2,0,5,1,2,3,2,100.0,622,69,200,253,178,39,622,13,8,7,4,2,10,20,50.0,10,10,7,3,10,23,26,1,1.9,1.9,-0.1,0.7,1.2,1.2,-0.9,-0.9,-1.2,0.07,1,1.4,0.24,0.4
West Ham,Bournemouth,2024-12-16,D,A,1,1,0,1,0,0,48,1,eng Premier League,31,5,51.6,39.4,23,21,52.3,21,10,47.6,10,47.6,285,1572,854,19,13,23,1,4.3,2,0,0,11,5,0,0,0,0,0,0,0,9,77.8,54.9,15,0.0,0.0,2,13.3,15.2,0,1,0,0,0,53,0,9.5,326,461,70.7,13,29,5,3,34,6066,2454,136,162,84.0,147,191,77.0,39,96,40.6,0,0,0,,0,0,,1,0,0,425,35,6,4,1,23,12,6,4,2,0,1,5,320,13,6,13,3,27,21,3,2,1,0,0,9,8,88.9,579,85,219,243,126,24,578,12,6,6,5,1,6,9,66.7,3,16,14,2,8,20,31,2,2.1,1.3,0.1,-0.7,1.2,1.2,-1.1,-1.3,-1.2,0.08,0,2.1,0.23,1.1
Crystal Palace,Arsenal,2024-12-21,L,H,1,5,-4,0,0,1,42,0,eng Premier League,22,1,50.0,36.5,13,19,40.6,9,4,44.4,3,33.3,293,1457,737,12,13,12,0,0.0,2,0,0,9,8,2,2,0,0,0,0,0,3,0.0,10.0,15,0.07,0.17,6,40.0,16.3,0,1,0,0,0,38,0,3.0,336,422,79.6,12,22,7,3,20,5977,1907,152,175,86.9,160,180,88.9,23,53,43.4,0,0,0,,0,0,,0,1,0,387,34,8,1,1,14,14,3,2,1,0,1,8,336,13,2,11,11,24,18,2,0,2,2,0,6,1,16.7,528,64,213,217,105,18,528,25,11,17,4,4,14,22,63.6,8,13,4,9,3,28,27,0,1.6,1.6,-0.9,-0.9,1.2,0.7,-0.6,-0.6,-0.2,0.11,0,3.1,0.61,-1.9
Arsenal,Crystal Palace,2024-12-21,W,A,5,1,4,0,0,5,58,0,eng Premier League,48,3,37.5,32.3,19,13,59.4,25,8,32.0,14,56.0,376,1982,929,19,12,11,2,18.2,2,0,0,8,8,8,5,0,0,3,0,0,5,60.0,48.8,14,0.36,0.83,6,42.9,11.5,0,0,0,0,0,33,1,11.8,509,593,85.8,11,28,8,4,30,8718,2408,236,258,91.5,234,255,91.8,34,58,58.6,0,0,0,,0,0,,0,0,0,552,41,10,1,1,17,21,3,3,0,0,0,11,504,12,5,17,11,24,17,2,1,4,0,0,6,5,83.3,710,64,212,336,166,31,710,14,10,4,9,1,3,7,42.9,4,10,3,7,11,25,16,3,2.5,2.5,0.9,0.9,2.0,1.2,2.5,2.5,2.0,0.21,0,1.7,0.28,0.7
Brentford,Nott'ham Forest,2024-12-21,L,H,0,2,-2,0,0,0,64,0,eng Premier League,27,4,11.1,26.6,17,20,45.9,25,11,44.0,10,40.0,436,2707,1576,32,21,12,0,0.0,3,0,0,10,14,0,0,0,0,0,0,0,6,0.0,19.7,7,0.0,0.0,3,42.9,10.8,0,1,0,0,0,47,0,5.0,472,589,80.1,4,42,15,3,70,8442,2893,198,228,86.8,233,273,85.3,39,73,53.4,0,0,0,,0,0,,0,0,0,539,49,17,4,2,38,14,9,8,0,0,1,12,464,21,10,19,10,12,7,2,1,2,0,0,6,4,66.7,688,53,163,305,223,36,688,17,11,5,8,4,10,14,71.4,4,3,1,2,13,30,17,1,0.7,0.7,-0.2,-0.2,0.5,1.0,-0.7,-0.7,-0.5,0.1,0,1.4,0.23,-0.6
West Ham,Brighton,2024-12-21,D,H,1,1,0,0,0,1,47,0,eng Premier League,49,6,46.9,36.1,17,21,44.7,22,6,27.3,13,59.1,255,1433,687,9,5,18,0,0.0,2,0,0,14,20,1,0,0,0,1,0,0,7,42.9,36.1,11,0.09,0.25,4,36.4,13.7,0,5,0,0,0,45,3,19.0,311,418,74.4,5,17,4,0,24,6175,2353,111,138,80.4,160,177,90.4,39,87,44.8,0,0,0,,0,0,,0,1,0,354,59,21,2,4,14,21,8,4,4,0,5,8,309,5,4,14,5,15,8,2,0,4,0,1,6,5,83.3,543,94,252,209,86,25,543,26,15,15,9,2,12,21,57.1,9,9,4,5,7,33,31,0,1.2,1.2,0.3,0.3,0.7,0.7,-0.2,-0.2,-0.7,0.12,0,2.2,0.42,1.2
Aston Villa,Manchester City,2024-12-21,W,H,2,1,1,0,0,2,44,0,eng Premier League,34,1,20.6,30.4,2,2,50.0,11,6,54.5,3,27.3,247,1398,748,14,7,10,1,10.0,3,0,0,14,7,4,4,0,0,0,0,0,6,33.3,28.3,11,0.18,0.33,6,54.5,13.9,0,3,0,0,0,32,0,10.7,383,451,84.9,9,16,7,0,21,6535,2082,150,159,94.3,191,209,91.4,26,50,52.0,0,0,0,,0,0,,0,0,0,415,33,7,7,2,6,13,5,5,0,0,3,9,382,7,2,8,3,20,13,3,1,2,0,1,6,5,83.3,533,85,232,228,79,16,533,22,12,16,4,2,9,17,52.9,8,7,1,6,4,26,16,1,1.6,1.6,0.5,0.5,1.2,0.9,0.4,0.4,0.8,0.15,0,1.3,0.22,0.3
Brighton,West Ham,2024-12-21,D,A,1,1,0,0,0,1,53,0,eng Premier League,29,4,44.8,36.3,21,17,55.3,22,9,40.9,12,54.5,336,2026,1159,33,16,12,0,0.0,2,0,0,20,14,1,0,0,0,1,0,0,2,0.0,8.5,12,0.08,0.17,6,50.0,15.0,0,1,0,0,0,50,1,10.7,393,478,82.2,10,41,13,3,52,6962,2557,187,213,87.8,150,177,84.7,45,70,64.3,0,0,0,,0,0,,0,0,0,437,40,19,3,0,22,13,4,1,1,0,1,6,386,16,14,16,14,21,19,0,0,2,0,0,4,3,75.0,610,76,198,261,163,52,610,18,10,7,7,4,13,19,68.4,6,14,4,10,9,27,23,1,0.9,0.9,-0.3,-0.3,0.7,1.0,0.1,0.1,-0.7,0.08,0,1.4,0.36,0.4
Manchester City,Aston Villa,2024-12-21,L,A,1,2,-1,0,0,1,56,0,eng Premier League,27,5,11.1,22.7,2,2,50.0,20,8,40.0,9,45.0,459,2848,1553,28,18,6,0,0.0,3,0,0,7,14,1,0,0,0,1,0,0,4,0.0,7.8,12,0.08,0.17,6,50.0,18.4,0,0,0,0,0,35,1,18.5,513,566,90.6,11,51,5,1,47,8350,2129,273,285,95.8,208,226,92.0,29,44,65.9,0,0,0,,0,0,,0,0,0,528,38,17,0,5,14,10,4,2,0,0,0,5,505,18,9,8,13,23,21,0,1,1,0,0,6,4,66.7,651,45,122,338,194,20,651,6,4,3,1,2,3,9,33.3,6,11,2,9,5,11,15,1,1.0,1.0,-0.5,-0.5,0.7,0.7,0.0,0.0,-0.7,0.09,0,2.1,0.42,0.1
Nott'ham Forest,Brentford,2024-12-21,W,A,2,0,2,0,0,2,36,0,eng Premier League,14,0,85.7,55.8,20,17,54.1,19,4,21.1,10,52.6,221,1261,686,22,7,30,1,3.3,4,0,0,14,10,2,2,0,0,0,0,0,10,90.0,60.1,10,0.2,0.33,6,60.0,17.4,0,3,0,0,0,42,0,6.3,245,336,72.9,8,24,4,1,29,4187,1788,126,145,86.9,84,105,80.0,27,64,42.2,0,0,0,,0,0,,0,0,0,291,42,10,1,1,14,16,5,3,2,0,3,2,244,7,6,12,7,18,17,1,0,0,0,0,3,3,100.0,487,83,200,179,111,16,487,20,9,14,5,1,10,21,47.6,11,12,2,10,18,38,50,2,0.9,0.9,0.2,0.2,0.7,0.6,1.1,1.1,0.3,0.09,0,1.0,0.33,1.0
Ipswich Town,Newcastle Utd,2024-12-21,L,H,0,4,-4,0,0,0,42,0,eng Premier League,35,5,28.6,33.1,8,7,53.3,13,4,30.8,8,61.5,343,1784,827,16,15,6,1,16.7,2,0,0,9,6,0,0,0,0,0,0,0,8,62.5,43.8,10,0.0,0.0,2,20.0,17.8,0,3,0,0,0,50,3,15.0,374,462,81.0,9,32,2,1,34,6406,2407,183,198,92.4,153,172,89.0,33,67,49.3,0,0,0,,0,0,,0,0,0,425,34,8,4,2,12,11,2,2,0,0,3,11,369,15,8,14,7,16,13,1,2,0,0,0,7,3,42.9,540,66,202,221,125,19,540,10,5,4,3,3,4,15,26.7,11,5,1,4,4,14,14,2,0.7,0.7,-1.6,-1.6,0.5,0.5,-0.7,-0.7,-0.5,0.07,0,1.8,0.26,-2.2
Newcastle Utd,Ipswich Town,2024-12-21,W,A,4,0,4,0,0,4,58,0,eng Premier League,43,3,14.0,25.9,7,8,46.7,16,11,68.8,4,25.0,486,2160,996,20,7,8,0,0.0,0,0,0,7,9,6,6,0,0,0,0,0,8,37.5,35.1,15,0.27,0.57,7,46.7,14.1,0,1,0,0,0,52,0,17.0,564,649,86.9,13,27,15,2,38,9420,3021,276,296,93.2,244,266,91.7,35,67,52.2,0,0,0,,0,0,,0,0,0,607,41,12,6,2,10,19,1,0,0,0,1,4,559,7,6,11,6,27,27,0,0,0,0,0,2,2,100.0,739,94,351,284,115,34,739,15,10,6,6,3,8,12,66.7,4,12,4,8,6,21,18,0,2.3,2.3,1.6,1.6,2.2,2.1,1.7,1.7,0.8,0.16,0,0.2,0.12,0.2
Wolves,Leicester City,2024-12-22,W,A,3,0,3,0,0,3,46,0,eng Premier League,32,9,18.8,30.8,8,11,42.1,15,2,13.3,9,60.0,315,1556,721,12,7,21,3,14.3,0,0,0,16,15,6,6,0,0,0,0,0,5,40.0,33.0,8,0.38,0.75,4,50.0,14.6,1,1,0,0,0,50,4,13.6,419,505,83.0,7,23,6,2,25,6986,2370,213,234,91.0,157,178,88.2,38,67,56.7,0,0,0,,0,0,,0,0,0,474,30,15,0,6,8,8,1,0,0,0,1,11,415,7,0,12,9,16,15,0,0,0,1,0,4,4,100.0,610,80,262,276,77,10,610,20,12,11,7,2,13,21,61.9,8,11,3,8,7,27,22,1,1.1,1.1,0.3,0.3,1.1,0.4,1.9,1.9,1.9,0.14,1,0.8,0.2,0.8
Tottenham,Liverpool,2024-12-22,L,H,3,6,-3,0,0,3,52,0,eng Premier League,16,4,37.5,29.5,5,8,38.5,26,10,38.5,15,57.7,460,2640,1209,21,10,15,0,0.0,1,0,0,7,9,4,4,0,0,0,0,0,15,6.7,16.3,9,0.33,0.6,5,55.6,17.1,0,4,0,0,0,51,0,7.3,490,589,83.2,7,27,8,1,35,7547,2656,257,281,91.5,185,206,89.8,25,54,46.3,0,0,0,,0,0,,0,0,0,525,60,13,2,2,16,18,7,2,1,0,4,13,489,10,6,21,12,13,10,1,2,0,0,0,11,5,45.5,711,101,312,270,137,26,711,20,13,10,8,2,7,12,58.3,5,12,5,7,8,28,24,4,1.3,1.3,-4.3,-4.3,1.1,0.8,1.7,1.7,0.9,0.14,0,5.4,0.49,-0.6
Bournemouth,Manchester Utd,2024-12-22,W,A,3,0,3,1,0,2,40,1,eng Premier League,22,1,31.8,34.5,10,13,43.5,20,7,35.0,9,45.0,259,1424,825,16,15,18,0,0.0,3,0,0,11,11,6,3,1,0,0,2,0,12,91.7,58.3,9,0.22,0.5,4,44.4,19.7,0,2,1,0,0,51,3,19.3,267,365,73.2,8,26,5,0,29,4767,1935,120,150,80.0,111,135,82.2,27,59,45.8,0,0,0,,0,0,,0,0,0,323,40,9,4,1,8,17,1,1,0,0,2,7,266,15,2,16,10,19,14,2,1,0,2,0,7,7,100.0,510,75,173,231,113,15,509,25,17,16,5,4,15,24,62.5,9,16,6,10,11,36,32,2,1.6,0.8,-0.6,-1.4,0.7,0.6,1.4,1.2,1.3,0.09,0,1.5,0.21,1.5
Everton,Chelsea,2024-12-22,D,H,0,0,0,0,0,0,25,0,eng Premier League,30,4,60.0,45.5,9,9,50.0,19,5,26.3,11,57.9,157,951,345,7,5,14,0,0.0,4,0,0,20,11,0,0,0,0,0,0,0,11,72.7,56.5,5,0.0,0.0,4,80.0,19.8,1,2,0,0,0,29,0,,163,231,70.6,2,18,2,1,10,3180,1450,68,80,85.0,64,73,87.7,24,61,39.3,0,0,0,,0,0,,0,0,0,197,32,11,0,0,9,7,2,1,1,0,2,5,162,5,2,10,12,5,4,0,0,0,1,0,4,4,100.0,344,63,153,125,68,7,344,30,11,17,11,2,18,35,51.4,17,9,5,4,10,40,23,0,1.0,1.0,-0.1,-0.1,0.7,0.1,-1.0,-1.0,-0.7,0.21,1,0.5,0.13,0.5
Liverpool,Tottenham,2024-12-22,W,A,6,3,3,0,0,6,48,0,eng Premier League,15,3,46.7,35.9,8,5,61.5,14,5,35.7,7,50.0,361,1827,959,19,16,9,0,0.0,2,0,0,9,7,10,8,0,0,2,0,0,7,14.3,21.4,24,0.25,0.55,11,45.8,13.3,0,4,0,0,0,58,1,16.2,453,540,83.9,16,34,19,6,55,7570,2860,220,241,91.3,173,190,91.1,39,69,56.5,0,0,0,,0,0,,0,0,0,499,37,11,5,6,21,10,5,3,0,0,4,9,451,16,9,12,13,40,32,1,3,4,0,0,5,2,40.0,681,61,185,318,184,47,681,27,17,8,17,2,15,25,60.0,10,12,1,11,15,42,22,1,5.6,5.6,4.3,4.3,3.9,2.6,0.4,0.4,0.1,0.26,0,1.9,0.39,-1.1
Leicester City,Wolves,2024-12-22,L,H,0,3,-3,0,0,0,54,0,eng Premier League,24,4,41.7,33.1,11,8,57.9,26,8,30.8,13,50.0,459,2159,1220,17,11,7,0,0.0,2,0,0,15,15,0,0,0,0,0,0,0,6,0.0,14.2,9,0.0,0.0,4,44.4,15.7,0,1,0,0,0,41,1,25.0,500,595,84.0,8,46,7,2,36,8245,2872,255,276,92.4,210,246,85.4,28,50,56.0,0,0,0,,0,0,,0,0,0,541,53,17,6,2,24,20,6,4,2,0,1,9,498,11,2,9,7,17,13,2,0,0,2,0,4,1,25.0,686,40,155,391,146,17,686,18,8,6,12,0,9,11,81.8,2,12,1,11,9,27,8,1,0.8,0.8,-0.3,-0.3,0.7,0.9,-0.8,-0.8,-0.7,0.09,0,0.5,0.13,-2.5
Chelsea,Everton,2024-12-22,D,A,0,0,0,0,0,0,75,0,eng Premier League,22,5,13.6,24.6,9,9,50.0,42,17,40.5,18,42.9,539,2656,1290,17,11,8,2,25.0,1,0,0,12,19,0,0,0,0,0,0,0,1,0.0,17.0,12,0.0,0.0,4,33.3,16.8,2,1,0,0,0,35,1,8.8,605,686,88.2,7,43,4,0,45,10054,2891,294,310,94.8,243,259,93.8,44,76,57.9,0,0,0,,0,0,,0,0,0,637,48,21,1,7,18,20,5,4,0,0,1,6,603,11,5,9,12,20,14,2,0,3,1,0,4,4,100.0,783,43,227,379,183,20,783,23,14,10,7,6,11,16,68.8,5,6,1,5,2,25,13,1,1.2,1.2,0.1,0.1,0.7,0.8,-1.2,-1.2,-0.7,0.11,2,0.7,0.18,0.7
Southampton,Fulham,2024-12-22,D,A,0,0,0,0,0,0,43,0,eng Premier League,26,2,73.1,49.3,15,15,50.0,7,1,14.3,6,85.7,211,1177,607,11,9,19,1,5.3,3,0,0,15,8,0,0,0,0,0,0,0,11,100.0,70.5,5,0.0,0.0,1,20.0,20.1,1,2,0,0,0,40,0,3.3,352,450,78.2,2,11,5,1,13,5968,1651,154,173,89.0,167,185,90.3,21,64,32.8,0,0,0,,0,0,,0,0,0,410,38,7,0,2,13,14,5,4,1,0,2,10,349,9,3,10,4,9,6,1,0,0,2,0,5,5,100.0,568,92,222,277,71,13,568,19,11,7,11,1,9,14,64.3,5,9,4,5,11,30,39,0,0.3,0.3,-0.6,-0.6,0.1,0.4,-0.3,-0.3,-0.1,0.05,1,1.1,0.22,1.1
Manchester Utd,Bournemouth,2024-12-22,L,H,0,3,-3,0,0,0,60,0,eng Premier League,39,5,38.5,34.6,13,10,56.5,24,9,37.5,15,62.5,390,1750,794,13,10,5,1,20.0,1,0,0,11,10,0,0,0,0,0,0,0,4,25.0,28.0,23,0.0,0.0,7,30.4,17.7,1,0,0,1,0,53,2,16.0,426,537,79.3,18,36,16,2,31,6806,2685,226,256,88.3,144,173,83.2,36,68,52.9,1,1,0,0.0,1,0,0.0,0,0,0,485,52,12,3,2,21,19,13,8,1,0,0,12,422,10,4,17,10,42,29,6,2,3,2,0,5,2,60.0,651,57,210,239,211,41,651,19,12,7,11,1,9,16,56.3,7,9,2,7,4,23,10,1,2.2,2.2,0.6,1.4,1.9,1.8,-2.2,-2.2,-1.9,0.1,1,2.3,0.28,-0.7
Fulham,Southampton,2024-12-22,D,H,0,0,0,0,0,0,57,0,eng Premier League,31,5,6.5,22.7,15,15,50.0,18,5,27.8,9,50.0,400,2287,1225,29,19,11,2,18.2,1,0,0,8,15,0,0,0,0,0,0,0,3,33.3,26.3,15,0.0,0.0,5,33.3,20.0,0,1,0,0,0,35,0,9.7,499,598,83.4,12,31,11,3,49,8383,2746,235,266,88.3,238,271,87.8,24,47,51.1,0,0,0,,0,0,,0,0,0,544,53,17,0,1,28,26,6,2,3,0,1,7,493,19,7,9,10,26,23,0,2,0,0,1,1,1,100.0,695,65,205,298,198,31,695,10,6,3,6,1,6,7,85.7,1,15,3,12,8,18,12,0,0.9,0.9,0.6,0.6,0.7,0.8,-0.9,-0.9,-0.7,0.06,0,0.0,0.04,0.0
Newcastle Utd,Aston Villa,2024-12-26,W,H,3,0,3,0,0,3,62,0,eng Premier League,15,5,0.0,19.4,14,8,63.6,9,6,66.7,2,22.2,425,2285,1397,27,22,13,2,15.4,2,0,0,15,10,4,4,0,0,0,0,0,3,66.7,43.7,22,0.14,0.43,7,31.8,15.8,1,5,0,0,0,49,0,9.4,520,585,88.9,14,46,19,2,66,8685,2529,255,270,94.4,215,238,90.3,38,55,69.1,0,0,0,,0,0,,0,0,0,548,32,12,1,7,18,7,9,5,0,0,5,2,517,22,11,8,13,36,27,1,2,2,2,2,1,1,100.0,679,46,149,310,225,44,679,11,8,4,5,2,4,14,28.6,10,5,1,4,8,19,25,0,2.7,2.7,2.3,2.3,1.7,2.5,0.3,0.3,0.3,0.13,1,0.2,0.18,0.2
Southampton,West Ham,2024-12-26,L,H,0,1,-1,0,0,0,54,0,eng Premier League,32,4,62.5,39.9,22,20,52.4,19,8,42.1,10,52.6,330,1850,930,22,10,6,2,33.3,1,0,0,15,8,0,0,0,0,0,0,0,9,100.0,69.1,18,0.0,0.0,5,27.8,12.8,0,0,0,0,0,45,0,3.7,429,519,82.7,17,40,15,8,50,8131,3042,182,206,88.3,191,209,91.4,50,84,59.5,0,0,0,,0,0,,0,1,0,481,38,8,0,2,23,17,2,2,0,0,0,10,428,10,7,11,9,33,27,4,0,2,0,0,2,1,50.0,622,55,181,274,170,30,622,15,8,4,7,4,6,14,42.9,8,18,5,13,10,25,14,0,1.4,1.4,-0.3,-0.3,1.4,1.5,-1.4,-1.4,-1.4,0.08,0,0.4,0.21,-0.6
Crystal Palace,Bournemouth,2024-12-26,D,A,0,0,0,0,0,0,48,0,eng Premier League,27,3,40.7,39.3,19,15,55.9,21,10,47.6,11,52.4,300,1560,619,12,12,16,0,0.0,2,0,0,12,13,0,0,0,0,0,0,0,13,61.5,48.0,10,0.0,0.0,4,40.0,19.4,0,1,0,0,0,59,0,5.0,362,465,77.8,9,30,10,4,40,6900,2840,146,169,86.4,176,204,86.3,39,78,50.0,0,0,0,,0,0,,0,0,0,414,50,14,1,1,11,20,2,1,1,0,1,14,361,12,1,23,11,18,14,3,0,0,1,0,3,3,100.0,611,78,245,254,123,17,611,27,15,17,8,2,11,15,73.3,4,16,5,11,8,35,29,0,0.4,0.4,-1.0,-1.0,0.4,0.6,-0.4,-0.4,-0.4,0.04,0,0.4,0.13,0.4
Aston Villa,Newcastle Utd,2024-12-26,L,A,0,3,-3,0,0,0,38,0,eng Premier League,35,3,37.1,36.4,8,14,36.4,17,10,58.8,4,23.5,200,1127,599,11,6,16,2,12.5,1,1,0,10,14,0,0,0,0,0,0,0,10,70.0,48.4,4,0.0,0.0,1,25.0,17.0,1,3,0,0,0,33,0,6.5,267,353,75.6,1,14,3,1,18,4786,1811,119,133,89.5,122,146,83.6,23,55,41.8,0,0,0,,0,0,,0,0,0,300,50,19,0,0,20,11,6,3,1,0,3,10,267,6,0,10,7,7,2,1,1,1,2,0,7,4,57.1,436,86,194,162,83,9,436,15,7,4,9,2,2,8,25.0,6,10,8,2,5,20,18,4,0.3,0.3,-2.3,-2.3,0.2,0.4,-0.3,-0.3,-0.2,0.09,1,3.3,0.47,0.3
Liverpool,Leicester City,2024-12-26,W,H,3,1,2,0,0,3,68,0,eng Premier League,15,4,13.3,22.8,11,15,42.3,9,5,55.6,4,44.4,544,2647,1571,30,20,6,0,0.0,3,0,0,17,5,6,5,0,1,0,0,0,2,0.0,18.0,19,0.16,0.43,7,36.8,15.3,0,3,0,0,0,43,0,11.0,621,721,86.1,16,70,28,7,94,10445,3041,295,321,91.9,278,318,87.4,36,58,62.1,0,0,0,,0,0,,0,0,0,678,40,7,3,9,50,15,14,10,0,0,3,8,617,20,8,10,9,31,28,0,2,1,0,0,1,0,0.0,816,21,76,414,334,57,816,18,8,2,11,5,9,10,90.0,1,9,1,8,8,26,9,0,2.0,2.0,1.7,1.7,1.8,3.0,1.0,1.0,1.2,0.11,0,0.9,0.9,-0.1
West Ham,Southampton,2024-12-26,W,A,1,0,1,0,0,1,46,0,eng Premier League,41,5,36.6,37.0,20,22,47.6,14,8,57.1,6,42.9,302,1692,886,15,10,20,1,5.0,2,0,0,8,15,1,0,0,0,1,0,0,11,45.5,33.5,16,0.06,0.5,2,12.5,15.3,1,0,0,0,0,40,0,4.0,345,437,78.9,12,17,5,1,19,6264,2265,140,161,87.0,154,174,88.5,38,70,54.3,0,0,0,,0,0,,0,0,0,396,41,14,1,4,10,13,2,1,1,0,0,13,340,10,7,10,9,27,18,2,1,4,2,0,5,5,100.0,544,93,234,217,97,23,544,19,13,10,7,2,10,18,55.6,8,12,4,8,6,25,23,0,1.7,1.7,0.3,0.3,1.5,0.7,-0.7,-0.7,-0.5,0.11,1,0.6,0.12,0.6
Wolves,Manchester Utd,2024-12-26,W,H,2,0,2,0,0,2,51,0,eng Premier League,28,4,42.9,39.3,16,9,64.0,15,9,60.0,6,40.0,364,2002,1051,22,16,17,1,5.9,2,0,0,12,12,4,4,0,0,0,0,0,6,50.0,40.3,7,0.29,0.5,4,57.1,24.1,1,3,0,0,0,50,1,18.3,417,514,81.1,4,35,5,1,28,6857,2329,203,219,92.7,146,164,89.0,44,84,52.4,0,0,0,,0,0,,0,0,0,471,40,12,0,7,15,18,3,2,0,0,3,9,415,16,5,17,18,13,8,1,3,0,1,0,4,4,100.0,638,64,205,297,142,13,637,26,19,16,10,0,14,18,77.8,4,16,4,12,14,40,22,0,0.9,0.9,0.4,0.4,0.7,0.6,1.1,1.1,0.3,0.12,1,1.1,0.26,1.1
